,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Other Current Liabilities,-0.035664577285021246,0.041578206211823225,0.04216305199679609,0.015592900646690395,0.021042885126379758,0.014367081986514875,0.052071064927069866,0.07264444599604897,-0.011141627893383592,-0.010451111867457012,-0.005245359799755621,-0.0011809152010486537,0.030564304753076355,0.0373565628449678,0.028895385480052153,0.052765001011501333,0.02216532023544846,0.01015224450981561,0.008273024299660313,0.010799235678805825,-0.001961763955493367,0.008352986384479805,-0.009931241654774686,0.009366410536340415,-0.003204205926399512,0.009017898763906981,0.0022255075746700865,0.004987431675089568,0.004041394923195637,0.03036347875040677,0.005251191271742447,0.04460335494979555,0.009982976281202809,0.0033735374881525126,0.001274513312852367,0.0024099601736265507,-0.015477693170057526,0.023458802843693078,0.05442483129801836,0.18966405413727294,0.028321434192052377,0.04949596144999787,0.19115515009962314,0.005093093118358933,0.005897287515302132,0.009385689202962656,0.05672152810701953,0.05991546846171326,0.02189524334468776,0.034268970890250085,0.0006368874898716797,0.0071686144502447185
Total Current Liabilities,-0.029383616590607335,0.03313350998787928,0.024576221480504198,0.009001565050867279,0.013058495317930394,-0.006741479369799978,0.005140409285079074,0.021151585108221058,0.03502259965076856,0.0353167361020902,0.02424905600203426,0.08791294634112369,0.0244563553957103,0.028018138006027118,0.013547604232440943,0.00675555769146486,0.10810065594143703,0.08639948587802429,0.08421572213657036,0.018588080833031075,0.022993995124245437,0.03129750637437712,0.0006111791121515579,0.014278834239892037,0.013369360658079393,0.023513984535354547,0.025853438579365364,0.02095024455043543,0.0215965051304371,0.04949079144024525,0.028415053766127404,0.03623359363186021,0.012145952057098449,0.045817434905493136,0.029932403449393467,0.018962736842207922,-0.011877407577651282,0.04197533558343649,0.06632155776150452,0.11082158810419641,0.04602314834405509,0.06166619873324682,0.10967676900394661,0.007226386286829935,0.00876534139980675,0.05601286883931611,0.11406379551699666,0.07653603991129725,0.04017938901221461,0.04873021126263884,-0.003960198880678948,0.0008685006795155984
  Long-Term Debt,-0.04031670427773316,-0.024241018911108,-0.025309296501593942,0.08829306074356459,0.08757980918837717,0.06824563143778709,-0.02311081106460654,-0.0019532598342464026,-0.029124429545761513,-0.012936448088554955,-0.003415863705634099,-0.015925165738525184,-0.01479100747209075,-0.02760916556399236,-0.026770480474694564,-0.0070262852705492325,0.0304074650995136,0.055083919648697036,-0.004832650285722697,0.07511717064993433,-0.016817667065608576,-0.010504371136730785,-0.03797245376438787,-0.026713948020908866,-0.02099519094463572,0.00046358965193069685,-0.019852904490162353,-0.019290009849148096,-0.02856351493445498,0.007811906409718156,-0.011643893423810923,-0.02746930723629633,0.07285713097515692,-0.020913484855669576,-0.02227492239735914,0.0007544814185544099,-0.03356974080023062,-0.019820402064501093,-0.01779636917848248,0.0002641980005303121,-0.0019668703186250555,-0.01473749864872075,0.011889352401291811,-0.002694919519666161,-0.0014695944871668688,0.007213080073233824,0.05841110512909881,0.05564441244140833,-0.01820655386841381,-0.0029182368574122955,-0.04928657735274002,-0.030015877540363913
  Long-Term Capital Lease Obligation,-0.06914804031788159,0.04682558559808854,0.03175187701844742,0.10105071661442667,0.10636571100096665,0.05701249379667659,0.04868369587931224,-0.019750656658695742,-0.0302449055023917,-0.03382405632529759,-0.05669331223076275,-0.03008324269842464,-0.002466526967966736,-0.03318732696678011,-0.019691910014925998,0.0028278880381537334,0.014934636299346842,-0.0017605240340250465,0.04374609522686614,0.0007968630705273969,-0.06049109539942671,-0.01168695617053156,-0.04311147160314613,-0.027045904554711883,-0.042420735994554065,-0.021923278676982332,-0.052408114605184866,-0.056959648253941356,-0.053399055023114886,0.03072040488044654,0.02778405852450643,0.05480441552803654,0.061978933153749326,-0.03678531597507926,-0.04855653284774303,-0.01837159453036269,-0.06283287377282237,-0.012757850885484713,0.00774385630080354,0.0075205018965988826,-0.010321614233796328,-0.00552877667456184,0.00713337155603256,-0.02342978082791878,-0.02755492037313477,-0.015465848524646846,0.01326357472666386,-0.0007111803061840558,-0.010268698240470988,-0.008037635017230718,-0.03937234756017086,-0.054169483608858565
Long-Term Debt & Capital Lease Obligation,-0.035988036568710656,0.009315563518190335,-0.003422453444639124,0.012330628661940173,0.028714112460979296,0.0035509641405539797,0.007210593313061746,0.023166585823285957,-0.0035370143754213114,0.016214542786304218,-0.029221153097377894,0.000745060998836874,-0.002484683083251769,-0.02688869290307823,0.011535972252613661,-0.007707623438348576,0.030856111454504596,0.027631637195219744,0.12203787337012939,0.013138455052890255,-0.03296758566170478,-0.012546262712759621,-0.0032573623191225042,-0.004874558134059084,-0.0017377116842346042,0.009240098967497353,-0.020547930798390523,-0.020608436551676997,-0.017854591398002162,0.05188398093308585,0.0460003888118798,0.01911285261389189,-5.756076096522455e-05,0.005077755747074632,-0.018670103710694944,-0.00724239462979819,-0.012204573822052839,-0.010496363370299555,0.015605701963979155,0.12225007540809618,-0.006724243842145037,0.01396377027518882,0.12280519503599127,-0.005812663314846158,-0.003729726510651233,0.0009606525803876183,0.0457883029875265,0.0341669766266043,-0.0066713278488197,-0.009181713162852762,-0.03648114288845227,-0.048538032981113234
Debt-to-Equity.1,0.02114755194656589,0.12916947378986235,0.11944955328242417,0.11810984309990886,0.06760534893364722,0.08791341762699142,0.06814752890531957,0.06033375365777402,0.07033569163574374,0.12565291006179796,0.06788656427205088,0.08117824444591992,0.028854114459597235,-0.018065033929851974,-0.007017686738814101,0.02245450593089568,0.09067695488886475,0.11726352389046388,0.04129041280466983,0.1305301170443192,0.054815668823334204,0.017559286547193242,0.016952579973281392,0.08754493087229952,0.01961722473266952,0.09515148374319274,0.03681687359766491,0.02788505015918603,0.02009207706729413,0.03496263977437274,0.03883059610243425,0.06815792624480305,0.14840243601185682,0.04102240225750865,0.026941682799142178,0.07079455965413149,0.021601022951434127,0.06508822305889396,0.052497750575918545,-0.010408610292623764,0.10043356872147867,0.04821394289965403,-0.013838025762476818,0.011936076027993153,0.009777860667994178,0.07363583623020688,0.08674646503457853,0.07635691742340348,0.11223898324202797,0.12347632844930301,0.02567094441299146,0.06123090925437564
PensionAndRetirementBenefit,0.056521729334623114,-0.008209526903167926,0.01130215666015106,-0.02533423091223013,-0.010025204745749493,0.019803485771989093,0.02336707932314437,0.07719910105834925,0.08030188749758883,0.13984556302615397,0.10660318321553051,0.10324313963919081,-0.01477659166066715,0.0558943887137055,-0.022101372477011074,0.060531119635510985,0.018394048801283317,0.07952158677550504,0.011785638231059693,0.06391116191741872,0.17870098582875538,0.06719997692307762,0.1855236846762856,0.003657295495702589,0.12339606899367112,-0.008259760866610705,0.17826810956264677,0.13489808810127643,0.1210558596165912,0.07736770099665931,0.03480696049176637,0.024253912420130308,0.05228392188555019,0.1130703060734393,0.07093245559169586,-0.011033993432304672,0.0884442171207164,-0.013834208146871581,0.047991366729664885,0.13954719442133115,-0.010409526593443116,0.036827342536887436,0.1369061394378227,-0.0022185388091689314,-0.005583810210240684,0.01281902100646879,0.015642033168846083,0.02048262676258231,-0.014573787877322716,-0.014197987978124015,-0.035743620478235434,-0.06239837228725855
NonCurrent Deferred Liabilities,0.03634729944043268,-0.032166006354996314,-0.010891593269596015,-0.013311546038068252,-0.006866030781343791,-0.0017519268804312344,-0.007414055959770547,0.04855918393672965,0.07447175990766905,0.09543609272061868,0.07969498750035182,0.08195283040560362,-0.029893810171693718,-0.029903342310352975,-0.028004370713744998,-0.01042576085808585,0.007678049908577431,0.004337920197025995,0.014526002932049937,0.009786982135033637,0.07637391202065759,-0.01825413873711277,0.09694155657644977,0.009940542161780504,0.10518996258178709,-0.0005452889447973039,0.10361976066041859,0.1140908011748076,0.10299749238053602,0.018352969278990633,0.02541922377239803,-0.0029381901528316317,0.024775388682544558,0.11834875837038025,0.09725637014748736,-0.0051678699846726345,0.10362461255279894,-0.020853552935741378,0.04206156519909065,0.15520328230482405,0.013007083722035248,0.048274753718832254,0.15556903721411966,-0.014034280246956191,-0.005107397986921616,0.035469675737682324,0.021884126075884882,0.021475662383890374,-0.009214745826932954,0.018476726224626344,-0.030432771258284037,-0.008174464188273917
Other Long-Term Liabilities,-0.041880417179677915,0.0037059428944968605,0.0007872037881053884,-0.0033726210386145357,0.009077314832631453,0.003243404775563034,0.001421908509749696,0.020317120217643606,0.011441669860600148,0.021875120512859895,0.04941888191820274,0.003440431689527277,0.05374035315563046,0.0503826364135458,0.04448220820475057,0.06778336239435932,0.0005461799749870498,0.008882724415612386,-0.0009128951582039,0.0044125531328171675,-0.02602276612408645,0.01358422558709163,-0.01392554697501492,0.007159181998147069,-0.005748451716291099,0.01168754871358363,-0.007173334357605409,-0.006488852885599581,-0.007499233277826614,-0.0006350693835003251,0.013824622029992142,0.01696488391378236,0.0032340532611457116,-0.0009560275152271664,0.016088428833543267,0.020572625182213256,-0.01659728221220376,0.024388342066749474,0.047387304118197644,0.15064580610456418,0.0018594911909525294,0.03926115865240794,0.15131761142021258,0.00943028194207626,-0.0017799604844881216,0.02790534137886136,0.056981193797454754,0.044567057136391204,0.025737933166131922,0.008636973093052601,-0.019537524937464874,-0.02219269251465385
Total Long-Term Liabilities,-0.015916478466486306,0.05963766917557428,0.023397383877579708,-0.005066228629501631,0.01221466085007512,0.0019230879504753134,0.028664388628120572,0.04930166773654661,-0.0036258501074987824,0.010793612983213293,0.06972443488617827,0.06370431634053664,0.04875650978857658,0.026807190839557446,0.033345651732461415,0.03428415118909736,0.09428639774362939,0.021193140715980278,0.022108440311618783,-0.003162820494688874,-0.009374238805145358,0.03248290812478154,-0.007426645271701546,0.005373983415771073,0.0008340056501197051,0.02014854160908739,0.0031745076889005772,0.005330011407417533,0.003580940984670343,0.023141399240252665,0.003625656979351682,0.06020887193284292,0.0014928453920256546,0.035724858338017924,0.012882415017064063,0.011970703754335489,0.010891891423657821,0.022239247989365926,0.05102921334016387,0.19548630770144657,0.0010074071115755978,0.043611506257165505,0.19813032866182206,0.01132332878068397,0.014932937724970306,0.010509179673339825,0.09628504933661552,0.046202125114523894,0.022024031955452012,0.0196332305173487,-0.0019885532123262205,0.0019342775299921746
Total Liabilities,-0.015805037406111118,0.06415241374863057,0.015836683670223294,0.0024697483769060523,0.011267543293245077,0.000783228321410691,0.015945853613767515,-0.009990706809626734,0.04619545202863187,0.03260556261287451,0.11391725081834667,0.13313597056911558,0.05111390155916618,-0.02314297831485344,-0.012485544989625556,0.003012635597330471,0.1159013366502366,0.04194126838243732,0.05651058349470018,0.03355756796055822,0.013870849245756205,0.03481061851806846,-0.012630069978227474,0.015149031961156332,-0.012263735216119287,0.026476206326188793,0.001293253551904112,0.013050971379894243,0.003727844273452097,0.049259132846488626,0.036913886447677874,0.03304826355443642,0.014724108554293104,0.047219911076370476,0.025808749125213346,0.023487908655376137,-0.00549548580401046,0.045840528537254156,0.03423180178999568,0.12291561989250079,0.056193295747448725,0.046542757043896994,0.12737648213466046,0.017049715996485273,0.011432810469513898,0.05704048753027482,0.09375221777970298,0.05526306609553255,0.046932170907929165,0.05695059377159238,0.007427838913093494,0.014901805159822415
Common Stock,-0.005255916813785507,0.0528128598845605,0.03564441602305526,0.01093112824496375,0.012490864041227656,0.025300375796360998,0.03482072731694194,-0.012280144945084392,0.023614887376338985,0.015912006592153378,0.009591643207057497,0.009301396936444353,0.05072082876219073,0.017442076369230317,0.029781618087284772,0.05254785677891398,0.020434665940123733,0.021772799963491275,-0.0001402953310348134,0.04023434297843049,0.024809032825866602,0.024900218657619853,0.016891855171566432,0.009425476090197789,0.01360899405520562,0.026006687858517574,0.012763619324245731,0.4942917017037899,0.5032267873076282,0.02473681218287551,0.019035144482708443,0.04082029531317625,0.011274332613039876,0.005378883744685025,0.011930663347463021,0.008978917765529377,-0.009274029269074321,0.019888487102632718,0.017019465004652453,0.21533654814602388,0.024699886362915487,0.00881948440755197,0.20335053079573392,0.05782355796658845,0.05867018072282153,0.009676547419800395,0.06190855489949023,0.06735494967387971,0.021674453706619322,0.01887827249735815,-0.007927439425651701,-0.001076089836826439
Preferred Stock,0.077975360725547,0.00853603717160845,0.017107824556480383,-0.009470057035415307,-0.011690978056978416,0.02310371124014984,-0.041923958140088986,-0.008987553529905568,0.0608912260437211,0.08028222650041188,0.05062859184235952,0.08748999400708883,-0.018465196839709777,-0.01690959696076537,-0.03617587379170548,-0.034653204552523326,0.00864306605191536,0.03128173062220316,0.0013076492613167735,0.014481434212340664,0.13609786176312588,-0.02477407649516886,0.0659555458879541,0.0051137605036687545,0.06837831564067662,-0.016218345619247204,0.059393023468438104,0.20938814353418456,0.16692481379739135,0.007147873039461001,0.004794439905775116,0.017548755671696184,0.036971893864065075,0.11763160936060633,0.08651419019207528,-0.005778443561435759,0.09348993159066954,-0.011901563193599486,-0.023785739408864724,0.12957424866650885,0.022079982334378453,-0.016363302813471398,0.1128475480239511,0.028519370869853726,0.028155224873160193,0.003393225622804806,0.024634814483131498,0.008687261609500872,-0.01240729898459932,0.021496645975729988,-0.03375640893852815,-0.006636608482553683
Retained Earnings,0.036739879309490686,0.10733757362813387,0.12167694399187994,0.009294315511604395,0.003566965331732357,0.09531228642985184,0.03573677476569768,0.015955714981233198,0.046826056430898697,0.05098228663541832,0.03145070101791944,0.08121332103041404,0.08557440894999063,0.09788320150370192,0.03915611196266236,0.02315360786341268,0.051437965149149535,0.05065062668400502,-0.009554934750821396,0.04696651859825366,0.023221862123179744,0.04557294286647503,0.08597070017761638,-0.0004185314372595118,0.07645062894548847,0.002278797164006095,0.028978357791637196,0.07952915691523188,0.08199822596529438,0.05423692164959642,0.05672251547167503,0.1106267532175757,0.035642089503518715,0.08568360046249118,0.008992704619558704,0.022897918912151264,0.06804359294133511,0.010417452400730562,0.037455982783917444,0.12886932358830303,0.034695145807466174,0.05457933038020391,0.14262629906235272,0.007418560195217815,0.001112847412846632,0.0402556448257892,0.10451007508062278,0.04961935497422109,0.0009771011625479657,0.03351623577251358,-0.03979781057324951,0.0015852917346519295
Accumulated other comprehensive income (loss),0.07642238740652287,0.03934725380212922,-0.03400987143367182,-0.04722270072726472,-0.01140382972748254,0.08726121131236207,0.016069594398806987,0.014773766507904029,0.08847571852199197,0.1513123294809733,0.08399895760797736,0.1663067375177067,0.05534087562188511,0.03360843687042961,0.06910145647296352,0.08569087249134733,0.07927980594464856,0.06578614214080518,0.06451778688422852,0.04864238102555502,0.1780766101334131,0.06600825553070894,0.2309574950299327,0.006948971860089462,0.2218401957216576,-0.0015810100636523762,0.2214109873755617,0.22720372282359586,0.22246499698612524,0.07089568974602081,0.06578614214080518,0.04682327622345109,0.017212377976894556,0.20464381316188884,0.18567452918432706,0.06619079868608549,0.10403866642336122,-0.007315841306564627,0.03495269903390499,0.16510890433419248,-0.014226576606681644,0.05715857707519274,0.1740882197428007,-0.005957615089697347,-0.004437156281256801,0.04004208417245786,0.027754786262863058,0.017182379465813764,-0.00726947129464291,-0.012179012072598295,-0.028244147513504146,-0.032056629177166326
Additional Paid-In Capital,-0.014382143901682895,0.02771070384407509,0.008924731526869414,-0.024491778585853653,-0.028457213107372606,0.0035518057664983725,0.03349310683588685,-0.004110451798344043,0.038997444291115596,0.056369567969744,0.04251460850469063,0.05379116755102636,0.017563621585370642,0.008573430859131773,0.014621332324922846,0.02105043722799905,0.07938857935194725,0.02165273526479244,0.08758501480115413,0.01899238904437453,0.004053227132205868,0.031268004914694225,-0.0001233503489748147,0.0076521510717714285,0.02185499376387227,0.016821928812121092,0.014685620542748355,0.031572572233150374,0.012804770937210752,0.038120448410284946,0.03471910982066333,0.023915173287545784,0.007395356615685969,0.03604424318264115,0.02777291904855496,0.006672535354049548,0.011005777722050813,-0.006157191373490684,-0.016706105658402387,0.13725628059402503,-0.006225425531041815,-0.007785751572029251,0.134520841583048,0.003146504335789408,0.009033852870014842,0.004854002800594705,0.06103357339018371,0.04998225974740081,-0.0030745902220773364,-0.00594990962249344,-0.0018864162361247473,-0.0032993704736803586
Treasury Stock,0.07339969382945487,-0.00971041413309201,-0.025279526918635695,-0.0100437657515322,-0.030448626171372676,-0.036059930474358695,-0.04183765446325601,-0.036627786405426174,0.04745479461716182,0.0783208221312754,0.06993329622939734,0.08605893281692639,-0.043224828293788695,-0.01574088976689121,-0.03503609329583385,-0.03788890459546714,-0.01023794026932545,0.021667806471732498,0.06261394624216117,0.0063275903923979285,0.10602144238274186,-0.027375110573276462,0.06103940858388067,-0.03642372888993663,0.06298901927310434,0.0012760902717788248,0.05924170812823243,0.19882931672849882,0.16375523074933748,0.02511315610244532,-0.005727648879903791,0.013990780919093351,-0.0006441545147385383,0.09309888145797234,0.08665282416508926,-0.027666006022703152,0.039442608867763025,0.019577646251584608,0.009436187143498014,0.11737330129126121,0.012079538243740237,-0.02813345369118781,0.08554610333065053,-0.0405237073477167,-0.029732688620711642,-0.02187543025228318,0.016065809635913367,0.02542311894430995,0.023042505845306257,0.012807155885969118,-0.024331049556048114,-0.04104503489846401
Other Stockholders Equity,-0.016011370664790872,0.019917156481971725,0.019077550128795962,0.02835103301935744,0.018287712333701897,-0.0033589398517412717,0.02988311433546258,0.01073912996455495,0.010936506205121587,0.01711625987293341,0.004479472765450944,0.0017404161374383513,0.03997838285903259,0.0443681196519204,0.027590929128479973,0.05762569443550264,0.028541472808704442,0.02912334618709618,0.025299229540709345,0.023889643007381906,-0.005321182341289141,0.027199889717753712,-0.005968224284438821,0.023908170333683317,-0.0004109976777605484,0.03297886578486274,-0.0068941686518669935,0.07660154645098369,0.09203166971449045,0.032536897386605784,0.015666480069869503,0.018705725662680323,-0.0017921084043192792,-0.008216270842794339,-0.012927716574653043,0.036461356936539485,-0.014602272751528533,0.029564847450473473,0.0825714614136439,0.1697502258047153,0.03737963826994443,0.0722380512000747,0.16955163130259937,0.10309882569991802,0.0933708949855879,0.04638545138945252,0.15551392893566424,0.15668432659631992,0.04056331872586152,0.049121446724646946,0.009800880321171605,0.005116294196290472
Total Stockholders Equity,-0.006722596487810198,0.04655841008410568,0.02909444616795103,0.013444117691203763,0.0010240566581039196,0.0003675605154063637,0.03382923423597948,-0.010558579549278083,0.0241254842574761,0.03122948382305475,0.01287825353301376,0.09028703963179043,0.03299760357692966,-0.00541178055293261,-0.004898529681536312,0.009506655326455546,0.055450616428748434,0.029462643393175402,0.0269209343552538,0.034592985575158976,0.018189318284553183,0.021408579933095303,0.0018203863501703435,0.004983467218717791,0.011082264932370963,0.02030690113654202,0.02689604250909793,0.10428158859572177,0.10789422893620207,0.058969467232737424,0.03718062908565688,0.05106688219432566,0.0010093228687172457,0.04377567691126134,0.03568080360844997,0.015296603024107775,0.0070784818450614715,0.04891598987047415,0.07223839127243431,0.1119290117175655,0.0535893027187596,0.07437636801836028,0.11551076507162766,0.0603578439777398,0.060646483416355104,0.0665113859667229,0.1294081619273055,0.13135264365909197,0.056850973719302915,0.0685910058238154,-0.005341529079762108,-0.008995066905304626
Minority Interest,0.026655930923425972,0.029994664851055276,0.02545460676218941,0.03664133737604938,0.030253423875369192,0.04701711699079746,0.03369496953071497,0.011204140825783464,0.03729419779370719,0.03581565642931349,0.03926302207803259,0.04147033957484314,0.06489112443716229,0.0470237931247667,0.051118700789863344,0.07071544019866098,0.015380643498666352,0.0612905433681872,0.05744409060137849,0.05920163629923542,0.03945809799203317,0.05308244727424547,0.049617885337248514,0.029657769065112943,0.04367496724195045,0.6664178431727836,0.526086301460614,0.04087687667542781,0.03743699716452388,0.019534236514640504,0.021293384094862314,0.03085592774712532,0.03971784753678915,0.037214237966105325,0.048236429198601695,0.02806155761754024,0.026231357922861902,-0.015897109023957367,-0.020005164184709438,0.15663644839501514,0.009512371745573494,-0.01868111138255209,0.15758399623276972,0.025835335309020754,0.024845758702673245,0.0017956088285578046,0.025811329337491824,0.020229665897409634,-0.01603287219459805,0.00875835511882911,-0.006597369426832097,0.022147187622125315
Total Equity,0.07803692519265551,0.08138594887177658,0.011844102787135683,0.0019026937987087142,0.0028978552602227665,-0.007234015139473592,0.02781614497074444,-0.013695016013335856,0.008956936214762103,0.014040095324761193,0.027908786112716626,0.07478506337767045,0.005301127629732933,-0.015232523633358057,-0.017215696865296483,-0.0072521976979125794,0.06170935746900029,0.0012706762940742453,0.03761128935561105,0.010883679840701656,0.01839194263730956,0.012232513380005883,-0.019802503182703577,0.007475934789050391,-0.006386781694087119,0.022632386250742837,0.014162387837688448,0.04833663035237495,0.04733237019010561,0.04012146880823588,0.013512368134891659,0.05115463970331743,0.011685697465417585,0.03333645370950272,0.03061892895136523,0.01677317931870983,-0.0036724020397055196,0.06277337906047699,0.07723050092423465,0.08432723759686855,0.05748934173540615,0.07263824559798478,0.08289052838282984,0.04308032776989637,0.048284409717179816,0.06916665696839498,0.16387006383932956,0.05136843069193786,0.06270569488163694,0.06329642890505727,0.004288813248667327,0.0071098674573800745
Equity-to-Asset.1,0.05753661543438585,0.17731382634598036,0.17941184241524927,0.1551448857678847,0.12583191770192007,0.14747905425728233,0.11138793983167128,0.09300970349766524,0.003576978484404581,0.038532296031596296,-6.806743408413864e-05,0.062198211323245586,0.05478997670130631,0.04079879695933628,-0.0016663231445342413,0.05736810521963861,0.06222278898859238,0.09476656226047657,0.05521919841698088,0.08275381933780947,0.07371378645824947,0.028373197087530434,0.025479765190983147,0.10956472244960196,0.02894686143806565,0.10645255269879207,0.032929789894791645,0.09134947634388221,0.08504472291536756,0.07460404015753934,0.05400890974758461,0.14075172302417605,0.18154800437729365,0.0703570917277608,0.052560588451882245,0.11325324881002911,0.02193061164225611,0.08762947941803909,0.07997992304969732,0.033803554504441245,0.09035630378920449,0.05316839605045846,0.026161306613740696,0.0608959059539474,0.050730643296652986,0.06677772254517086,0.09947519551911643,0.06024152648703048,0.10875320700811458,0.10744585814056813,0.07104179991520562,0.11871699951732617
Net Income From Continuing Operations,0.00923015464653059,0.075051286849177,0.05234660104391692,0.09493257297484636,0.045713284765427846,0.2918998060559969,0.12780448656402707,0.03458007501584996,0.03195470532016769,0.02894330889844702,0.012659560503680804,0.07858027695793005,0.10823199350234611,0.06550308890344751,0.13853312737953802,0.1394017308148441,0.08625339013944894,0.0945434150263329,0.02532043399974029,0.010475608288399033,0.007420180859169253,0.06581423061100095,0.08270190018576487,0.06130675159259099,0.16744451541504585,0.02846621537781018,0.11406925022251878,0.11118121114345925,0.11111179955466166,0.03249122003092854,0.08989968620414733,0.1009300120442107,0.13949380179415646,0.0940917477486665,0.02353349303666206,0.003087618063785184,0.08513780271463266,-0.021357463053042713,0.07322202338168311,0.2884978084698294,-0.021410379046368052,0.07825985802450065,0.2958436197947366,0.012955587414014948,0.01566710208220419,-0.018859429877972348,0.03412033961328039,0.03418514898082439,-0.021357463053042713,-0.021487404936476887,-0.021463478432460558,-0.029982440424610974
"Depreciation, Depletion and Amortization.1",-0.04825062916918808,-0.008465991481509451,-0.013443516607098796,0.012849889683893584,0.0255420520727334,0.007182217217404199,0.009222446487033697,0.009116647943857274,0.501980390118747,0.4889318807481234,0.5346216105458645,-0.022570556718347838,-0.009434406798373731,-0.014678330640139682,0.029410072611040526,-0.0044752217518759605,-0.001502203350163124,-0.014766409724592245,-0.006798435719002977,-0.0300759859038187,-0.04500301783508905,-0.00506547858085927,-0.004848111781124704,0.009344764249512033,-0.01177758163484453,0.004818505864651367,-0.02820306800540961,-0.027911768782355288,-0.032729943126295694,0.008066575256106908,0.015651429620840415,-0.003752751246456417,0.004048468516125303,-0.022060808231588683,-0.022910153794992706,0.007230562495287262,-0.043353309425067335,0.00029202497366957367,0.0749598662501458,0.17279090449203555,0.0013256894077878778,0.07525913145668409,0.15606180728473357,0.00956275260949039,0.007926612106233005,0.03812194046169649,0.04842755081379024,0.04516726809122968,0.004275641880591001,-0.0015503867793801047,-0.01897939088878783,-0.018164620218816326
  Change In Receivables,-0.04414988795906694,-0.01582915320440102,-0.0006078527172021439,-0.0015165233795236643,0.0017926944164913935,-0.014553056791628882,0.0007599104760824408,-0.021480676664520967,0.06513153624746125,0.05948077568564583,0.030067068149668735,0.0036935275809910646,-0.004334054099096357,-0.003500636453935782,0.000269708926012348,-0.0019378489117787396,0.01883168833949032,0.003052325801864519,0.003887617957022271,0.010552341353026582,-0.017257523906845824,0.002920651576445732,-0.020398084051453866,-0.014031643817974454,-0.0169516330147113,-0.004891420368788575,-0.004010381164805871,0.009184949556371507,7.960689284144083e-05,0.00180090609393469,0.002584110014571676,0.001994335964356133,-0.010243086580711023,-0.005437724780896802,0.010318678002679108,-0.012936710269697737,-0.022575388143965255,0.011890378882924678,0.04556057813542341,0.0930252986940763,0.009846122014192736,0.04496003540321876,0.08274825338852314,-0.009626836593499607,-0.009057572407426188,0.029238605739483177,0.05997922960042334,0.0606864917207011,0.012068629381778424,0.011113867874233409,-0.03380410257272805,-0.027863725510812766
  Change In Inventory,0.005518434747963143,0.01918292502020491,0.01690176142948336,0.12047319241765769,0.10571198209191097,0.10090367000316187,0.021816607047092828,0.024748450926931405,0.00892579932534799,0.013460689159371394,0.009127326690871646,0.02093459084124887,0.04337165959077418,0.05813007897231843,0.05662714660752883,0.04730176903711591,0.034519542526618104,0.03420156058693043,0.023920717806882322,0.03519939943244218,0.034227697939397686,0.024757935387849154,-0.0025338691842287653,0.0473615843269837,0.03381845424925921,-0.0069252221000133925,0.034079187500028404,0.034098161275369174,0.039687262872987086,0.023400320118247112,0.020450651854880604,0.019454256693000826,0.08865642730871143,0.034599618242706395,0.028277477363006252,0.015951347069046634,0.01786461305189589,0.02428375665826448,0.07958673764623982,0.02166621915695142,0.017221554253635002,0.09101667058249499,0.02944323677248299,0.007819879079625393,0.0019409116238722785,0.043216331490815066,0.06909840513880967,0.06485839961064212,0.02765887924426357,0.01929613912008027,-0.008336721719169032,-0.012347166554965337
