,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Change In Prepaid Assets,0.09648713018440414,-0.0006072363292580186,0.01665875953811599,-0.006903468007831077,-0.0070150855404728886,0.059726121844825106,-0.006480020457831685,0.007987371791946215,0.1467169923754949,0.17011389279190584,0.08051581296033425,0.09679967791406052,-0.030244967097535207,-0.022653219819081652,-0.03411566689971406,-0.0223798619048579,0.009066791227640997,0.04357538921472428,-9.682447501777253e-05,0.0670694292216415,0.13519991381399524,-0.018175100886336237,0.11446699928520634,6.601051407809956e-05,0.11269130993516248,-0.022772418283634015,0.1172423366691673,0.09658861176900456,0.09783751758698919,0.01881206735637299,0.0159815990367058,0.029260187601575855,0.03991596212555701,0.12478305705844027,0.1071352556836279,0.001290392572316215,0.10080644143497151,0.013344377140335976,0.041342292798008475,0.13443672145331934,0.015846616385720696,0.04131024637087433,0.14005083649316027,-0.007719950877027572,-0.005802583162669803,0.013360313826542158,0.010926088064062481,0.014934771048568331,0.01711611506160653,0.019490444492109373,-0.02942922438555394,-0.01126177514734335
  Change In Payables And Accrued Expense,0.008400984725572873,0.034266739107992765,-0.007462079917336351,0.00894676810027081,0.07252228841438522,0.10412533919294556,0.13152294015365004,0.06669273527152655,0.14098037614190193,0.1745645407060196,0.08735176400117876,0.08505730589065612,0.06498288384035243,0.011377487978914576,0.07240721586630179,0.09149871815598476,0.0844972171984708,0.07245730720232987,0.08995878248061219,0.04653781250917959,0.10052510474003286,0.04932634750126531,0.21168303072726202,0.003594332309554267,0.20614256365344424,-0.00424658565884861,0.0963713801780713,0.1239462168002542,0.12357626795395511,0.06837502745482117,0.08730284421842417,0.052242417601665675,0.11165731736012192,0.10194488165083475,0.09177158175965834,0.04894364818113873,0.07910649495926127,-0.007419508257087438,0.042296930901639565,0.1656227613610373,0.014552657666413489,0.051158237788937806,0.1737844406769388,0.006212214867051562,0.002237056513420029,0.02285536109453424,0.009150411276307849,0.01215222736007937,-0.009446724036043295,0.019478306641439614,-0.05583587746094601,-0.06288057700787135
  Change In Other Working Capital,-0.03035107622074531,-0.0010617965721500117,-0.011385436204973658,0.060151797759629574,0.05760999249088191,0.03846959290871031,-0.0010246161834576717,-0.0007642391211838198,-0.0006258861325273558,0.006883394629736471,-0.012163835440775775,0.02300320198041112,0.03315820575535989,0.009635869619716258,0.027133801031144184,0.040146880313528456,0.07054018035369292,0.04707670716738076,0.11570204519110297,0.04965579498019155,-0.008446051480575395,0.016033103065307763,-0.0025473761243138843,0.005453956799391958,-0.0044542101880490435,0.06624215559996477,-0.008779683594147441,-0.01237284185660608,-0.003030056571875917,0.05011363437960214,0.05495163186268104,-0.004018159333745105,0.04014270318195744,0.014914750792480055,-0.006774309003377823,0.05203350669455806,-0.0017998990347571366,0.03158690838811733,0.06077419324945327,0.13195835508203088,0.03073445321958967,0.06088861783599704,0.12916877131069648,0.05772825643574209,0.05578308359246553,0.059341570798889964,0.1250576820398367,0.1340446068307044,0.030787369212915014,0.03073445321958967,-0.0007265943535692574,0.010388683759327527
Change In Working Capital,-0.020719182095403785,-0.003940226786691136,-0.013398653092411228,0.0537510184986992,0.059111865575287796,0.008252295098730362,-0.004840806095481216,0.007047788155244516,0.008854136959079462,0.01605065975015121,-0.000568706242052729,0.02974649573929235,0.030372976114386243,0.0088091116295946,0.017397995193724928,0.010441009773786635,0.07887614534286697,0.05442587511040281,0.15354942888528345,0.053153275658481186,0.0025131634106506113,0.01687464444957322,0.0017763199733413005,-0.0022807824855411046,0.004540362793439806,0.05521275105184741,-0.01069313636020986,0.003426740995597639,0.004651119593935105,0.05701698882507877,0.06418970491110813,-0.0042755272785241355,0.010425233408779759,0.016448402377265355,0.007657410654015856,0.04758494247262056,0.008766388611360339,0.02762242133944646,0.06713542881718157,0.13373488467675945,0.026080311036820576,0.057562376874897486,0.1358014028694789,0.050912828517339505,0.054684787733817374,0.053095534443705496,0.11894068777471715,0.12185512380269123,0.02613322703014592,0.026080311036820576,-0.012286846231663198,-0.0042119746919747235
Deferred Tax,-0.016588981784539356,0.09814111438703736,0.09493011041164565,0.12371381722006689,0.09520412285212966,0.1259031928138067,0.09028288241744735,0.07457626557786697,0.026193674192750035,0.013950899240403476,0.024321131206188507,-0.007529078189903571,0.03756783728594828,0.03134737825758639,0.03123204614286802,0.019407834606468513,0.010531247027975373,0.028892923753474697,0.020792972601007625,0.014558666269461496,0.06765661826762207,0.08915447387771361,0.01564836057234388,0.016182186813793315,-0.008930509735769318,-9.501099462458622e-05,-0.014942795648173902,-0.009430530122589254,-0.008867675941549366,0.00846583055215679,0.017386653874184796,0.10135584121564914,0.16661010818788244,-0.005126886237213033,-0.007770020994034286,0.06611288025065579,-0.021077803490904226,-0.0016556065427807483,0.01886814011377635,0.02459679521485352,0.06296647890425307,0.0805286918060778,0.03307617271076371,0.0029933696703429904,-0.001249039339001916,0.03487467289452526,0.05254457410605488,0.04867080966481515,0.005228143463001061,0.0621526237967326,-0.021615024349262386,0.006292971316435611
Stock Based Compensation,0.06270481537915296,0.015496976553264923,0.014639655677726373,-0.012655852688937621,-0.005332333581163218,0.03681438637602487,0.01902209831205059,0.04387901496365769,0.10203708632420044,0.105464621181069,0.10118153402656571,0.09026481566510818,-0.009298415764217268,-0.007857441575745515,-0.006649186032554796,-0.001320682464311242,0.03183068966479391,0.033822291636407695,0.02844089871349125,0.0074663012038886575,0.09801772379352702,-0.010602628905893457,0.12702241732507924,0.03372494580897223,0.13571659358277294,0.0010133880891194237,0.10822105526353558,0.20589600431000354,0.21071227559259578,0.023626578858619886,0.024042962512765883,0.011558785020774849,0.08170959072798917,0.11959060969043722,0.10159955033854019,0.003327439849470369,0.10610361226312638,0.02099266796748981,0.07135659044730817,0.17363058712063517,0.02548105331292482,0.05833973743043577,0.17512859817311344,-0.026873563613053333,-0.01608295763625221,0.012659841423339799,0.06738330011699041,0.06984853871580966,0.027182291423837192,0.024944842071000152,-0.008432994708546316,-0.006032256844295536
Asset Impairment Charge,0.09174129463885036,0.008259333788177291,0.011558785020774849,-0.03932895921345093,-0.02728541467982756,0.0005259859718898898,-0.016391841703065718,0.04941676137385433,0.09432846454354347,0.1310228319017954,0.1345854575133724,0.08217774104767749,-0.02879367755128638,-0.020074783475223474,-0.022437038436551395,-0.019462666906152053,0.05170876430995515,0.08121400780150277,-9.682447501777253e-05,0.0023738137249170645,0.11339625636074034,-0.023897623700683303,0.0786479406185757,-0.0007996393541193831,0.09332038445703006,-0.02006885972109565,0.12546496459986947,0.11958729625384355,0.13081333693069744,0.03190445611072602,0.0007017057217656238,0.027611251975282847,0.0005725928292704351,0.12038708848499252,0.08480639468424246,-0.017086692280149984,0.08964659374254019,0.011395151430728159,0.02347934759204658,0.13509634616554253,-0.011512660220469139,0.025968900555011304,0.13458217469852216,-0.00950504945865047,-2.2810336188364318e-05,0.01273905941008311,0.02547564050671646,0.01808170389480688,0.014537211803996796,-0.012054240584779486,-0.04581630681040151,-0.05768703019494287
Cash from Discontinued Operating Activities,0.04432610713231391,-0.07555146950436054,0.019864270921599248,-0.035648950259370926,-0.010042170595264407,0.10692813429434408,0.09239313773748074,0.014479459805551168,0.08999365504082894,0.06756955162487215,0.06938388854814267,0.20269384145633926,0.07064418961027144,-0.03538543389626866,0.0023938672734457682,0.0866189083656609,0.001431196364474353,0.018780803918855036,0.024539936725230894,0.01146211881238823,0.052584468054401826,-0.02504704463457993,0.23952571725491303,0.05224614094703688,0.23306078096001287,0.00534427353534151,0.1283588133653996,0.10812522123217952,0.10483488648441464,0.01502931305206165,0.05666766604239935,-0.013398596058506693,0.11494158824283482,0.244946626881238,0.08735830915336348,0.005636989969410403,0.14782653735121937,-0.027394425375170235,0.07573932812932896,0.20196947188549644,-0.040500611776715545,0.0746332730218768,0.20972044995006475,-0.01528012138167916,-0.0024203613162709922,-0.0015143495594441918,0.01711601876667504,0.024239413892692636,-0.035185419415507214,-0.04250767222752874,-0.05332203993314681,-0.06063909510351423
Cash Flow from Others,-0.019918216223279113,0.025413059907665077,0.013286897049432537,0.027056375104376106,0.030633905476267296,0.009747029200413305,0.0182320049641158,0.054860657702020366,-0.006405183826688428,-0.014861316157826278,-0.005970467393263736,-0.016618089633453945,0.030114491580036575,0.019178740119043428,0.016638547244139067,0.03736648487480918,0.01891576503955281,0.01023119796095481,0.01753626571399498,0.006529000308600729,-0.010953639715388437,0.0020506474977489133,-0.0068463291438234965,-0.007066673585366785,-0.007660955668246968,0.0023196157066979013,-0.022337448239923473,-0.02311467266748213,-0.013039701532922412,0.006080705410199815,-0.0023604547543957808,0.0264224810037783,0.015562798154489618,-0.007908598802616688,-0.019986350883354983,-0.009451618545047794,-0.021064180962643633,-0.016809278208445726,0.014067310030549304,0.2515581929655259,-0.018148362390434658,0.013051092842865066,0.25204266605471615,-0.002148692817459149,0.008125079783578328,-0.02844421864795496,0.029356718676932653,0.033288303389631596,-0.005501878723160535,-0.018221452453614145,-0.030750464477334198,-0.017242104549131707
Cash Flow from Operations,0.053880669225611875,0.08269551055730294,0.07268873445621989,0.04254899782519442,0.05762899908467508,0.13422149564568603,0.05355400586306783,0.04057761228331013,0.026303316940206233,0.03172711929949825,0.02509096525621108,0.11097682976970905,0.14075915946024273,0.027260896417179,0.04844826093640252,0.0977640107792494,0.060986505145558985,-0.010646082658270151,-0.004508300099673918,-0.006454411509940612,0.007906212042099844,0.03714980682142161,0.09354339540806944,0.0665817457614806,0.0949655429776459,-0.0018141492055787634,0.002670413216058468,-0.01091209506676507,0.006385160934241994,0.014234110715406846,0.031870606692151665,0.09989235696574895,0.14649547332701024,0.11187291962880007,0.0026824167642642838,0.021775132895090418,0.09818159161789675,-0.02111225041912425,0.09748665381303145,0.3019515568741147,-0.02406134732012314,0.09960746062712894,0.29867523622518216,0.0016973476980163132,0.011039229111183668,-0.012570510878458108,0.039902789415542164,0.04144126171825358,-0.01859169472626352,-0.02406134732012314,-0.029600608905080636,-0.024281039469470883
"Purchase Of Property, Plant, Equipment",0.04500070464049905,0.04801424884447416,0.06612323763556344,0.10994860879416653,0.10688162436860306,0.07072434435457059,0.09482469428751535,0.11846982358505341,0.0894656414468657,0.08404883332702792,0.06752792943646593,0.08875876980079758,0.1108713738414826,0.09820386589395393,0.09924684982842034,0.09576695472021693,0.0971763537144429,0.09438305204961907,0.11730631943709242,0.07843243510076002,0.045451151099194446,0.10505241913451596,0.058917263099021046,0.09114746345153782,0.05208378129682153,0.0927485319913664,0.056753896232929854,0.058474276844904964,0.05627185796177963,0.11461503288585266,0.11318710431838044,0.09890778575104893,0.07746905001406616,0.08450347335961808,0.032805181203172565,0.07098869350658336,0.0776985194697775,0.06375711964396642,0.19110328025381507,0.2791051774644424,0.05057827413904075,0.15910355626355277,0.27746730884792253,0.1015807712191591,0.08027200221063663,0.09604938907723962,0.13289773266594965,0.13030943776112316,0.06444094193498538,0.040119807755791104,0.01916296827514419,-0.0014515413213964704
"Sale Of Property, Plant, Equipment",-0.02308269190352305,0.0710182678712561,0.07177619895095705,0.02476244984471354,0.04392180791532021,0.05478719748417908,0.15295812258218547,0.08956175027087601,0.005156132989092288,0.0020412820288488237,-0.007213720021833415,0.009485448481222299,0.042980656031429525,-0.0077100652086723835,-0.006977440031086883,0.03620202808170509,0.028583854983572934,0.024398467523771856,0.0401706851289625,0.010728423428721564,-0.01938921653463826,0.004490643550936181,-0.010976174674621739,0.041023810416418234,-0.01352950268469719,0.03372206655698298,-0.012897970668898967,-0.013262949883305333,-0.006739948232785895,0.04027759670104424,0.03867125367712009,0.1291166374847757,0.052246368861860376,0.00955110230637291,-0.03278166712074399,0.014038858378319996,-0.007435592458461063,0.009896475075403506,0.03994813396708566,0.025133460149604398,-0.0037478233906285702,0.03007179111733927,0.02417636746268278,0.01601722929786143,0.013366148911775837,0.02622813141064615,0.03277952001206089,0.030917319499721763,0.008987747196888506,-0.005399610636636467,-0.0211853670169315,-0.02809637019652423
Purchase Of Business,0.13746067375123694,0.03644039307486532,0.168722206882927,0.08839364742122133,0.07618537503027595,0.10435730394534677,0.12273819023809465,0.07773506625539389,-0.015483394625425218,-0.016606377558367472,-0.0366381089906409,-0.011409923305917153,-0.0199018812156981,-0.017278191404865327,-0.02650280753200902,-0.01946569582671655,0.05918775533781991,0.07013376212357061,0.06450788551578082,0.06420686508828394,0.07345555150560945,-0.028199552311768045,0.10431862585745942,0.051612656524876704,0.03002278605950835,0.021875901772530324,0.0802995548687384,0.07645035778331336,0.05316441749607598,0.062236987184125424,0.02653543831306236,0.08488189960077717,0.09584695047376256,0.07406024774201095,-0.019245977845556796,0.010355891252301117,0.12170494335558009,0.09880177344040113,0.023407607448009696,0.08148341474842022,0.07473189767960155,0.006380485206614777,0.0826041098266913,0.006147437715513197,0.0117910026731857,0.04035801363815642,0.050780205419866206,0.04854360684149164,0.08501704988573168,0.07470371336081315,-0.040292561805062035,-0.04053087957389945
Sale Of Business,0.18002049228991432,0.08152994945821887,0.2102900651693573,0.14167262474716313,0.10813828578764767,0.07334518383852244,0.13897994575885256,0.07993802940289986,0.07906150477486329,0.08059809837174833,0.12255426763220949,0.17542682790268005,0.006881223213386333,0.003741591791105223,-0.027564278618862542,0.0023671408657733113,0.061742547564590425,0.06819838489283905,0.06474987126133729,0.06446978925936206,0.15985542417850185,0.065018148866102,0.1547909128960266,0.042705125742981305,0.10761810856412234,0.02636481063093263,0.12399005350927987,0.15712088648979827,0.12189082624238523,0.06238940519238172,0.02276393055903584,0.09794198619197554,0.087466701096725,0.1484472607187363,0.13071193523431787,-0.006050081178850452,0.13919948631479764,0.03214241413802198,0.03768973203961123,0.10996096066083082,0.030768128315538972,0.05745529403446538,0.11922576342236114,0.008174367116786567,0.00781278131065813,0.04148781458269196,0.047898326220654736,0.02900119592102575,0.03532488754828908,0.028275963025006134,-0.021471296477504745,-0.025056470773318715
Purchase Of Investment,0.12852060024258816,0.15791335549805777,0.1431048824632813,0.13990673942037612,0.124681827270627,0.08045178923694651,0.1368148453632392,0.1855831947578728,0.03600367433715853,0.03542126338849543,0.03326571849978395,0.06079914619143847,0.03817353001349827,0.05071232596616228,0.04183501661571682,0.07072128007977818,0.05001868273190446,0.04486284387403462,0.07093098252982803,0.060143385366159485,0.06961573983054552,0.03682313807890959,0.02249318815837416,0.06022653723958634,0.03411933979959666,0.05888320671095824,0.05883964037441334,0.08058148153859546,0.05713109708249699,0.0775770780695728,0.05762059715122453,0.1660439595104526,0.0797688580942498,0.0641328784831817,0.06975182883203063,0.045384596454044274,0.1361530179452261,0.07684608290437961,0.03857335055277868,0.06216628541939548,0.056642369850406285,0.03844137392503499,0.06835862977764415,0.01641924542555496,0.04045198869188843,0.025901949441447678,0.08937759725188518,0.08787227172880857,0.06641944921848184,0.05877377267445958,-0.04844988972517951,-0.0076347255295257585
