,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Cash Restricted or Pledged, Current",Inventories,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Amount Due From Related Parties, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Other Current Assets,Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Other Equipment,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Impairment of PPE,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Intangibles other than Goodwill,Trademarks and Patents,Software and Technology,Customer Relationships,Other Intangible Assets,Goodwill,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Trademarks and Patents,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Other Non-Current Assets,"Prepayments and Deposits, Non-Current","Prepayments, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Other Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Derivative and Hedging Liabilities, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current","Other Deferred Liabilities, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Convertible Debentures/Loans, Non-Current","Bank/Credit Facilities, Non-Current","Notes Payables, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, with Par Value",Preferred Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Stock Subscription,Reserves/Accumulated Comprehensive Income/Losses,Other Equity Interest
Deferred Tax,0.026066406101679034,0.034210361346951164,0.05106748791995752,0.06268721031317628,0.006605828657757763,0.038594830491243536,0.03091130210131879,0.02463850539651915,0.08906869479827398,0.0833877073287364,0.07467732916711432,0.034473771284443865,0.010164360251682825,0.09961810580464789,0.03361044294676692,0.028949033209164726,0.009067839825957708,0.008916813667263627,0.04381946722348721,0.03418771929576996,0.001834849057507879,-0.009751056847790257,0.017409320159146563,-0.010938344392989092,-0.009471272148597004,-0.006541237798161785,-0.00016904836432383172,-0.004440834810502134,0.022766752689393432,0.016355559677144905,0.012525825959945858,0.023056823681284644,0.001845109202982671,-0.0036383829948590453,0.0885123127180617,0.017052137092576466,-0.006727758624379721,-0.010004537557241806,-0.004909008926855659,0.0064387590215457865,0.02319311023143689,0.012840281080700046,-0.010646371057541848,0.08985163350836298,0.01324850055611866,0.03026664803186745,0.001026877719741308,0.02166502712481329,0.08407401711294908,0.03938793467761003,0.09226875883891134,0.03435044928497001,0.06570497215337585,0.03220391405431486,0.05480019888634229,0.1031191481105263,0.07927372530039918,0.05804709283996671,0.027529080943034655,0.02441723538928228,0.02279028716994742,0.017597133937540088,0.07179753331944086,0.1679555432821408,0.14980163174312477,0.10919219946512974,0.03623417270316066,0.03346746855423712,0.03316373694610787,0.034284046221460855,0.041510846050736926,0.025052939801176333,0.02053715994464558,0.05733545801810983,0.025988966719262145,0.06895696859489144,0.03982960038438588,0.03413398980449574,-0.002688351187838611,-0.0012590172192605393,0.01961939089793638,0.010611725955059586,0.0802827431805197,-0.004745167023496318,-0.019851607586456342,0.008878481265192912,0.00906535770276301,0.038849190582330155
Stock Based Compensation,0.010854547142793665,0.015237919167575227,0.0254558342319975,0.03359377559181307,-0.004795469556339637,0.012156483851269894,0.014686522647472493,0.03352840423470693,0.02955379022944841,0.02898616459127062,0.001026641642907836,0.024095921309203048,-0.006382233695619222,0.030059131197287647,0.02136192224505179,0.010561150389646359,0.03118917454392617,0.0018725991502253798,0.025074991480749743,0.03581671900923144,-0.031015600741854936,0.021184960958396497,0.011076851716468335,0.02017113914959491,0.053496960184837836,0.005570213451461753,0.017740777152763385,0.023296796467189167,0.017951651728355257,0.014842953335074328,0.013103864587401585,0.05477014399084489,0.050742582157008775,0.08687047488292947,0.04573934383452198,-0.03903033897898497,0.004350886928152513,0.006051452650839315,-0.022201304831991876,0.006454654416024169,0.044113092517053004,0.008411095907999294,-0.002022141387548035,0.03648799378232027,0.0196292891805535,0.023262547603718334,-0.008995405066070408,0.018977094695623448,0.02925287793671948,-0.014588636154180016,0.039641701369060506,0.045369632946950636,0.032722801629757284,-0.0010496245279124111,0.055301819265879806,0.011604840869703313,0.014997840576642234,0.047515138559139705,0.062431822259294736,0.06687840444815202,0.06446051113762552,0.02669190447587129,0.021624767605539774,0.044655966478142795,0.0019965345592303416,0.019777103766788724,0.021878690681425346,0.0014042157185336955,-0.0023095480119543627,0.02017929510397557,0.005951276113199034,0.0517503536755455,0.05676841170651508,0.00170680712138076,0.06214952516280725,0.010478128935071954,0.04191486420516869,0.0952512566325972,0.0031452421297657996,0.06400709001220606,0.1008488629729561,0.11798642349250033,0.10054204187145985,0.03496400354259219,0.028467739977376692,0.08931226921387266,0.031045116222280338,0.060038931785814376
Asset Impairment Charge,0.09105025082794815,0.10600785418948377,0.028946582930310324,0.033967070529727736,-0.004795469556339637,0.006189493993683044,0.04356246708418153,0.044183055979363964,0.030751015043511597,0.02346099746393231,0.07474137456242798,0.02394940614058705,0.0099229199545155,0.07375825704694282,0.09536491907415244,0.10850810787594838,0.044025086949209216,0.009405891374620008,0.022009084004179807,0.06864397956168265,-0.010930739086445445,0.022358241591693293,0.010689159004966012,0.06866887476572853,0.0660696284158796,0.07359357628128164,0.02987163084969269,0.056649029080043926,0.10794095787693844,0.04616602538995465,0.03264804464246624,0.05657416986087482,0.03982314242025084,0.034992967335976566,0.1287462900384456,-0.02723772752612038,0.07227962153728847,0.05731182080363337,0.04533363124366073,0.057175600257182234,0.02063325043379524,-0.021919070733911136,0.05506950100144014,0.07648684086569645,0.009949660045990101,0.03638321353008752,0.03357429318816169,0.09225034153607604,0.07986196779838946,-0.00956956382457318,0.021336436763002925,0.04240609422648307,0.0850282331656057,0.052299435846621826,0.0967453324598487,0.0782948502469042,0.015820806173631415,0.047500674416193565,0.03936970866619441,0.06191995690463167,0.04921535421043916,0.016218776053264834,0.07343930235130548,0.09086930087533414,0.028829078675084517,0.06585535727574604,0.07340106715050143,0.06586244279065205,0.05681526777919461,0.012386818192970862,0.009249689964495692,0.06699721351188194,0.04416413272505114,0.006916982028168578,0.030461431919698967,0.07120348225568641,0.01092910819740673,0.03828467079039703,0.0012394664052667907,-0.011600728515974977,0.011051309250742344,0.026989275404462474,0.00807860335893153,-0.008661429878452063,0.024690039138532887,0.016453232531977342,0.07518899059010857,0.022330901192994045
Cash from Discontinued Operating Activities,-0.007935090228953718,0.007775426965841515,0.10153270593605107,0.09482839755969506,0.385156911787093,0.08730352991748434,0.00046065545155184184,0.046719510482263055,0.020341237290159596,0.04547093934759895,0.03336010009418827,0.010170186537282591,0.018473106700869633,0.0199300158606867,0.0023513467773372304,0.08338084168970787,0.037878339307897156,0.00783015873104571,-0.0086272147135321,0.03292790635189966,0.0014358130095801216,0.049819031189545435,0.018993151741200386,0.013497405711967192,0.05729826110065363,-0.01100773226939386,-0.028615137997606094,-0.0017033522540311585,0.01758197323630662,0.023083788311879322,0.0341310608754558,0.044982850482765895,0.04277489986752959,0.056127497214859004,0.038300395596986,-0.03755152398297816,-0.011045619415977077,-0.019203885964945672,-0.009053680293750607,-0.006963445557687293,0.030572233221462658,-0.017781313665729017,-0.020411413713977117,0.041515776797584905,0.06659233459584812,0.008473451611390938,0.00045366715794467475,0.02286036201027101,0.09487792611532023,0.0019704420461444322,0.09616749974678003,0.08759701893681664,0.08566802169518418,0.009804169337495602,0.039285221901947026,-0.01960895760822374,0.003999148224512188,0.045856342905956166,0.042214253134094125,0.05267985260633372,0.04923828393224622,0.029950747276098613,0.04979720974538718,0.05301509378976383,0.03958700120050947,0.03179003152418224,0.02618410044833433,-0.002015240929889383,0.0013757375292525477,0.014879507531541422,-0.020726888694512908,0.043716116081759945,0.06825841837224164,0.06453475995837775,0.04259065168216489,0.05182242213187993,0.014630336404697287,0.030092364106156743,-0.017791467775424383,-0.025485984481794233,-0.008014073749773604,0.02667073044114828,-0.011186826436183763,-0.009323202823239415,0.06751174043061053,0.01946223593155432,-0.002211690691810036,0.016480288352570344
Cash Flow from Others,-0.024326314467976604,-0.015090355281167502,0.12765870274423327,0.15206366634541765,0.42363515509320304,0.07079477824721118,0.023123772022567185,0.018166825230641535,0.1586622808997963,0.08369755251432694,0.064162622872901,0.025433497630096044,-0.009064915902863593,0.015348652140024628,0.05876638477382679,-0.016798802716059467,0.0424071161998407,0.011219071086914296,0.006168862881124854,0.04013697799422306,-0.013384598164517455,-0.010136649174852443,-0.010192974432248257,0.025980856186481712,0.06675623779706039,-0.011750006615269471,-0.01188026374898858,-0.009889808121085798,-0.01505801909445879,0.09440235041782405,0.07908927399684433,-0.023540789380973585,-0.009093303454866239,0.044019850610502426,0.08294185237428012,0.0037954628955170896,-0.01138007631936341,-0.007369074848596901,0.004991857106695198,-0.003830401386143048,-0.0018358846902032228,0.009745561170941821,0.01846356383212843,0.09157218773626588,0.0020076592607889627,0.00192800991321815,0.007050625888880992,0.02488235721729054,0.005838864277213699,0.0960876408423924,0.09341394237222196,0.044498170652811565,0.014389128964990231,-0.0026091487634069136,0.05953006422885875,0.005986458038719882,0.022225545891367555,0.06526249333128732,0.04239306767041331,0.01139094851575186,0.03587223421107288,0.011003630189256207,0.02402306341736316,0.0634221211716225,0.017740487521862254,0.04138151641711924,0.03957495343935566,0.006883135633883165,-0.0018950381624858609,0.013543220255366046,0.017713642105864374,0.009950297493377619,-0.0013313070511042943,-0.0019631366749314053,0.05379463209100641,0.01021397407168553,0.0011469043156417643,0.004603563474161748,0.024542867813469427,0.004063383976945186,0.020556293021137154,0.02020533833582707,0.020911654204010303,0.01161156406737733,-0.02205903287473197,0.007069365678630186,0.012628779553758084,0.038203358790131654
Cash Flow from Operations,0.008557895857020301,0.07439257494003913,0.13435604672941268,0.1504281871758961,0.40981671750690635,0.03274774313460007,0.0014089716616887626,0.021002470241168934,0.05936141997632163,0.12825511317805594,0.04300266095402945,-0.0020612544424907287,-0.010452785902792692,0.001225352702909202,-0.009425859010185833,0.07609177782816741,0.06204406500880963,0.019577369502839777,-0.010595501946298987,0.038700215374670985,0.0034090878858684653,0.00607871535781473,0.025982744381880783,-0.013760489597020689,0.016088477673478443,0.025418290815634327,0.03193797790241235,-0.018749755908964227,0.0043623468911264986,-0.0184388173844273,0.03904915762243414,-0.018166870757177347,-0.021288405827992816,0.05461061527183426,0.053931456201552395,-0.013015362200382484,0.02448752024946275,0.019298010463318725,0.0185914635458033,0.03946251214905175,0.03934821919292198,0.05065899642747423,0.02286832278726221,0.04422240045969548,-0.007586868291100652,0.00030435830757187315,0.018555368006561566,0.008729994362687543,0.054419017336770924,0.06915382911636628,0.13232760441492916,-0.01246538264985822,0.03281537429596043,0.0026123575474579154,0.05992442635639857,0.010046739860069133,0.007670913906854518,0.050911303887258536,0.051110511862701734,0.020410263825259994,0.01393682215361715,0.006786617346782846,0.02894083025872539,0.05995012811437756,0.016987205516952396,0.005660607208523862,0.0028799580047659586,0.004683996930872328,0.0031716370815058664,0.03229961955092042,0.003125526129233063,-0.00407456450481616,-0.004371270698973511,0.009008992806821735,0.051843370913715374,0.02497646678676157,-0.005603804000322529,0.016354978064127335,0.004840347113824131,-0.0018444859373200088,0.02157519282746963,0.02905929589357532,0.031356123639313935,0.01754311378715521,0.008516037510770898,0.021816608003103834,-0.008826651982673111,0.00042204421676874477
"Purchase Of Property, Plant, Equipment",0.02282421673720204,0.05372680423672884,0.17878156125840805,0.18007957090987783,0.03995635526359463,0.13695871193855544,0.08810604185640482,0.10097159646573514,0.15911608030648866,0.15214757767066583,0.1283665723245882,0.08461058711891095,0.1380402665690268,0.09519359785819075,0.14275478089719978,0.06263377295935012,0.40982787103179663,0.3738065149152631,0.22815909783392696,0.24884621348821215,0.20552920593781984,0.20269485316083333,0.19820839706897467,0.16698273209487283,0.3678218097080359,0.11722887118638343,0.08900923065096097,0.08753393792942187,0.061044597588026966,0.06651125823293609,0.1399425415009155,0.13962410380947016,0.13751242491947197,0.12456398624864183,0.1610741609132203,0.045858418638577245,0.11700821427491558,0.10655997741602435,0.09916137897621562,0.10346662665571306,0.0810591127191649,0.09035001377156869,0.10022085279322246,0.13980425435505878,0.11843246741414255,0.10458754803473079,0.06650379383481979,0.08008053682005867,0.1589794829662005,0.10940732139902354,0.1656890372826665,0.08319022933813933,0.14962454358718022,0.10438251640296355,0.1817226312124639,0.10597542412314315,0.1229581727030636,0.17369950055747438,0.1740748511170459,0.11075273053348682,0.10888593751956446,0.1131879317092416,0.13273984660425237,0.16242358396749243,0.18079398173894298,0.0939208216833519,0.08913808292225078,0.11087392857780941,0.10521013717648492,0.1239885407839553,0.06908748297937536,0.09442731684356573,0.07914515042857717,0.11283601999429022,0.15809847567698987,0.12222236825795293,0.0813657281497738,0.10239935774947265,0.04526456219777562,0.04357223330077426,0.09446617746256268,0.1353963281090161,0.12085974983545285,0.09707635351639242,0.05128459447826465,0.07579078688478288,0.09274460931502614,0.10974488367891733
"Sale Of Property, Plant, Equipment",0.006562347795436331,0.02418489140893871,0.029634910118564544,0.02864339861857866,-0.003398470433391047,0.08246613707360458,0.033756766261546556,0.02198932865902693,0.008131763012037021,-0.00044139382693451543,0.04071049889153392,0.016319346959422536,0.059927117033676765,0.020180043056285166,0.05469482664006228,0.030968906024661926,0.23145987013935518,0.26140003173340537,-0.004131091093872029,0.074727236577761,0.12785818838164403,0.07830703265921825,0.051584075081713046,0.019772765668712552,0.2325158891072282,0.04397785126518665,0.020033324851135823,0.03490929642284483,0.03855164413570864,0.020032162417462657,0.006029588024908774,0.0030106888804643456,0.004359829377676194,0.00553526733112169,0.007963603721315332,0.00018041638854445733,0.04470560430902345,0.037533784419291824,0.03837141814178046,0.042735673816811225,0.05411606062957942,0.014062144008157161,0.03838357167061131,0.002882794904339944,0.04034477857854933,0.038961158665015816,0.017699214503790632,0.0047961779618473505,0.007000458017484399,0.024023602092886866,0.019566780854068284,-0.0010365951008110951,0.00217200687980523,0.022757908377314548,-0.001000561380136247,0.016860850783784735,0.031050230889103515,0.014780460965695531,0.0026446508895255454,0.03151436163312627,0.030253289384957367,0.03721767699149076,0.028469700725946415,0.015285544078892844,0.02812966755220777,0.024727587525419068,0.027231477322413926,0.023352823769658044,0.023509836471918233,0.016349121845574775,0.009205906692535234,0.016153434461342625,0.002294620935883898,0.03107802995858699,-0.002004139766454002,0.03336586461246969,0.052228686390906956,0.0759508080782943,0.008439110322138895,0.009853763123865414,0.03879710256578544,0.06441816111840457,0.040631129093184705,0.02620219516888796,-0.017721623944774226,0.009689420064967164,0.024885042484693077,0.04532743185859457
Purchase Of Business,0.027398679220836192,0.02774278020644043,0.03150924166277977,0.03246712320372912,0.014397111124210514,0.09127661704804026,0.055640360528946,0.014776161772035917,0.04732984149747789,0.04600433355648854,0.014975540819683693,0.037344256380865436,0.06276876350755395,0.06441247392160707,0.037963410719008536,0.03769596609408077,0.03447911699650121,0.07194792523904815,0.037129582170313154,0.02427420455513462,0.08945183204481622,0.04098814992082388,0.05152954883718816,0.028997189905364828,0.03102611138718592,-8.844361013213503e-05,-0.0024709134082183297,0.03788256971145068,0.0351109565751928,0.06666681638496615,0.009915718062713883,0.023716673685131893,0.050489936787504644,0.09445515874120812,0.03183154873827365,0.012800667610210583,-0.0008351468767971227,0.00350416275211378,-0.02277035527039063,-0.0031970383982596615,0.006418851747799581,0.0708253903160515,0.007828720746096196,0.03638236308893976,0.05125192169927363,0.050974895364203084,0.04524582979518297,-0.008738359421190327,0.03423099484222565,0.09298003232975371,0.033785369733313635,0.03920861250566767,0.03677417119710746,0.08806753169191335,0.042284813219828875,0.049724665050817636,0.04929615161794906,0.04156162837261448,0.039509712555122374,0.05274188242598957,0.06761026774917639,0.023649611912251223,0.03727171167247483,0.04835074544255634,0.013363637470325202,0.06689304124379629,0.055778942259722505,0.08279266832677168,0.08847780398110867,0.09437650458236535,0.035699638052080894,0.02192967950482652,0.02077808981399592,0.033881761597241426,0.03652858866719926,0.029269358165281097,0.015554932547802519,0.05129221767670234,0.011837591160370059,-0.028433781505553313,0.03316308638182525,0.06886721293992705,0.04980764509568659,-0.02043519014628347,0.09326044767103157,0.043707785601451075,0.06591478843550652,0.04063289293560947
Sale Of Business,0.04837580103730229,0.04899855536182472,0.07509415720987052,0.05392479995225694,0.02457048434559511,0.056512485801611716,0.06890422148896859,0.02919166334212976,0.04901710452682401,0.049406273334266095,0.02505974387184043,0.05836836461828828,0.06841375734296137,0.03686388197012948,0.049769529420420566,0.05020868307166338,0.04606105496949144,0.02464470242998127,0.04015614161935692,0.028325419715264095,0.06542506733432109,0.04374911313390132,0.08181438910468965,0.02253474952793689,0.003810584984686014,0.009708464074549414,0.007892097973579933,0.03266760835370458,0.06591788685381415,0.05438762793682831,0.06481065952854244,0.028698395837377585,0.05353788788687772,0.036733497077927516,0.0696046237302964,0.03651818047118245,0.007262463751256542,0.01931198393908589,-0.00807420366904259,0.016966762776498712,0.03288831377984218,0.0449735730942661,0.017115873406123683,0.055612055110148995,0.057384905603360944,0.054076416686116374,0.0596592729996074,0.0005833612371943329,0.06886337414508194,0.06449199465271671,0.06448586324334114,0.04136725589786228,0.06434641790431832,0.06404512687121233,0.024874023494982484,0.017607439350189637,0.045209894154907386,0.023421118809610904,0.03614584928975145,0.05044156373903807,0.024609591649173826,0.03316286569872395,0.025360281218867905,0.07618800121853789,0.04812450474770069,0.059937951813572934,0.06224919916046649,0.05928882476195553,0.06432637303626657,0.037604454424383094,0.06139370540865265,0.0222111809782707,0.017974678580002804,0.060257333320211236,0.048095363908059977,0.02205324905232315,0.0691102852277452,0.0737578318860783,0.025364918105260356,0.026269998569801792,0.03203446133220388,0.05173026412320128,0.06590398266134118,-0.006177698590727133,0.18181752483205052,0.048249918170193265,0.06841783945507345,0.05826771560205487
