,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Cash Restricted or Pledged, Current",Inventories,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Amount Due From Related Parties, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Other Current Assets,Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Other Equipment,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Impairment of PPE,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Intangibles other than Goodwill,Trademarks and Patents,Software and Technology,Customer Relationships,Other Intangible Assets,Goodwill,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Trademarks and Patents,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Other Non-Current Assets,"Prepayments and Deposits, Non-Current","Prepayments, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Other Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Derivative and Hedging Liabilities, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current","Other Deferred Liabilities, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Convertible Debentures/Loans, Non-Current","Bank/Credit Facilities, Non-Current","Notes Payables, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, with Par Value",Preferred Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Stock Subscription,Reserves/Accumulated Comprehensive Income/Losses,Other Equity Interest
Additional Paid-In Capital,0.012992013959503125,-0.0008583612020356349,0.0794493489784943,0.004039262721357338,0.058340598336436504,0.12077111339508352,-0.004882791023813046,-0.009965149216529023,-0.007590026235037875,-0.007002354206713751,0.0436782350820479,0.011014534369488778,0.10702715711243725,0.03582688611858387,0.013987976167261894,0.008541663321356405,-0.0015583404702859524,0.027114205497373027,-0.03080003564156554,-0.024712319105173915,0.00032218580586425836,-0.023951633757768938,-0.011207541610378995,-0.007118538859845657,0.0026775305535215246,0.028232774620496066,0.031314429475978074,-0.004283728650185547,0.002347247173521679,-0.008444239692330522,-0.024873372279925154,-0.02580356063729423,-0.036827060185067956,-0.00016238294420575618,0.004251487597680105,0.007450217368911436,0.02751644898986721,0.010233014481439463,0.01761523176922138,0.027030682218825732,0.014885933439648268,0.017965568296769766,0.01849169374823461,-0.00015104341027883305,0.07390082003919678,0.07137178733830254,0.02475300233488537,0.0031084056259742744,0.06393550480969415,0.028683309194154932,-3.842596468530291e-05,0.0691069218202879,0.062468127066640226,0.03594309740769613,0.024204437023991388,0.0054860010010741546,0.035810197223584014,0.026255020426805154,0.04493580330072771,0.023321694466865547,0.023980102915919385,0.01722099092848392,0.029937790008980177,0.006047575644152563,0.03762058749547016,0.01311679253314399,0.021332262492775464,0.035835401350496635,0.026872464136759085,0.05543820828769871,0.017327233756930616,0.004098517516831358,0.012545739828154717,0.04421810818701603,0.040646228356978335,0.02602616835341666,0.012004727474683681,0.012280153242141031,0.30674634640079657,0.11425617084837596,0.029183911322169735,0.05634286420581981,0.025560278705937783,0.18182345493726654,0.0392487384221306,0.033330404753853245,0.021912256791310335,0.022312345974832178
Treasury Stock,0.07211626650644772,0.06798601736548793,0.04932504327402578,0.004823821533159303,-0.031742643081102126,-0.014578848431082269,0.019241986279704006,0.011111629711943799,0.08727063031639935,0.08719282649590238,-0.0076938105981481115,0.019538018071975548,0.06118107947022746,0.011771418306382602,0.0599003203122393,0.02477270289758921,0.02567423744480825,-0.022639599248519632,0.028556641089755627,0.006097460640048791,-0.037234806728456867,0.028394799141377023,-0.0132462665105131,0.021862824915468,0.01750758290849514,-0.02593324236927136,-0.007000233761138582,-0.011244914768196529,0.014814669105974225,0.0010288585457399364,0.02611203738091449,0.05258366231240879,0.03767877583705355,0.02489011679273885,0.038624307166311954,-0.041225479536721996,-0.030479898209646396,-0.04568684773364114,-0.03630321379623085,-0.025028306857419608,0.0035807231474495505,-0.017010301390493504,-0.04561947298918543,0.042505895198481074,0.033273500322644145,0.022628629914095116,-0.00027653456123202065,0.018621974707190125,0.0029484865647316687,0.05865952041175665,0.10207248355257259,0.03991348636978096,0.03264528180460198,-0.011990865908245104,0.023083980311771522,0.06665740896279553,0.06949437355416278,0.046727846446127555,0.10231003223415516,0.017711404042628165,0.04184266449466476,-0.027093764963693055,0.034981995513169245,0.04349153375969814,0.02077457618588988,0.022238711676925964,0.019797842189672538,0.0012860283619128016,-0.02963477770412743,-0.03692489331057825,-0.012244344348672524,0.07654706418509007,0.02214065958714366,0.059138673892528415,0.0621286854225417,-0.025524019866918154,0.01790637771376113,0.052998410835944657,-0.02215820586197861,0.03292817077253138,0.0791328371262095,0.09488516829139813,0.11903157405328962,-0.043893144626403834,0.009158932256019955,0.08898926046199288,-0.010940785021335532,0.06733293884581823
Other Stockholders Equity,0.007207425630766204,0.013232154080713434,0.10696811028328242,0.10160311206700373,0.010849573152473866,0.05268010518123885,0.018836948070451637,0.018075909355997323,0.09877030204188222,0.06533516461399362,0.04358794502238521,0.07359932197302788,0.05320411544742535,0.02712836734305471,0.12734143163151887,-0.004658365058142259,0.10139569544958214,0.06721686549764351,0.03454300993604413,0.08379437674020007,0.04016249341341146,-0.0011640559504465246,0.04499484778889367,0.07714065328613604,0.08032213692143236,0.03047150852145513,0.040612890965634564,-0.006678589902478143,-0.010620680078315887,0.024475226643319085,0.0755245909175445,0.05548909084811868,0.009896439150849999,0.05688304087833119,0.12848644338426157,0.01666908771905606,0.019643276753611973,0.015581193951149501,0.05762646761485634,0.02525928868839704,0.015065118666229433,0.03757573399801018,0.05450082970232949,0.11974032770201956,0.028681920161817535,0.014020824153046067,0.027990088472955182,0.025830635975502638,0.08213232118761965,0.06350833470577039,0.07551803243628312,0.06712909985910098,0.06768488961808765,0.04052770271557973,0.06589378841864761,0.05449248900576128,0.06863414585377371,0.0711105223344492,0.04286157951741671,0.020937914391251384,0.04889615095812642,0.01804747639285508,0.06496754380102158,0.08624531076937283,0.10152307207852879,0.050176030524055226,0.0683247486336437,0.04417482494260452,0.04534575749288941,0.03524451614253409,0.03720084131698648,0.014504179476864651,0.025719973594467857,0.04723473888339915,0.05695957997127979,0.06411033371979401,0.1045124712649275,0.3191806490581735,0.02741055578807885,0.10237024905704098,0.11684557921724553,0.15501043089806957,0.1555075709026429,0.08823965422239881,-0.01958643210928761,0.10363877992874038,0.018504176080763025,0.3484999483334623
Total Stockholders Equity,0.08765064261048904,0.10735783826817055,0.08706723660479573,0.09302850195525228,0.016882731664227667,0.056766772836162736,0.01587935043724822,0.020787849656361636,0.062183338467797264,0.056652851838166235,0.05154722049606522,0.037783341715788635,0.03948479613846826,0.030294614920009854,0.01934207957356005,0.06314708950251344,0.09169355257468728,0.07754624710407892,0.01614697818579632,0.05457821093633131,0.050564931307260544,0.00011329431731107336,0.04918611514619898,0.023759094211357124,0.052031247058398025,0.010255329580407603,0.011933642037695438,0.0013335687972086743,0.0037765527103302944,0.0061718300511667224,0.0173462861813528,0.02560438544985618,-0.0017820035816253962,0.010519243000044922,0.0785398073950746,0.0418650066044504,0.0004974349373926388,0.003920345023538839,0.009904340135949225,0.017161576681603043,0.019191840165458534,0.03497722346987824,0.015676559910304005,0.0716677553334121,0.0353427387891317,0.021700260654236605,0.051625650355284686,0.06529901630456578,0.061623258312116416,0.05265634951045385,0.07239472581606039,0.030604646157678373,0.059706728798136856,0.04830232250632161,0.04215945742951,0.06372241727581775,0.07545333472136037,0.052473306759953556,0.0316329957629159,0.023424817343270524,0.023230923901918655,0.025071816015401358,0.0751769009074486,0.08010410275627526,0.08388599493913979,0.03460938495710232,0.0367635393202401,0.0879574661557262,0.05126153161817947,0.06159049134973398,0.04788630375355811,0.023965471570859317,0.03539715924731149,0.05916671825422822,0.026316446924646342,0.07664406551829066,0.18668980340347519,0.27713125854763326,0.014660561743349418,0.09096202724821768,0.09422639420499773,0.13889585871100613,0.12963998635794016,0.08059537644145301,0.014083816579149205,0.10522160885654008,0.020147544933957703,0.1891777403207074
Minority Interest,0.020706296316273305,0.03540000443173019,0.013781294879393481,-0.02980041191076833,-0.0011756950282007322,0.05379188461984493,0.03441392723027945,-0.009511497529913792,0.011548841483692111,0.011902743301026187,0.01027393488262691,0.025519320267105933,0.02183936723199511,0.021700611908039576,0.023923759670050816,0.03664046586439844,-0.00997057896430948,0.015640971677870767,-0.004607738700677022,-0.011256232648146586,-0.0067831445875441935,-0.018751300104293815,-0.014957631072336162,-0.02068067299736454,-0.0054721255682827355,0.030151862808352952,0.03298540189498628,0.011608105041246515,0.06380273749792202,0.02086501741140377,0.01356805482347316,0.009011956589222507,-0.02142527133730608,0.007267138811719665,0.042873037049006274,0.006552711064545854,0.028308458700070798,0.0410264952197585,0.03454688942632125,0.038152594789791154,0.04545339862119538,0.033231525492476384,0.033389103868399814,0.015223357463173078,0.02014314682322802,0.02506969048900835,0.05162316018471625,0.008147662359795294,0.013690829951492338,0.01311840415334107,0.015885553449778954,0.01160584532456543,0.00998326437928624,0.01829830076465786,-0.004934127016718796,0.013402760207749775,0.012358275292714075,0.005603916261973795,0.001999583256513339,0.009331283495221405,0.00885315190713924,0.01768876342138637,0.009140433018170404,0.02109946265855514,0.0167631029742954,0.017679709203185342,0.024157985818093256,0.019206386433833683,0.018378377109524613,0.018877709721769182,0.02602068829443628,0.010272688522826097,0.009541393342936126,0.020278345801754985,0.003665086425738022,0.010756043495595259,0.048086582059593805,0.04583809768222569,0.037034254818333494,0.03239799880550556,0.034874159624222294,0.03411857890032829,0.03811446830641174,0.03412596945035289,0.0344734849177451,0.023882491529491606,0.022742540706603313,0.11453426112746232
Total Equity,0.09559887492278925,0.10996248369843861,0.08133946080904877,0.0921651461199417,0.011251396008719022,0.04812307691010482,0.03695788559516945,0.012625713492204023,0.056306876536499635,0.0400366508655851,0.056182923759692915,0.03514237637839043,0.041735196792899505,0.018549276746660303,0.03363984086454058,0.0596261418165411,0.08980328587048053,0.0773871371387924,0.02510696656912878,0.01496696588589424,0.044499538529763044,-0.009086783114685183,0.054749303443292235,0.04812023828110926,0.05125851422957901,-0.003507952695068305,-0.0005111505530534924,0.005732298107854088,0.006602479319972198,0.00939141716006583,0.07353908130546123,0.014708552062462861,-0.011985245044570622,0.0302579048336836,0.07037945337404314,0.06200361359565904,-7.639063928066624e-05,-0.0005035191862387278,-0.006056132742305255,0.004423730956991052,0.0056806696813310525,0.012031188218843313,-0.004768035149506807,0.07508315272523634,0.026350272560273457,0.02167735057549507,0.06839715836131013,0.05685070963289008,0.04232462489844043,0.044966888988050006,0.047922627919728705,0.028826369309289453,0.06992898938217211,0.051044000607704025,0.04486433798155204,0.06791299500906868,0.07149372150990092,0.03620832700288656,0.034860452488543775,0.011540471963791012,0.02025820196632539,0.009960451926087266,0.05904005840108888,0.08404314625042064,0.045224803935764564,0.03779618142065586,0.0337305787634181,0.05678661583111536,0.05567627168097049,0.047817741202451886,0.04446581702076748,0.012355327897997684,0.02541688485580172,0.06409804585870582,0.03298627273118568,0.0628426724681239,0.9257373106753216,0.08780775227124459,0.029982557908309542,0.12212232342219959,0.12719493711688987,0.12233433076172005,0.055709016843981926,0.027871560238878528,-0.0003228817589566958,0.029830568323893147,-0.0007200734576704513,0.09113173698709069
Equity-to-Asset.1,0.21738659452810657,0.22468144427412495,0.15221534514777266,0.10226418037235416,0.056565469093916174,0.1073610795327892,0.08944289031450653,0.08509790276256844,0.03286454553881381,0.02471961518813869,0.060021008473431524,0.08646208109399633,0.10577268145435051,0.17354999402550444,0.19061088125336487,0.22248107109341736,0.10595982542847457,0.10033180847811608,0.026844577853581953,0.04787982433955179,0.07984342382744039,0.039412455917864235,0.0394843203666279,0.07570574562098986,0.06716316659077926,0.0705689592405782,0.0576701094142273,0.09120276960025413,0.22898161179841145,0.09313620516886763,0.05933587159218128,0.06953612027121504,0.012303004455885301,0.08886449660258346,0.180837139062293,0.08096849870252368,0.07035767785110694,0.14765726747635535,0.059822442053334264,0.07479070520474482,0.09735891337228546,0.06581495519680906,0.14848900361014852,0.17753819069892474,0.0865898739443965,0.08255996503239242,0.1325227488721784,0.0766034925494296,0.03799500198071159,0.08043907547079056,0.05967564354133692,0.06690669238576702,0.05827601717931395,0.07987987519869133,0.11329376322901767,0.07699121824989039,0.06978365024164632,0.10254635734905315,0.14487405975730355,0.04208406003434396,0.07284387530799581,0.05264193329600354,0.10341437164424537,0.09035190410856363,0.04373337629692041,0.05129974268763707,0.06362897457390604,0.08590116671084072,0.0631392961935814,0.09295005099838995,0.06843123847929419,0.09238804237043574,0.0864565125714652,0.0842581398332784,0.11448029509802704,0.11204730634865416,0.23030658839274215,0.2138376015600945,0.08681820360781264,0.18247461732073209,0.16160195742373998,0.15835099950406814,0.17023295011023024,0.08061803220458573,0.03191996386319718,0.10419177333985505,0.04771706751965037,0.15345131662410869
Net Income From Continuing Operations,-0.023079842810276086,-0.00018751489371960414,0.04298427529474017,0.04906813348613232,-0.014277898775135626,0.016438915462843207,0.00503466044613922,0.022497897210643793,0.048706290823316005,0.033572708594842474,0.06777615737440154,0.0032248198712907608,0.012856394164368332,-0.004446283618826653,-0.00042096405799243097,-0.0024379164496869136,0.06723756303986067,0.022280818637038704,-0.03768337890826406,0.024004033672728915,0.006769200452475275,0.005667340670860249,0.04948946801080758,-0.022995070517640416,0.023893554458464455,0.029164361714446432,0.023341545388196428,-0.019810111289714466,0.03221295102233454,-0.011186461923929561,-0.027581665032833335,0.02442289816060963,-0.02636857818228916,0.0309999090496567,0.05275917092866869,-0.020549437283046385,0.029258494326021876,0.026063899057880185,0.02791672550719371,0.042676388670061204,0.04394494292495905,0.048128506725160024,0.02614134689231832,0.04630710715786033,0.004436770435971436,0.004273267578287667,-0.0005737175294274074,0.012360590214347518,0.03649631478293357,0.00527436512844052,0.04546457580098911,-0.0023533436950553795,0.04764010260462192,0.004829884198907834,0.05947555165584219,0.009817531574779648,0.022126506294379594,0.05567476253681236,0.06316644242494297,0.015623345476186505,0.01519226305968491,0.021473916375955672,0.045785326054886014,0.05824249463354293,0.07717615997054711,0.0049594127214061656,-0.0010665299918159662,-0.000949240077448818,0.00570387032534368,0.0281158165267319,0.009264032870715297,-0.0019442699786579175,-0.0006573935510313829,0.004920562140023381,0.06316644242494297,0.04221042277062364,-0.0020107330325573347,0.019837903037995513,0.014536067754519795,-0.004750509668324635,0.01463914967289485,0.028906924372944825,0.009597721459418923,0.018616877147784497,0.0632939554047185,0.0007893476744012594,0.013912694373927642,0.00419862584306944
"Depreciation, Depletion and Amortization.1",-0.05055580575209398,-0.04782277555757704,0.053607366170765836,0.047356503628871074,-0.019547217311366775,0.032283842985032306,-0.007451305046464158,0.02012631240463973,0.054390019835278434,0.03441621301219775,0.04033894668151675,-0.014549286283499479,0.05855526788506355,0.049495692257637294,-0.023904807310565858,-0.016589814514472077,0.05982846666587465,0.03390204263161184,0.01083375464561807,0.05308277690833206,0.03474091298530208,0.03667781619983698,0.007921615564874966,0.006310087331446186,0.04712515182479161,0.27613283574832276,0.30794988515411875,-0.002378479134831826,-0.04116414142105862,-0.003146589052361203,0.02875804017728418,0.043980072141593725,0.047727382317828596,0.02629640539190606,0.01791513823674407,0.01160989315936568,0.07600448509556477,0.07204266684006119,0.09790048286211842,0.10570424825570923,0.09290588712551175,0.10055290567989085,0.09005777836425534,0.03812339023514194,0.0235110901186494,-0.010543409652414647,-0.03071044913834915,-0.02203946784555965,0.05378792718373036,0.03365065106447782,0.041827133904649795,-0.02003067054793766,0.012880600144615569,0.002636930113503211,0.08247770978770307,0.0035172452914412006,0.026572747622967102,0.0796372412166123,0.05652756679227622,0.003372095610851827,0.0034499023532250485,0.07166409901450353,0.07552317042378845,0.05224764660713761,0.030469790256646766,0.00255608476219541,-0.0250092322824447,0.02219129580798439,0.0035161309710537393,0.04480935409008471,-0.008557933211578939,0.05520361084514291,-0.01099712969481162,0.014878317275854891,0.051216975366708266,0.06967207406499762,-0.031846453775970666,-0.013298813507907872,-0.01255225271754484,-0.010699551268144048,0.02689541139638441,0.036417711672029215,0.04050562774821414,0.020527781160006725,0.030108447435651706,0.004054161484150327,0.05198025078968244,-0.017714820785758333
  Change In Receivables,-0.03691244549331779,-0.02577784140575781,0.10473994335109571,0.11435143204308668,0.027714910397054496,0.10583309156188184,0.010296355487373947,0.019613121788775445,0.11735591506053353,0.1349523235079126,0.11406038461186348,0.07258291316625962,0.10061733343333318,0.0612571739269309,-0.0067218204124092525,-0.025714095541297687,0.03891250383692811,0.02414131579242502,-0.01276307056354566,0.0019221287426120473,-0.0039053171950049694,-0.024609443673560397,-0.006473594488456579,-0.017660460399670175,0.0012230680308516117,0.05474573716834048,0.053810154263003264,0.005428216439456362,0.006253262286076354,0.051709752353574785,0.05809448946288751,-0.002509519047610658,-0.03170011671376886,0.010379298133302505,0.07980818749202358,0.023734188421167923,-0.01135768667046297,0.06588747812911633,0.06380109171861122,-0.0037872231546704103,-0.005650856622243533,0.0392868961796836,0.05906591471032817,0.02530022935873102,0.06040317378717587,0.05955530325045972,-0.005523390237936492,0.011404074909123133,0.12571342241680036,0.09717616590275326,0.13598103092295247,0.08288665217477555,0.1091095612831425,0.021082333007281694,0.0030405500208231773,0.037715695451358534,0.13376429889604066,0.005367621367629206,-0.007033964637009214,-0.006445924383929911,-0.0053260726165455866,0.012111398203790997,0.04561228189971069,0.03870515440060414,0.11948889843369909,-0.006543649961405355,0.010600901392268217,0.01641260380074698,0.021162409352148453,0.016195455138856077,0.01843058624459697,0.06266811046116635,-0.0010331528909724211,0.11419631878117704,-0.005442139648897419,0.04424513097757938,-0.023424283873250903,0.0041900056732337085,0.014551604139667385,-0.018706044009696644,0.04516263768702922,0.02878412386663123,0.03951283288083364,0.004651721632350822,-0.008455224050944014,-0.0060006234201566335,0.06660334408026246,0.010279532187741401
  Change In Inventory,0.020508495131850074,0.021547611383672702,0.09154523943801171,0.0837598421664714,-0.010283940635631747,0.05700672063151829,0.1013004337587807,0.05698381709157396,0.14722030514645906,0.1506231761963854,0.06252821290012352,0.02656042820967689,0.0361086654655301,0.01805636420468757,0.012493322163447283,0.02089292143731947,0.0734218438226561,0.034544978394177896,0.019298887046825544,0.06328808852936954,0.04918403119708762,0.03602015348663514,0.10107062488721485,0.06499849986068962,0.030967149907668686,-0.004907875837329199,-0.0017043372140193957,0.019724479176905518,0.05364426572651346,0.012703694024864166,0.09580212920177426,0.06252960414635467,0.05514059193590544,0.030586312831018946,0.1057239389124175,0.01699636267073183,0.0038553912139778694,0.011034326670528935,0.008299559267912496,0.027829290036438366,0.04272361087925973,0.04599407504591135,0.009796381735319108,0.06763773541487463,0.016770508953835413,0.011856609197632673,0.04382079245996609,0.055874723242024436,0.08869830206748422,0.09942123313124142,0.09433707846994321,0.018533649506308574,0.07651845643463223,0.038998528614659064,0.07692747498631022,0.05809593729155655,0.052731751964532135,0.07614081244737056,0.05843094483491431,0.017122007333039427,0.009499739293331715,0.011635836651323088,0.06784345950215567,0.10020380253531734,0.0881513371878617,0.02597164381227356,0.013006676381507867,0.03436030139015371,0.035541138612077715,0.03416356255248927,0.02458185855313948,0.014524051452417456,0.01944452961291451,0.02928929982145012,0.061040179241220745,0.061458922863659476,0.038651724283389095,0.047587694801380094,0.03128816919434045,0.00874594044772473,0.03780868663341364,0.04320302982264562,0.0276602667209346,0.02143913993134955,0.017760988425517956,0.012529747539602237,0.015102923403737206,0.02340088446270916
  Change In Prepaid Assets,0.08974766787757599,0.10028895293211801,0.08693116594932924,0.020496858818713198,-0.030672440847906816,0.06776681011747024,0.02608252330520055,0.05456937222414687,0.08799617823523592,0.08039146950702458,0.06571246096422861,0.01018433529383486,0.03996190128469687,0.07844706676048241,0.09005574867622235,0.09964708268265388,0.03884031463570449,0.002067502981846695,0.02897351832089407,0.03777576134723031,-0.025935735512343967,0.02406092229115258,0.018556173294178645,0.028933843662728984,0.052064666092128134,-0.0008483478789512392,0.04866012285944594,0.025523456766081795,0.11256013924743731,0.058873389837866434,0.0400576484362246,0.04756798606094649,0.04679735800254202,0.0549399547899711,0.08195497228895277,-0.03748966368564878,-0.024043902513438666,0.06698555304581758,0.005257688903430268,-0.014015861929893798,0.014620090738981937,0.05801367405028332,0.052041908727859514,0.11891560377868218,0.03751157689755012,0.026657514377984328,-0.009359324240842556,0.07500892784229822,0.0702924725625317,0.056542558323641336,0.08501366685967199,0.09511032745246562,0.0856470222125867,0.05550285697802668,0.09313789169605761,0.061513432394429586,0.0564815043134428,0.09429179304631516,0.06645302891381129,0.10236864014347324,0.05468414562897875,0.06510441907993927,0.06259244795904531,0.09422529674516875,0.05607269290605016,0.0625433264632945,0.06714310901408585,0.052419573742716156,0.051355210444134484,0.05579562997232714,0.05967563446612183,0.0800059754108521,0.05506065346189297,0.05303714139676076,0.10284974830685659,0.0696090297069873,0.019829662132432535,0.025471849445271547,0.02215953614199424,-0.015933077564282947,0.01569683817149701,0.025440098280461433,0.018047040433168356,0.031008954454237694,0.029184442548286116,0.0004745227112415289,0.07225180991562306,0.0160124594833195
  Change In Payables And Accrued Expense,0.0022516822753724927,0.03336460105897169,0.10300838169296102,0.09974991709830607,0.019853922934765407,0.06768993235072572,0.004657614695760625,0.07165788193578142,0.11781915042095406,0.09484262767028721,0.048873924178381385,0.072364096160189,0.0454121714698403,0.06236680561829893,-0.0020379899064869563,0.020024862295003294,0.049767228275632465,0.022728106819558235,0.003602526800478757,0.048785617647307086,-0.008975719537366901,0.031230682826327766,0.07233293258040861,0.04248344452777534,0.07354390305011399,0.02063864348336183,0.043417286941108885,0.023296796467189167,0.011013103558081973,0.09718467536511219,0.05051224792902182,0.06907844283380593,0.05107193834398407,0.04581887848620249,0.03292246056287991,-0.01929084381521811,0.019118859337521405,0.05758217179639739,0.064167986789351,0.0046627447444412785,0.02823419060883403,0.0538466747049474,0.052056178953354106,0.03500457222484206,0.03884262705735978,0.02665431678128791,0.039526092166427246,0.07699707914191067,0.2630883708663857,0.07618069623823341,0.11347264720062121,0.07988916386470345,0.22595791220396697,0.054318062850865004,0.036862200103422824,0.023358610006184343,0.08327854348828753,0.046256042280310515,0.05123108547941822,0.10236864014347324,0.10443084412571722,0.04834519544565981,0.01758841047953586,0.08890501272392688,0.05724749966063281,0.05933033516844738,0.06576265806364356,0.05338243088503301,0.05498734712419552,0.009128933848896667,0.01289671379842008,0.09847908089195635,0.05113032227212868,0.07211911312674438,0.050796764316271954,0.015820806173631415,0.008489262614486483,0.04437205252255096,0.05098580418456854,-0.02524489782752066,-0.011967664874951305,0.030068395307263008,-0.00759294294175056,0.019223807499847194,0.1292324863968457,0.009875794410300098,0.0731059236689678,0.0219921989955325
  Change In Other Working Capital,0.014344762175361733,0.016434658454272943,0.17761156006023318,0.10067380762850821,0.021497526304080364,0.09323363135872595,0.04243507050276751,0.07363811527373014,0.22529204628489183,0.09328070381034044,0.08684225802008916,0.07274083898799967,0.08891152911465505,0.04640004505199176,0.06757960559033446,0.018134253478447646,0.09481604705581625,0.06861090782939179,0.0584801904551601,0.10022520307179124,0.07580556496947011,0.09291076684417,0.10889937547623883,0.10175188543261403,0.11285524359886537,0.052139823664773564,0.0342219513698932,0.019823479188117075,0.027418437378111876,0.06447458899044176,0.14324881120256094,0.08704872185758973,0.03408461403164455,0.06631340193540901,0.15180812592356768,0.03980171589046372,0.04946056332094957,0.055523304221530734,0.07802609906926894,0.05652471449022853,0.041831963962276314,0.045683906773918884,0.08764958605016729,0.133986409221473,0.046214771834963114,0.03491119757342769,0.04967363161892727,0.05129750858592181,0.09703893529168436,0.1837186596119841,0.10247344826998381,0.0686027460294527,0.09736126918666953,0.07272420056697285,0.14942606275962295,0.06329777619480707,0.09036964275754512,0.14675086381793256,0.13103266169902708,0.054390801115402836,0.08795086792278207,0.0551906747099644,0.1150845786212286,0.10994259802597223,0.13311016735961975,0.07887845361943614,0.09064928014188361,0.08329541952091282,0.07351153903211735,0.1113828867540705,0.07448782164535808,0.04070881290349388,0.04413706521475273,0.07490038525546558,0.12899692395604256,0.09608746149664626,0.024980639669708066,0.032070119538165416,0.14761572556905028,0.1365998088202937,0.07974450686135642,0.10046036161898225,0.07871578379401224,0.08262849404610195,-0.010419380004163056,0.03512743388382859,0.057904736064870586,0.06331315207472021
Change In Working Capital,0.0226799882296857,0.02699188462141821,0.19199515704282097,0.11485491505471308,0.02763197050093985,0.09446432815209979,0.051440390993468484,0.06722801195236934,0.09246843276755587,0.10221747243050504,0.09210951915066543,0.06080760773955506,0.09023718400266048,0.0566473148417302,0.05437983240921969,0.031567017531583204,0.1019793023601768,0.07384054159649715,0.0646149573952874,0.10919001334941292,0.07725690384790378,0.09895604279812699,0.10650937531635672,0.01818143698781871,0.09348298044869255,0.04539167202356986,0.03052398920989747,0.02799862714595997,0.050111551198740355,0.03484134083061428,0.06473550446852747,0.06777387372630427,0.0500144435961287,0.02644686730703432,0.13909509952335639,0.03906100259640062,0.04285201812949866,0.05537556321687255,0.04849776732311393,0.03788713902407297,0.030072896540656008,0.040829755349752056,0.04952905471825304,0.0792609509390659,0.05908770703495677,0.04413613748995807,0.044648986491828954,0.05271121110886778,0.10231752978150838,0.060301366841769115,0.12091483140592163,0.05380532585547945,0.10237576874366075,0.07465699155822964,0.1535955331850205,0.06761133494208349,0.09355079146645115,0.14020014680429654,0.1380306484331614,0.05490911154726946,0.05144532242644662,0.06252599766731241,0.12082346447463879,0.12419349612279303,0.12209806136832999,0.06278232558789722,0.06459544812509903,0.07311771708875876,0.07116463574835634,0.11249729508606644,0.08028971304853356,0.05553252828287048,0.05168385123996892,0.06581626796026456,0.12841911761642577,0.10456241567169723,0.03327094047367509,0.041055634008412674,0.14420235607627396,0.1432734662024129,0.08786475361438083,0.09254798589344489,0.07632461148120259,0.07863150936810659,-0.005246829228715128,0.04391163845105329,0.044863602449883494,0.054728532318702866
