,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Share of Profit and Interest from Associates,Gain/Loss on Investments and Other Financial Instruments,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Fixed Asset Disposals,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Median PS Value,-0.014538737695221973,-0.023735702991767638,0.0019827744361770264,-0.04741138040714502,-0.04942060591031619,-0.020010632277317572,-0.023733083861675414,-0.013128333478993904,0.011111246847389601,-0.0011379505092478388,-0.003394686507222039,-0.0022219246034788777,-0.008292975074913368,0.0065470170919209175,-0.006136325763099918,-0.010208140606931386,0.004186393054228507,0.022630091194619437,0.005232203702320839,-0.010728326989069076,0.023354904244596814,0.025655607485755443,0.0078097621619603345,0.00458819816264342,0.0020126979771305565,0.0022439483325727362,-0.018519725919934067,-0.0007329293061219501,0.009341185823065706,0.007239199133333232,0.021042650225806304,0.003951489630439591,-0.022148198178404813,0.01622713844870679,-0.04267275894218694,0.015188579008333229,-0.005215691604506155,-0.005979042936968484,-0.0006397511158932613,0.013144641284180806,-0.03155389897053726,-0.030413794126876684,-0.04981541405363207,-0.034462899732312695,0.03323446520745798,0.02816906798882378,0.007112787099163823,0.021653887902237108,-0.04516142080497603,-0.03467382224156471
Peter Lynch Fair Value,0.06310487964387686,-0.06241240656793373,-0.06666948168952688,-0.03616112903741987,-0.03657832189853395,-0.060427263570498047,-0.053535707552519754,-0.06201784748401414,-0.008716307800330997,0.010364523856009894,0.03560600680424398,0.04767713230400594,0.02736182050106072,0.00995069375214488,0.008773977502499909,0.01090161083213221,0.013216794640989807,0.018573721165338872,0.010248846245516653,0.003905922128792336,0.00419873270340087,0.005376286510056087,-0.011703625979649992,0.07566970987704501,-0.020134554496096947,-0.022105395551444817,0.018096023942912612,-0.016632205706240494,-0.016466702757610537,-0.015780491070895745,0.024722213540619917,0.011694171567085793,-0.05547762865654591,0.021436127463330377,-0.048135699410691374,0.023775962033207764,-0.025668861119397993,-0.02411859715511834,-0.050631283770957436,-0.030155206107084494,-0.0815935270174352,-0.07544567572374236,-0.05781737417367526,-0.05883976415835378,0.01973959627758209,0.020936373811855636,-0.050631283770957436,-0.029358966352769873,-0.09229525644418632,-0.08957525100798294
Graham Number,0.0498644297112308,-0.042597254219765374,-0.036610419898312166,-0.03650332556357578,-0.05388076818539083,-0.03703904947635138,-0.04703512767341436,-0.034635804212278284,-0.01483446980958198,0.0061245498250927545,0.04043783972403752,0.038999046449797604,0.014644973599035646,-0.011512408781534242,-0.01771415951180426,-0.028454867076410314,-0.0242830180664707,-0.017096104972134568,-0.0330195351994359,-0.007860316893947571,-0.005452284575347953,-0.011887285840810256,-0.027638484058331834,0.027985617002829834,-0.00804722284795226,-0.01979959725629594,0.05397987685291695,-0.021726240843904985,-0.021935628900699056,-0.02189905826547246,0.0022625014090952196,-0.0007564467668222371,-0.08020397596343538,-0.011440830672543749,-0.05255994145806084,0.002068429633947084,-0.016475339710158687,-0.017043092076781622,-0.013376095476432162,-0.001208040409071061,-0.06727519437579292,-0.05826405193326612,-0.06865103051386287,-0.0757223690759327,0.01746443365457353,0.013087180834909878,-0.005024158196097804,-0.015361404137798206,-0.07696239642044472,-0.08439608834741487
Earnings Power Value (EPV),0.20875576871825102,0.143876856051203,0.1371019951875594,-0.020407537095081415,-0.014684444408121743,0.1519659067457056,0.14301380437970987,0.14555067885680975,0.024573876940453144,0.04298238030250662,0.029315655183418252,0.020691121231867806,0.02823239671976346,0.04147825046214566,0.037296647209858716,0.026962016048363294,0.04388328194502561,0.0555177105529655,0.007353196375374546,0.045138575756022106,0.07474624467489831,0.06819360229220345,0.025058950934434387,0.15286557776639642,-0.0161138326267852,-0.004888487815538611,0.09762042872732268,-0.002058044513871467,-0.00977056329863228,-0.004537923720656823,0.016911923583698064,0.012078218188023175,0.13623029475588613,0.03157417279130298,0.015312222895573317,0.015392105042343366,0.03958636902483152,0.04681626951899588,0.07462767078557776,0.06379796284334958,-0.0031280518153689466,0.01686188480299012,0.14646859227389572,0.13528217864560038,0.024489449273335354,0.034328035339107534,0.05768522863163194,0.05509630711808099,0.11741713380570233,0.10881951851946924
Altman Z-Score,0.02484438782087686,-0.06891175536425503,-0.07849939580540281,-0.05919393173107251,-0.05860690591362683,-0.08904215595023103,-0.09029692830073828,-0.0798929713831494,-0.0016892249522342374,-0.006704475702689699,0.04218805988147859,0.05416748028528449,0.022602206543158258,-0.0006014869014674268,0.01111539983257799,-0.01774522737146975,-0.02202308480364664,-0.01407907176309546,-0.00624374359385575,-0.022059916974255196,0.017202906022669023,0.0044239550171140726,-0.026626125087320995,0.04366123399682568,0.005901891573232478,-0.006331543962739898,0.04435466585566882,-0.006676641863454218,-0.01816993504538565,-0.023863399732536025,0.021267932836074966,0.0023503910449204856,-0.0717408784779171,-0.004271013405591567,-0.060557029952586605,0.0028021810885890354,-0.01346163385984043,-0.011715668382751804,-0.014566200395917125,-0.03983928896663794,-0.06279236529551346,-0.06170797156434725,-0.09447550910651219,-0.09109130911432138,0.03343998414778157,0.019971235907269305,-0.00945850692407373,-0.009765230020717516,-0.07019704008160936,-0.0668257727965239
Piotroski F-Score,-0.038167397139873695,-0.054409112325163975,-0.06046035963694599,-0.0769427838982202,-0.0772564991433839,-0.06607192456567546,-0.09782400201087985,-0.07020597548485046,0.06975085710876462,-0.07108838092695222,-0.00565139805495251,-0.011232420896504211,-0.006672279700742408,-0.041642570755926166,-0.06635388085518751,-0.04106020003581425,-0.04602559262607825,-0.03860347762412191,-0.025662977757824584,-0.059442380722764636,-0.016738770105583112,-0.031042111220657885,0.06121941303454699,-0.07074487314806754,0.04246103980242341,0.03532813207033385,-0.06764675095877476,0.04993819953010345,0.046893832982051464,0.04412985696772839,-0.030669463224958424,-0.04309805634867171,-0.05263831231182086,0.07892845760599351,-0.006653026987761967,-0.04086962611977,-0.0534077725807957,-0.04907169621657746,-0.04762758989044359,-0.04063661038063914,-0.06642261842111088,-0.06013343648738474,-0.08174130796573857,-0.08187815559005711,-0.031214577096765603,-0.02528242486838324,-0.047066216339170505,-0.04813185440996876,-0.06398229431078661,-0.061884057328073186
Beneish M-Score,0.14093386894457707,0.15838337263379176,0.2243811108639639,0.055519860573248356,0.007095878606330612,0.1973227271455237,0.148157240740051,0.181973061244271,0.039633116922535676,0.04419972394997334,0.08247670044352019,0.08552624165788697,0.050074148592425524,0.135202624315978,0.09744940724491406,0.06346480820078702,0.06514726678854343,0.10012716626835531,0.03595468052470245,0.06156143473601548,0.11035107385055117,0.10585272856298049,0.0838784723745215,0.1654363531216052,0.04057455282796893,0.0341385467902297,0.03440314137004608,0.025609216811270354,0.046463124735958254,0.0012209158757084245,0.09277737056069181,0.04253789491060043,0.19701632863401644,0.049118252202031434,0.04257478909208052,0.0522519223762663,0.04270751906067347,0.05501697406849282,0.07444132205946348,0.0420681240773386,0.049683952144609765,0.0914471185801658,0.15980615831934847,0.1650336674313821,0.07294665543538746,0.07607372951640375,0.10063327823608284,0.07133829324522899,0.19090647592689594,0.18744670978988404
Scaled Net Operating Assets,0.09920720662217354,0.11091271642800492,0.11976378048408429,0.003864603140500897,0.012635542473864118,0.1947686200921893,0.15623566500784022,0.15587158245725488,0.054814283182758494,0.06363147230066206,0.0795761130712591,0.01293851686194902,0.002679452004334909,0.04008402375883236,0.07485705113397467,0.048856507942565325,0.11023848717747127,0.10390844463128784,0.03801962707712469,0.08555543925656488,0.048366502068610207,0.07105361491291712,0.016183178549715526,0.11276527797728238,0.048620064355925655,0.0747788274491314,-0.0330723359934851,0.015996830670746205,0.02849572897088137,0.027476453228065648,0.06087408551491133,0.08626766364041885,0.11708348565308815,0.05890987351708981,-0.001120222960313862,0.0884465053426235,0.032241837310490254,0.029370979824555388,-0.0099098575228231,0.08208866982829448,0.010548531931386437,0.09140222485857936,0.14059106520125061,0.12651523716220403,0.06628624308359148,0.06997429160983262,-0.0019832054024208727,0.00025059245410167765,0.09787973235952752,0.12174154870970295
Sloan Ratio %,0.08291803532877919,0.07709199986759052,0.0814193169916476,-0.06424034421554055,-0.07069013415530179,0.10546087141402577,0.08125614777312626,0.09478328174520015,0.029578929912325757,0.027827191033997382,0.008555975205926311,-0.009609464976332228,-0.012946808605210207,0.02283833821237721,0.007660116268402452,-0.0018425304121649872,0.020286200365180865,0.024155287481415808,-0.007451399818143318,0.004173454006668455,0.03727141836554182,0.03689510268985121,0.017159258059488966,0.08438560643518533,-0.007331164021787443,-0.007514729957220785,0.001695780585349014,-0.019229493869988252,-0.013826483087290724,-0.016647304192577327,0.015318295002745138,0.0006715058659544776,0.06837686213640583,0.02631049010177707,0.019191601400717052,0.01589333451323809,0.01311170327615789,0.0298967550722937,0.014834849167570122,0.060359815178116095,-0.0378894649446419,-0.010474873079904785,0.04188838508250455,0.041745861258824166,-0.006111571217840526,-0.006017749223305524,0.020632129699916374,0.0394893215354818,0.07563177526067047,0.07968978003074169
Current Ratio,0.033207298512170774,-0.04118458343531538,-0.04967992007863285,0.027639387544718477,0.00984153722342099,-0.02054439116285885,-0.08095149954933246,-0.038396279172812964,-0.015079794396724333,-0.023448984329101134,0.08458988050987244,0.09242822535381949,0.08496204282233025,-0.0023168438613320394,-0.010291029783140993,0.023926065827254737,0.017185979045072835,0.021131538199287148,0.00602622533070418,0.02485307443442879,0.02715022250540332,0.0176942298624074,-0.031383571897880345,0.03950657473413835,-0.002604275772707148,-0.011803766259497077,0.06373074529229548,-0.01911374156509768,-0.020025554958886613,-0.017954482494568876,0.032406941528761446,0.013717746181051198,-0.06419715984573406,-0.03657389650096728,-0.0386180258299233,0.023608299493234928,-0.024858733735174166,-0.01571176108632,-0.0075498160277291115,0.021009330917390275,-0.007872608023638372,0.009219271351242729,-0.06596457540100728,-0.07087805011777928,0.05177541129993325,0.0498303262408516,-0.004188101701493392,-0.003123271433913598,-0.050567527425254555,-0.05097118752355129
Quick Ratio,0.032138101938831806,-0.07834037982663128,-0.04368233498049697,0.0110021837198746,-0.019589239919414157,-0.028472689939174813,-0.07468586809983632,-0.07424953264030826,-0.018942759155135387,-0.022629979153089147,0.05137462642596861,0.07876625788945922,0.05161765600539657,-0.006757869243999305,-0.04704964983611965,-0.003083467886474179,-0.0009713916119704754,0.004835914095417168,-0.00820598829335527,0.021441667395763395,0.01649953994457877,0.016743474519822422,-0.03157628811771494,0.017096993648514133,-0.008328096873332452,-0.014053280959160901,0.03759755002543222,-0.021292038436153956,-0.020857094525679354,-0.019158180099742517,0.030220686734196922,0.02258790156816529,-0.08284020261094749,-0.03817304649180239,-0.04641561399249235,0.017526635043023348,-0.027937318548716276,-0.02869849603957996,-0.010609424821590517,0.01013614889349982,-0.013600288044382116,0.012946932055062355,-0.07557425324220698,-0.07907930952880628,0.04885882876329029,0.04677240771408615,-0.01649417557564789,-0.009327775747915988,-0.019244964464966968,-0.051284873653611326
Cash Ratio,0.05171003499595315,-0.07054026317225928,-0.06984730282465937,-0.021365794315132226,-0.023283647224299858,-0.05244687776441292,-0.09374461267139181,-0.05700054963748414,-0.03574149346080826,-0.02817985484649438,0.0550730221897303,0.08011294132595703,0.038797200225322875,0.002529678197617197,-0.060015184951242403,-0.018648058028767702,0.007225491171536677,0.008932405010769882,-0.02029992338233916,0.0201236660111643,0.0006827012629969653,0.031190811515188613,-0.04739378277654586,0.07662318230068745,-0.022102116338038505,-0.015801339172911436,0.037461765955352125,-0.02268400390622146,-0.0221617050420361,-0.02182869364194672,0.022843123471910327,0.01952306409041831,-0.09743851020907945,-0.015878032412175114,-0.047119689260487624,0.011819911240051212,-0.032338767221391666,-0.03266778142740573,-0.026283428730948917,-0.018375652074742326,-0.040516740097702245,-0.008948366962014148,-0.06124814178628841,-0.08468120369073537,0.05475398355164632,0.05379922842154866,-0.02882420670141902,-0.007402214699295264,-0.010986434537942437,-0.049708893798867754
Interest Coverage,0.0039042745593000127,0.029120028792699287,0.015571095305709937,0.13720219690882246,0.13944285741649348,0.03722376328953258,0.0344004759593901,0.04189712112125064,0.01779042915623568,0.0868764771054684,0.046706456567959465,0.06951020831338363,0.06237602898947121,0.19332689155732552,0.08334868585473856,0.15175069074866152,0.1066122762411974,0.15599274027636076,0.06229918749801309,0.15999541888510654,0.10610421302910901,0.10921521019777487,0.009838207896607536,0.045977220641128226,-0.03793407676830998,0.008466209254383822,0.047333422891346684,-0.01636847297304563,-0.005812833643823196,-0.005803117365207566,0.05310912453871332,0.0407770650440979,0.018938759559663003,0.01697699505783332,0.006047269430283741,0.05028279169661765,0.04671534913852574,0.0752048810330702,0.13374331266118367,0.2349884817963936,0.2537138921987717,0.2546791968321153,0.0370855148028264,0.036624645146445874,0.14516043320086366,0.13048012323547217,0.17784336638847623,0.21338256389257487,0.00025627249477239806,0.013799039889661368
Highest Stock Price,0.07548057528362043,0.05331283426234767,0.056287731147941514,-0.0563647780889167,-0.04591778517173226,0.0649241024827112,0.062514404033512,0.06110853002152019,-0.006182514611868825,0.015446359808957347,-0.024111442773571343,-0.012298391335593397,-0.020202535166252197,0.02875579413863419,0.020513510694664942,-0.0032532849346053757,0.003781323573612213,0.014907356911279524,0.0006402739977527713,0.013786010522607622,0.031095437896228834,0.046283975600355104,-0.006963507419301469,0.055915406546565835,-0.035119772279517264,-0.03343472325466808,0.02652478459111442,-0.02469014011990464,0.033842143299355455,-0.028058695748755642,0.020874370904359178,-0.0006322014619104028,0.057418015586678216,0.017754984214359705,-0.048250928349087605,0.008963097687693123,-0.01977030033967405,-0.01482899542260889,-0.022344742584176493,-0.03548552214071383,-0.04300128819102031,-0.04883889999257354,0.12336826415150196,0.04678345650520882,0.10160328839631087,0.020457133035475722,-0.024151988237070078,-0.04841774914103239,0.03986557949749389,0.030938576095970872
Lowest Stock Price,0.06217104934234914,0.022241869927535674,0.02425061895666857,-0.017961777685082825,-0.03675929591517722,0.025211925470844575,0.01950632790258131,0.018213641751220862,-0.006957733589175197,0.012915582581437568,0.0169750781438743,0.04001516997286776,0.03773634003997924,0.02764672077583514,0.023626542325278308,0.004365464639442604,0.013094091089365328,0.023767753957106355,0.0034467402923806434,0.00042311276896565917,0.019007362198259208,0.030989377708007703,-0.019962943523677223,0.02996358798420575,-0.025269792201076367,-0.024013847143485312,0.054666247513885984,-0.018302414710957234,0.004804471696349109,-0.012978232717480727,0.018571548430918836,-0.00155373042615486,0.027809940623963785,0.005321962297272798,-0.058331255598521495,0.004613622049256476,-0.01908078963611178,-0.005046927063945581,0.00662914750619291,-0.03143025032034371,0.005045808789293946,-0.004787807397544051,-0.021117860131927887,-0.00270043808764538,0.03020107096494151,0.030717272110734464,0.008778035219325455,-0.016204710406359058,0.009712388886055145,0.0171093000608968
Shares Buyback Ratio %,0.1382480260326006,0.021730963299048833,0.03664183653146783,0.01897847249079037,0.024671591953787535,0.06415054577318774,0.03956017084095832,0.03228055286059562,0.0325238171677317,0.035695548173456854,0.10415388482175866,0.10592448649632082,0.10973400264422595,0.017490904875553832,0.03688569275626922,0.01599784689907955,0.02614834237493914,0.053775713576575,-0.0007022130890695453,0.001804073355930514,-0.008908625658949672,-0.0002661209881019361,0.01586141188470725,0.1123235911974862,0.011170391818354714,0.024711315678838833,0.07856168184595905,0.008047593526161457,-0.0014253703790934275,-0.006884848490988891,0.024223684827569335,0.020492711881180917,0.032489364324702924,0.030119220131852777,-0.004240948475856666,0.035105472899179146,0.009955152328803757,0.02191470468561521,-0.00333273498196833,0.011430531788500259,-0.043509719194579424,0.024509545572432654,0.11061264502566334,0.11097051126312545,0.09835045111562077,0.043289281817455894,0.005017447775914761,0.01855210411701857,-0.0013116860486796452,-0.011919948680643618
