,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Share of Profit and Interest from Associates,Gain/Loss on Investments and Other Financial Instruments,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Fixed Asset Disposals,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Other Current Payables,0.04241124438059878,0.0902905032622842,0.011204344465082384,0.19211329121855342,0.18441437186653606,0.036649890522865235,0.09572208285390667,0.09382528636846109,0.013920612785734738,0.04020632711135176,0.10678242287658693,0.10828688393903368,0.02759405015323031,0.09564177754747674,0.04813202743535541,0.012069704719564207,0.0028068991357733733,-0.013240288518447326,0.005031664407081206,0.08634757036358066,0.10039167477755481,0.02278875090695804,0.024009385944743847,0.0363795768229461,0.002183469123311314,-0.021317602024377647,0.04648840796901536,-0.010472057350373386,-0.011234081089181152,-0.0025162362301542106,0.05314229391949479,0.009749381738612117,0.08210192803724785,0.030382627933581256,0.01261224747220408,0.05737769853674167,0.01879403889647643,0.017609458456626936,0.003133928437573051,0.02168765963856502,0.09543803879528016,0.10609629826426782,0.026637390107349133,0.026315494709379567,0.03170373116428491,0.02327492679526106,0.0025483034580404147,-0.006182689426089851,0.02456025537201997,-0.007658900239402687
  Current Accrued Expense,-0.05753051827151198,0.05058419391437087,-0.01132245600534972,0.08466398534516241,0.03785153710686574,0.13413458790814667,0.08871754220068397,0.10068212469829417,0.12455788454609272,0.04756499701122547,0.12170947495315117,0.12081414549835828,0.09026750115835748,0.08479381448450647,-0.022254421101457866,-0.005377818768452926,-0.0171522759577612,0.00339466079198537,0.02823780871725547,0.059854010230073196,0.08691107450905064,0.010343766815344716,0.17395926630434141,-0.028766507303362103,0.170985353465897,0.1716097631922629,0.009807184499172452,0.05790360066399556,0.08567349224099949,0.08512704069015038,0.06767002477352291,0.07440700407341955,0.057148400242623874,0.03643219422382868,0.19661653975360077,0.07224325239961639,0.0903118269621143,0.12477240505206161,0.025765440902580046,0.03130477976663865,0.10379870582264981,0.10436063532922596,0.025683143607379447,0.023229015607854644,0.02573151522978103,0.02609344151596656,0.028501370097084134,0.04034611374775582,-0.03241712374564656,0.012926057410134542
Accounts Payable & Accrued Expense,0.009076637580519286,0.05826628863751737,0.01895649972130275,0.19227412058190482,0.12631125987050762,0.1429681368096436,0.1427837783846799,0.14752584780998335,-0.020034255695582454,0.10344452458199868,0.12230249278587632,0.10985687935812986,0.12122565524286816,0.022041206372864046,-0.013106165052651969,0.009316628812251041,0.004297651799187678,-0.0016372692933288287,0.0016141715722839227,0.09365677089622756,0.09731605192943588,0.0034713333597417434,-0.024657156803362036,0.007639825126615715,0.0215976530292836,0.018845568290264854,0.015039750723083375,0.00255339249849399,0.025376104158730414,0.02465354395399462,0.01546722828647939,0.08522856072060876,0.031668661617596336,0.0037908979101616237,-0.0010025241692228808,0.0826947199620221,0.000451619873930509,-0.008483453723923428,-0.028470967718955544,-0.021942080490910884,0.12046881518190415,0.1572883557196733,0.037430785112797155,0.0345709338514003,0.029704318782213798,0.03374181703619794,-0.030692822717534436,-0.03988523823364347,0.024591146989296344,0.02373134375182357
  Short-Term Debt,-0.022953766122825577,0.007934145457490247,0.010702453219325204,0.09832817391248395,0.09149916251056038,0.015108239916096293,0.006007738527223918,0.014022596510532621,-0.01654516059822987,-0.01881312972604777,0.0005706870054439251,0.06280181225781525,-0.005676501365952687,0.1374165045477784,-0.02544425860872361,-0.005643634097100915,-0.009085721614709639,-0.0017498577000152951,-0.003027294588197532,-0.00981474619183139,0.03879030322153533,0.0507781367793951,-0.030011700872870303,-0.012682631078497411,-0.03996173054606553,-0.023868631820959725,-0.00013834882423720968,-0.024227401888011868,-0.024263895926118263,-0.022365822400966,-0.00478724706806065,0.002560518247558796,0.021326377707910554,-0.013640215035624879,-0.027650095575326952,-0.005166014654383473,-0.01646617723936114,0.009449554287887154,-0.006353554250822884,-0.01970534226600334,0.028985413815588217,0.03033453816187422,0.01322843209819421,0.018545343684403227,0.04305180674676437,0.052320244196413436,-0.002102414231951558,-0.017668701808514885,0.005885264868095202,0.01472216346264051
  Short-Term Capital Lease Obligation,-0.04550526255917232,0.022759199314121695,-0.02660132010307345,0.009889487070937251,0.040963320862246744,-0.004938607785066721,0.01692635873813893,0.03772195758340489,0.1424184449009999,-0.023120508934642747,0.008481090287991,-0.019892339064887916,0.10526598089169133,0.02670791409324703,-0.031265258847785714,-0.026311508772646174,0.009593495213124683,0.0035641694303697666,0.04129675752679567,-0.014552349836965676,0.01358888164939669,-0.000678133555026971,0.0842094675836198,0.016844566556027535,0.09388435432871646,0.11273623208469612,0.027594234367148196,0.08954818943315257,0.07783986519885162,0.08377711767552853,0.041490341238465546,0.0401041257397057,0.05412488422359111,0.1140438758959237,0.10560567469519966,0.03195069070826619,0.1123962352797292,0.11160022498051278,-0.015824973246178944,0.026527202371381477,0.005653388130388637,0.10149851054338782,0.019748043034424227,0.019513477603947133,0.04821953337326306,0.0321190438820083,-0.03253537275632127,-0.036970444729541384,-0.02675897458302008,-0.031770695626436904
Short-Term Debt & Capital Lease Obligation,-0.0031532567181752898,-0.0028514599237918015,-0.008625864521397662,0.07366016163333367,0.10618625972940185,0.007479292704864941,0.006448696999587063,0.010062244660112758,-0.002927004079168854,-0.002386798134294237,0.018607593372652477,0.028011157828463445,0.1128813523689086,0.022937450132260808,-0.027707515461061157,-0.007140946526381895,0.004356330261777715,0.013366517250776599,0.043298372015139135,-0.004639381482111264,0.034213633703490794,0.03820953514994109,-0.033106032182543606,0.01996229442655836,-0.012265596697729446,-0.008021822062153136,0.010291450210270519,-0.026568659020795825,-0.026462330499949133,-0.026498029608176966,0.03517109237943698,0.03018002128518774,0.022995675432556272,0.007844107541846366,-0.031281196551307726,0.024286613206486944,0.02793771197909667,0.05527386805744111,-0.06965402332804953,-0.013257983465831586,0.06394638531664691,0.13483091690272478,0.0036695384105664,0.0008213048285077421,0.05040057508582967,0.03244564936770451,-0.06570070132500591,-0.06653966228536089,-0.0059795712659044195,-0.006770256556348558
  Current Deferred Revenue,-0.07553175148695962,0.10375744528718403,0.13655294230678217,0.1696514380922934,0.043616630459819616,-0.0058326981235502055,-0.006357835926213352,-0.00494809201039108,0.11455397687873257,-0.027975081665541985,-0.004240258032073281,-0.012030834015475805,-0.017259002324902434,0.041049494767542535,-0.008604930146762255,-0.009641499469132361,-0.007597430600876192,0.005880989337197216,0.031962755494675366,-0.013219704013196571,0.022521980448702274,0.012194526695776378,0.1719786628086405,0.04010184168474952,0.08328310779918541,0.07243004449284964,0.009078009481508385,0.08278070558319241,0.08327224098507019,0.08426309919441834,0.00254289157586824,0.0736134925779004,0.10446763996315847,0.06245283956051934,0.17997817344742217,0.012205390319582825,0.08404830198287444,0.08801778594917255,0.0013336465425427828,0.036304511787065126,0.08844424847810353,0.08130699795414487,0.018277715519915954,0.022331678496511912,0.021181497430161917,0.024502511352466453,-0.0026489524527764444,0.040013889644199295,-0.031067797234878264,0.02204046510381842
  Current Deferred Taxes Liabilities,-0.05425663423989678,-0.03958240665578138,0.005122902205989492,0.017663561600844764,0.041633840630032934,0.004641159055574814,-0.0007956657215936413,0.001905170672209952,0.1095906165922961,-0.026141627446533238,-0.005709136202005049,0.0018123793184916396,-0.0032289014479652735,0.08314768024908568,-0.024246776262481923,-0.006029551142694083,0.0027991978057390816,0.0013829199578873907,0.052018688703087346,-0.011078359526958658,-0.0019249361453546614,0.006189840165976899,0.17669783829158117,0.0651898276734389,0.07384113948094172,0.0798448675689037,0.00854436453698185,0.07727142035233195,0.07755737172783736,0.07083757291285797,0.02616605557616413,0.00918368554262908,-0.009180043483739827,0.08583193994830052,0.22820951787516158,0.021996390908386624,0.16749869197030215,0.16557811147693619,-0.03208650260521912,0.030118245297922397,0.08010164745174825,0.10408344912726558,0.03537695234489695,0.03600624750351686,0.026057398315695878,0.02609700792071296,-0.033908158867196184,0.01771911094968176,-0.04979347737865357,0.01817642793761875
DeferredTaxAndRevenue,-0.046926312023009585,0.09778546231562621,0.06984892666036499,0.09672532419300575,0.015225586353895912,0.021344679657344365,0.02076431374820833,0.02088464390857148,0.08886038788134533,-0.018173355558089015,0.010672368871218786,0.007152574504812196,0.00912989127597596,0.033780004041195896,-0.023830419229326296,-0.015411362457279917,-0.008267143439143932,0.0038247343728368493,0.030497990377684994,-0.008127616855245122,0.01645614125235437,0.017408070275999086,0.11491310510890057,0.019370784485222867,0.06936700911703626,0.09490200029360979,-0.019895477408625854,0.06170656284703737,0.03624409549822046,0.06301160188731192,0.03081144279601244,0.03054111548569475,0.05714823448796157,0.0350136281342375,0.11703477455780276,0.011502665632847166,0.09871744231284366,0.0894272251798887,-0.0017361947439359137,0.007211405473969068,0.06117949821496613,0.08365346417032084,-0.005974348622716198,0.010338354486632216,0.025917861663480896,0.03444601672012595,-0.0015587009773006689,0.006910729714045503,-0.04089427516279641,-0.004373757582485245
Other Current Liabilities,0.021590266921859988,0.013505294999710104,0.0135380931507472,0.12462083689225209,0.12994964504889256,0.014360362837900516,0.026101375004832065,0.00840065203069466,0.0035501640213116492,0.030559882855664532,0.06383648699704088,0.04495952205602795,0.043913210918695156,0.04363911025956769,0.05711469310071406,0.016990950259226013,0.02553776426722471,0.00794961063373951,0.03279040324191879,0.018654518055452835,0.046352520316855876,0.03983330580570149,-0.001961763955493367,0.04913800166171934,-0.028277540112442788,-0.024211489983494004,0.059436560256572325,-0.017304738190464436,-0.014542814090044947,-0.017096212947995838,0.03036347875040677,0.005251191271742447,0.01653044373768244,-0.0059413682787933485,-0.012341803909561213,0.02987672795934778,0.04298957345463818,0.0851500130717092,0.01567684139745938,0.04392761834678763,0.1797903326770147,0.19792415271103148,0.01424147106265416,0.014637693503568435,0.02626208498089262,0.02945602533558634,0.01434740023179689,0.022587213466615796,0.0009281256940436994,0.002594836320325364
Total Current Liabilities,0.012472284516942423,0.017983109801857397,0.011278436368101398,0.11704768831691592,0.12023944193956322,-0.006852839622051567,-0.008651966887035574,-0.010094226511537773,0.0865285385394654,0.02450476280759944,0.11978687004328369,0.09395298893368853,0.09278967920973027,0.04952694499294311,0.03711932474950741,0.029782420792322004,0.013950504953844345,0.009457993107128497,0.01247947294696209,0.006746378999357436,0.07550802777790258,0.057773209622629,0.022993995124245437,0.020389153108060113,-0.026830107288069407,-0.021735893888445403,0.02752169092624539,-0.012390018230859199,-0.015965264849876565,-0.013742457613195059,0.04949079144024525,0.028415053766127404,0.021083193445838314,0.03547993450891107,0.013267810206378912,0.047924201630647784,0.03048666002966871,0.0969665944551054,0.033320968484820336,0.056158857993900246,0.11369188291225538,0.11455687323956461,0.011681641050320175,0.0025280884874445755,0.09241897486737184,0.06201305855728217,0.035105480851622926,0.04465403013181866,0.0046515150779059345,-0.004484775636665711
  Long-Term Debt,-0.02783618728404069,0.06218947740300785,0.06400929834703274,0.05567156946673255,0.052997269086336465,0.06819417365681818,0.06679772889532336,0.0563774169034595,-0.01834110799667755,-0.014795429369502573,0.03354441308008076,0.05688048069744748,-0.007975931860260717,0.1375849522599247,-0.027460249442732673,-0.00516926254298022,-0.0015345302909000554,-0.003056480568850068,0.0017340810929661187,-0.0028610919733027687,0.028300526863289967,0.03798713202180277,-0.016817667065608576,-0.01867780825309493,-0.04237859049897203,-0.03051096827459559,-0.022590893276878448,-0.02996051360771038,-0.02897388707712875,-0.03625467809855995,0.007811906409718156,-0.011643893423810923,0.06211271922240951,-0.015901869385180366,-0.030219887694413743,-0.0022008021332322507,-0.018495139127414375,-0.02430815802229601,-0.06867589093979952,-0.0270456249288148,0.04765733761576825,0.049064481519172115,0.05599724091095631,0.06948340670061301,0.03838346091563157,0.048911640081617504,-0.06571610247774765,-0.027191148653651444,0.022919796299499726,0.03817230636990541
  Long-Term Capital Lease Obligation,0.03639357799938795,0.06398996840885848,0.048976353538683175,-0.012002567623649839,-0.0080965390382289,0.05700577464806223,0.07079229978366107,0.07342810049675773,-0.03664895447304467,-0.0024709488653785567,0.006301779519504019,-0.008234984865129278,0.04507273704681513,-0.008676536708247466,-0.021905915033074843,-0.03880500598332515,-0.02187784085976148,-0.025842238681199507,-0.018177432113057983,-0.016095809572548903,0.022524323836804208,0.03868637290639977,-0.06049109539942671,0.04395981080742893,-0.05819004756026296,-0.054714089298491385,0.0027201339244573206,-0.06420062042186805,-0.06875215407062454,-0.06519156083979807,0.03072040488044654,0.02778405852450643,0.07793750870218392,-0.0009719302955480767,-0.09120422011370552,0.02706835177568366,-0.0329296825933887,-0.030358173868266475,-0.04848416917777647,-0.0023768436599217067,-0.0472551906747425,-0.01223838438741322,0.06057178432873395,0.05833009345773916,0.020726635249145156,0.007446599589480216,-0.05252339116674169,-0.05218610540811282,0.040359385217969446,0.03434792332658387
Long-Term Debt & Capital Lease Obligation,-0.003393021697725206,0.0013584688571723954,-0.010234630861347427,0.04839697381351572,0.079643698782694,0.0034396038883023933,0.002829583620007603,0.006445945941892016,-0.0024807398526433015,-0.0024891049806635905,0.02806121176633853,0.023193204199111063,0.11338621464176404,0.033040290097927874,-0.027820843973579014,-0.013969650574831053,0.0029628116394023046,0.011619324301790338,0.06495520918510311,-0.009681871441724978,0.04166170759016298,0.06116235715211003,-0.03296758566170478,0.012986887423676145,-0.004079279636892826,-0.0064398185503693915,0.013162807514247667,-0.02478463771820339,-0.025374791993151985,-0.022620946839477157,0.05188398093308585,0.0460003888118798,0.011129717230733307,0.0075438255310222215,-0.03407853953115025,0.047817284730664954,0.02838374417399667,0.049606589428227196,-0.0587245769987412,0.004894341354062689,0.08379504770709888,0.14559287792757358,0.0017426307161466752,0.002998012057501212,0.044139299338045355,0.032342208096541765,-0.05381781442233702,-0.05564331976652563,-0.018672567005542446,-0.03279612292311841
Debt-to-Equity.1,0.0893400236038822,0.15755579524471583,0.14892499517075763,-0.009368391079538269,-0.055264379816828,0.08790669847837707,0.08669085418298353,0.08672529316806658,0.07087662559659534,0.028849692562185413,0.0568242281511742,0.0828988339422676,0.0011938369816598734,0.12563510543868966,0.061492494077494665,0.02830932342019777,0.052395474691861635,0.05312431951242096,0.02055835520148925,0.017260364461080077,0.0410936608040826,0.04955900911165737,0.054815668823334204,0.06988377328725591,0.007937211026598265,0.00661002806372301,0.05125823366573231,0.02371533160771867,0.01461622793016926,0.007091599546961981,0.03496263977437274,0.03883059610243425,0.08639442393940672,0.048794139550108424,0.015112573344382974,0.03764887107646382,0.039443413729126894,0.04230226269345708,0.03303371558675399,0.04734753673391524,0.04815840670354007,-0.015585774685942211,0.08481569182842036,0.08427762236155442,0.06680320070290624,0.05692756601082255,0.0921367362137192,0.09844827556145645,0.11417938063073961,0.15035782265752776
PensionAndRetirementBenefit,-0.032325043936853065,-0.0028700344109903477,0.01673678347288963,0.026888714695642458,0.039790974301058435,0.019796766623374734,0.028972721105815953,0.042121811644967457,0.1325545464540806,-0.014728184248778019,0.012179596122108326,0.10904354730249105,0.004021804525868276,0.0842749697324382,0.0009808178635539626,0.06269683313783808,-0.003481074390979082,0.0029458528390727094,0.05566559584467746,0.054079524751601465,0.08437980308987081,-0.014167969841933314,0.17870098582875538,0.0850528290992102,0.15137023997467455,0.09637549774564871,-0.011979741368222638,0.15114964683025497,0.10792705692965092,0.09432646099516212,0.07736770099665931,0.03480696049176637,0.02916500938873462,0.05760618519519555,0.09668151498771932,0.031154405964909558,0.1363771738912255,0.1913256857515897,-0.0012439337032236915,0.037748565190203816,0.05837941253533665,0.08420639753843323,0.025040669977254952,0.02240662751808739,0.02676100517030789,0.026985311255982962,-0.0026231009317398374,-0.00574654419232478,-0.03752407605502207,-0.06493715745873843
NonCurrent Deferred Liabilities,-0.0445849838703282,-0.02352790315239077,-0.0017507995720907076,0.03601878444246193,0.04305787180070804,-0.001758646029045597,-0.0012848843329647083,0.0004449524692732381,0.11063571610766008,-0.029845402759804584,-0.022377118658277267,-0.02597172996145397,-0.009290768866695446,0.023234892920110772,-0.00882555389031643,0.00864489892686523,0.011292419882948273,0.002469652808599279,0.05154599309602378,-0.009216621805757847,-0.0011222091208552883,0.027578425998832607,0.07637391202065759,-0.0025878231574492754,0.06381605757585138,0.0777448337311143,0.05116059459575256,0.07618135095836018,0.0888882512231931,0.07555908267847762,0.018352969278990633,0.02541922377239803,0.002084715084565816,0.06211058051127514,0.1166653637654748,0.022087662016964577,0.16442503380414034,0.1698610916095399,-0.018442633725194692,0.03192427321028153,0.08220382363055967,0.10574220119338207,0.016911538166023806,0.02021093270825895,0.03325769694519346,0.03284923325319895,0.00028181391989700634,0.03267897009174324,-0.030430957060470717,0.02069351077689406
Other Long-Term Liabilities,-0.005972869108397675,-0.008480246319712972,-0.009220266854061248,0.09225790810226712,0.10047092253498509,0.003236685626948675,-0.01283927354609762,0.000517259013199216,-0.009305492495869644,0.053735931258218635,0.012406604498671085,0.02321386923047855,0.010624268422621746,0.04307570900510284,0.051101133793815666,0.009213687626267567,0.021973620692324038,0.002998970438884536,0.09940578627797135,0.04380312482381459,0.040771408477081945,0.031224452385871272,-0.02602276612408645,0.01755967582805275,-0.036151373808767,-0.020968954234910152,0.026607801127059447,-0.022524160690321437,-0.022040275849029116,-0.023050656241256157,-0.0006350693835003251,0.013824622029992142,0.0018656379846282729,0.006574649095825012,-0.0065584024775493365,-0.00805344416323565,0.08704038649678209,0.08871776359914046,0.017266440685734425,0.036711655716946394,0.11172849695228362,0.13521105177641496,0.004430417108798207,0.0021724818679290155,0.05875836384249523,0.04647721609023789,0.017563939168482236,-0.022459713238570697,-0.02371703052104855,-0.017747708550594488
Total Long-Term Liabilities,0.01615336216427988,0.02591703904949282,-0.00552182830878823,0.10701559475834058,0.11890118119748443,0.0018117276982237245,-0.004010564227627502,0.004526281138050187,0.058411234622051916,0.048804917200465724,0.15291520059242725,0.08066184096879342,0.08072244354958491,0.03758468573747563,0.02910188119572265,0.004366471361915676,0.009436787142230126,0.005302230329011479,0.07847803665335931,0.00577891485063674,0.03594473334941428,0.042157928086528865,-0.009374238805145358,0.03756684358319007,-0.011542317403966211,0.00037248389392566337,0.05681166882428552,0.005464200202306896,0.006091159880197799,0.0028931398873030603,0.023141399240252665,0.003625656979351682,0.026488241806761476,0.027918688479848967,-0.004186173586267179,0.0034097317288608133,0.057224540488541524,0.10700901554380793,0.004155556383651924,0.040353564938912664,0.13476012230312445,0.16951371434749687,0.004928869650039974,0.007732706766404942,0.07549066288269865,0.02959613879811995,0.004291100598467792,-0.02035331070124736,-0.019299830241963516,-0.004346187891451177
Total Liabilities,0.008770739630739587,0.05484510029647977,0.007109068686030199,0.11383667476399573,0.12044265225549934,0.000671868069159102,0.008126872937196473,-0.0028314380058134117,0.12145555604000154,0.051162308971055316,0.11650474805634174,0.03199749724639954,0.049670920409906505,0.02564111919322457,0.017401304276816743,0.018271453768250318,0.0027201311532420126,0.02084681337838115,0.01739527360022326,0.016304358424392956,0.02620523207672156,0.0372714119072884,0.013870849245756205,0.020681140870127963,-0.03206365433189178,-0.02428528113254941,0.01554979656760243,-0.01589788688459321,-0.004435311840113481,-0.009149609788370974,0.049259132846488626,0.036913886447677874,0.023871258863958134,0.05435373187304658,-0.01695539409085732,0.08824058828076027,0.006907193644662078,0.025680348766176236,0.014025799826207143,0.02679249110423671,0.12280328200847045,0.12639875931700395,0.019404647236587715,0.01876090106788212,0.09622127576654382,0.06637958372817387,0.01519630870933925,0.029231461176527605,-0.001175869665759818,0.006973783368928002
Common Stock,0.05293380077869887,0.02564601316137547,0.008928935574748453,0.12794851955816797,0.1281350461067358,0.025144276911754866,0.008136759880827998,0.009166503320101334,0.006039668154599495,0.0505525690884833,0.04461559950355786,0.04587219724981869,0.025167978291554045,0.02527951744994546,0.047220916830279194,0.014719218937165325,0.008093371639623788,-0.00694900648651411,0.0023566825114574082,0.02287944784620255,0.014350928792761435,-0.005216719374121205,0.024809032825866602,0.0646816655783606,0.004501585724009744,0.004441142709812525,0.03955107437217775,0.0037518668634587728,0.4872364728249201,0.4956174182064663,0.02473681218287551,0.019035144482708443,0.013607600921247857,0.015241254220183504,-0.030230105686407886,0.02572678270841349,0.00810277135718376,0.008948224731026709,-0.005695274099563735,0.006905834171474918,0.14951085137339104,0.16709563804346197,0.05827026099623087,0.05867785767816138,0.06599259391853585,0.07068542130191645,-0.0015280367655198944,-0.0021778750986239767,0.022859813461702527,0.021673794078727295
Preferred Stock,-0.008565455301699726,0.013558942409005896,0.022090909307849644,0.040838730732838745,0.03821544862275909,0.023052253459180935,-0.03175061520147746,-0.0023688567844639347,0.11696163710207437,-0.018633456513417204,-0.043357995919140295,0.007660795394777218,-0.037945378785519165,0.024010226464745352,-0.022387244031492524,-0.03903611123080052,-0.025247579275765954,-0.005824492849702875,0.00039157717847328535,-0.029872684038241063,0.0160737893824938,0.015295634828241544,0.13609786176312588,0.013524934947387887,0.031582188481668626,0.04382943434351604,-0.01811093799151696,0.03487318046365196,0.1827483733696077,0.1411224651318604,0.007147873039461001,0.004794439905775116,0.022867120581701914,0.062094975949263824,0.11624698769074779,-0.0007514640879758431,0.05020480130826594,0.05158161661664151,7.051486608388238e-05,-0.03028513485025473,0.10338026808345016,0.010683281448425076,0.03325438973363273,0.03180527524425584,0.032141089235811306,0.015537339940158476,-0.0005635504752870856,0.03232271124500878,-0.012250148697948725,0.038618378582455565
Retained Earnings,0.08710396305677573,0.08983314467885234,0.10372312533631321,0.13157013201868875,0.13351265639671803,0.09520092617760026,0.01888445040854389,0.019761290682831657,0.07763450366233682,0.08562281636187977,0.10776247600179423,0.10697513753664971,0.03379435937459861,0.09747829679549458,0.09117132329111545,0.06204694902273308,-0.0013601074369321842,0.026481884593152837,0.0038063821230441574,-0.004824839526838941,0.09415878396906258,0.030576689171243718,0.023221862123179744,0.029272342620825263,0.05780317468455803,0.056456478262816356,0.046864358537017425,0.007959079589358029,0.059642138212498835,0.06834019967974556,0.05423692164959642,0.05672251547167503,0.09312232426829417,0.10331290510333387,0.006359066421862791,0.0556421461912624,0.02600927099016829,0.014064494297588343,0.015208480600284043,0.027685265034024416,0.15333662665461867,0.14291775986045618,0.02669679191824308,0.015891739193617718,0.08533743752986585,0.0307892835142236,0.0012813945510830394,0.047096678488953596,-0.01399580746225466,0.015375339502860108
Accumulated other comprehensive income (loss),-0.027164859088721658,0.04447767085309071,-0.025826405591888698,0.0052350744694961366,0.03855360766425765,0.08725449216374771,0.021220598820656106,0.03550284194887765,0.18472053325420879,0.055389283033774245,0.09323315474066872,0.07746052232742065,0.0663959166642431,0.06909209592666958,0.032888598485447056,0.05560920919924179,0.045024150974518895,-0.006723967546154569,0.1325809610555226,0.06946529229486831,0.06106134804526911,-0.0036927378840078207,0.1780766101334131,0.08125706922700975,0.19568629242591956,0.19568629242591956,0.006411569338914721,0.19526380322843803,0.20105653867647225,0.19631781283900165,0.07089568974602081,0.06578614214080518,0.0518492161507008,0.14645952891474356,0.19277659006330622,0.08644679084641363,0.16100994745345967,0.16816419741830832,-0.0001586732027455853,0.024709897494443918,0.0543215069021738,0.12173905438381936,0.03471371969560348,0.0345919638081691,0.03469435367496181,0.027887465797352164,-0.000383510496245383,-0.003996009427802552,-0.02270492052379246,-0.035997076088056745
Additional Paid-In Capital,0.012098563107121249,0.0033041920562446652,-0.014168979217963083,-0.013161390951025493,-0.018398997894142694,0.0034404455142467835,0.009236689173401057,0.008437416993127316,0.05086356548719919,0.017612028997259777,0.11418613197224259,0.05751776545364642,0.12299177564408616,0.010137796708887634,0.08937817711464179,0.015383875607085347,0.014222629551450377,0.00409863867620062,0.02498183178367783,-0.00826893167990931,0.03491832604710821,0.03058870243689832,0.004053227132205868,0.03236978201017214,-0.0037290725846572024,0.003306537624956354,0.0419407412014039,-0.0038775214640091307,0.013044528132593824,-0.0058441995411496455,0.038120448410284946,0.03471910982066333,-0.002165222822531478,0.027021603232353267,-0.011519604829091055,0.09545630457258085,0.02774971573134516,0.033182494106960385,-0.032739852609489875,-0.02689188831146707,-0.03286815315562331,-0.004639532878970157,0.009594731415085548,0.009402926967319366,0.0531582099853234,0.04247793369930233,-0.03244227335791986,-0.04270485171077114,-0.007959274030244826,-0.002266727814243863
Treasury Stock,-0.012819917874378549,-0.004687508895694565,-0.016482091460588714,0.03902928395086376,0.01884430158844643,-0.0361113882553276,-0.03166431152464448,-0.021498983450566833,0.11576753050803903,-0.04339308796749612,-0.06497465165659538,-0.01224009904139061,0.0478449544458915,0.021909624561183234,-0.021047824293304634,0.032181580791389296,-0.023853353002214837,-0.0008139339482052597,0.05515568597347395,-0.034246325702117025,0.017648132022137414,0.007113809937610878,0.10602144238274186,-0.01302489585935587,0.02666605117759519,0.03844013797594376,0.010526933746185279,0.03472186512344628,0.17227193521594852,0.13795288208380654,0.02511315610244532,-0.005727648879903791,0.019309145829099088,0.03737273752106039,0.07293504808082331,-0.0018123604137141227,0.04040171104248522,0.05232547632547436,0.032167429442647985,0.0028305080719746743,0.08121540634380921,0.031144224990896443,-0.03597937731145747,-0.0261803132828372,0.023384166219484824,0.033213847174968746,0.03554217853164325,0.0264910129133057,0.008747123019975355,-0.007454231274970665
Other Stockholders Equity,0.010256263350512416,0.0029794025010365915,0.002182366912026593,0.12487425097787057,0.11503867787984579,-0.003515038736347405,0.014528184610404437,0.002831544459433853,-0.0044587470134366935,0.03981012318532516,0.01860566654127281,0.01892376585321508,0.016733897655449317,0.06564357092988041,0.028504766292596507,0.09727026095146957,0.09310766450694814,0.06949056627795305,0.12117061110180394,0.0675662691962087,0.06495004976751009,0.051045309293149196,-0.005321182341289141,0.013598771509324852,-0.005997896207173408,-0.009577039810736675,0.014570798406418197,-0.015976697667784825,0.06892138681225457,0.08377064372714231,0.032536897386605784,0.015666480069869503,0.0017679716817451908,-0.0054763319931743154,-0.013594862009005521,0.02886606247453968,0.027838950244768273,0.03579703413132173,0.03878129512071413,0.0717926075435387,0.13828679095566984,0.1308352375625227,0.06719976521217327,0.06614108613874665,0.14391583792469634,0.14855842290933985,0.046058467579038,0.07134637434382764,-0.007764221806380563,-0.010103362963580075
