,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash Equivalents,Inventories,"Raw Materials, Consumables and Supplies",Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Gross Trade/Accounts Receivable, Current","Prepayments and Deposits, Current",Other Current Assets,"Deferred Tax Assets, Current","Deferred Costs/Assets, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,Buildings and Improvements,"Leased Property, Plant and Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Buildings,"Accumulated Depreciation of Leased Property, Plant and Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Accumulated Depreciation of Machinery, Furniture and Equipment",Accumulated Depreciation of Plant and Machinery,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Goodwill,Intangibles other than Goodwill,Other Intangible Assets,Total Long Term Investments,"Investment in Financial Assets, Non-Current","Financial Investment Securities, Available-for-Sale & Held-to-Maturity, Non-Current","Trade and Other Receivables, Non-Current","Other Receivables, Non-Current","Trade/Accounts Receivable, Non-Current","Prepayments and Deposits, Non-Current","Deposits Paid for Business and Fixed Assets, Non-Current","Deferred Tax Assets, Non-Current","Deferred Costs/Assets, Non-Current",Other Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Taxes Payable, Current","Other Payable, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Bank/Institutional Loans, Current Portion of LT Debt",Current Debt,"Other Loans, Current Debt","Provisions, Current","Provision for Asset Retirement Obligation/Site Restoration and Rehabilitation, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current","Other Loans, Non-Current","Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Pension and Other Post-Retirement Benefit Plans, Non-Current","Provision for Asset Retirement Obligation/Site Restoration and Rehabilitation, Non-Current","Other Provisions, Non-Current","Payables and Accrued Expenses, Non-Current","Trade and Other Payables, Non-Current","Trade/Accounts Payable, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, without Par Value",Additional Paid in Capital/Share Premium,Treasury Stock,Stock Subscription,Retained Earnings/Accumulated Deficit,Other Equity Interest,Reserves/Accumulated Comprehensive Income/Losses, Available for Sale Financial Investments Reserves/Accum.Comp.Inc,Non-Controlling/Minority Interests in Equity,Debt Maturity Schedule Total,Debt due in Year 1,Debt due in Year 2,Debt due in Year 3,Debt due in Year 4,Debt due in Year 5,Capital Lease Obligation Maturity Schedule Total,Capital Lease due in Year 1,Capital Lease due in Year 2,Capital Lease due in Year 3,Capital Lease due in Year 4,Capital Lease due in Year 5,Other Contractual Obligations Maturity Schedule Total,Other Contractual Obligations due in Year 1,Other Contractual Obligations due in Year 2,Other Contractual Obligations due in Year 3,Other Contractual Obligations due in Year 4,Total Lease Liability,Total Lease Liability - Due in year 1,Total Lease Liability - Due in year 2,Total Lease Liability - Due in year 3,Total Lease Liability - Due in year 4,Total Lease Liability - Due in year 5,Total Contractual Obligations,Total Contractual Obligations due in year 1,Total Contractual Obligations due in year 2,Total Contractual Obligations due in year 3,Total Contractual Obligations due in year 4,Total Contractual Obligations due in year 5
Days Inventory,-0.0742525813801878,-0.05534661783880389,-0.030740619517977186,-0.05904994108402235,0.02930455300838953,0.1770546017785675,0.009991515381689286,0.036036102382080264,0.006660866134879498,0.0009407430751436226,-0.0014518282700550062,0.0025234981031350663,0.00029659597896166366,0.030197542086091957,0.021917042917060186,-0.05030849238734212,-0.06349323007057237,-0.09811664924609907,-0.09174247219031184,0.004568385289125129,-0.044256483194574994,-0.06382532065543292,-0.08442181535569179,-0.026227797105146482,-0.026026126942077864,-0.10233135478779483,-0.09914916486609388,-0.09284944244188549,-0.09694357858847029,0.009327334698094523,0.006737859359135307,-0.009972917905791778,-0.015351213315326285,-0.024903384303330892,0.021851394187975867,0.03489872512298342,0.011412117425130285,-0.0036004779130134534,-0.013191407669675734,-0.03592038755636988,-0.034427036759683116,0.01590992669029691,0.023992184296442575,0.013007151255841572,-0.038381957667797104,0.006438365498143958,-0.03202609910038176,-0.04874593353317589,-0.06375721623038794,0.04116997759890171,0.04082166811532315,0.0393648205199898,0.025592088263981162,-0.035940811234412215,0.052479286655927,0.02940368048501195,0.030049473814717086,0.05717484903796215,0.03396539101877334,0.05148762240757817,0.03187447168692907,0.01682010531767328,0.001180857605210848,-0.01169634550054646,-0.003163445388451152,-0.0568676017207491,0.052742493872956535,0.01130303012516835,0.05141520819301716,0.020898765003988184,0.02844439642745628,0.004671391757003489,-0.0012404454590442628,-0.019392963721001803,0.020724685352097177,0.023626507404512772,0.02512136356592919,0.025139497599053838,0.024382755707536344,0.003366650029432933,-0.055780822923646306,-0.07211089454570442,-0.049255180335118956,-0.06027622464367488,-0.052984305802629916,0.07641597668781093,-0.01866422877375028,0.05108295902214464,0.020239607362190378,-0.05622975347990153,0.02482485200532503,0.009354781771865318,0.013489531852894046,0.009993100057626091,0.03401877568658439,0.06387261333554026,0.05203367294752796,0.019900629547575398,-0.013367779806067554,-0.0022099802067823953,0.008508149279812277,0.02837227834103907,0.02466873223247208,0.05050252914013218,-0.00289840919017653,-0.0030113207994227143,0.030553357772810118,-0.003988414751630755,-0.004430853387036173,-0.004379395606067269,-0.0014882236548641693,0.028611468501952675,0.028995582955248993,0.025143285398997035,0.05071932715167941,0.0011831845633925565,0.0010702729541463723,0.006569859077237936,0.0009376114616153259,0.007940006948049045,0.0022324653797144265,-0.015933376061011667,-0.003659040854623297
Cash Conversion Cycle,0.030097935609433815,0.13168327557155948,0.23467701483451703,0.2593436360200107,0.07090877656529873,0.12453448307744057,0.00960882507527356,0.1277206280628083,0.05665399722826909,0.05734393121537004,-0.018212226204886994,-0.01742582471853538,0.03675796812689132,0.056239531869696616,0.000702803771225623,0.13239053769183723,0.13161564803114634,0.06564939148640826,0.12432136362127465,-0.011903262308794349,0.11884066204102102,0.12740813380787286,0.13026402306063595,-0.01905947092837621,-0.044115118217989115,0.04958633337665983,0.06002014496246217,0.04964946671945705,0.024669102396989294,0.02754899989556258,0.02192358134403723,0.017908508539421504,0.010661513826815756,0.018931726122300502,0.0651488399686698,0.06957995574554761,0.04238050473727835,0.0352460411148609,0.03609557126961229,0.06900614313086757,0.00480651232201202,0.06762157368584011,-0.03023237945656142,-0.031005739808612518,0.006435180037376897,0.07196029508921238,0.00834122408219328,0.12223802886141093,0.13107461251147084,0.11698916521010319,0.208258768622835,0.047828926338781594,0.05385900648842228,0.01657044609648843,0.016074948599029717,0.021847662969155038,0.027141393124141096,0.03801818928908,0.024499541234496255,0.03456872706855983,-0.006779141968006571,0.006931542743881719,0.09250648508734984,0.053053521322107604,2.2179904506060104e-05,0.12779523139200824,0.059792852646776466,0.055889683779086125,0.05657717305624853,0.11489497133895504,0.04656125803970105,0.021761270105693016,0.0017277589741567893,0.0009176746377447696,0.0578318286476549,0.03021929605632181,-0.03202251231527467,0.039283658484787876,0.04417737265032875,-0.0033581641915351444,0.11850660648098318,0.1333075985146634,0.1659255560197222,0.12628769664946266,0.12762597723259644,0.03606436100503529,-0.002169076664670358,0.12578611524388822,0.06644466213123357,-0.03352037199614565,0.008247824968120904,0.006005695782708551,0.022398971900653264,0.04079630371853656,0.07606272151092022,-0.015154000427451991,0.07946636114073263,0.017542506694014887,0.006570095674153101,0.015159295068526207,0.096664683363675,0.0896649074994987,0.08171974413395922,0.06307945853307592,-0.0007378917145640302,0.0014836863371746676,-0.0029767830218743203,0.051671428517679176,0.051960815260417216,0.05389713588813137,0.07630319108516881,0.08890163390200101,0.07965776625790451,0.071718781324072,0.05907485617506184,-4.790963933586816e-05,-0.010421835053995996,0.17295222349457814,-0.008537198589898192,0.09284415465357346,-0.010492778026430259,0.014919553338995119,0.02462843415328456
Inventory Turnover,-0.03905904492981256,0.15374379892706233,0.12971568661844055,0.10680909188156715,0.011684480539750224,0.27741976465974216,0.00865966413494253,0.13618323728876228,0.006209241714164389,0.05846352750861468,0.05252019254847664,-0.010370934411966605,0.01559685963741673,0.08578787206634589,0.002413280088205102,0.1494471827167236,0.11218888233974092,-0.05560786681289409,0.11479090373274395,0.013429568221681688,0.134827142164081,0.1177133086757921,0.11844188617670987,-0.0980324088884198,-0.1035665192023523,0.002346918339951978,-0.016776394776111234,-0.09147651867796579,-0.09064314968998473,0.010688502561813968,-0.002091529182266431,0.007497062805559404,-0.00041820537700904426,-0.0030422611162739394,0.056471526809916184,0.05110758218009929,0.038690697573011266,0.02881369617441778,0.013629188016283985,0.06920800479813302,0.007214713703217795,0.0684140226589287,-0.02596669010349968,-0.025523004583419065,0.012631879385437396,0.06970866020955721,0.004033227862569364,0.11326879407979343,0.12990777145347224,0.11965020060457135,0.13985712206577947,0.005358314067773133,0.024577177168736794,0.014288924091350429,0.12572867873154578,0.0978435362750588,0.1195691380080697,0.13186580390272898,0.00749386092409961,0.008172400392620247,0.006992251817026724,0.008073598669352915,0.05988793802778489,0.030611557956888115,-0.0005335540967807582,0.13638211199525846,0.11104532125754475,0.0763995153585882,0.11103647813043076,0.024508360075305904,0.11218871949223574,0.007790911895453676,0.00013559471108832467,-0.02882540818074578,0.045929609224718726,0.01340293252115123,-0.022298508041907028,0.04010393555870488,-0.03296919740880961,-0.0008201846184633932,0.11794881231264949,0.11485370685449164,0.11462773335570457,0.11264564002180048,0.11639693827605634,0.008425066374826526,-0.01380872727521535,0.1668604498840792,0.016739431572031116,0.03889043471390208,-3.62998373677351e-05,-0.006029893666767611,-0.0039460774068570655,0.03658405747130792,0.13513138608697328,0.1209561129804248,0.1271991886313696,0.016736613536625554,-0.0013679472069751761,0.0047721358549515785,0.06644865994187796,0.06362567160683814,0.06725895424626879,0.07031473243868161,-0.005846611695666753,-0.00509985482422428,-0.009387144977024784,0.017904575812327066,0.01794807776535221,0.018125232723794932,0.035373293688305246,0.061896580414572404,0.061075070108907406,0.06873797407893237,0.07159273862464327,-0.0011165471803348272,-0.0017635596228699724,0.1390008397453814,-0.017066879289783083,0.12081113222483636,-0.018057714922589053,-0.008316781620825353,-0.0018349114733828518
COGS-to-Revenue,-0.023956030754513715,-0.04679047665529046,-0.05796727304044068,-0.04564473064280564,0.040213563623293355,-0.06381239619343368,0.0425223183883013,-0.09079194983682587,-0.0038880742281072857,-0.005314753337421717,-0.0006194969110980952,-0.004416503198061053,-0.03568047803247333,0.007025221657230257,0.03294332916875606,-0.049315500156149474,-0.05587104498850162,-0.02404071169236895,-0.0594978428515209,-0.0010069212085455168,-0.05604549865944633,-0.07488163443309943,-0.05419708921976588,-0.039875382314726406,-0.009946537146492556,-0.04861057307625772,-0.04281284986793074,-0.04978783231770252,-0.04660293811285096,0.021078550766085245,0.021677535270705216,-0.05824044442622783,-0.05993201736539279,-0.050918544052649194,0.00396444494833212,0.02240469993211468,-0.03607262499345967,-0.03902063287185997,-0.03829109987285885,-0.0605308624965131,-0.07455924889195824,0.037996734981124894,0.09579092244974985,0.08730562590374391,-0.01853912871009285,0.0038337857595096766,-0.052648985611168785,-0.06764916197510311,-0.0560693816753833,-0.02340389301192739,-0.09446700926098078,0.0914319955293806,0.014033450033955619,0.046024046442810405,0.05805350879851541,0.06797947123426282,0.0513615656275252,0.07892049609896458,0.07055249469418462,0.08701204692957502,0.03893142804647957,0.04361322312134185,-0.0166745816786147,-0.034875717838549036,0.0006898749434415957,-0.06451873988594206,0.02592883977941514,0.006096679364294142,0.02651322424706094,0.023505732007625797,0.01820048488400983,-0.0013546240332534317,-0.008863767617120186,-0.0027776472665019866,0.015081671794034242,0.0439257638731116,0.13752383777041763,0.10511948121784626,0.0937411147018211,-0.005177605940706805,-0.05112398334211659,-0.09230168851457739,-0.09221291994697337,-0.049096076904678744,-0.04712795760687902,0.12116593846842985,-0.012509404285075501,-0.0759494498032376,0.02557261532668979,0.0588222716115021,0.04458241294057416,0.03327288661583616,0.014411426770541025,0.016568492424534818,0.04464370618040053,0.0642321468293846,0.05445980442892466,-0.02165318848194401,-0.03957107537677924,-0.02189925248922052,-0.005652276874536423,0.011649198211395095,0.016913816726392753,0.03712998056704731,0.024763771687452352,0.02659398475195262,0.047279175386361345,-0.034055053722824816,-0.033864318125613094,-0.03425989693988631,-0.03492678344851932,0.007492203585728211,0.009177874492749889,0.013252091847540708,0.034308673916885225,0.021582693561653297,0.02101308971898027,-0.03852626185073914,0.08845091143534849,0.0415268542209679,0.08814513128446134,-0.04733854497371839,-0.02799463909193277
Inventory-to-Revenue,0.03300391509483788,0.2853682241096408,0.2080961448814787,0.15489396818273787,0.07744137703276008,0.37842787015839613,0.07115394824690807,0.17553906917791778,0.08777555833225319,0.1278713513485253,0.12196252355201422,0.05370255423239908,0.05357494539574018,0.09725691940638687,0.07509674795699016,0.28309936092899546,0.1964638428768173,-0.034564457024081875,0.14416539468303102,0.0798013550728448,0.2144997719167244,0.19541904371172436,0.19584022397108186,0.0026639635846247836,0.02456389106587663,0.026013621446621702,0.02758691778761176,-0.06440190069132255,-0.05122929304585137,0.061293236195252565,0.05807260791438665,0.018111520965490877,0.008887041786394705,0.004151043924087496,0.13197549748461704,0.12755976713290598,0.06290840237788403,0.04730141072878138,0.017954722519086606,0.09086474041738311,0.017064139859246978,0.15434353191539735,-0.01956311688042608,-0.04773784161192196,0.024198876873475876,0.07849434827188943,0.020826958527025215,0.14509906675348547,0.2014765427011152,0.25051507290055997,0.24612922153191064,0.07544774216760722,0.097023257198561,0.09299617901566473,0.14487873124136355,0.1278271197501813,0.1423689639920152,0.14351082948751634,0.0038946048210195955,0.007203647866620662,0.08553312424957792,0.09512206928286794,0.07967440587855049,0.03303136008261265,0.06631484143999974,0.19121729860016926,0.15201217258245073,0.11397581629925899,0.11792367992139835,0.10402137879924044,0.15907973877720777,0.071769226769281,0.07565056926222546,0.07076046788281369,0.08628071255758128,0.10127356134770005,0.023059579697156878,0.05693771565061562,0.05675617459423041,0.0601838197422146,0.2053180907868825,0.1990342263917078,0.12969795134259698,0.1561524722723236,0.13285512609309888,0.008619556706006178,0.030546919125892576,0.18897299968580525,0.0930146476960808,0.021073280121531285,0.09917083318060138,0.14754390229452807,0.04548813880076307,0.07878784251572145,0.16476057870208322,0.16144168217990731,0.17469283218454373,0.07586478575527852,0.037525734681242304,0.04927692612666268,0.08558433733364369,0.13181450024265984,0.13972045253504017,0.13818796799349098,0.08320270881377298,0.08395229448605417,-0.02536741682210514,0.043458288113420965,0.04357669760397323,0.043966472548105456,0.057332174246643566,0.1253187816403305,0.09302216462459176,0.10039689864968021,0.09841742152173931,0.05008592827338743,0.04956434598848786,0.20076304412706908,-0.030709881226465473,0.1378038348123225,-0.02531538029485124,0.005716724282223755,0.017899202883542988
Capex-to-Revenue,-0.06534951471171328,0.11194051370208812,0.0991777960468826,0.1039526450197331,0.09848197402881587,0.11870563702342228,0.04256440452784448,0.06468808455206887,0.02047879888294578,-0.008595505132790688,0.0033760784617075895,-0.0034381511751713123,-0.005518041870696501,0.05381908835758105,0.03694315567415887,0.11039211272157473,0.11123390584497794,-0.060068207337686856,0.11244127939422066,0.014129936016880094,0.1120037836229056,0.10320575969770657,0.07874843944151845,-0.013870536412581635,-0.03364032140588097,0.026885969905701513,0.023386071156097536,-0.06350768008234597,-0.042674151823963634,0.032775927472123156,0.03093054717333705,-0.02856837512522811,-0.03972949994372443,-0.02455942148894775,0.05176056275217175,0.0531091468985646,-0.0084153844570755,-0.003925104342691402,-0.009009453939638881,-0.0025714616632030126,-0.02739280124386223,0.042217678635340275,-0.05201249995748089,-0.06253498368382636,-0.015161802248532787,0.045325953390095375,-0.009005213106012131,0.09937595651706442,0.11632607199721855,0.1694230881589289,0.16739907512757846,-0.05000349453243472,0.09828278519958487,0.051065926279411825,0.08579731101518889,0.06837101480213482,0.08688134370516583,0.09388569390085495,-0.044468346984933196,-0.05932855650479803,0.04704863319551848,0.04746822578295959,0.0171844694117608,-0.004751805398521364,0.0012307747787041875,0.11344619377200008,0.09835139016334192,0.06780534459206773,0.08234142299731828,0.018814396281488434,0.0860575982106947,0.013386097764379268,0.0010120570191869856,0.005436710452877741,0.04638035137235866,0.0485779270941596,0.0077216165845419675,0.015266402103967642,-0.06001203646965069,0.005982130680547089,0.12601048547337157,0.10349743105764972,0.20508995084883244,0.1308517747106227,0.1030479021356924,-0.042847536187469816,0.007950405422961354,0.10999343800347239,0.03109896007798758,-0.03989036958698628,0.043947432440279995,0.026609843501126836,0.02107478302252351,0.03986131061353758,0.09554496665668716,0.10701018234316621,0.09716336302839906,0.02028834064456002,-0.0008589196944236164,0.004013309961759233,0.0705938346870855,0.07448696240662986,0.07878465992907188,0.08353364333142103,0.02963204089526081,0.02845178384606325,-0.056319694185137235,-0.018758553139421888,-0.014514694656525755,-0.01253585541591842,-0.0019140513900148138,0.06531066449291449,0.06772533840844973,0.07101988702461977,0.07323299426957565,0.027937398554266822,0.027378816562975222,0.09413709993036008,-0.04949100526594761,0.05940828607694663,-0.045326569859135336,-0.015393373579472389,-0.009220219939224474
Capex-to-Operating-Income,-0.03546005879480008,0.09991670059834964,0.1224841868344373,0.10360836068786107,0.02443997912881445,0.12835278202628314,0.017660370908694586,0.13067202915827147,-0.008392726722817375,-0.0028616473296861297,-0.01090298621949451,-0.006151963131822619,0.010692044224500052,0.03257733146147256,0.020955959954100586,0.10384650427352275,0.13089200159667705,0.048956457835444216,0.10846016478947393,-0.0051832698392392735,0.11853040645899227,0.12274807593462735,0.12455060230323986,0.015337356320814718,0.020767479164677527,0.10619948842499227,0.09847701033067784,0.03621884008184758,0.040873722430204686,0.023406656784017696,0.030150427808454543,0.00881236689187987,0.007713725380160992,-0.014214042320279643,-0.011523015765247004,0.018158322031782033,0.021116712098783033,0.01687486156239407,0.021371704651725637,0.006357886780361399,0.008540062414144413,0.0210389188517587,-0.012058477583105118,-0.027970967368791677,0.015376928904541842,0.0564558882798789,0.010358702968935086,0.1078351596526619,0.10277182154163791,0.1501759040047637,0.13195846629836538,-0.006291896203070694,-0.011183997240332548,0.002273002321638418,0.11231097736705623,0.11221991873132758,0.11571134493516146,0.1141131906248321,0.012185405920639159,0.0034649849510768518,0.0061310869968644564,0.027547995919662,0.03356461357139009,0.03958009377041036,-0.0018669604769313629,0.10255117024016401,0.11671277241157524,0.12399260758231447,0.11112731192983961,-0.013491818846256543,0.10447568413006401,-0.018502124481397826,-0.0075982817988251,-0.006516966738519606,0.011570233762805575,0.025866041256893416,0.004354011102574372,-0.0057427778896179515,-0.011808096329251148,-0.007187189346886903,0.07771541699696224,0.10689148725291463,0.17850658944075945,0.09246807743086805,0.10361099303268376,0.005772610192951611,0.00125367319380867,0.1181964358768742,0.006302838186542548,-0.0026128988120142672,0.02332873896514068,0.03773997647843128,0.021985910166677666,0.04986476962091382,0.1320304949598291,0.11650738184175252,0.13235957686783106,0.005924173354772207,0.01733951211903533,0.024898853388743834,0.015347459569871685,0.01954325130882051,0.03259667933324806,0.027808048080049906,0.048726975933799516,0.04926211835335709,-0.006354979260129713,0.018209965393492244,0.018835856757418046,0.019667381892152162,0.037295630623394325,0.01656185610085488,0.014470925801022579,0.026805874877398946,0.02508471006475628,0.05145821023643429,0.05110912829910918,0.14714776309987704,0.014242876762785224,0.13566000169198025,0.011903414518059452,0.0183651340408006,0.027246926746857945
Capex-to-Operating-Cash-Flow,0.007641035595541967,0.11019474843256208,0.20271779662910852,0.21620858481867145,0.07100812798315881,0.1328877500940736,-0.006812157460219421,0.13943410344205787,-0.008444882063826459,-0.005140315217986804,-0.01358220459008614,-0.022459980982817998,0.022305842752616017,0.04678506539072192,0.008511459957035178,0.10809243351724541,0.12296607810525212,0.030400037727344748,0.08294980022692115,-0.04281016858355098,0.08390687271058923,0.11096646264621256,0.11554708076231753,-0.015775682463328906,-0.0011636215004285052,0.08044131756726373,0.07292703321049566,0.009103314285491177,0.05651663064445738,-0.015038747642446674,-0.0002110829934554039,0.009698223342139095,0.010967338510414548,-0.015043922804803645,-0.0014474541877412721,0.02763390333540657,0.02462311653874668,0.021301296760604847,0.015029631184449707,0.006004019712049807,0.009414201356530347,-0.000976747923597057,-0.02144913815879063,-0.024649921053483265,0.012624796529851726,0.03912003484688591,0.012928720256516847,0.11135019130865273,0.11063041105889083,0.12239155431440649,0.12230533735949028,-0.026782062054796944,-0.009232603608328019,0.009810159732943056,0.1000032192592638,0.10777786213015735,0.11037603659375374,0.10592145192638615,0.003983095452894114,0.003660971303314226,-0.007676521009124699,0.007013117733334589,0.015280210764339417,0.019135525653041316,-0.005553085142035828,0.10883705707359813,0.11350115130546716,0.1272866948131691,0.07794495785400864,-0.0020082397074419815,0.10118227576590497,-0.017416492647701374,-0.030371300047329713,-0.037454308534380226,-0.0036739043835214875,-0.016248090613781463,-0.019090786047899086,-0.02472665968242043,-0.024349467782146778,-0.002243238556633295,0.09414357359162985,0.10830035697911253,0.1091551865023336,0.11513965590035825,0.1023373351913921,0.0073931408484483215,-0.007113716885286172,0.1279691199295842,0.0038349603855746058,-0.009030935099058977,0.006985947710143492,0.008544673463009314,-0.0021693751009013986,0.03721523487761803,0.12697642966546138,0.0951232664983628,0.12113166282710959,-0.022724723896388677,0.010020401811663523,-0.0010223088930524252,0.02776094645092443,0.03667707829451087,0.044120187051897394,0.04536204257901322,0.03396049864287027,0.0156936879319121,-0.0188050058526072,0.008488600238100122,0.011300091443693459,0.00016467268883998878,0.03258500534932124,-0.00027510457635553684,-0.001303654987816899,0.00587673042144055,0.005836764786967672,-0.015505152889974724,-0.016890441930297644,0.14430611495420326,-0.004150650049916694,0.12680241556765443,-0.016321246359245395,0.012342262380088042,0.007126689971765099
Revenue,0.07440888179655408,0.036620336375302216,0.025796769547976738,0.033503529117540516,-0.018199654242883685,0.04121847338350719,-0.002060254812666339,0.030740887857459008,-0.006753237463576647,0.0013298447079671048,-0.016818246805125395,0.00028686602301217874,0.038426525737254615,-0.008855710818043379,-0.007689866593656016,0.036716250167078766,0.028265862503356384,0.08319093299035377,0.01894573188136616,0.0033980763790035836,0.03785856563342003,0.024377849374859404,0.026516725328939436,0.07703469290398347,0.0819924459195396,0.02252810424829407,0.023860234172253567,0.08128315791672412,0.07947797619602034,-0.022869298417680428,-0.02099602184801217,0.0263686042311574,0.020199832703029066,0.013873040322565472,-0.015290875133864696,-0.015049212857186238,0.032791795484264176,0.025677909855834864,0.015752903050656974,-0.0010201855492739395,0.00954317106856027,-0.01720245638391757,0.01923688467169241,0.009108002754059671,0.006263266388325131,-0.0014196686435286948,0.011106673544315049,0.01873916964164231,0.03249562034827859,0.10788755302013639,0.03449988517661315,0.023775222128331525,0.06333880151855445,0.07362319252043749,0.039597729754374394,0.034698850550782305,0.03196649007635555,0.04110491168969115,0.04381421004652844,0.023761609477104286,-0.015723890824068013,-0.00869086746874749,0.016430858930554938,-0.011920389322391069,-0.0051954151055432435,0.03247052809857241,0.016617006343926342,0.007832025080067535,0.015517009270343675,0.0017757572775156114,0.014651690364909584,-0.007345823934620978,-0.011769261079308767,-0.014887186488178206,-0.016663133841680604,-0.0030059099211350694,0.08057346924166169,0.01147034319761504,0.02025432527072366,-0.006302286974468355,0.026212757203675274,0.030192616985108448,0.015146589832823368,0.02774524656914651,0.025624012994586443,0.030519874650945314,-0.02525351023347919,0.039539024948794466,-0.01609322032099889,0.06655944329694649,-0.0033148374957605695,-0.016695618605924483,-0.027141696997378225,0.01115724556130995,0.004311675084755059,0.021756148372216497,0.01381227067648138,0.020349455495328864,0.01960755339277774,0.0139746643230869,-0.008777507313868792,0.009652037308935707,-0.006101724196559721,-0.008732734971062394,-0.011728710895566997,-0.012196923306782782,0.012718563542300707,-0.005065722071169918,-0.0053587121465753325,-0.005247351894323744,0.00897671482141,-0.007680375163415259,-0.004450598806239453,-0.02069953650660878,-0.02142114112311168,-0.02897306446618573,-0.0289602788979581,0.02301557839384259,0.004961579453016754,0.006945507334384715,0.004058928626448012,-0.00832267567903508,-0.011089379872427422
Cost of Goods Sold,0.12731935422646143,0.01766496445790678,0.029560275218779134,0.00512996375088788,-0.01895396139561928,0.05158793276578366,0.007776161687084422,0.136044164084033,0.011004172542129138,0.003700678415624663,0.0032986870718622894,0.0056104448059014775,0.04614950760091996,-0.027835067634642517,-0.0002490437296252376,0.018699250520628576,0.029288073142642986,0.12963310139126627,0.021917556114382314,-0.005860568970278632,0.023271722732809252,0.028467046739744005,0.02676135449828648,0.15611939539605102,0.16566482147670386,0.11120765298603508,0.11106821706585354,0.1125639999736568,0.12618515773642305,-0.001423712380621095,-0.0015187017435748362,0.035684531477289866,0.05010422786216263,0.04914943719085418,0.04540754348809333,0.004534402553608303,0.042577046726549966,0.03332831284068965,0.023255996047779615,0.015245600541823435,0.002647892141463731,-0.005493088647542294,0.02800502921524414,0.017647747809350137,-0.017829003824342674,0.017846845465625125,0.005778296796333409,0.012545207797055808,0.03444327535228731,0.03117078078097318,0.1010643854497597,0.0229997805573878,0.022142062394728282,0.0044142228207144025,0.03293642715816072,0.04172544569767995,0.03962344548565903,0.04153536233399664,0.051686269144917515,0.06330471990630328,-0.0001619429212069202,-0.002821988718467994,0.016118704329398912,0.007441797027023855,0.0051549711411344535,0.026418524669928098,0.008607975609744096,0.009752380681472597,0.003746837581686674,0.01906133381119883,-0.01815267290369845,-0.017325642862807245,-0.016313927913330892,-0.01910062226879615,-0.003504724700358844,-0.026905289386882577,0.017203955620376882,0.08355944203127462,0.027343972271278483,0.0001783442476546381,0.023155882028364768,0.01501186802521735,0.025244555395067633,0.02203220137352043,0.020735377444479883,0.06466315742013841,-0.02052003293773052,0.037309058321677926,0.029855362379101778,0.013786505231134859,0.00044722559517634776,-0.009671215727269531,-0.024781427124992428,0.005004879443150647,0.015513881315696133,0.019149899492898803,0.01659544192213022,0.009930092617985092,-0.006706707374200843,0.02937666531873231,0.01800445119394397,0.01135058659549788,-0.007560833076310464,-0.02190366307701806,-0.03657100775110872,-0.03749057364619176,0.029987360146386755,0.030726483746279468,0.02978809005180312,0.03027499198532292,0.03959695573296727,0.013081455756918924,0.007557694715218881,-0.004882921543580987,-0.019351283714056942,-0.026716168865352368,-0.026829080474598553,0.03315914063245841,0.018631443347718987,0.016420915688568228,0.01918799977979284,-0.008416154978542853,0.031101400416620295
