,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Insurance and Claims,Rent Expense,Selling and Marketing Expenses,Operation and Maintenance Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Other Finance Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Other Net of Taxes Adjustments,Other Adjustments to Net Income Available to Common Stockholders,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Current Deferred Taxes Liabilities,0.05239021812871585,-0.03958240665578138,0.005122902205989492,-6.997694420451299e-05,0.017663561600844764,0.041633840630032934,0.009446021735386608,0.02211798932823697,0.015979900588386897,-0.01783479434409109,0.01552032215729203,0.033639855741025536,0.10713511598380165,0.08176263790268558,-0.001066997029501038,-0.008372089518979796,-0.002004844716491638,0.044927405117011904,-0.005463859120739743,0.06969753789437667,0.07328083197633141,0.10634021921152659,0.07541152137732025,0.22371492430409556,-0.013044951589713895,0.0050524396099934765,-0.011899794659637005,-0.011815182752245993,0.08510943852869131,0.0012798443064006779,0.1141283203195305,0.1294478365990397,0.0885327139606883,0.07094116779291777,0.08119658744694566,-0.002994640180137521,-0.0269908577579489,0.006888324809096053,-0.012029918832955185,0.010439995448471363,0.005946522069662646,0.026782088028444326,0.11555058513845907,0.030356314330430116,-0.022279700935751802,0.011755919830695695,0.01779154424783319,-0.010672831994051992,0.08668900306743593,-0.01579302979102439,0.04954690809745113,0.16938250527020834,0.006052023772890477,0.012235045178317926,-0.011545821898398425,0.009618777033963664,0.009904728409469078,0.02616605557616413,0.00918368554262908,-0.009180043483739827,0.039523278760394145,0.009094132597889423,0.094304939707037,0.010249218683426625,-0.008226122662261475,0.03049125761408833,0.027674144812249016,0.0409343026803924,0.1325433742909009,0.13543486171050903,0.027742740162304807,0.03921077224204159,0.014862357216873649,0.014901966821890726,-0.020210204321525777,0.013486474886259857,0.03454065753329723,0.11220608284064469
DeferredTaxAndRevenue,0.05462236603982213,0.09778546231562621,0.06984892666036499,0.045985367291267475,0.09672532419300575,0.015225586353895912,0.04230297876461741,0.039264660227109505,0.0379811126507198,-0.06730390549937819,0.00719439053883261,0.010475321712647997,0.11329385831888471,0.010665196450737005,0.034728834745855905,0.007999155116853467,-0.006664172784558753,0.0400855925635623,-0.007373453592558005,0.054574795858715275,0.0796113486632868,0.07805490633017827,0.08366734550326355,0.11158808485282391,-0.02581671803024414,0.009347976448298281,-0.005176418760583343,-0.005323051719493499,0.06470760835117274,0.023385549642449734,0.119002281503714,0.1204016674621094,0.09269569093926613,0.06789195538452136,0.031894502558440486,-0.011065738139453343,-0.010294307649440632,0.031203616561468077,-0.011448002013212232,-0.007516176764329889,0.012201650253393129,0.01781594877743155,0.08938413183627454,0.04780585516887921,-0.02082408174317751,0.056388745764004496,0.02817257468742446,-0.03392078956792978,0.08522384664765793,-0.01192845726756227,0.006767766636503705,0.0891954686852927,0.002991237546638049,0.03180025634365343,-0.021357409195414023,-0.001829171112336728,-0.023606783296320297,0.03081144279601244,0.03054111548569475,0.05714823448796157,-0.013830996560078229,0.026630100873286815,0.02157285547845576,-0.005838126274806938,0.015392435049360071,0.01977182498815424,0.015596090985070135,0.034471244497522,0.0909051924762598,0.1099169567982398,0.02760473650313574,0.02420993463068323,0.014751267760894056,0.027453469906296143,0.008175462521145213,0.010882149126546767,0.05396117421411015,0.09253149595742723
Other Current Liabilities,-0.013417295307488503,0.013505294999710104,0.0135380931507472,0.058347974406429415,0.12462083689225209,0.12994964504889256,0.0834612146640054,0.033615079321032575,0.044654827525282506,0.026351587785309667,0.04634890973589588,0.09305740758084327,-0.008123847281332891,0.001274681349045484,-0.001905854597622964,0.06804573722264805,0.023232840039494378,0.04131881135966979,0.004789172817417354,0.05412861477223448,-0.02456619670309598,-0.02363610312870046,-0.014263256331731209,0.04255969645245417,0.020446571156723967,0.07075184351382817,0.029820268099756745,0.043295307087897854,-0.015268073584235159,0.021208896647015585,0.012943534030286441,-0.012696245390455716,-0.02659257123453785,0.05371711600980719,0.042433659902918364,0.10870905920833893,0.10438923889052446,0.11985253106911525,0.025365016546890242,0.058120045240913826,0.014360313310597011,0.00015529272747353455,0.03439211896432286,0.02255168277023595,0.07419887549177398,0.035515253452423456,0.019378577296946607,0.04591472589348187,0.03412171645636332,0.05261732246571907,0.046229211140613805,0.0006203218578489317,0.030833228015717203,0.034517617605639254,0.003526489835999725,0.03974644887370221,0.04360471148781088,0.03036347875040677,0.005251191271742447,0.01653044373768244,0.03598673350177519,0.04511056226767661,0.06094318640356932,0.03304123565548564,-0.016789257324332302,-0.0035979114453307337,-0.015177535580614427,-0.004382978935444762,0.0063913204746678925,0.00661818506910319,0.017641734424938795,0.011621054860749469,0.05672152810701953,0.05991546846171326,-0.023275061907968447,-0.01560324290906839,-0.00901333592728355,-0.007499357011039016
Total Current Liabilities,0.002629519296377318,0.017983109801857397,0.011278436368101398,0.06481159754817267,0.11704768831691592,0.12023944193956322,0.06812132817260161,0.008437888524596862,0.0059015096434354725,0.010922737000188651,0.01729097224249798,0.03144323240937128,0.015377390025285917,0.004964061667436792,0.00949013177598809,0.08784447972115646,0.03887358035061056,0.019358052405677055,0.023642507971040616,0.040138647289521184,-0.020318942987038974,-0.022079349536291336,-0.012290490841314498,0.027425450448437038,0.05072179916304198,0.06942331664078298,0.0071500646302871135,0.015462666008618736,0.04738027108943755,0.029723798180675994,0.11925584882027734,0.08644364363239916,0.05835590458796072,0.05546472081022501,0.04742276681902256,0.07482412596305868,0.0763289581412528,0.030156077588292675,0.03548319238773787,0.06054379005222743,0.0221784219791735,0.004905813106366232,0.02470782842637286,0.02484606272581523,0.03779219493813607,0.02206844881175038,0.021907037394266807,0.02915258150998672,0.032663206120827806,0.010774936453365207,0.026098016165977646,0.023720607467470095,0.0023892148995054954,0.007756796036639169,0.014444136320949937,0.020412025499177835,0.015709428100961414,0.04949079144024525,0.028415053766127404,0.021083193445838314,0.02273408103076521,0.02379367839190164,0.033711096864666286,0.034249515943749156,-0.006312722297683274,0.004784004803196387,-0.0030114948521904952,0.002412549871074455,0.01249954805927625,0.01720156441224316,0.060068091913843887,0.059294419245987655,0.11406379551699666,0.07653603991129725,-0.011445433590660591,-0.005417109759678499,0.007399717432822424,0.011428844609387838
  Long-Term Debt,-0.030489992347908685,0.06218947740300785,0.06400929834703274,0.05527368527123454,0.05567156946673255,0.052997269086336465,0.04724007996408045,0.021664713879345085,0.016797365158833275,-0.025661414133278333,-0.029128753420932733,0.005453624095101605,-0.026481278453136907,-0.02915578244788063,-0.03184015585694916,-0.013918801673212399,-0.011484600629959818,0.01240821865946752,-0.0007933490432187511,0.022485405270464467,-0.04086790811052401,-0.023523707399195473,-0.03430941381962228,-0.02131508101365764,0.04361802256874157,0.0491835819659632,-0.005139547822483529,-0.0024225727950953468,-0.030477843184081893,-0.0022954441345713673,0.011417878267326742,0.040599508481936684,-0.039257375993187564,-0.027180909563622763,0.1403762488471971,0.06088128716363261,0.0545529534407751,0.05933152156795466,-0.020691971695138704,0.022268611014488765,-0.03676344620391339,-0.020853456728982884,-0.006176740911270307,0.00278292146125919,-0.014706888824902602,-0.002338993208054454,-0.025248210349871108,-0.023520736897059896,-0.0039432060988825405,-0.006701879638005304,0.004682727187908206,-0.017752715548040535,0.007627023033305619,0.02079939527668205,-0.006713462305549213,0.021957313950618028,0.022556034153138574,0.007811906409718156,-0.011643893423810923,0.06211271922240951,0.015844790942969006,0.01770770047113864,0.006523023802194735,-0.01085765750593055,-0.055319892062217824,-0.03904806251866204,-0.0384710660587384,-0.040608134369736884,-0.018120309359140663,-0.01642981810980406,0.014364645559693226,0.014364645559693226,0.05841110512909881,0.05564441244140833,-0.06202547802449661,-0.05214720602247644,-0.05875175517090523,-0.045356693156237526
  Long-Term Capital Lease Obligation,-0.05825809781277146,0.06398996840885848,0.048976353538683175,0.012111489663081955,-0.012002567623649839,-0.0080965390382289,0.017278199732752575,0.07075582969844525,0.08276199843306545,0.022996653185620997,0.034020051076666384,-0.044989239805883444,-0.04997841196338349,-0.05628411148382563,-0.044330119307525194,-0.021395398506330758,-0.039403713315718424,0.06787138407360443,-0.007062585961265425,0.07073956981420416,-0.04953862492214724,-0.05311777574505313,-0.06925204175856649,-0.05520082060928127,0.011967513133679561,0.023663489594773924,-0.015690443644778503,-0.027314013823046584,-0.048152047022841094,0.05064675973183096,-0.04477920334031455,-0.05559566982087404,-0.018294525045650545,-0.05917089777938267,-0.007369337340839192,-0.029554171036961615,-0.03043395614231588,0.003382971198379485,-0.03900178921511533,0.016809740442943092,-0.007883109422436224,-0.012396719527156978,-0.04249021139125291,-0.0064912465250285805,-0.017218219458162837,0.0672983019866456,0.003602808893917662,0.02558660572596898,-0.03175324666220892,-0.005100941401492843,-0.010107714931992553,-0.04338695508868111,-0.04194072032542626,-0.03788967517989566,-0.023914973364090007,-0.04684415407851526,-0.05223939978267007,0.03072040488044654,0.02778405852450643,0.07793750870218392,-0.017519233647739732,-0.04935898943000909,0.005221674341268898,0.0009612742312822531,-0.03633967885646764,0.00213025362492143,-0.0402580146877188,-0.005826369252922249,-0.07317866738273443,-0.07624546807693014,-0.003957863375070812,-0.004742415490800391,0.01326357472666386,-0.0007111803061840558,-0.05547342183515483,-0.054648223933208284,-0.06336521261895516,-0.07428042440660473
Long-Term Debt & Capital Lease Obligation,-0.03422149004201052,0.0013584688571723954,-0.010234630861347427,0.04041902174010617,0.04839697381351572,0.079643698782694,0.025642032408289585,-0.0007800856027906098,-0.002062985388145752,-0.0029504641737057276,-0.004082667768445307,0.00928378351539326,-0.011717644776904474,-0.02316265485847091,-0.016155584431803274,-0.006774509929401202,-0.02495352734067856,-0.0003990877294452926,0.02961860880812054,-0.008763632324761855,-0.010700090361495555,0.00878609022889881,-0.023994340483944554,-0.02027893259504625,0.03801525995721179,0.032934596919031195,-0.008331447833069931,-0.006953545597212401,-0.006287944860999965,0.0013148368737861326,-0.0034215027444623953,-0.012202163642113734,0.07907116339578571,-0.042110585129121574,0.02577193357757912,-0.016624953976187073,-0.01222682639655535,-0.006389869872930923,-0.02797414977026077,0.0653256932854773,0.029365431242322895,0.0016681168495658377,0.01590130035533354,0.028047216950257987,-0.020999261477537688,-0.011177865521844178,0.03927858716757783,0.04477808767176269,-0.000696108474343436,0.010145183202341422,0.0022899226521118617,-0.01455018915268398,0.0428097046012333,0.04055677642316139,-0.00757197194235764,0.022123804747810526,0.02195262866806202,0.05188398093308585,0.0460003888118798,0.011129717230733307,0.04923828751444323,0.022551886256585253,0.023039885850895187,0.018624356515380632,-0.028105750097632422,0.012805836702452979,-0.024330699170335937,0.011383557473494166,-0.014437089128648568,-0.01318170778729403,0.005689551778130691,0.005689551778130691,0.0457883029875265,0.0341669766266043,-0.03357112811136009,-0.03748280010645712,-0.04309701737955455,-0.05467852492422722
Debt-to-Equity.1,0.03399665452425433,0.15755579524471583,0.14892499517075763,0.05960390153933439,-0.009368391079538269,-0.055264379816828,0.09905406607075987,0.09840165305590573,0.09735405108630461,0.0852436422312019,0.07176666904683282,0.05672751469932674,0.01793186119037109,0.016757151717454254,0.020481694360553974,0.03778492433266907,0.034973713092184985,0.09239500417392589,0.039043623426735174,0.12823104216938438,0.05618197733379623,0.10916417486651842,0.044695367910086534,0.05587802903637828,0.06087949676617602,0.06905225373709566,0.015591278346195316,0.025083998672896474,0.05734963624823043,0.05849385119744335,0.07990096789197945,0.09940902836427977,0.01758545779172743,0.06734564653606416,0.1268632835458208,0.05746005393846787,0.06440282409703056,0.08443804561288401,0.05198590879650972,0.04850557183850836,0.04555910779540062,0.038352564716635354,-0.00605602799126037,0.02602780009783323,0.0588779955067601,0.07971294093257755,0.0323681421084053,0.005766369213811609,-0.006157900684878303,0.02809984062091075,0.02294295008190154,0.023371785775182036,-0.0418077668451388,-0.04313494980801405,0.07722165859941174,-0.026214913907973127,-0.03566244090221561,0.03496263977437274,0.03883059610243425,0.08639442393940672,-0.025034294109777755,-0.04398469208424089,0.04346043532621077,0.04001022264869544,0.05059374862199035,0.05668819145310287,0.08617884248216665,0.05564374967853805,-0.00959241926254368,-0.009926233397193437,0.08883316044473277,0.08483247127558494,0.08674646503457853,0.07635691742340348,0.08114892321656744,0.08990203941011832,0.026017548886280214,0.06283403203167072
PensionAndRetirementBenefit,0.08313273136127342,-0.0028700344109903477,0.01673678347288963,0.012602609995976215,0.026888714695642458,0.039790974301058435,0.006847115943333346,0.03663951302434851,0.0451142035441081,-0.04168725799118863,-0.0026496434496285273,0.03261596852033948,0.1460581336052859,0.02498824524598869,0.038644990648844205,0.0005389020159717887,0.003268600132557105,0.10520715883859062,0.01359183678396401,0.09894402964509706,0.08479165972202753,0.14483120153951595,0.08068294482001205,0.09401307187826116,-0.010460715954960613,-0.016994629610725044,-0.007614121809191414,-0.0112656344768155,0.10863444961031725,0.027064320395823804,0.1261400127309617,0.23700904195162803,0.09258791648388615,0.07794241459306178,0.08252057214982486,0.06172707678999183,0.01740873963971174,0.07215036665094104,0.012190159554119938,0.017025269377777114,0.014017451534406693,0.020066800620777973,0.08811868407242593,0.029029284658943548,0.04575871877719308,0.11631378194993028,0.003842621794154267,0.00307723260422459,0.08293872356453784,0.052649985093961786,0.051693521231280085,0.1873219964244087,0.07767850463361871,0.02493714006244256,-0.015326499933903115,0.07370262905546766,0.03462155585799162,0.07736770099665931,0.03480696049176637,0.02916500938873462,0.009356772217866351,-0.0022833610308313716,0.0748457724285936,0.06213982638643968,0.012834889411486944,0.04343208437079819,0.013852302658183265,0.03160538367646824,0.12771463673428074,0.12390505474458127,0.02739014785884569,0.011600390989426803,0.015642033168846083,0.02048262676258231,0.007231954597866431,0.0019251306966897828,0.05359444044061425,0.02698028585059652
NonCurrent Deferred Liabilities,0.060903421753268405,-0.02352790315239077,-0.0017507995720907076,-0.0005665002912763188,0.03601878444246193,0.04305787180070804,0.00907421215955317,0.01576100517139905,0.01549068197701583,-0.04082147089170345,0.01489832886205816,0.03941864434017677,0.10603104261811405,0.0202080520342761,0.014263370375365158,0.0026687142720664644,0.011652111947460853,0.04565120413341252,-0.002739583299904393,0.06957448704982813,0.07722151532470996,0.09739538787885496,0.0724869214707163,0.1056207639766673,-0.019015365537314168,0.012079138357027962,-0.014348753965355027,-0.009366637144202853,0.08545484513557637,0.005183721328460832,0.09656650961718803,0.09889088505429497,0.08232219871469833,0.07341833243060986,0.02148049533749743,-0.002301943292896876,-0.006662850322224012,0.015464405723677962,0.0033227753111126973,0.010117767628222252,0.0803841506887249,0.03504478311122081,0.11642459357850056,0.041235382244280396,-0.011331438278475676,0.01792470443450074,0.0424638067394121,-0.02047369651367162,0.08612857302898681,-0.013262816775307648,-0.04890545267534775,0.0860003880746003,-0.0043401261990961984,0.009413022017555554,-0.007656766644444248,0.009037123589605216,0.025456572974650347,0.018352969278990633,0.02541922377239803,0.002084715084565816,0.010425365929145515,0.041840876688764746,0.02394940614058705,0.0274216683626905,0.005261894566220431,0.03316554314062939,0.029244087969948748,0.0436011336352204,0.11538839294967303,0.12342812155278322,0.0335513971070862,0.034251045720640326,0.021884126075884882,0.021475662383890374,0.012557883016143377,0.024825771395976696,0.05795658533955892,0.11492065267141106
Other Long-Term Liabilities,-0.02845609301399938,-0.008480246319712972,-0.009220266854061248,0.059563310433237225,0.09225790810226712,0.10047092253498509,0.07397988035320534,0.017571296440710513,0.0008627267551240487,0.0014030765434816734,0.02078073804832208,0.05922316846840149,-0.007638199160716902,-0.018218318756121957,0.0015193642449049883,0.05043621469434316,-0.013190759966145174,0.025172953185286704,0.00963431520619818,0.017513640916702728,-0.016450788796706646,-0.006932682284416308,-0.02806698834127643,0.0376883148727822,0.04072625706789328,0.06091368906291678,0.03529246099362471,0.042325780489886985,-0.023944310668997958,-0.012356799720343635,-0.012429214648938123,0.00919425836613634,-0.028949895716116197,-0.013220499504135091,0.04172817631962574,0.10770663682492952,0.10290587384351127,0.05194927581619439,-0.0005566702112777136,0.1302818612061624,0.08172906992358606,0.0037097355988123326,0.017615485974856144,0.005277035565639511,0.09629469187520463,0.01733490818358846,0.01228910794932043,0.0087472664501357,0.0556853401702427,0.07273364265492258,-8.245542042114706e-05,0.0054345323472984874,0.009223101267274898,0.02489726096353024,0.009280569445781803,0.02291322352746808,0.02516693156121643,-0.0006350693835003251,0.013824622029992142,0.0018656379846282729,0.029972029528313744,0.03483577391316633,0.04316737499370112,0.020161768626620558,-0.0016138126122144394,-0.0031664887291175106,-0.025960767419675377,-0.005505521224129304,0.00628306126228646,0.0037768318443298643,0.044008422316291006,0.02868867427235319,0.056981193797454754,0.044567057136391204,-0.005414683475441107,-0.026440405337889644,-0.030307431622383148,-0.025031348381852045
Total Long-Term Liabilities,-0.016189936522098384,0.02591703904949282,-0.00552182830878823,0.04599191475031382,0.10701559475834058,0.11890118119748443,0.054425739630798865,0.0288498510413283,0.022290307499299684,0.02383934922275668,0.04083918616966299,0.038035850371761555,0.0021501059380800817,-0.016825870792225337,-0.01737989863055851,0.05558718939233773,0.013569576629898099,0.042519369971359425,0.010845160367875663,0.03160184708682123,-0.008016209512077793,0.008408324131707359,-0.0023919007590047503,0.010947415596042868,0.03107945057986095,0.053809569479722666,0.007395001347939406,0.010544205970379663,0.06263330507475497,0.030606917897414227,0.10187198597306743,0.025194792870329413,0.02871793839229936,0.019480228094422306,0.03632901169316724,0.07803496043487887,0.0758742345558572,-0.002507626563403421,0.0030995902401140443,0.12192316456659942,0.03448248595537746,-0.008968822219984747,0.03352792923701732,0.0070484010200356625,0.033553888139553546,0.021005799275138706,0.012389425259651404,0.039582869588048686,0.010634700351021117,0.03769900943190364,0.044345023768978975,0.008756901063241677,0.02770160372717143,0.04004237879157317,0.013715809468258745,0.042138410992012904,0.045337885302477274,0.023141399240252665,0.003625656979351682,0.026488241806761476,0.0942684635411769,0.04803641983080017,0.008379674404302304,0.009396562372775481,-0.011772896988984967,0.00011247148237848899,-0.03732359734401725,-0.0016341231086818451,0.009851771900871963,0.012610870384882381,0.03152305133252433,0.011455910136682264,0.09628504933661552,0.046202125114523894,-0.01609038914897343,-0.02653028474895657,-0.01896585754318721,-0.007832365210943205
Total Liabilities,0.0006403775193011023,0.05484510029647977,0.007109068686030199,0.04567860171885076,0.11383667476399573,0.12044265225549934,0.04810180194394348,0.009989200720263939,0.016706953972123916,0.013892271536609112,0.023934287814246974,0.012636567544061249,0.003997209640418665,0.02881973276416295,0.013139942237310288,0.0650985186526108,0.0182404309099289,0.016404658865559064,0.024625171696666993,0.013849207360978433,-0.005729109414176185,-0.021662679810217456,0.0011935881561358714,0.01340900877561568,0.033046178819682956,0.0452348384343286,0.012479519850193552,0.009718879876008064,0.10571165366724723,0.05938151892854194,0.10500460395847784,0.027053158236592743,0.019560824256787804,0.06549956731458245,0.026948318560632838,0.07756393106769266,0.07738855352073361,0.030189878821390896,0.009988234573791303,0.03466934975441854,0.026661015581506343,-0.0008822165407211959,-0.020091698144237446,0.002594562789421653,0.018709703815077118,0.0005124110200344489,0.028459584303467213,0.016253387512287738,0.009974544714372627,0.007853014578270484,0.021698731302807445,0.023741493947593097,-0.023886822054439823,-0.016288908130112672,0.012898436682634013,-0.0032733891217571844,0.007935056342730187,0.049259132846488626,0.036913886447677874,0.023871258863958134,0.0389831745227846,0.009399617608996484,0.03512418478493039,0.02599637629994306,0.0055902971953052105,0.010493390436837287,0.012687662947884178,0.016943354866128968,-0.006452398295610767,-0.007489719877360593,0.06589083470875393,0.06530104117559231,0.09375221777970298,0.05526306609553255,-0.004115466533333744,0.003178584570263652,-0.0006599881975891866,0.014551462083360223
Common Stock,0.0028952068796880837,0.02564601316137547,0.008928935574748453,0.0013261050999930633,0.12794851955816797,0.1281350461067358,0.018923869585326693,0.05085064214707972,0.03305626954068708,0.05558780645082369,0.05397007928079364,0.027958041253412325,-0.0013489448512693572,0.004228845556728798,0.0035554434879154547,0.021159605478821376,0.01624612138334205,0.034247369028936214,0.0393034861295947,0.01995023721234268,0.006599662873082381,-0.0008920678304288874,0.0016974491001373812,0.015013444369123316,0.012229541827785698,0.017693885917211553,0.022922249366816853,0.010202239364462625,-0.002031569067107946,0.01037113041052289,0.013137349369238124,0.018153887299558392,-0.014379950273048704,-0.006000023106947212,0.02684722425127478,0.022792292208290845,0.004342903492965567,0.03220572700478247,0.018595800314570324,0.005563276327357263,0.030459497006955577,0.008718261841204056,-0.008678570248534781,0.005934944267514479,0.045554161436098056,0.05479787180627987,0.018708440836837568,0.020893972584141402,-0.001226418600828491,0.05458034313638833,0.0634503365816645,0.01739416393260974,0.029050182893138002,0.02885765600126213,0.006912960697816051,0.027876783304205295,0.5050547715611695,0.02473681218287551,0.019035144482708443,0.013607600921247857,0.022076099253280683,0.023501985046187637,0.01345000042628081,0.47480048972233885,0.013975858828480793,0.023318216040693004,0.019514968039840864,0.01751578610383411,0.03386017693975761,0.03503978532671014,0.015972626906468664,0.011415886371806653,0.06190855489949023,0.06735494967387971,0.001092005389847681,0.0013346074201750478,-0.009199998522870269,-0.002441840812244963
Preferred Stock,0.10471922561353816,0.013558942409005896,0.022090909307849644,0.011330697599871322,0.040838730732838745,0.03821544862275909,0.018722040982704954,0.0409948599378626,-0.01450892159456963,0.015398063907768263,0.03358825981788275,0.04978931585067607,0.08934109675617774,-0.020863718617646052,-0.008227315707902222,0.00034187653705782884,-0.006000860309410359,-0.005802212203590819,-0.0015015596849260624,0.012209005587844988,0.0710519461080454,0.0932514162479755,0.11236644627882818,0.11585459065762475,0.012283726296618227,0.010174955850596053,-0.02045728836040933,-0.0059551418723437655,0.09218892007667659,0.021784293535302555,0.06617185705494084,0.1270452391119009,0.05763665719171241,0.06865366768830199,0.022207927030868956,-0.02246824415354199,-0.005438691935589365,0.028860764673929663,-0.010244198347198367,-0.03665896088545535,0.003574939118151456,0.004838244013647601,0.07302698399641114,0.02347848062576024,-0.03213553538246482,0.04612710074122005,0.02738929758958931,-0.0004584044661948977,0.08729966410651989,-0.03766699755303651,0.03100232796220977,0.07976694888328792,-0.03741811217337779,-0.021499526358252207,-0.022956371367226155,-0.03086391040475125,0.10294429011322768,0.007147873039461001,0.004794439905775116,0.022867120581701914,0.00984113263101939,0.032657236401228404,0.030683011956717944,0.03691710121006647,0.014133203172397165,-0.012242044692707807,0.037972842238695584,-0.007386246167817507,0.15712271728391175,0.1550389067734031,0.02683287741160938,0.004610326422109064,0.024634814483131498,0.008687261609500872,0.008376726551440838,0.027954263964686338,0.08515262961392496,0.12895410193043338
Retained Earnings,0.05544757509862287,0.08983314467885234,0.10372312533631321,0.09493097689118812,0.13157013201868875,0.13351265639671803,0.04150028003500989,0.11132317983053619,0.034525982160796755,0.04504202834783335,0.035648353873779154,0.01333490780068036,0.008147449213491946,-0.02161838704489524,-0.01891910006119192,0.008199196860019449,0.01826054455832034,0.04466206035482548,0.0067818767666464165,0.03791319113952524,-0.01879570962493955,-0.016870437995082928,-0.014742690153384357,0.004048306492263938,0.013650937957301197,0.02186119708645372,0.012852654365512075,0.07935590796292605,0.056615358314517604,0.0720308622596659,0.08010421109318579,0.09509790061218776,-0.017071228314029553,-0.01299404798644965,0.09537411862157402,0.06585569020389971,-0.006443988127918081,0.04611797256512299,0.07039833783099488,0.045203372868892956,0.0693286393506657,-0.018656953534717455,-0.0032225605889934336,0.0008284857843718647,0.0919320459195825,0.10627923938955033,0.010227226885316371,0.04693761080249151,0.043890263331826426,0.012842910814983073,0.050293912996224,0.0039235273251156996,0.08613127301678557,0.08478457659504388,0.0029332480017486397,0.03953486825996863,0.08872051482913167,0.05423692164959642,0.05672251547167503,0.09312232426829417,0.09427444396794228,0.01606444070339699,-0.011213490563723972,0.030608113067357123,-0.020630946542081013,-0.021505069303584916,0.0032926101362992467,-0.002871393511821788,0.014634976028746707,0.004088919625386802,0.02734701475910329,0.04381915181194832,0.10451007508062278,0.04961935497422109,-0.04138588846436955,-0.00920718567706718,-0.022576728913423057,0.0077021212329098036
Accumulated other comprehensive income (loss),0.10274529644358785,0.04447767085309071,-0.025826405591888698,0.059931893277526224,0.0052350744694961366,0.03855360766425765,0.08415645699618872,0.10325575062300815,0.03736208125894827,-0.040465635296626695,-0.041036778182643105,0.055218605321964806,0.13895639879594182,0.016808849071595314,0.07398856860446482,-0.029086263943127848,-0.04072888370072145,0.039257853016848795,-0.006039028454118213,0.03708921659060651,0.09043501368022829,0.15209975777364243,0.03688706187229628,0.24770078823831174,-0.012773899558471651,0.0061244677746619906,0.07887848400403649,0.06979715423909255,0.1590983093504693,0.10549946753722537,0.22194068941174747,0.21553925090877368,0.1675195609957316,0.10684985625574622,0.06733769834405623,0.0641356285101862,0.06112463875126536,0.06578614214080518,0.04094875244499881,0.09351671359769691,0.08387738495758319,0.06743825139334152,0.10573242481434049,0.04731370064266285,0.030860187590508112,0.1005894838131425,0.008374467560985241,-0.023395205618703202,0.11414728952614073,0.06957337495066719,0.04233963493843783,0.18349109790341192,0.1168582656676524,0.1168582656676524,-0.008692487763299324,0.11643577647017085,0.12228079502935778,0.07089568974602081,0.06578614214080518,0.0518492161507008,0.08970736437577118,0.10068186345926336,0.06602303884928966,0.08090272096931146,0.01992652279942904,0.030545919766168328,0.009429326442889605,0.052000846728852544,0.13428466468061864,0.13510588680001862,0.03482620678357345,0.03882345415541587,0.027754786262863058,0.017182379465813764,0.01537064964072598,0.003561429497234459,0.060163129890819074,0.055582537150345154
