,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Insurance and Claims,Rent Expense,Selling and Marketing Expenses,Operation and Maintenance Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Other Finance Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Other Net of Taxes Adjustments,Other Adjustments to Net Income Available to Common Stockholders,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Additional Paid-In Capital,0.002172729204533835,0.0033041920562446652,-0.014168979217963083,0.017186075751625538,-0.013161390951025493,-0.018398997894142694,0.03459178207354874,0.015116886410017072,0.020175878452993953,0.011420422487283713,0.03152883136249936,0.001677249134272194,0.025949102148211903,0.039734003599548956,0.11691795018246393,0.02072926670393963,0.015154964081713856,0.024684629483967817,0.036623776230741645,0.002534226499406521,0.018135220518623672,0.03595076738878186,0.01847893057833907,0.02311699886844812,0.028026763967160702,0.03536510231566937,-0.005801438606006628,-0.005780805929021235,0.0320473431374595,-9.549965801328338e-05,0.09852249182332674,0.021002029905431537,0.08733911614955804,-0.02046629097472721,0.011305732799875649,0.06952486352193103,0.06888892655642165,0.0734685884223414,0.07153101021441723,0.04617979837541344,0.024102237748088933,-0.005111849554847805,0.014629141256284244,-0.006185539171675569,0.08562844993677146,0.028704722237052144,0.0249692048791915,0.07360118779113554,0.019489873432087447,0.024248572705733815,0.023898063635898074,0.027244555096346504,0.02829500135926966,0.034409962442371024,0.0024195985574325726,0.02874324817416051,0.04480374385975158,0.038120448410284946,0.03471910982066333,-0.002165222822531478,0.039830831236581245,0.03913017328053614,0.00239986721662692,0.074110074971076,-0.009484122144920023,-0.00957929873324486,-0.021092894563141448,-0.0006018863483600752,0.0014541089990686984,0.001613691084454469,0.021150483421657092,0.022794439041367808,0.06103357339018371,0.04998225974740081,-0.02473851346162742,-0.03857044763075451,0.004344658999275429,0.011179941140350789
Treasury Stock,0.09988152472806151,-0.004687508895694565,-0.016482091460588714,0.0100969264391691,0.03902928395086376,0.01884430158844643,0.010166062890707601,-0.01832784678064284,-0.01442261791773665,0.006928709558865459,0.011886042347762013,0.04763866889977776,0.06891311823773325,-0.024110128475159528,-0.01884021765015144,0.010734121701207052,-0.0024845339799284155,-0.012842133145307928,-0.027932222703322303,-0.011677813022983131,0.05139194030788632,0.08212314746388238,0.09042331622489647,0.11279140084032302,0.005618894913929605,0.008578681264399342,-0.03202642860916396,-0.014805208535638308,0.09108089801794496,-0.029728467493849515,0.05176736382543413,0.11598550459463662,0.14708245814596685,0.0682917031518121,0.02015522697856989,-0.0361861330866756,-0.019326654248475333,0.0038180947206557653,-0.008904778609010474,0.020117973868385788,-0.010708042600962794,0.005916992957156655,0.06688208350191287,0.007133129100658296,-0.03796414230772859,0.04608958887800171,0.017137020608520324,-0.07914639930932243,0.06307948880247632,-0.04080243109008452,-0.012855158792919541,0.07851211899722883,-0.03887260399538317,-0.026528022661171692,-0.005849076706235851,-0.031015225744956926,0.09794922133799107,0.02511315610244532,-0.005727648879903791,0.019309145829099088,-0.016400545967482957,0.029178309451880963,0.019906976741473462,0.036889807647474605,0.03370745976598161,0.015794370740908288,0.027428017096789124,-0.01598422424525904,0.07891588559157048,0.08652377655357173,0.015637313026928307,-0.020658329452978925,0.016065809635913367,0.02542311894430995,0.028176187046880102,0.01973387349037018,0.10243264597962912,0.08481848887682499
Other Stockholders Equity,-0.008265356361194293,0.0029794025010365915,0.002182366912026593,0.09354128224925948,0.12487425097787057,0.11503867787984579,0.11418382296757554,0.008882486432438455,0.025511112183677447,-0.007695213639872786,0.021576182461329026,0.07863872156518885,0.0003107695622305189,-0.013688869586495761,0.005552942959687286,0.016516234165453617,0.007101106321069834,0.028324510187591922,0.03166266191386096,0.004272171443035566,-0.014771734589139697,-0.01375528915830138,-0.020193053562054895,0.03411967065018684,0.04906279875554671,0.10727871275153093,0.056026574431539244,0.07782877685323158,-0.013103353795189471,0.011516844707021657,-0.004663757951318902,0.003226631786845637,-0.015589431357692866,-0.006723600655840596,0.06452997921439979,0.0564261887715289,0.07255425118557063,0.05492882143673599,0.02019023641494206,0.14376733736943775,0.03277551862715282,0.0634722502735664,0.03640309211972016,0.03472583428005322,0.15059548206949824,0.012984818205053065,0.017286039506516936,0.0071050484411015885,0.08053735347042557,0.0530508514580415,0.016677380574598298,0.0006264822477860497,0.021116079458723763,0.02054427494077441,0.03096777525555731,0.014007574121014933,0.09851446872561793,0.032536897386605784,0.015666480069869503,0.0017679716817451908,0.014574570150088381,0.002086972720176024,0.07225615875258617,0.09011913022293763,-0.0046670795857890295,0.010294882054500258,-0.0013880986801914114,0.007540729837212684,0.07077340301388538,0.06971472394045876,0.05315883595661423,0.0476693663389904,0.15551392893566424,0.15668432659631992,-0.009307805141248519,-0.003945657546515548,-0.00557382058086908,-0.0075922415875622476
Total Stockholders Equity,0.011384295806121441,0.021996817992940614,0.0062292749098639515,0.06717634865417849,0.018261092554885727,-0.0009495543592546139,0.07740192324473602,0.01388243444527927,0.03180573860757136,0.00973769984644457,0.03128393253414654,0.038183946799756806,0.02735995856306417,-0.01274972551468639,0.0011804865742185595,0.008698552944406385,0.00785005044505946,0.036793007645250404,0.020141232024615246,0.0030863307604815184,-0.0005269870255296622,0.006668617604494094,-0.005822401785998949,0.031958063343202774,0.05570484600272114,0.05871783769575126,0.008962370215614494,0.012514201378252938,0.06428812534089309,0.042621880553978406,0.052629318858127654,0.015159937952868414,0.005673737548874189,0.07452457432609924,0.06880708010375769,0.010714164518885379,0.012537141178925121,0.029462643393175402,0.07314423902073941,0.1385807532545984,0.04019774710077663,0.05707923662935959,-0.003506987430469833,0.03626758476636019,0.07606753757892641,0.008101864476850016,0.046267141331456506,0.02892746803559373,0.026720218204140472,0.014362808516868452,0.037378030856941094,0.037296063141980945,0.00496765520742645,0.00496765520742645,0.010217581056326515,0.01969190672011772,0.09617969984856405,0.058969467232737424,0.03718062908565688,0.026247509048008127,0.03608862283897932,0.021618309566032428,0.03782598267461231,0.10863604819579696,0.0003716619511014578,0.012715826598138361,0.0021641080172324304,0.013214371649534033,0.061680626600762664,0.060323008237242244,0.057502366516199964,0.05793922570496526,0.1294081619273055,0.13135264365909197,-0.0015071380727246005,0.0059079815802538125,0.00812742242996023,0.003174188058224883
Minority Interest,0.03680972275223829,0.0391994047450182,0.034978146254562435,0.010981381108433087,0.14501752189494582,0.13328368635143772,0.011494617051911555,0.058169309101763315,0.04849341872047641,0.01588322404884582,0.023510502724766884,0.024015898136226968,0.03712837130544705,0.04798755693281588,0.03872228678791361,0.04426645329861252,0.04242532568392916,0.029918493510104147,0.04470757741198407,0.047668551404942916,0.0215430974396646,0.020064556075270898,0.022387825871810336,0.03318020189962332,-0.0067727305011506134,0.01107929501551577,0.02450665169801949,0.027900544582543804,0.03099946336210129,0.012258236717097498,0.033279753059960025,0.07285877574903558,0.06014139802390036,0.13092917086715308,0.050388207014640064,0.03187769790683314,0.024879524983438046,0.028471819613942802,0.04533958661087882,0.012878001895493933,0.02982152379511667,0.025305606229463925,0.04780131899055171,0.012364661546606627,0.08446810620396229,0.037507684677446605,0.026867147701716606,0.03538837144844916,0.0025682439533235707,0.08881591693753152,0.03188283247267942,0.04006050513521701,0.025112197068986607,0.01786259919005064,0.6548604568947488,0.5000659500638331,0.015361912146016964,0.019534236514640504,0.021293384094862314,0.033669836089345984,0.00856554944897195,0.022929428323353075,0.02194968948372045,0.01744298232983836,-0.010691827830829555,-0.0012308583465823635,0.01597983718598819,-1.9207602590948962e-05,0.017252260759360892,0.01589631612055729,0.014967907842000902,0.013849791063627522,0.025811329337491824,0.020229665897409634,-0.02920423882363373,-0.003594741934228626,0.017828764393022403,0.03691961414598199
Total Equity,0.0860127179935221,0.048568155401249036,-0.005638780049422679,0.06768317951716979,0.006651631672957323,0.008776216978828664,0.0676530199748028,0.00822960928300006,0.026555362261981543,0.02524069094745579,0.031211362646979726,0.03995470698546418,0.01406919582048395,-0.02420537942080146,-0.004170274634609882,0.004244615403207602,0.022007334075356075,0.0248208732161776,0.015561184812272836,0.01792607938035812,-0.014962311381996312,-0.011061528052280592,0.004156147669810904,0.017015629226771748,0.059429987627885025,0.07851263397309728,-0.00029249899097648547,0.007593402097567955,0.050900022568003335,0.012608700626784404,0.05089935714585939,-0.017652484421220156,0.015641133073571296,0.06740700542547387,0.03612808295488517,0.0006701587321432784,0.007142800834764636,0.02335110957519835,0.047863449180462134,0.060894576492830366,0.059040306973769836,-0.0011583066608735954,-0.014925206659374864,0.014169122855763022,0.02931275962378328,0.014045812089402497,0.046598043144424686,0.021640872898459642,0.026229501172277812,-0.002193174187540175,0.04357614505384113,0.029895536055858866,-0.023773970428518077,-0.010752278028440757,0.014976986990192134,0.00907684442810908,0.042627670701120286,0.04012146880823588,0.013512368134891659,0.023156302104294826,0.034354339591672396,0.009900990533568577,0.033808000292525356,0.0555400025582515,0.019744908303889638,0.01833081996247279,0.015440530550234394,0.01658563324805792,0.044615373092990566,0.050412386546484826,0.063671082916492,0.06119364059063207,0.16387006383932956,0.05136843069193786,0.010506201250258217,0.01133235938139997,0.007534524502127673,0.014748795211126237
Equity-to-Asset.1,0.06979133700097528,0.18389009473351786,0.1840368193703633,0.055247367094310905,0.06678038889893617,0.02804191380919057,0.08030279127297625,0.15988978266471093,0.12300290681892018,0.13546379895300079,0.1656881132746599,0.04649251081637329,0.03469891452269062,0.022200130417187203,0.018641024993386674,0.08906157612348041,0.13796965868162933,0.16695439563797507,0.09621013656578858,0.13153699516113143,-0.0048542554855572455,0.029265910002072047,0.03877869073042287,0.05724406948088495,0.05661080001768408,0.07015770091799572,0.08497784787089364,0.10012599384155521,0.053801953240643526,0.09717437004025958,0.032238035656544525,0.06514825963860045,0.013127138269162026,0.06822228934108615,0.07361985101522828,0.07674467295183329,0.10694213768363042,0.06812052728999847,0.13694144927511065,0.09316299857572193,0.14199237482658006,0.03885983065236445,0.0354784772168342,0.09060915134087011,0.14467730729998043,0.2065765371981399,0.23035255686232464,0.116723899335522,0.041698121058614895,0.06365709421428492,0.037188336221047905,0.022794280333781433,-0.03022304098304402,-0.031091698383550852,0.09010792609746504,-0.026963730705135358,0.03205939296693392,0.07460404015753934,0.05400890974758461,0.147391194640296,0.0012802145934200718,-0.011747796910333619,0.10912567346598251,0.11543263544842988,0.08706655739510681,0.09308576474171827,0.10550644296904027,0.08177285785327941,-0.00033883579521732515,-0.02260915901145126,0.11196713657070616,0.0815682634512705,0.09947519551911643,0.06024152648703048,0.10161764475007495,0.09998957346585356,0.039002739093819835,0.07397557422852025
Net Income From Continuing Operations,0.021111021507654506,0.06348111215053377,0.04510140006582943,0.056954309802608245,0.1816145439193743,0.12581762191118015,0.09115496309631042,0.2987603362709428,0.14149901671036888,0.025387015966974267,0.023647967252367258,0.02260773494493347,0.012231595616920526,0.013919791644089193,0.016135332453129154,0.0152031865754289,-0.004325404094360407,0.04418361166916918,0.12372922137732742,0.05472439328017676,0.009901685649873954,0.007103343636078816,-0.008169614741195068,0.036713041629809595,0.01662137006915907,0.024429147069707436,0.09098610129835347,0.08921745128590322,0.06492115055004014,0.07883571859307194,0.09923424586070911,0.10693322907593691,0.016297853138698176,-0.02519083073750333,0.056369177521088776,0.11601097353010538,0.0007011153355692373,0.08009348048639364,0.10523746991730319,0.01973117702609303,0.0279169055491163,0.08932535104193942,0.05630870669894305,0.027209812000854556,0.13653232418205422,0.06906473551054397,0.03052348992095838,0.03308526360068388,0.009025697344616748,0.14691746231526331,0.03696780708854214,0.037995014691170365,0.11797076880339699,0.20233383080143294,0.024035234771739966,0.1481212604765288,0.14523322139746928,0.03249122003092854,0.08989968620414733,0.09670439534362323,0.12926892373069312,0.05913568079277649,0.005821991674646602,0.09743662100392309,-0.04133521685756942,0.025168665614015838,-0.04133521685756942,0.030956167672308365,0.013717600385017568,0.012130252658676746,-0.015606637824383238,-0.017882964506864864,0.03412033961328039,0.03418514898082439,-0.04673529532515269,-0.04681232121526152,-0.013177156710298106,-0.015447712010441341
"Depreciation, Depletion and Amortization.1",-0.03637433366422131,0.007786987488549568,0.0025156138181015412,0.018980769132356544,0.07516734400848527,0.11418858369770182,0.02383015579529182,0.018516035447342285,0.037326934230451504,-0.028176587666074723,-0.005517647354066655,-0.03297934172129314,-0.00375809072961392,-0.003622278616232142,-0.0031845788092488654,0.015323237901537987,-0.0092794886745896,0.02196082476049983,0.0455428113611911,0.0340342439484663,0.47682514595410525,0.4637766365834817,0.7711952236702624,-0.019182680368974848,0.022821318672333488,0.029852721842141872,0.0004181963624076187,-0.004310217337567038,-0.0425611970231569,-0.036667440466140205,-0.027526306034552736,-0.030576952213754803,-0.048921948885529656,-0.06434657651589178,-0.016082375362011268,-0.016490101461647637,-0.020578167223903984,-0.01945305063026633,-0.01654269717142831,0.07075518644232277,0.05828354434594429,-0.005645183084176662,-0.006201146276188656,0.011378035530779663,-0.024300614519805655,0.0037826624980340715,0.038705278483792946,0.03942207441539832,-0.00559367276523469,-0.0007937934311422561,-0.023716030742325905,-0.019622491334859077,0.028192732364516436,0.02804013630387595,-0.004805170061256719,0.013727889094012551,0.013081365828512936,0.008066575256106908,0.015651429620840415,0.01032894149627003,0.005030939346731039,0.017207120297824886,-0.0042337546961468304,-0.004781507272215619,-0.03077637695548879,0.010910051621268511,-0.029850109525945946,0.012204887115913764,-0.016935534901737524,-0.017120137382377772,0.038873817433533166,0.03999988196126417,0.04842755081379024,0.04516726809122968,-0.03756454772242614,-0.04486736032495642,-0.035301247535601286,-0.03767708554239456
  Change In Receivables,-0.02759365344690449,-0.029470067270252594,-0.014186925603580296,0.12691265643548577,0.036620482937573674,0.0366667290606595,0.07559328250756557,0.005546941726551762,0.007074556914235957,-0.0089885072197687,0.004187342748262825,-0.004376433739066674,-0.006732050740926779,-0.01224274414052514,-0.012596902573754405,0.010300289997381525,-0.000658981461777665,-0.0039877381452008455,0.010693963514142138,0.005581803207734824,0.0376108426198835,0.028491676163176445,0.024211506324104896,0.006733535970902097,0.03654212755372544,0.04055073148510017,-0.013066450605432711,-0.006102580118010879,-0.027381464128628526,-0.0457016315960811,0.005958788298389656,-0.00494500038194938,-0.029133933606428172,-0.02338006104916215,0.04681599390439638,-0.0021308077051711803,-0.025853761744348107,0.02886831917178697,-0.005621698618442743,0.07049337948586051,0.03089527943486857,-0.0249704473796288,0.06205758883955013,0.02948667324725858,-0.0016033356152806663,-0.016431589683531686,-0.00015582749774919764,-0.012750584393043777,0.0036414643722216637,0.002960610777638756,0.0052892632592594,0.001947130327310159,-0.01666955446652638,-0.011311152374854638,-0.015535663740586682,-0.0006135593105491884,0.012643936224026186,0.00180090609393469,0.002584110014571676,-0.012101215462317882,-0.0022504377894643525,0.0031417138574466085,0.05992950565914001,-0.0023128810483173715,-0.028063989512404686,-0.015280944282168786,-0.02978254798878314,-0.014794630995046973,0.0018811553628659246,0.0040924967943170775,0.03334154405122397,0.03413732415675893,0.05997922960042334,0.0606864917207011,-0.037612497743835085,-0.03766494574432329,-0.02628842442516968,-0.024954059912798025
  Change In Inventory,0.022426414860724213,0.09592642062888486,0.09807425460958498,0.0755471215975653,0.049527201285299714,0.032327167037060775,0.07110676682084324,0.11618332250455231,0.11086154619959203,0.0076410064915976815,0.016765671148934996,0.01342275600191912,0.034240108250638716,0.005939413080612312,0.007089044222314363,0.026719404594329636,0.011128396355861983,0.11144238882984836,0.02620104401408424,0.07662561878554155,0.0029879345501821666,0.007296962680636107,0.0015280659138454705,0.04667669391672129,0.03368137808502802,0.05161269401007179,0.013337427455878507,0.015506037427759824,0.015595641014104912,0.13140127339466307,0.04196280253854075,0.02881418488042145,0.021236018528592804,0.01162831616670447,0.09350450256037467,0.030876818182466462,0.004188516735063857,0.04418209439808909,0.04835945022164377,0.08777482099908106,0.03225930115247394,0.010022764604162319,0.077875807182768,0.04742794523084387,0.08475714110405279,0.12178281655491371,0.015092434279751689,0.05208432619159028,0.03342520298285568,0.057758567622030355,0.021281207918472152,0.020715349955323523,0.003024631493538348,0.024717464406991768,-0.024660086216707185,0.025110115358468917,0.024814984715148494,0.023400320118247112,0.020450651854880604,0.08872030509837556,0.02366936916218283,0.03200339345356071,0.015292448733786943,0.018347175586902485,0.003028966203422979,0.02191024780527359,-0.00394811467515211,0.02176975084557142,0.02306069179666941,0.01613618134030921,0.0424887253757448,0.03809940011154758,0.06909840513880967,0.06485839961064212,-0.00021371982448333308,-0.005224533904361551,0.026074935225474525,0.01956774970648663
