,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Shareof Profit and Interest from Joint Venture,Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Other Irregular Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Earnings from Equity Interest,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Preferred/Other Stock Distribution,Other Distributions,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Reported Normalized EBITDA,Reported Operating Expense,Discontinued Operations,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
ROA %,0.060557959158178305,-0.009541915201998718,-0.04072815378617349,-0.008627811631552445,-0.0007368668297014318,-0.0468496457314364,-0.04374059189253544,-0.022059943045554295,-0.046300121666241395,-0.024438843692875963,-0.032421710786232044,-0.023555463519054427,-0.008294111240439536,-0.01070457634972049,0.02375579390054283,-0.00015528205826195306,0.005672296172016291,-0.0020122859887075854,0.0024512037356312524,-0.03720614787085266,0.02019065282261174,-0.029607378166101934,-0.030168564114157255,-0.02084049171159892,0.021607165896109986,0.007091566988817075,0.004449190000285855,0.015001471997978182,-0.011435848592522302,-0.009533065845006863,-0.018779774856027585,-0.024923143977974474,-0.026567536032659197,-0.009098836691123229,-0.00537239275228343,-0.009981653279056474,-0.014177757894975301,-0.04681141880833536,-0.006408628152238955,-0.023555483130298056,-0.026873000654295966,-0.02012507563529923,0.008764701180044005,-0.010227385514172122,-0.0033916949281319582,0.009095496547887664,-0.0017522614585947247,-0.0007107406282615015,-0.005076038279481878,-0.0006078187495956206,-0.002652610152629554,-0.00915140537054262,-0.01951976126817475,0.0021726209537013433,0.00124872592223677,0.0007254291950142835,0.029689636413313104,0.00301529520513059,-0.006694143010619439,0.006980814703824244,-0.005704986081955788
Return-on-Tangible-Equity,-0.020544088869747918,-0.007445858728620204,-0.006739095534774235,0.023335833811903586,0.03380445983504339,-0.008754102402469516,-0.008911506429498934,0.03686012741415482,-0.007447114887486451,0.02686586578204162,0.032726688646553176,0.025463888347220645,0.00690933505661415,0.015882248187962973,0.01001119187831376,0.034293578648813716,0.04644306195361818,0.03962917824425999,0.048274897454187164,-0.007809555979888604,0.05279512290334575,-0.010158335149077893,0.010026577504083763,0.02138278862322906,0.09482835658564472,0.021774279414793228,0.025219116140776383,0.11754077429807289,0.0064726302993536895,0.01701617736169176,0.02268554106858598,0.026415602429932378,0.032182237738059144,0.03043937673837394,0.026754593418131783,0.043755937801649734,0.038070001942047654,-0.004358204787180462,0.04872294378856516,0.03002593794076342,0.027886655502743878,0.03213085843157611,0.050629054532251375,0.04870712139346368,0.039990748765201554,0.02899810709170931,0.047398950361266116,0.0377682358024184,0.015171468149947895,0.04806844639759392,0.038235636015082404,0.05060143345534818,0.043233710127959644,0.043093315369006215,0.02760372398027824,0.031020220673470187,0.016094918310969132,0.03004157617721319,0.02912581842458724,0.02942791729069308,0.00047616086397959544
Return-on-Tangible-Asset,0.002766949163848541,-0.03612281300992686,-0.029097456822193057,0.04924888422607436,0.0748016683654246,-0.029289226262009766,-0.027921997592304994,0.014541564131133822,-0.013286633373537768,0.012230695067809943,0.012074309341006095,-0.00628959925944627,0.003445605162353012,-0.004134191470640845,0.006148499088692786,0.01793376174035418,0.02447479503705139,0.016178111925469706,0.02575007903943655,-0.0035868763243395085,0.13035603088660322,0.05156640045946866,-0.020887844866673715,0.0059281720789792994,0.06744400584026139,0.01898632308578224,-0.0018615993253902844,0.09883939772936873,-0.014626035146105016,-0.013440112248251222,-0.0011842734440995657,0.006738274091604722,0.0151094303305963,0.0032372757429744133,0.004818035960170836,0.022136620597451088,0.014728727641765742,-0.035033978419912334,0.022442011880973455,0.009978202584659614,0.008159085791077277,0.00874123241704248,0.01274298695242457,0.027252185676471356,0.015416047313337015,-0.01750257691859022,0.010845107718040254,0.0011828008595932522,-0.01733880227458739,-0.005066360365399671,-0.006247603122652146,0.019060407534905524,0.02287975019197276,0.013315190493234383,0.02653201568224138,0.027094535757554775,0.036634963637820143,-0.01652435360424117,-0.01733880227458739,0.006949382843275316,-0.0019367811648535371
ROC (Joel Greenblatt) %,-0.010016080559416982,-0.007754263391710199,-0.006218550825886453,0.06715858676870094,0.06579841102148186,-0.006188959670110076,-0.0053211134548734615,0.05876249211209234,-0.007512944235976954,0.05405355876293746,0.05348225328127154,0.036621132919932485,-0.009574493090577407,0.0319102388236823,-0.005639268197900837,0.0247849043552397,0.06458864542259991,0.022644764716814807,0.027827142012052778,0.026062528792042294,0.005690816912024246,0.026955945616418325,0.026328600878214554,0.016064708842212186,0.03102918107116266,0.015524544935341644,0.019891759020578943,-0.016348747467160536,0.014881500216830039,0.01922369555649415,0.021603638979722468,0.059233113586887355,0.025101571662163695,0.02319227750093741,0.016087352898557162,0.02629935771294588,0.009668926097712784,-0.005804621175651212,0.04696405605651818,0.052848158278584884,0.061591428770026845,0.048417504636890395,0.06280139849798146,0.032012067718181075,0.002436539926163418,0.026354897455810242,0.046093296681912935,0.013106578154661071,0.02499773810045741,0.04588535622358768,0.013900277242051538,0.0446531220180933,0.02456904176217368,0.03771505922968389,0.008467567151885905,0.005408257480262757,0.003100906908313614,0.031147165614165716,0.027592951478709254,0.02785383018604877,0.013089007379137057
ROCE %,0.055463939392111555,0.03809928930281346,-0.030501352611961498,0.0016353568951621563,0.01055778808625366,-0.02769123982116559,-0.029269832307646175,0.016956200428406263,-0.03235143454126106,0.03168003577625608,0.029894026625982333,0.01499429267064608,0.042411998813007036,0.012318067713137735,0.02229187909356202,0.029738352834449103,0.04176683333439668,0.031926901611641176,0.04632059234602967,-0.02708671706255842,0.05038278831978605,0.007234224960869761,0.012843460932445667,0.017157173954682917,0.05249701644863613,0.012210727770047926,0.038784590873921186,0.022231892360274383,0.02320079593959394,0.02896376578026744,0.01809482453627736,0.014916681094468066,0.0021827028925779507,0.036208705175593124,0.03026869927437055,0.031748083355364984,0.023644771359765965,-0.015563370470722305,0.0305599017947879,0.02271807413751747,0.045790715679557885,0.015716631754297595,0.023752148969284553,0.03386698428706625,0.03851883229229968,0.04857391312832566,0.03684703106100562,0.038124716121107405,0.03790171880936067,0.0357745046490788,0.037559011676132695,0.031534159327662056,0.013927991666663054,0.0335727217414044,0.012838098552269916,0.027372386037666896,0.036858089075362754,0.04285255020931917,0.03562293923008215,0.04354391068914021,0.03190196044614901
ROIC %,0.011401679892337604,-0.04555338070679758,-0.039554370311310434,0.01674133350456273,0.025973147312714096,-0.03550439335455487,-0.036769930852617844,-0.008413098763788688,-0.04017397099290665,-0.019266095746298083,-0.0224815216511099,-0.019250566779898823,0.013887989338754552,-0.0043635301922438936,0.014980410413675474,-0.003432784306942359,0.024929724142194257,0.0009313091505911136,0.0239034372362667,-0.028943671918927966,0.043119568239199144,-0.03035914001698629,-0.029100065127932923,-0.015139459766283302,0.04973581349905583,0.012741757598499175,-0.003575809439792096,0.007712863507435923,-0.01409294434003889,-0.015157964349340917,-0.017068835520939445,-0.018707513755006483,-0.01907027695489726,-0.01137296140009163,-0.012824345996310983,-0.0031609827012760443,-0.00727113604432518,-0.040501975899107,0.008812111862024866,-0.023126220269817876,-0.020054897612771416,-0.019482871479201525,0.004527342952815777,-0.0014190377172024812,0.0007456572046976344,0.04566433898666904,0.02199043280420088,0.012521876960793639,0.01874716257843538,0.007552885421392642,-0.0003650500729176741,0.02149478062636615,-0.018786278332620407,0.035606012671097864,0.016129510853278354,0.01600441919192595,0.019303716713816116,0.04002849631308977,0.002309536143986422,0.044131606888099945,0.001054456165712649
WACC %,-0.008417621995168682,0.0033714634554792146,-0.0004209151196464668,-0.07510308030873374,-0.0956705934656495,0.00151906557943365,0.00578666243235231,-0.01786990112057913,-0.026763435085621443,-0.018717860778894226,-0.016389423405890453,-0.01725214547462083,0.013561399962075395,-0.003106789190718922,0.012313866003048707,0.00755136830319581,0.010394762139835137,-0.0029815406911329863,-0.009735359213056013,-0.024725238384753014,-0.013306340361911584,-0.04149227638334335,-0.03197836681984416,-0.018088112504327535,0.002091138282482163,0.003993306688865963,-0.017298143312063828,-0.0026363390781329816,-0.015087158456009773,-0.019077071754762333,-0.005710184354376454,-0.016276511796644272,-0.021143123808494094,-0.00473596611717508,-0.00028606866500964154,-0.0035416816591331626,-0.0011351625646976189,0.001012171730499062,0.0017686930940781025,-0.017110075879918276,-0.007220972714395258,-0.016548048359780847,0.01283659407872175,-0.0029815406911329863,-0.020683381731012626,0.02044076491104126,0.0054681519487930295,-0.018557007605316988,0.005198851914155082,0.003186021093983134,-0.003110997364117321,0.003914271320310095,-0.017174600100432286,-0.013758550648709872,0.019598230837388736,0.015194326002839877,0.014273960702436389,0.021714216236281194,0.0053358866101896885,0.027269603201731597,0.02225040817891915
Effective Interest Rate on Debt %,-0.015235214600663974,-0.025221034190687934,-0.01952015596888835,-0.07345797553580691,-0.07771706245290756,-0.01680269158996306,-0.0034071670213103745,0.013315954506166681,-0.010776404579401757,0.017958223347198255,0.10510173419128474,0.10516201857164055,0.06765643866034332,0.019337563027517487,0.017695556059609586,0.040998753110617396,0.06652500656387,0.05672691814550478,0.01507120048550722,-0.010689629815589179,0.00696464732705553,-0.007829969862725644,0.007648462708049118,0.002178896284031156,0.0320765029969893,0.019808400584785994,0.006232443061258296,0.026360008681680792,-0.0021333192868740873,-0.0023330878875159264,0.03587215060234428,0.0174322997585747,0.011044840147167724,0.015311403136622805,0.019261201889822492,0.04222017402752349,0.02519445080780351,-0.020902127763378367,0.04810262772789254,0.008324473221946602,0.10705325180720857,0.021518558181282642,0.030475741863928665,0.025709441046225273,-0.0017071994057738845,0.01653428276566967,0.04544942034157941,0.019133530153340583,0.014055990166796007,0.0444418960911773,0.021688436866778453,0.04160902644802343,0.015624886572010136,0.00280856612741563,0.026890098933122945,0.031335354897656584,0.025314977550471712,0.016347762764146227,0.018156858134539693,-4.281745842326995e-06,-0.02160563963098839
Gross Margin %,0.10820989189590027,-0.008669973224695145,-0.0024305440550515646,0.10370741445901019,0.09831767198888657,-0.014140568811720579,-0.029155853425765176,0.06308032140950802,-0.012236049835264311,0.02033265046136018,0.04615018481984155,-0.0024969096283407217,0.002500022450845225,0.031474448913626184,0.02841571466684968,0.034478618002204184,0.05374181648827711,0.0008377748043612025,0.03366896043761164,0.03532829565966604,0.03199293752254203,0.006922140419049555,-0.009563379367638174,-0.004809382379928439,0.03440754384733659,0.03943131626406688,0.04223113779384173,0.012239981600830691,0.01977498320461304,0.019267501331239497,0.03635954653501319,0.00882738925610572,0.006485207842240569,0.030819931309596146,0.012886708966250656,-0.00818345605941201,0.034534701692162426,-0.03558981105836509,0.0501494535548969,0.024431289286889996,0.0455701915693067,0.11066149314737372,0.07680097237149618,0.006266314323684326,0.0070519592942699175,0.043842256588742454,0.052681168462051335,0.007420891761712352,0.03660656196072594,0.04933300489565624,0.005744580662571832,0.04049514401112747,0.04467401109301411,0.04328090894696879,0.012557545294986466,0.03273377274547967,0.030815226646661396,0.061325558739466726,0.05505864302405497,0.04803844420421134,0.014163130048305855
Operating Margin %,0.06025755863114546,-0.03216133449624419,-0.018432381663533667,0.09322994180993686,0.0995659165462269,0.09257352328840493,0.002974731682616868,0.14697939234597207,0.11731234712828792,0.027606633929203404,0.041424013775073106,0.04179632447584159,-0.0015055055320452254,0.04988355524501501,0.016114076826378214,0.05563662285779631,0.07518663130415613,0.03475732797751939,0.03074600496843194,0.0385888379583821,0.002682352916047366,0.019843366630533425,-0.010782858960246578,0.0062129389472089305,0.06542808964536803,0.04475139530423773,0.05170641275824359,0.017519762974408347,0.04759500937587549,0.04759500937587549,0.04315184661482524,0.04838612743195521,0.040875102309290284,0.05159294027019595,0.0426789732979718,0.0101513179628472,0.09182350446036011,-0.0306775201740476,0.15145214404646523,0.04305130532266535,0.07998798251703307,0.14319564805439133,0.0779879755009233,0.11259320591733386,0.041081684303743,0.03197243367193213,0.0894754550667206,0.03721515960154935,0.02834501256967158,0.08513627280231018,0.034927864814018696,0.04623964616774411,0.0357220626630689,0.03729732546668245,0.023693137089293503,0.018418341329749944,0.034023038192630334,0.03519214696004547,0.033894773616483076,0.03300115775543237,0.018017143940695198
Net Margin %,0.07354681711802306,-0.013992344499788284,-0.01092537427120411,0.10135350849521023,0.09371963628609586,-0.01446408950364704,-0.018538481918140323,0.04777543988970617,-0.008769803755539068,0.12558695731921865,0.1341587575819633,0.029433072568026755,-0.0028597248173764375,0.13767153723301567,0.027680214434088475,0.03176346004393929,0.06244309199156128,0.0039022771642696326,0.038982454458799935,0.03387615534200738,0.028533137907697945,0.017018079844310897,0.004755831761761615,-0.0016452170038266554,0.03571129413345595,0.045407335047048546,0.0415240690886192,0.01500863490293844,0.03590542065425001,0.04078995524284445,0.10314808486002985,0.016208706550719532,0.014705712704050813,0.05304126851640115,0.03777536052191866,0.007599091661161394,-0.01979419610128054,-0.03571522709852498,0.04084207625263683,0.034345793561677246,0.04906157056383801,0.04838258869883136,0.07634516308736707,0.00857190564807268,0.009605402192013349,0.048300475640251604,0.03915343589830148,-0.026265942631431997,0.04657619152444034,0.04317339076479961,-0.0034877226817053714,0.04205152656227782,0.0105333205330123,0.04131979678918143,0.01906716408945068,0.025564990813371775,0.03319461734669092,0.05614947074501413,0.04821801978632423,0.047022242308333274,0.03905514992554132
EBITDA Margin %,0.07459826044709475,-0.023197089442029955,-0.009785733375082102,0.09914559072235675,0.09675408864285114,-0.015074875152591543,-0.021431616018749294,0.026390756323644113,-0.0012561767928861278,0.03261118340847121,0.03276782629921264,0.01567294451929651,-0.003477960575852535,0.04693145871918471,0.015604808145691356,0.0360393679918237,0.06743649829504056,0.013644260409685608,0.040269040832189476,0.03519435022337354,0.0015517693463577022,0.018963032180015264,0.014289317880105613,0.0004834669942924293,0.034081395780813734,0.047406347388180496,0.043463992804477596,0.015575748460744467,0.026868275542943743,0.027171950931060358,0.02507429776718533,0.012050871027824825,0.009985684721747684,0.03798756249154364,0.0360763823540296,-0.000808766895935484,-0.017293791073839614,-0.030685080341916124,0.052191478912969255,0.03225686659694472,0.056661529904946745,0.03777569177094312,0.12975415184194614,0.01174692276014754,0.012005370491422526,0.04353889461731932,0.04728608896744568,0.004450703223372166,0.04119983351466939,0.046572569710325834,-0.004828679199980568,0.04594786271213284,0.028534710179955985,0.03325248287648254,0.012683250659969596,0.018168074063341224,0.02999510376561296,0.047947854412623406,0.04997362297324398,0.045204638431733835,0.014018270048213606
FCF Margin %,0.019538992653136914,-0.015634118515287516,-0.01228357875267784,0.18859737065467067,0.15257233844718365,-0.015331757698594559,-0.030658828470992827,0.08275472808937931,0.03683726964168364,0.03482460503122324,0.07602619052327136,0.031241252959063257,0.047365386374429184,0.010968345158306705,0.051837803434231236,0.019072298208293953,0.019002050468383415,0.02864454018011178,0.06659004885506048,0.04401221620671374,0.04116689154460437,0.011689833415991545,0.011895986564843837,0.07156640701455755,0.05669570789892767,0.04807571444072311,0.032219427034646815,0.06106226928744335,0.015153972471793759,0.015502252791354386,0.01705501847969068,0.044161722789966155,0.036435519579060764,0.028110678847411443,0.023821716438096704,0.019276886306547326,0.011028939862585348,-0.0371876915343153,0.023534873362557784,0.08694801674838773,0.029619507976930286,0.08294581807678358,0.03234416550694979,0.03805139151632103,0.02903134272907342,0.014455770163620112,0.025772462169910634,0.023629261352189453,0.01866254089212817,0.017272082009351146,0.02100286748719808,0.01996846083275333,0.030918072490444308,0.0752129816680577,0.058940164942015295,0.05288329465005107,0.06556172989818963,0.024819951961631417,0.017476930167775174,-1.930228718594897e-05,0.04949172241654294
Debt-to-Equity,0.06027570246894689,0.0520730969335534,0.008942963076006942,0.14811516900077362,0.08806818373639755,0.0036648651985320027,0.0035906674617975517,0.10196232701627736,-0.003332523608301373,0.09682450240486132,0.07544614828777235,0.07799755704206233,0.11784488753768688,0.061349361565368764,0.04595305602643364,0.04820505103921317,0.05473974045719871,0.03814343507517314,0.08282950250468792,-0.01657469170675161,0.07371613340692809,0.006290997598415055,0.039025286864152596,0.01975282956631629,0.09416656248992877,0.07305475869677473,0.030216547012001743,0.111096459168573,0.03587570952392867,0.034993445396326796,0.04795447597670766,0.052308739015981986,0.07764903457635586,0.049274807988856584,0.04280160514650794,0.04292568652811059,0.038515828828357274,0.015474054347316522,0.06219926990438231,0.03199734378899036,0.03564657444137366,0.05044986635385713,0.07292095328798714,0.053667785867888895,0.07509124905659809,0.046198910370055475,0.05066377684101392,0.04823229416370955,0.08681133894427014,0.05004250012682023,0.048141178820670434,0.034365930611550015,0.026899647323855032,0.0802148977282046,0.0637502518656709,0.05643951656456884,0.05515095511657147,0.04646923117200497,0.08655039214594168,0.045051808805476205,0.08242251947356061
Equity-to-Asset,0.09690416065295818,0.06660933937763909,0.06582382563236436,0.1431026215118665,0.14658115785226522,0.026887640004894076,0.009172765792801001,0.09990562105799183,0.04755524635946907,0.06503204610906163,0.09609230332634272,0.05728970969569411,0.07118225251928209,0.17641300726021092,0.12610577407786364,0.09600593460071799,0.1372544048486303,0.03864486193871335,0.08211681325540691,0.06847030941918092,0.1987815141242149,0.11982172631041287,0.028749871249164886,0.06337199707462066,0.1059033006336331,0.11081989167270034,0.0841609030483572,0.14834327422163507,0.07603892317511735,0.07558233704440263,0.08800959800024442,0.11160445653395643,0.0767118502134949,0.14396334563536023,0.13020185922434402,0.0679235226890647,0.05582251855334133,0.030748676570852868,0.07553890953221726,0.047015595190743685,0.07955405056789311,0.05429619393884938,0.08114865285994904,0.10592137096328719,0.06159792687895799,0.0765598891807172,0.07619555697243378,0.04842200021703162,0.04939515917017111,0.049718066322816244,0.043969014803787204,0.06434357525340881,0.0463137664387291,0.07271725673048333,0.11771439500178611,0.06853463908120559,0.06877928781977341,0.0807417151427531,0.06946448125363032,0.07657478729497989,0.10073844273507093
Debt-to-Asset,0.07328746488315718,0.054007391540431895,0.06399563820332081,0.11619543363783101,0.11716350535816822,0.023224657888847984,0.0042694329368195335,0.10439797560283494,0.009792028781574435,0.11571874091428087,0.1566457435559803,0.05325355730689475,0.12719733847298226,0.0655963700466459,0.06757164396727165,0.06223728196535475,0.05965047027814566,0.03818017099697474,0.08040636747846293,0.012428607731383778,0.21856566945967576,0.08536358505758708,0.021600286250298216,0.039759298135062356,0.10671942551172524,0.09007201416594374,0.04507321055348844,0.023682001898884416,0.033578824585003525,0.03298907511626564,0.04362323661641636,0.05598290773601162,0.07989597200292456,0.056170905620297605,0.05253232316862951,0.05505271472237466,0.0461663830157833,0.027478740562011175,0.05969094954935008,0.0407698893567852,0.06819190341460679,0.038128577358904556,0.04408473626704899,0.10255445083604776,0.05909856855254913,0.06250070693013067,0.01763730309944479,0.023425446680160583,0.04616979877385524,0.00406518273224153,0.017850577688906778,0.04011672568736313,0.0367472171655301,0.08769720723911101,0.08932085094932568,0.06291586466152298,0.03920757064807007,0.05920730326746341,0.04806089168383838,0.09815637868224343,0.10536907849280516
Liabilities-to-Assets,0.05351720844959739,0.02682124543015148,0.061173456128339576,0.13664905405966607,0.17983162764784397,0.06405682642665793,0.05453315605515229,0.0947944315013169,0.0596050064027247,0.08499429471285667,0.0906027876483772,0.08312435541183688,0.07229132090402057,0.11680528622979222,0.09780053076311927,0.09321257400012486,0.13523322791541334,0.09606315690593997,0.09253285589921657,0.06033169639821371,0.2036417628111612,0.1311125096531722,0.05875752909831142,0.06121194238368008,0.12683613465818153,0.07122956753565124,0.1038079458712726,0.09287074608538937,0.06529213053611567,0.06475215454568073,0.08458058023859738,0.09834869582165985,0.09570341570500891,0.1156143446359363,0.11680057168544794,0.09536013942586838,0.057386510695173955,0.06012798144133507,0.12557768639180714,0.0948453711678672,0.11237433570585324,0.06796355893920585,0.0875105135643038,0.10190303181127705,0.10642998992127246,0.08537435568768552,0.10302467594316364,0.09031593596364178,0.09264286890073255,0.09631498369281428,0.07441803637565689,0.12666012554925515,0.10147782700980582,0.06582397793914006,0.10935999368874391,0.0960177957584039,0.09709815171002958,0.10229960996671802,0.10876895166703565,0.09092059113579794,0.09290966593735735
