,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Shareof Profit and Interest from Joint Venture,Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Other Irregular Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Earnings from Equity Interest,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Preferred/Other Stock Distribution,Other Distributions,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Reported Normalized EBITDA,Reported Operating Expense,Discontinued Operations,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Total Assets,0.06960128113904783,0.11081163291645121,-0.00955860515390309,-0.005814359098679564,0.005909148876852281,-0.014590998020831756,-0.015860942797035142,0.09486888292315572,0.022413613495752358,0.11806013140616212,0.1064636919548706,0.11196647601379532,0.03873433396988906,0.09578128045094059,0.05441172332878528,0.014426648225165964,0.004312393793807288,0.026094359525072098,0.039588719313257296,-0.011289304457220138,0.13672461039198314,0.08697151931656874,0.012358983359990963,0.028576739517654333,0.06456493527930084,0.02249844998192336,0.011550258982384194,0.10282594446662198,0.04672727951404623,0.04830610263884014,-0.0025198016922268725,0.04925912122540283,0.03702701257203102,0.07569006501413668,0.06405192668009035,0.04295852604256124,0.03167013423732382,0.08645478717039914,0.039071905600011066,0.047211453860344435,0.011559063815036113,0.030463255186932638,0.012281628283521254,0.042980105600331865,0.03391732337909789,0.0157094544447411,0.017997527544530156,0.039369394216788194,0.020926485661980677,0.010796416975923902,0.03223230049304389,0.08409829728908295,0.107152520907143,0.038229220681716414,0.10440486985404278,0.06410819712667448,0.06997541848682984,0.0250597952999344,0.01402180321207774,0.019133629921091033,0.036890446942231654
  Accounts Payable,0.0024824749713308414,-0.029211883938857517,-0.019596996810715927,0.03893172847531621,0.0354563965076429,-0.016438338504259308,-0.024701275055997552,0.04566312040976512,-0.006014298033643792,0.11544553297308915,0.115587505522242,0.015384088639992147,0.06844352025463486,0.025364599409222813,0.01730157278082256,0.00700604832433196,0.018692334055069947,0.005724721291472999,0.022997846988325844,0.028431977317622554,0.0026630718762045893,0.012919781244817982,-0.012868048592459175,-0.006961204410090807,0.020364793003885582,0.04380031212184889,0.014054111921495383,0.004840206830572862,0.0024018501756704223,0.0018800614922627077,0.011022943407152786,0.012395210033739133,-0.02735192907158263,0.027561513746341016,0.022852497454696526,0.004195177478417616,-0.014861759163973457,-0.00818415064947228,0.0024818521153966685,0.04980657951844165,0.013613230098881605,0.02573925447485012,0.009946215215676058,-0.009081083700660054,0.011445345201849757,-0.02800486907442194,-0.0027295770978183927,0.01053036273710992,-0.029722938568205327,-0.015771895675606856,-0.017239345790143412,0.008692406051856807,0.04446305196075973,0.011414354405647826,0.023687833005947477,0.02572875490189479,-0.018117359158078147,-0.015439286707545418,-0.01460981518959913,-0.029879534404210855,-0.0307962119985183
  Total Tax Payable,0.0737921225715491,0.07586162926975144,-0.025428289091075525,0.10438909196373214,0.02489249989336849,0.03276503151698867,0.0037841932267169602,0.07751693520509609,0.07765070762948124,0.1323540698698936,0.07039213322384257,0.05497765800660273,0.05140265133109725,0.005402560215691302,-0.005406105572342092,0.006758972683435827,0.011641606598020948,-0.00012409122669889555,0.015497150558214576,0.07946702285830014,0.01813093099325765,0.014485832998160789,-0.014983632873095842,0.060599218232966504,0.01593087807633121,0.10046252063259209,0.06495112646480873,-0.0027092697764221855,0.006332618386378557,-0.008053133543615398,0.006332618386378557,0.05100706559346437,0.040197145497306803,0.047588240330576626,0.029704514055895977,0.06488662199787831,0.05844198515955849,0.0673838164353148,0.029790393805007427,0.11721398817530489,0.10177978898960886,0.04227684296129196,0.019275662090760724,-0.02448504574557788,-0.015121049093848524,-0.02585083013462664,-0.024366913475359818,-0.029371419032774477,-0.029919887925355677,-0.02577774007144715,-0.031156878481868336,-0.003786886227273117,0.017082930902078162,0.03300325077121968,0.0706954637071137,0.021998244918505088,-0.0009137355028746724,-0.015840965902845023,-0.02470763784429433,-0.031581854305232714,-0.032525906706958055
  Other Current Payables,-0.018017367583023823,0.057663930686470244,-0.02322037446698076,0.09138687478196332,0.08742172378453972,0.0018884307999325672,0.05971918959298289,0.040276749435630574,0.01061976183068467,0.09891745537827921,0.10575596377796073,0.02128758265860176,0.06281419493610468,0.020735917226873967,0.03913289708145477,0.004246259328745646,0.000713437093154537,0.07370766689422083,0.046359186692753136,0.08488764116807553,0.004310426026489232,0.0007083880776849226,0.0019514948759300627,0.08486049778836607,0.11078162296464503,0.0287692118664163,-0.025662714711315326,0.013662319775685775,-0.0175358440301451,-0.034868135679441324,-0.024440141243771203,0.07564480132464244,0.07645643122716088,-0.01832273580493598,-0.009817888955065565,0.05314229391949479,0.009749381738612117,0.048945641206935404,-0.021577356985937397,0.03318758766667014,0.0003651272775292945,0.04249169196064258,0.00024432921594670946,-0.01344778964093105,0.002703285003137534,-0.03597188305880162,-0.022455255669432624,-0.0007054272947075325,-0.03704742380576976,-0.022164326336387923,0.00016433311689284915,-0.020130341861788872,0.04401216160566567,0.04067789227436996,0.03170373116428491,0.02327492679526106,0.016240459639070327,-0.03615928050898162,-0.03790160582153183,-0.03440804945033907,-0.03819543274327202
  Current Accrued Expense,-0.02863046683243286,0.14645185450129666,0.07048654418569138,0.05324090439207655,0.010325657716162511,0.2256583128761058,0.17943981751498686,0.05020840267145092,0.18555287852929267,0.10995165927772967,0.10939660095608272,0.11562267499018167,0.06595101710929482,0.009593371898233508,0.025098446188018507,-0.026177456817221438,0.041114707927363284,0.021619156385958096,0.03791419110118281,0.08829449532483401,-0.00215479596112806,0.03368657367632995,0.1506292748202873,0.12488007457670315,0.08609080407562805,0.041503432095892676,-0.03729657248322701,0.0090521338478777,0.05934947570661272,0.05767744096868504,-0.029710630684651074,0.037281385053676216,0.04885593396869549,-0.0007131966073926567,-0.0025149389974007566,0.06767002477352291,0.07440700407341955,0.15215992808372292,0.02439884433163305,0.03305927928913635,0.06684515145036458,0.030072222048487852,0.05571215906658399,0.057370514709293045,0.041709480083722945,0.03466978351645018,0.03758368440430828,0.03299237516551196,0.04248098638259184,0.045065696610242685,0.04045789873423224,0.04859107813759889,0.0475020153308597,0.026103494476395147,0.02573151522978103,0.02609344151596656,0.04004128641497183,0.035962120014169624,0.05092813825953338,0.014699032729288877,0.032654373435147356
Accounts Payable & Accrued Expense,-0.012163627309724206,0.026161490538280437,-0.013635621322173785,0.08330301229042585,0.03145916075307022,0.11234474589435556,0.11216038746939186,-0.016760368431843486,0.09727992537575762,0.08500023399919059,0.07327093272599522,0.08643200987356185,0.06309929961179583,-0.03766165207529486,0.02337156241006565,0.00030098017508958796,-0.023232062032430126,-0.006912061101890506,0.036896861992819406,0.08702403877963487,0.02235962654107301,-0.03117466807470159,-0.007010655633274236,0.08564895431500025,0.11355958000566313,-0.021629903908669843,-0.019967422764890323,0.024292894422549283,0.007992441443007835,0.005070504779273827,-0.013598119126587632,-0.004142627086633909,-0.015321260232530791,0.020452700553446744,0.01895016299686795,0.01546722828647939,0.08522856072060876,-8.979428834376794e-05,-0.014097834802091893,-0.0091181231486823,-0.012287531750976898,-0.011293578541292572,-0.016490198628832494,0.09679927130712981,0.024445160036528333,-0.0176364317710169,-0.006856448835403152,0.023673405409635785,-0.02734539201713154,0.008008243110128306,0.030410707657463912,-0.00802936132333068,-0.01359965233784022,0.008492625190533044,0.029704318782213798,0.03374181703619794,0.025177872712217015,-0.020093646582193866,-0.022118127055056024,-0.04220029634370087,-0.04469214385230866
  Short-Term Debt,-0.01894411582787313,-0.03354746990592073,-0.032326818709775204,0.01090724212269935,0.013370856065678708,-0.02598078096400506,-0.04027412115728188,0.05868971110308319,-0.012685484775939799,0.017304970838816887,0.13767255867302883,0.04684197740042151,0.1070612860445942,-0.042115921108414445,0.04281874180135684,-0.004162426046148736,-0.0004315458955621704,0.010896052980339188,0.02409978024785563,-0.011397031040926365,0.03017692548126298,-0.021351367541703085,0.011415671611003863,0.034140169485847104,0.04121708997014475,-0.018635369042151313,-0.020730596773606752,0.01309959182621021,-0.030881714835286622,-0.016619167118185067,-0.017674384929874085,0.05901727968317738,0.057231158679993406,-0.012346357917276115,-0.009790618894543635,-0.00478724706806065,0.002560518247558796,-0.017317833915770568,-0.002740672241197833,0.053708287760870665,0.0020983797877382987,0.05672179379265313,-0.006816020335304292,0.016393812069157937,-0.006882830319581028,-0.01910482132772909,-0.026298246402988886,-0.013599313768621137,-0.021653943629702035,-0.016851810822461365,-0.017213176354152596,-0.00494192348932989,0.05956305664812713,0.014238615571936815,0.04305180674676437,0.052320244196413436,0.012191993941007515,-0.016125569566140856,-0.021994410772515426,-0.02190693760859888,0.05353306657347296
  Short-Term Capital Lease Obligation,-0.034906459778392275,0.09537557097890605,0.040122350706703135,-0.010355819652973972,0.022734537247998097,0.07401743368480586,0.09389660933030101,0.055250275900586385,0.09493243591638746,0.03874831526226236,0.03150122089205018,0.12456875051712347,0.00023232811385168195,0.0022623981183327035,-0.006808385489733834,0.0003706486385164831,0.02178204224308136,0.025487984332176923,0.023410548219282394,-0.005858591314365324,-0.015961475102019812,0.05317465921317506,0.11629722588864554,0.053906945073086,0.011333882910579409,-0.03970713774896018,-0.008158666897028221,0.005631268473364902,-0.013594266932095634,-0.0018877735586316571,-0.009715385798168063,0.0505766090302285,0.042074483948201444,-0.006967592459393863,-0.0031767552688339432,0.041490341238465546,0.0401041257397057,0.11918121525022622,0.058814743520821035,0.041023662289058925,-0.007261607191589327,0.04945825850130261,0.0045013546114401285,0.025279276998474046,0.03854371875174807,0.008387020972616304,0.04113319809326699,0.010249196508271274,-0.010450965492127175,0.0325867828843248,0.010007120563695158,0.04321342316409382,0.04578945034266105,-0.0009119361100811871,0.04821953337326306,0.0321190438820083,0.0028382510821277082,-0.007671380433390839,-0.014388647361087635,0.018928696789726862,0.004651380081110469
Short-Term Debt & Capital Lease Obligation,-0.02588327241291745,-0.033361686313048304,-0.04294328422696337,-0.008113524224896746,0.007340245440129678,-0.02558673144111194,-0.021711023407245317,0.059333493449878934,0.01683410822773747,0.051643385868353354,0.062409651635625514,0.16832564059689128,0.04080867098122329,0.008837452667079065,0.02428868359573135,0.0032784840250743384,0.01281483041578425,0.013345802416441684,0.023159192272054045,0.00562697408604054,0.014137604400269415,0.026382029650075495,0.005932264444938224,0.02480199959459528,0.028632188506407762,-0.006964910198395109,-0.0050230489468576865,0.020749069938626696,0.004764975296863034,0.009074967249767831,-0.009375610717932012,0.05195010569274403,0.040618478306571774,-0.0008029984339862463,-0.0008386975422140786,0.03517109237943698,0.03018002128518774,-0.00233377171819037,0.039990603640105926,0.04328632338218664,0.014163182890370654,0.04926046309838021,0.0019312080776325916,0.007251428419860811,0.0030626555290740503,-0.02791047237277047,0.01224615130753361,0.003530335202641231,-0.03079911884059967,0.011756972366505383,0.003530335202641231,0.01811101783634991,0.03975669373701058,0.008389334163886897,0.05040057508582967,0.03244564936770451,0.014141549106984045,-0.02531208294463083,-0.026002499019224072,-0.001121614745141661,-0.004431100741771719
  Current Deferred Revenue,-0.04627394185300273,0.19675567269318234,0.2202164807972782,0.1394972566210644,0.0211662305109776,0.07301951887274856,0.07267944158261411,0.04276832979463275,0.08137031537054842,0.0412377728680047,0.03494934230481443,0.029579778993529586,0.020918759265817065,0.023910972078666725,0.019191220756407123,-0.016972785532501224,0.02952361104077945,0.01635431318296457,0.04332195081305164,0.007481084699532276,-0.0004680209863502597,0.031692714143014396,0.14958864525213791,0.05116643589789845,0.007918901731513764,0.04149596760186648,0.028945918510957003,0.008116202052584167,-0.013345692805462533,-0.023521773080595512,-0.013583417385561729,0.07413323331843244,0.049317719020815186,-0.006084168922902696,-0.002141873476327713,0.00254289157586824,0.0736134925779004,0.1975915939390137,0.046997826469599775,0.05582383486482924,0.0531182806559322,0.031236726967079978,0.046919086564545874,0.01706924265845454,0.033545421443897924,0.020393944036510056,0.04330843058724403,0.034948998725970765,0.04394488910728332,0.03648104121172156,0.03099876016459858,0.04071014088547785,0.04889460879097056,0.018431058605400393,0.021181497430161917,0.024502511352466453,0.021492990391208534,0.014837182056865402,0.048414490680930164,0.018504362113118646,0.04511121990727604
  Current Deferred Taxes Liabilities,-0.036892039429723966,0.043056598535889654,0.08022940080665548,-0.006632492284582328,0.019241108679787813,0.07871925772078806,0.07826197164298529,0.040213591060528325,0.08426646318593366,0.039976581910392786,0.048382517505750046,0.031889602602496944,0.06267273423607547,0.00854690542391808,0.023547214490454816,-0.006776795298824157,0.028693652004953954,0.018679216812155012,0.045524899931235256,-0.0200178676833588,-0.008514302104634157,0.02733917616739522,0.14488259553681707,0.0323181072077124,0.012928747052760422,0.047555448977506354,0.03689931146085483,0.008187944361082685,-0.02264111417905084,-0.01655948365619457,-0.019685506675982255,0.07525474410597377,0.04392196678229463,-0.010507866963512922,-0.017646863412759492,0.02616605557616413,0.00918368554262908,0.07185271437284622,0.05676755208314788,0.03296133024240694,0.06556260006540497,0.04904031455620863,0.034172890956612544,0.023001366790027757,0.023043925616978635,-0.005788884992888062,0.0360596306748391,0.031430171562420055,0.0319875049482604,0.04660818529179512,0.02988346451500183,0.04144678191782204,0.04303080901790696,0.0171954436252196,0.026057398315695878,0.02609700792071296,0.03452938530563448,-0.013241883040129382,0.027978054360465236,-0.007678746366012394,0.036309947867649676
DeferredTaxAndRevenue,-0.036583348806427614,0.16464247886379788,0.13719972975267447,0.07239869850981116,-0.007042276882553463,0.0888896722215319,0.08882739101724842,0.016392095036474673,0.08544629629246656,0.04630730467650066,0.04097030578665538,0.044572193684847675,0.012950052018113766,0.009732978535561376,0.011887766213075725,-0.016400216259838576,-0.004573718595834483,0.034545515064586516,0.02077979822798253,-0.005207230355703018,0.0007247014039476595,0.0020845361922519462,0.12960639679410943,0.052158312691802135,0.014023993484772991,-0.016600232524175664,-0.007581229920980391,-0.004385648189776021,-0.022551263937529407,-0.007184207444778488,-0.03281178903942124,0.06081887675556108,0.043009953437917865,-0.05247069088313254,-0.02385021277122418,0.03081144279601244,0.03054111548569475,0.12536645011291886,0.011577763264543989,0.04393718213819447,-0.0006108117573470917,0.04448801445381103,0.03610297353822816,0.028652193982980592,0.02885775177873992,0.017575075812443205,0.025226207368731015,0.03326528072903477,0.01967672571609204,0.039773118521081945,0.03507506933141271,0.009998225130021732,0.023704161164540546,0.01733871237128067,0.025917861663480896,0.03444601672012595,0.020025986059343477,0.014746522976815245,0.024736875688552845,0.014640075574916263,0.017359067746024547
Other Current Liabilities,-0.0035366684328654975,-0.019169268100407623,-0.017706787063746406,0.01497038442100245,0.020582450588166323,-0.02068680388485947,-0.007946406513970003,0.05789968367663071,0.0002490673613981427,0.06395363288409762,0.05037560522800921,0.045665719807752615,-0.006415228699137455,0.03720888984207048,0.02208582536096459,0.020465923939743554,0.017267968638936794,0.04104486352784813,0.06242951442801717,0.03771324223498712,0.01614053204141752,0.02717049391173031,0.04036585230259258,0.06065945193353012,0.0553049746043122,0.033790933912629724,-0.0037884704449086164,0.006345898190195839,-0.009968071618400189,-0.008041292286516752,-0.007797568508917597,0.09977941045951302,0.10266418179259677,0.003278247340703376,0.007052271215612469,0.03036347875040677,0.005251191271742447,-0.015853163477285638,-0.0007599554407206502,0.06229286271913802,0.01759168717628496,0.05426999776654998,0.015073222810561922,0.010065177895489177,0.024737942424575766,-0.016923516069775546,-0.0002630963354924745,0.02281874084008664,-0.012729981919909292,-0.0009752379262379547,0.021968141370291915,-0.0018154300849660254,0.0625574414669674,0.04556930241123326,0.02626208498089262,0.02945602533558634,0.010651580658326115,-0.018662581033298646,-0.006717297313695397,-0.016493032131076536,0.02523807246246704
Total Current Liabilities,-0.007881379152069939,0.0044695158817115764,-0.01751626004716487,-0.0026690906142716577,0.0003734053432494673,-0.019662754270022627,-0.021746481536952793,0.1253301996965754,0.004050053397867329,0.1631863658285752,0.1392785867606748,0.13832621784262902,0.029839845171624975,0.046573958942774406,0.05722631401597038,0.012673531732135528,0.027294980184984687,0.03275661675223725,0.07943646329745245,0.018093486555434905,0.042843197040064576,0.023394968931162784,0.010803495226005683,0.0191412518692977,0.06263485204145752,0.014481436847860778,-0.0011122988907219492,0.04555778021061617,-0.012911895166014466,-0.007467049784526935,-0.002799280568130136,0.07348562594047126,0.07025974935492053,0.0014056904202681716,0.005040217099791736,0.04949079144024525,0.028415053766127404,0.007434170990542337,0.027394561278013027,0.07445676971236974,0.027450379616552667,0.06637225373233646,0.029837875458380233,0.03425028813097584,0.03610544981330244,-0.003050386360790775,0.008860385383138221,0.033665864891764326,0.0003527686488366524,0.006488930451016287,0.03225812021567467,0.008214470183069278,0.07282508611337578,0.0712967952927269,0.09241897486737184,0.06201305855728217,0.06656961873239585,-0.0038191858540013368,0.002897581624904556,-0.0037295576407937996,0.051059174307488596
  Long-Term Debt,-0.015938961683731358,-0.03549407184432308,-0.038289189222283734,0.06392973374067448,0.06582035135790945,-0.031016202729217988,-0.035327878300164005,0.06013086699758985,-0.011155286869773618,0.0683196404416604,0.13750968201637928,0.051499947897241966,0.10336735270820416,-0.042530988511981664,0.04229687789699883,-0.0031690231824372545,-0.00561137301665081,0.00853095086714658,0.0491395761154892,-0.019357176193968303,0.024475853566846305,-0.021804620343723963,0.00324743009938806,0.0326353106875025,0.048923647428901366,-0.006862040921556036,-0.016242634680053877,0.026503645588559558,-0.023051349842543464,-0.012789574657991213,-0.012542961230693844,0.059104566689597626,0.0487105889569013,-0.0035435772284054313,-0.013664145451836288,0.007811906409718156,-0.011643893423810923,-0.03902310428393582,-0.012407752740640331,0.04525260103615328,0.003190722761259966,0.04749001758635061,-0.02621550363271927,0.011328245728697417,-0.020370261716568566,-0.05840418280236325,-0.04083627101769986,-0.019508178478340334,-0.03883460981327708,-0.041150113574296016,-0.01892473903757365,-0.012464998943596307,0.058676163794840454,0.026682653558121362,0.03838346091563157,0.048911640081617504,0.014402269696370646,-0.05679033460627597,-0.03978597635206432,-0.058188911591301226,-0.013537385013367844
  Long-Term Capital Lease Obligation,-0.03483913351307108,-0.057291198782700774,-0.06958719084920957,0.0584802688235599,0.06395306570553798,-0.07062083684878896,-0.06533377009687204,0.02850018337857006,-0.04430566575500774,0.02019257157759756,0.0015958648256516569,0.053982340506068385,-0.009946098257536978,-0.039250463032033944,-0.015210546791262713,-0.020276143970825035,-0.004406696204160479,0.010756348953997881,0.014258073991244711,-0.04237867643862919,0.04758273465701223,-0.021250819101518846,-0.034334659688260924,-0.011205317049306355,0.06388996022179011,-0.025640703275446694,-0.04140293488156439,0.002394556134582162,-0.03831227029530518,-0.03516292263782084,-0.04414950854601543,0.022174954539477286,-0.0031925495481470965,-0.041021077042491506,-0.038039693211520925,0.03072040488044654,0.02778405852450643,-0.05485884167218758,0.013063250260018453,0.003524918367289617,-0.041364544065035834,0.013305723581102423,-0.03402710527186916,0.0038190357150334813,0.018831281612160407,-0.04409984420117378,-0.003258789739787003,0.004326320291305778,-0.046142057565786966,-0.011447776058258235,0.004295334787988572,-0.0072597922293339695,0.004572775379573551,-0.01748533756055659,0.020726635249145156,0.007446599589480216,-0.0016946376000739616,-0.046142057565786966,-0.04531685966384045,-0.03177422169462761,-0.042707080684250553
Long-Term Debt & Capital Lease Obligation,-0.027686413328843362,-0.023587994924678495,-0.03949934516979688,-0.010185331824932782,0.0032484977967399105,-0.02423411072903032,-0.01994000023640112,0.07840148775261314,0.016676329917291323,0.07988057754973202,0.07416494478754995,0.18397755760223242,0.021732948215097754,-0.00015203066405352185,0.01566270683562033,0.0008442335757720227,0.010114380224106378,0.02834418102063173,0.02626412364191838,-0.001516594267137003,0.03736803172059104,0.04899656669865627,0.011497048578986887,0.03945507134062301,0.030423513398465638,-0.007322316355149923,-0.007924387789191821,0.011309220841515727,0.00908181059026237,0.0063367947103947836,-0.011534917887449325,0.06703416162432538,0.04930064134463289,-0.003685072879735788,-0.0008746134078317074,0.05188398093308585,0.0460003888118798,-0.008614020815516389,0.0394453061310115,0.05010746888631958,0.008449815696892541,0.07168763762092085,-0.0003652200451354096,0.024365873445288358,0.014425828964972253,-0.03023962443676105,0.013102880382349405,0.01980743755741364,-0.0264145889152812,0.011680601153390596,0.020362557185308734,0.019264136353602666,0.06514568143286598,0.005163131071025627,0.044139299338045355,0.032342208096541765,0.006949189757673271,-0.0264145889152812,-0.028500123037923625,-0.012605425841881918,-0.04454844111368685
Debt-to-Equity.1,0.027254610566228604,0.058171357732578054,0.044419963336122546,0.14991510880597864,0.08952553751406028,0.0049854999473394855,0.0037696556519459553,0.10286154982113534,-0.0031393505327856476,0.09612187026471083,0.11211966256962012,0.04169342784558977,0.12722311836296857,0.06597780118313808,0.059726819270468315,0.05722915184715372,0.06240842658221586,0.03818017099697474,0.08097305887620203,-0.017228790564082403,0.07384663132301128,0.021690033979840345,0.06202466694185248,0.02029821542504746,0.09416656248992877,0.06492079017941726,0.037664818043236,0.103189568415156,0.03808651013272156,0.036927429293186084,0.050757505917769154,0.05575345411811534,0.07912153760670587,0.05305710149168063,0.04220437589374698,0.03496263977437274,0.03883059610243425,0.01420357542045013,0.06300491605851508,0.03340189943923175,0.06930270281116953,0.055371107116360174,0.07574803554893736,0.08598221959187491,0.08739282711442661,0.04790068947170142,0.052199342757203705,0.04936505729824883,0.08287329153877115,0.05132916496790142,0.047711898802174774,0.034365930611550015,0.02713576591728603,0.10558372877730837,0.06680320070290624,0.05692756601082255,0.0892530914154043,0.09384119212696015,0.10327525955926976,0.047580325607556956,0.08197345339052317
PensionAndRetirementBenefit,-0.03342588329809622,0.08054795051953384,0.08936888867752797,0.0037821565480929504,0.016914992743391442,0.09622010082256069,0.10433700957116909,0.04851591014005585,0.1051693351734469,0.04008328565407903,0.10744394253860677,0.03342394891680598,0.06472366482191787,0.03271591082235686,0.09307019158373664,-0.012490254666360197,0.03168667252211884,0.05984675769200754,0.01829654038693425,0.07391007464121573,-0.02914555107642523,0.030066788736250242,0.1626908875551588,0.12068249970133461,0.08019256630342671,0.05047789653796856,0.05388056434511302,0.010374684582493004,0.0459549399409432,-0.002860457300313909,0.045557769545817604,0.043501494321258403,0.040350545210095665,0.015021428020438047,0.004702805553950222,0.07736770099665931,0.03480696049176637,0.10648865750545228,0.03893494877243064,0.026335894846044646,-0.007305574075178423,0.036769934474162894,0.016434327127496765,0.038927402709381005,0.02507442884005002,0.014871875254584742,0.049105966982200884,0.02328504618376519,0.018165662794194654,0.03727926628787095,0.024154525387186425,0.04811808863226201,0.04546678225123157,0.01712412372699062,0.02676100517030789,0.026985311255982962,0.009067453649594468,0.014132295524133608,0.013771275207458616,0.014253668092298926,-0.03157520184817442
NonCurrent Deferred Liabilities,-0.03336875266427159,0.05177716352011594,0.07083716709144137,0.015509990205112689,0.02078632219722098,0.0777179418656219,0.07777275303161423,0.039129553043001856,0.0876724273745088,0.027372674972954664,0.023923947307735925,0.03071101275713408,-0.0044976465597010165,0.02435867424272488,0.039137622954422316,0.0020695733083400695,0.03533790872319288,0.019022170048643757,0.04496595851521028,-0.014076931899183718,0.013938202857964179,0.017863084282531853,0.1571493203900534,0.036041190165728834,0.014614011962050488,-0.04521710991622498,-0.012219919499208358,0.014070424985867665,-0.029892182087598168,-0.01695277999264691,-0.0215342575625284,0.07513119016926458,0.04312353048776394,-0.004577431798614511,-0.012721401859771605,0.018352969278990633,0.02541922377239803,0.07761370933361555,0.040214067013074825,0.04370950879512209,-0.0013616973865545003,0.041243096121608515,0.041038625766483594,0.016011816507732375,0.031677307910429664,0.007699132235593844,0.03873391620138014,0.030907489056020625,0.03372497452724626,0.0492750162466231,0.03210123186472613,0.037577611177945225,0.04137247765650055,0.023282170941566604,0.03325769694519346,0.03284923325319895,0.02956965878423322,0.019632487927673095,0.03931735087018207,0.018890016854768144,0.04325153768992419
Other Long-Term Liabilities,-0.013711466048036684,-0.03358827445369192,-0.03471798776998974,-0.010576245381466357,0.0023491578039516025,-0.019336685287318245,-0.03571924039103114,0.038337320700191,0.008191649381574085,0.033378286915254324,0.04908741354279249,0.03776969883656291,0.02283583413268796,0.003930098260012468,0.030650203441661198,0.017641006932021717,0.0068199822137471645,0.028263395996882268,0.033009060893121944,0.04056387445316185,0.00938611715541292,0.015512738492405358,0.015999603283032623,0.03768617151102014,0.05863665816269771,0.027075606596453857,-0.003553985242224216,0.034504401728233276,-0.016657445770718586,-0.009450535289290426,-0.012451474506776014,0.07062921704718178,0.0911906374215768,-0.00249397618016349,-0.003334998725911545,-0.0006350693835003251,0.013824622029992142,-0.020698956797569185,0.0004696807649317231,0.05107397589068043,0.013747105653817865,0.04637566234950836,0.005138862249037644,0.008819171923517385,0.013114281061519064,-0.0016708923029861511,-0.0002388221788225584,0.007666045183949925,-0.024013643694616987,-0.0025778546738343604,0.00863593416744961,0.002238987692949479,0.05199189204096127,0.043051673723950884,0.05875836384249523,0.04647721609023789,0.014583950885479454,-0.0006279386155087592,-0.017236161792516913,-0.010747309601365398,-0.007155581707212089
Total Long-Term Liabilities,0.0034467094881573722,0.028318593024877475,-0.007824098093066764,-0.01214928231148832,0.005442023441862823,0.002483041207396423,-0.002765439245064892,0.10153495810933467,0.04416158438822525,0.15560527902427215,0.0685606501446005,0.06942502357318958,0.004029946300145838,0.0009353562807672263,0.013835225583298583,0.005366236134545538,0.006988374336596631,0.009416163786267282,0.0284005241538778,0.029128331367853668,0.008831167340368293,0.018172475494639954,0.022846676132492874,0.005757448402690459,0.03318794136750867,0.030614059149199936,-0.00613816825800078,0.0241018222373244,-0.017340899316996443,-0.007940234386013156,-0.011624872856572217,0.05195364665505778,0.05204191885386661,-0.0020801428026239505,0.0019007822593646731,0.023141399240252665,0.003625656979351682,0.02888979578214613,0.0289587120619181,0.05188895465484855,0.016352596248724947,0.050126098708419865,0.012371960250820508,0.003997022282912046,0.015451603950339112,-0.011088428255127172,0.0026701025149240844,0.010746353095869734,-0.035011752961340764,0.0009235079238637534,0.010708248753528677,-0.001076225494475396,0.05532218836431358,0.049278124150474216,0.07549066288269865,0.02959613879811995,0.012145061359228935,-0.011303644289041091,-0.01749607159239517,-0.021253281817247567,0.01423674914522656
