,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39,_PO_.40,_PO_.41,_PO_.42,_PO_.43,_PO_.44,_PO_.45,_PO_.46,_PO_.47,_PO_.48,_PO_.49,_PO_.50,_PO_.51,_PO_.52,_PO_.53,_PO_.54,_PO_.55,_PO_.56,_PO_.57,_PO_.58,_PO_.59,_PO_.60,_PO_.61,_PO_.62,_PO_.63,_PO_.64,_PO_.65,_PO_.66,_PO_.67,_PO_.68,_PO_.69,_PO_.70,_PO_.71,_PO_.72,_PO_.73,_PO_.74,_PO_.75,_PO_.76,_PO_.77,_PO_.78,_PO_.79,_PO_.80,_PO_.81,_PO_.82,_PO_.83,_PO_.84,_PO_.85,_PO_.86,_PO_.87,_PO_.88,_PO_.89,_PO_.90,_PO_.91,_PO_.92,_PO_.93,_PO_.94,_PO_.95,_PO_.96,_PO_.97,_PO_.98,_PO_.99
Net Change in Cash,0.021941544381489514,0.05023864187164,0.014084879851305866,0.004966985497207624,0.0037555653496511134,0.050105984385378104,0.050149496284923226,0.04888737102727533,0.05321516174523259,0.04321699018813656,0.016618555538636903,0.016597833864339807,0.02832219094668343,0.07642416477128139,0.04106072145345571,0.016603739736196197,0.02849699963508382,0.027561852568663114,0.02664785213911916,0.041497261805808275,0.042332586730189456,0.032349367087210014,0.016977410524226855,-0.005222904088573044,0.055377530755810644,0.03058917732864842,0.027511035660836868,0.00489889189927213,0.007023932419800619,0.020287510505568963,0.017475553597704252,0.038941301269943315,0.027939341469481672,-0.005526578679403795,-0.0006380556342336981,0.01928106702466717,0.034102358926627135,0.0328097338279233,0.009460979424210455,0.022228452562469067,0.027203948668565934,0.02827618099453289,0.04096380767184785,0.007393900834561797,0.03196538522502057,0.0279921077732982,0.01921499192913956,0.0574859960826766,0.03820127105500773,0.0279921077732982,0.0227937712838591,0.02113782905899082,0.034112764853093044,0.03311753434029408,0.053960958368610236,0.03483629510697522,0.03474315805241231,0.04808405682765172,0.041919112143842995,0.07658744619318622,0.025766065898640795,0.008804751394698142,0.060222075437589374,0.03906187783772315,0.040102222045975765,0.025897558061871714,0.0324153756742992,0.032463295497553966,0.04843194162197795,0.0721139534548915,0.03888596990123241,0.05949654266864146,0.07338230761444094,0.06018036495966044,0.02761744967555286,0.03183794008018181,0.03288260305383545,0.030806788922563878,0.06005704742394834,0.040324801674014574,0.022315152946177398,0.0336603577409492,0.03280735027651161,0.041497261805808275,0.003598411189154588,0.05301153002023095,0.021566274321983357,0.03836988141342369,0.021241199542535498,0.02434822235431707,0.009312893841454369,0.04718554399543172,0.05300734405586734,0.007562778838189592,0.03112837880573714,0.05129648247866021,0.026104864779846155,0.004605047755211536,0.025900016621422127,0.024973363710035106
Ending Cash Position,0.3711348941077754,-0.0008169231222268012,-0.01798060200555398,-0.019012335861705375,-0.041142870504982006,-0.0024089524497516103,-0.0019523362671960286,-0.0006568832710116953,0.0009703603359345771,0.008420444741842418,0.0012977708608604781,-0.009545840024760593,-0.0036587564603995566,0.021530394433201976,-0.0036813831011501953,-0.041965979236838,-0.012568980453477277,-0.014185236067686267,-0.013552875002125916,-0.004292740720753235,-0.0036587564603995566,-0.03836721114208654,-0.006827413626797049,-0.03836123067201436,0.0008317639536944239,-0.013046967023633279,-0.014128145216475034,-0.03918461699366112,-0.03648671439071218,-0.018744016648815042,-0.013897453743645673,-0.004468959406584674,-0.01242917798902289,-0.0366970627591892,-0.02089656237916442,-0.018520362808861296,-0.01939633337911551,-0.018855971166103994,-0.035766000155294596,-0.020854535181275276,-0.012996644146663974,-0.012787936812961097,-0.00565990023892027,-0.027382114219936297,-0.009561255354279603,-0.01358116097819714,0.0012613323642027725,0.001242059624347994,-0.004813063524170269,-0.014128145216475034,-0.020854535181275276,-0.020854535181275276,-0.017108072127262456,0.0036994937526718874,0.0013668516817293402,-0.005468592557071262,-0.0057330398609206044,-0.0030519257317405653,-0.02830695525556943,0.02830684358134006,-0.021054644979616947,-0.03378997818986458,0.011356453396637224,-0.034251953128842855,-0.02704852777436969,-0.02265763076285984,-0.022918912625634127,0.0019489116277495158,-0.0012127416743335454,0.023889031022609183,-0.004436242508088937,0.01184704399794965,0.026679895362005195,0.011383280470579682,-0.014128145216475034,-0.01797091640680052,-0.018333838449243897,-0.004334022098117467,0.013115979385474543,-0.035185380170797656,-0.02001150761986094,-0.017523471558212707,-0.03753722077984158,-0.001958392166329377,-0.041331309119887846,-0.000999501618413223,-0.004750645388370861,-0.004495786480527134,-0.003661213413007076,-0.0018099521530131055,-0.03602764024017935,-0.004873520810108182,-0.0025032140843356887,-0.03612478851355954,0.00207254553333702,-0.0032812754369200645,-0.014253842393948848,-0.04079654348546414,-0.014253842393948848,-0.014128145216475034
Capital Expenditure,0.03409511859313659,0.06419265894634939,0.036705718531460575,0.03185722447440348,0.014130104203801497,0.06537225580212594,0.06496335385807278,0.004873726419847656,0.04497719641378794,0.062279593235082246,0.07290635996590464,0.05344806808687472,0.05388897805189244,0.09351911819702982,0.0540648799509246,0.03561101846032997,0.047756705715896734,0.04167628937387747,0.049331278400376884,0.016135590666439246,0.05245824275490448,0.02927978869127535,0.020493538690287433,0.016944900589424657,0.05536239073369751,0.042536129872317634,0.04167628937387747,-0.014333008743956845,-0.01220684583909962,0.001931004606257521,0.017090439648376754,0.052466618535293746,0.04739075202245521,0.01963911283959527,0.025893657542135212,0.03040205970963618,0.0319306018127856,0.007668849438203458,0.019874307587883347,0.025029446476742247,0.019587212597357042,0.030201303718704543,0.04564333915070322,0.013936692281569055,0.046432834474421016,0.04167628937387747,0.022456867730043902,0.07292555049777114,0.04468888856740627,0.04139221615264277,0.025259897127391434,0.024087378082369132,0.030717380500800303,0.03684536835154331,0.07131486154225224,0.03754633124936341,0.03895601012991815,0.05901967541811581,0.05261768093756009,0.0890471088752034,0.036093728441094736,0.01245463543261502,0.06802069397066651,0.04887896241289715,0.05871937197107196,0.04036682800906118,0.03198594987724684,0.037616288728633394,0.008047985968325237,0.08043540902328987,0.03888275933377694,0.08256007922473821,0.09707565993970833,0.0811367146950698,0.04139221615264277,0.0318072842770735,0.03083029211004649,0.03459718480015005,0.08060431365905334,0.039673287578082306,0.02387286661257186,0.030274659587917318,0.053548080955277785,0.045845261906279626,0.010067255916208318,0.06821379852114466,0.04627627491995454,0.05235370692604756,0.04832066041948992,0.04737457768123224,0.01972622200512726,0.046638764463755075,0.07279982672003503,0.016746408006222915,0.03778269264827755,0.07071121397622501,0.041017558054897436,0.001673649560614956,0.041017558054897436,0.039137304771836724
Free Cash Flow,0.02332519940346319,0.031272135613744534,-0.0058919029743758206,0.000709833368239122,-0.014263971526419762,0.034079443890412044,0.022135605677357815,-0.015461148054308139,-0.011282983987552642,0.02517583120500313,-0.011448811590124166,-0.0014771341496809612,0.009906041531447396,0.04505315707238024,0.012454766634376606,0.014997885560503804,-0.0006965851042865136,-0.0001698840344016388,-0.005395446321596416,0.009328682811873807,0.012973924805476822,0.004221352279508626,-0.0016483870591037315,-0.025749703404992788,0.030845115663417785,-0.0006871022900073549,6.000925521868557e-05,-0.027317957426636452,-0.02494236720436364,0.0029542678725771694,0.000824607566169028,0.021545744739633003,0.012090500371677531,-0.023382921846346303,0.0002625009770758722,0.01788711087032216,0.0029542678725771694,0.000760820006989532,-0.02110462282975725,-0.01042762567672863,-8.4086231484218e-05,-0.001145086046184164,0.00857094031439825,-0.010711273774612071,0.013475247835686826,0.01389918116451979,0.0073532255447941565,-0.006488726266842885,0.023511167429372898,0.027057995829640923,0.01809494407683342,0.004948360623051595,0.031116613735311258,0.03646459614167752,0.05017711700118175,0.032738906009165125,0.017649221834536453,0.04610788319353261,0.031010486985856043,0.07532083750692903,0.02414328057862361,0.005732558204084935,0.06050606418668002,0.037130495020388114,0.03735585713093269,0.02438010292871884,0.03253480976295956,0.01992213317724813,0.04657967298746487,0.07628557033305243,0.03490370578038288,0.0606280322453413,0.06649821725345222,0.06076747322015691,0.0262928504959449,0.030613812845997034,0.01854129574172804,0.010129468961721566,0.04235187923982832,0.037086001095403685,0.017329604927071248,0.03192335956252255,0.031007260424251525,0.024864382295789002,0.00045084900070552865,0.052081265459352794,0.018710241587906053,0.02257205844291646,-0.0105763570316538,0.0169661734705213,0.006636504581197042,0.04499890176907293,0.04721375645708597,0.005275457011807994,0.035757722495592476,0.05169376141816993,0.027917836328081085,-0.025439637326519608,0.009191853975030391,0.02351852738188403
PE Ratio,0.0361995514212558,0.0266100303783084,-0.01616170548073302,0.12673657684733894,0.0639468445707176,0.07935032759370604,0.07935032759370604,0.1413376461263807,0.07043607111552087,0.06408386729507538,0.09062419493514381,0.050928426427428834,0.06562247634163154,0.03248987914098583,0.06243461461356265,0.032507853450877554,0.0183890869543225,-0.002952716731050565,0.06586122888950685,0.0955384255818571,0.07653569883486887,0.05466063909495605,0.012120332335650155,0.07239288785007691,0.08842051889149688,-0.0073978205904434245,-0.0069991077693694805,0.07304836826790122,0.07645075922803647,0.0877251238901583,0.06883692706141463,0.11102767426795286,0.07454821566430395,0.08147910170326594,0.08261591659441944,0.08477594160221551,0.08894987772330007,0.08859838969471451,0.07266594660378797,0.10191466943422132,-0.0036213755471135255,-0.007574764631978708,0.07263129431770092,0.060632230319530835,0.11497789336290003,-0.0161657980382029,0.1371141583608237,0.077119008222301,0.07833872638576204,-0.002918602544450663,0.12643318497816533,0.11657184559416242,0.09908043498734126,0.1171901467780198,0.08884189793379074,0.017489051627035665,0.01567025040096517,0.06744352921382656,0.06714405958716997,0.09093421372781092,0.058672129116904496,0.039027353540559175,0.06838345666722759,0.07066405941306787,0.1353633551017428,0.012864898774610774,0.12504935787441931,0.14582531899024112,0.11085342941055693,0.04212723507959722,0.1373389211316332,0.07594768869099854,0.07955559217191858,0.06862565960429927,-0.007016092768444037,0.10564053283911368,0.11090503999579658,0.034639515085188324,0.06972352853003581,0.08357509978251097,0.10872514067013869,0.10557401431499207,0.05245799486888185,0.062065536256896106,0.06406693231775958,0.1001238727108356,0.11123023801733387,0.11841983544498852,0.13430372292060977,0.13518239673266946,0.06982068466654509,0.07485801930463522,0.0876200152044966,0.10439563571390398,0.12163721611400916,0.09418650079337641,-0.008448722557213215,0.08710735810307452,-0.006323175082030117,-0.008448722557213215
PE Ratio without NRI,0.009780399393420269,0.0020796123560748144,0.01142617544531986,0.12192213100975498,0.04717241643026137,0.19612904603933418,0.19612904603933418,0.2054308850992638,0.053368939493871864,0.05449482125644664,0.06637072692396062,0.04711110139240898,0.045492662825150555,0.05259802575728955,0.03909889505161019,0.0251959534553003,0.018407365878364335,0.00024007890261988196,0.0444972268078294,0.06463122137098962,0.051872135949084915,0.03699404191735465,0.021285095891761488,0.03767764738759724,0.0795506864227794,-0.004322331395950914,-0.003341346696705289,0.05590631523246115,0.05593404143281877,0.0870607676898687,0.05639392500291233,0.08883429343913397,0.05396791880406653,0.04746378041271932,0.06450798853374495,0.07926359361106887,0.06860003519699731,0.06834781709198169,0.043454752645169924,0.08654363104940958,-0.003123650962747886,-0.005022712613658932,0.04799224160930671,0.04071070394142486,0.09601785906541219,-0.007740876689793191,0.09477631326697711,0.05099510381276446,0.047811199156346615,0.0003285537755791065,0.07882595729927634,0.0773955138170708,0.07859156463021613,0.09804827505279345,0.06944465643660423,0.0017070314636955179,0.0020699018546533037,0.04438275916352976,0.06396033526104022,0.0896516191267329,0.039499123767012354,0.02319078697564562,0.0596271549753083,0.059242382581368415,0.10511562191672108,0.00018215564865123047,0.08421379654331494,0.1051270029670618,0.07184837309834315,0.04693454343163112,0.0890387200730365,0.05855358469785745,0.08108444627621411,0.06328162068620848,-0.0035900828248897534,0.05652098804546512,0.07115479978694174,0.022791023100493534,0.05855358469785745,0.06972869786873143,0.08798376373884981,0.07801194262705567,0.057500215654074344,0.05157653411286107,0.04347743440407198,0.053476442533736256,0.08683858209751409,0.08314293240608403,0.09860070993954141,0.1109783538109002,0.056529975980609465,0.06293823042889503,0.06316868932991038,0.06787395733421453,0.10716474287071576,0.07329020179120518,0.0003285537755791065,0.07873203360673882,-0.0031835622274801493,0.0003285537755791065
Price-to-Owner-Earnings,-0.04087465631077378,-0.019875650106285277,-0.002009789904306027,-0.005434963617382031,-0.005891841423149115,-0.019752749018030258,-0.018336420904743113,-0.01939637565585299,-0.00348570239897733,0.004488318969838412,-0.0027844451946131216,-0.009986442612905676,-0.0029668575466933506,-0.0359991349119586,0.004025709937440685,-0.00010364560678701416,-0.017042689669902973,-0.03260291078166186,-0.013868177365305205,-0.008011435855716814,0.008887745407712602,-0.02088883278101048,0.0010146505585950137,-0.006687488477874263,-0.011775754691415275,-0.016328922812415526,-0.02045826486779762,-0.010735042460788307,0.0023583722170025224,-0.006229659244754237,0.01160228323073902,0.014502998524682793,0.01339574628623183,0.004711366749509997,-0.004922576899758103,0.005206715845877619,-0.014430893649824073,-0.006243061857589983,0.0053087100631974814,-0.004922576899758103,-0.01563508859445042,-0.016328922812415526,0.0049517330149116846,0.0144032907937266,0.005240831031874305,-0.01538231438575399,-0.011954782144031222,-0.003745354101869092,0.0049517330149116846,-0.01538231438575399,-0.0040999195423250786,-0.0029456597037050398,-0.006587223822278346,-0.012684239907612081,-0.005125744960007084,0.00518586648141648,0.00518586648141648,0.007054521852630918,-0.01495819408164569,-0.015919802334867724,0.03690559685299725,-0.012644402327270798,0.010455876978716085,-0.01010468186475409,-0.006505748035932317,-0.02725261300335853,-0.006418964148570917,-0.021604664030539816,-0.02123747987837805,-0.01362636045239328,0.01257337711281761,0.0121359936255808,-0.015711289320786134,0.011262622805927375,-0.016179296161213764,-0.005651654855599142,-0.004584244398640821,0.014192007828589568,0.011870124768425578,-0.010120587161180894,-0.004417194706250911,-0.0060934352063882185,-0.015106443731385491,0.008761369783948187,-0.004166255256000554,-0.005549118955905366,-0.020593023307697744,0.013592248566528228,-0.013264945475577387,-0.0127595632820702,0.005068663360261103,0.012776948228279593,-0.008080184825047073,0.004491885249061111,-0.011240638482576833,-0.004140869701673653,-0.016560173167857708,-0.0023491455055980144,-0.01627496982503549,-0.021139344818824242
PB Ratio,0.041159383647931966,0.04935949366725201,-0.007523648712206162,0.04846739019095139,0.03979947653396519,0.05188995823880051,0.05322568503189809,0.012685573700615573,0.02428797770437789,0.04722477334090987,0.02221339520877438,0.009755250471151807,0.013609116156213673,0.0832851692641558,0.014392607328693742,0.019637251725103628,0.011597640448529793,0.024578574836192548,-0.0011501375823355841,0.018762543432407307,0.010334215570107101,0.010037646048729056,0.029447332461285197,0.055586910243144314,0.018031339043022555,0.02302026647430138,0.024081926327483634,0.023636619722459482,0.03443956122310621,0.0476554736486677,0.01529190591628542,0.017213602842588882,0.016849295544013515,0.03977871483103197,0.03652844624077412,0.003983475993070656,0.04756333947938314,0.04357372582885661,0.03905277876687929,0.03946349577829633,0.023358096469393873,0.023393293193231586,0.014011074151928466,0.06652883956195031,-0.0008087291395204293,0.016833876392765484,0.035518131046832796,0.024787713265987648,0.013922527531807298,0.023393293193231586,0.039589192955770146,0.04173475991999759,0.04931752130552585,0.041359696393875656,0.01583105683576902,0.008659399981564134,0.0036762801179949464,0.011109503622525248,0.009524801936376328,0.03183063698497725,0.036383971339647846,0.012011365079623793,0.042587284461663384,0.015028740184219354,0.01603815256123892,0.04358524082318414,0.047254129479702096,0.03842917200237952,0.011469902647948648,0.08240098165979548,0.018114722904367206,0.044845763035137015,0.02749744692280075,0.039185387519391164,0.01699665398798235,0.04357372582885661,0.048618412315315634,0.024556931630641352,0.04257246779591547,0.016523034711427742,0.04091428835247957,0.043776345423013584,0.010330792179358193,0.018487824303245463,0.041179227635531154,0.008895834494979462,0.035005547031012677,0.017186775768646422,0.0385188297018934,0.03842429419852807,0.03422646406811679,0.0186173048207466,0.00868259443905914,0.034272649354493735,0.035746954805066386,0.008885214033216128,0.023393293193231586,0.020379183601628905,0.023393293193231586,0.017056565252714616
Price-to-Tangible-Book,0.02573180085999485,0.04260685093749308,-0.020767950267400706,0.014432128840796343,0.02543956231633649,0.0431067779069019,0.02668587762253095,-0.01918083874134113,-0.011823185338668956,0.030610431063632527,0.008458607207650128,-0.010168545292161858,-0.006270052675826757,0.06655109171038841,-0.006234500191284656,0.003947792629951473,-0.00978851725196328,0.006181326623395897,-0.030140244245056014,-0.007044833125595212,-0.0063129268582440765,-0.023060413044711275,-0.005694378647294362,0.020738066905318576,-0.014391302544506084,0.0031234797767635872,-0.0047706119139236565,-0.005487413645164853,0.01751838457652355,0.021271373990461556,-0.006203848191699967,-0.009605438202976456,-0.018480383678313617,0.01368112273177263,0.005839866026246607,-0.020267403238743136,0.0013560973334975448,0.003235027560128973,0.009590106396528365,0.0011865302674116756,0.01120252387783961,0.0002672072075054968,-0.01984407370787217,0.029503219460578576,-0.02541745201396704,-0.004202250342907044,0.00046450899241646604,-0.014720577179181106,-0.021364900519039904,-0.005529658688241356,-8.03056132042939e-06,-0.0006923999592197533,0.002749418257375381,0.0014702201584168568,-0.014264343304792827,-0.022845874032032254,-0.022845874032032254,-0.02237341787027932,-0.009044355223392019,0.007345570124902244,0.0077678287342875865,-0.018703258834878233,0.00325791842064821,-0.021310609757018144,-0.01808406813574911,0.01089205847357375,0.0032903756245902193,0.0023251791822153796,-0.018063800118856783,0.0564092437046451,-0.005312523391746585,0.0016831611826168633,-0.00252482717272403,0.0013214321106710435,0.00692208602590815,0.007951203765607243,0.0013560973334975448,-0.01173997181568601,0.0033708300298943934,-0.01245189089866501,0.017456862270537797,0.0008378047369808407,-0.01840336080990966,-0.007737486583467701,0.0064085867480133145,-0.019266230687722933,0.0009211387701204003,-0.017488326603949764,-0.0012478531367688755,0.01732807175687033,0.01839336871725399,0.0030766480393648855,-0.010000317335058212,0.01811931107267664,0.02034416210376473,0.0042540114604503795,0.006651917918894529,0.012939463057187253,0.008411455904142225,0.007990126056960074
Price-to-Free-Cash-Flow,-0.045695810428213676,-0.04517534637407968,-0.016261088714533183,-0.026802574139532943,-0.02312123312530157,-0.04575278759456006,-0.045695810428213676,-0.05393499094454449,-0.04982467933175292,-0.018868011809360194,-0.04999050693432445,-0.00988301054631284,-0.01472151230144167,-0.024924893590014877,-0.014685959816899567,-0.008315659720530482,0.0025835165767763664,-0.03650620611140727,-0.016235894189984435,-0.011830730296611303,-0.012937504624462139,-0.031099709038005345,0.005869069496897502,-0.030097561502065797,-0.010331591117454717,-0.03650620611140727,-0.03650620611140727,-0.01712299871843534,-0.011901343508308123,-0.028685709115214723,-0.0083851077243562,-0.00964070940754827,-0.01016225143936721,-0.009654632605933978,-0.029636699240827916,-0.01579581838724204,-0.028685709115214723,-0.028685709115214723,-0.009654632605933978,-0.031142931773951936,-0.03419766462633412,-0.03650620611140727,-0.018714495482018492,-0.023590091028473818,-0.017242886769620137,-0.03419766462633412,-0.02520741480303812,-0.04999050693432445,-0.01730318549854637,-0.022756002765759502,-0.016863363910168714,-0.03166122437046864,-0.029316913320977613,-0.02373680581552985,-0.020181933566794392,-0.009610803692347205,-0.017622777042990055,-0.016549549445403107,-0.037476149175779454,-0.005818859355403467,0.02758392615528375,-0.03121017482790553,-0.01009882505745181,-0.031331814873264655,-0.01183944848177888,-0.03564895032932367,-0.019504993931988474,-0.025225674839870635,-0.054390420349841886,-0.014606888254782142,0.0020899330067257727,0.004149705278662598,-0.01736996906453349,-0.007300845871945913,-0.0168392437890656,-0.006164219706463995,-0.028685709115214723,-0.008151723604392327,-0.009985913448205624,-0.019430378035974985,-0.009002319371845157,-0.01688714104251396,-0.018452779678499627,-0.010419420313139176,-0.02787908641514924,-0.010083486201389536,-0.019997782594845383,-0.009753621016794455,-0.024447217697469346,-0.0015587069861911812,0.014748282259162356,0.006487327203222844,-0.032314052602741165,0.0026932801230470133,-0.010670197837051951,-0.010296726257309857,-0.03625317849634348,-0.014188913352641547,-0.02283022965479727,-0.01855837727798887
Price-to-Operating-Cash-Flow,0.006358739947172867,0.01797389279203573,-0.0031391824423750905,-0.012105848253871579,-0.0014092590573490918,0.012327880963332559,0.006358739947172867,-0.05594120346320677,-0.051527722503417396,0.0210603635400734,-0.04956175150995247,-0.008781189022499965,-0.033875311899345215,0.02408855083803159,-0.03383975941480311,-0.0073807344680683305,0.0033405088658586104,-0.0153274014842633,-0.015802964102764976,-0.03152527786033988,-0.034311885297945266,-0.01063185115136572,0.0013643789377264831,-0.007206126576609003,-0.027905754931503095,-0.013587221570206774,-0.0153274014842633,-0.003242466455499614,0.002339080593558878,-0.014040126544964254,-0.027878531743097415,-0.022772718003848107,-0.025259795957479476,0.004684455044804926,-0.016075148947779398,-0.030265578793178212,-0.012533894011840234,-0.012857874049797602,0.00746194457459319,-0.017116483659395543,-0.013070003314601057,-0.013587221570206774,-0.032050094515521335,-0.0014691049206634382,-0.030833450753723166,-0.0056453187697313185,-0.013176543840987483,-0.04956175150995247,-0.030739979772067893,-0.0056453187697313185,-0.006578294878073644,-0.004972161564403848,-0.0017937883326837765,-0.01252779798870391,-0.0315408027841782,-0.031092850557209062,-0.029898289728476954,-0.030747377612340428,-0.031385666004846775,0.004762712176424627,-0.00650064544455739,-0.023166204408062066,0.010550394086350667,-0.02991112302237759,-0.011354895367061996,-0.018711289573000184,-0.012910964891654206,-0.013194803877819999,-0.056661130216863496,0.025677889856449962,-0.02416740177796649,0.02056435890032516,0.004784172540280543,0.009097949892250781,-0.002263191020485217,0.004471733291802015,-0.012998791833348108,-0.023026518276853505,0.008350935812844545,-0.030355893888485155,-0.0005615409999742212,0.004256517257888096,0.004705628853649708,-0.03018543068784271,-0.0022372137114366124,-0.026051288818939436,0.007290958936569168,-0.022752164835415558,-0.0070504413297825174,0.00010217817671449685,0.01824503518388823,-0.016459403147739846,-0.04275719767440337,0.009057743923725572,-0.00299829167145317,-0.02642697451827674,-0.0028626130437583238,-0.0028228986559651324,0.0022460204674621797,0.0012156527228702773
PS Ratio,0.006961891770374254,0.01673537190058287,-0.022533981228352953,0.028607729280144937,0.020571777199769756,0.018982644257238848,0.01946094394695924,-0.00375209269737938,0.005737086555125001,0.04106119017015706,0.006045523993215597,-0.0066896269097484725,-0.002516178085928883,0.048627542151450126,-0.00287796718854434,0.005008849576146428,-0.002880071847718678,0.011813638069543346,-0.02017658754450063,0.0008039096284682161,-0.005659117318378965,-0.005935118645143212,0.012710851101696641,0.03655625639672988,0.004897201274778136,0.013660032785368242,0.012791629622085653,0.007364610374982493,0.015360171964100711,0.03104519523399294,-0.00011019338441211387,0.001567172053495638,0.0024106087414370245,0.021455212852591648,0.020234436220217828,-0.012451586373529257,0.026506520794339832,0.026506520794339832,0.016133482142906164,0.01957630717595811,0.012791629622085653,0.008153645851195952,-0.005348357659236326,0.046775463063387035,-0.016293214848509256,0.008153645851195952,0.019482233677753216,0.0014478505589179298,-0.005419820470211275,0.008244738605594968,0.023182732316162212,0.0194371728420582,0.026124072843340174,0.019535634550287225,-0.008444106943197187,-0.013767542043269656,-0.01363903020443713,-0.0028492475923012745,-0.006573713673335799,0.007661909181866438,0.022717958175208487,-0.010069888699511614,0.015342216567116047,-0.0015329983929289787,-0.0017523064897655314,0.005226134757383914,0.03117583149618768,0.021359602877197854,-0.008629779725424648,0.0480392983480714,0.0015998889519913745,0.01190187756839157,0.004217131098079502,0.01190187756839157,0.008244738605594968,0.031120483431726433,0.02607314667629075,0.014349281121795555,0.01585506738865516,-0.000907107029003173,0.024871607046962816,0.027220394312779225,-0.008972463088057466,-0.0018869245774135075,0.017887932548260457,-0.0069178821720897515,0.01482567340107466,0.0016317147468204929,0.020198550909497175,0.02026161614603666,0.02041589221019868,0.003764677378146267,-0.008065428568881039,0.015731876254433785,0.018884826268387316,-0.006388962113388552,0.013991645941142952,0.006901020842395332,0.012791629622085653,0.014751273857099186
PEG Ratio,0.023980175831202613,0.027230522159886784,-0.024708135144824582,-0.003696642374911943,0.028247566507969515,0.030239167068295738,0.02952360980282898,-0.008111995451170608,-0.0010931677186703293,0.041210610356550985,0.01655283882300293,-0.002059565488261814,-0.01443971715438634,0.0114403003915806,-0.021320193211531023,-0.0016956719096306565,-0.0073186593089066415,0.025418540184811798,-0.012988924508396093,-0.013853295187180524,-0.015016917106292589,0.0008807206264673812,-0.008421820268999632,0.049428003624762025,-0.0162136898024828,0.02072166706623324,0.02628694334809439,0.005555198448391329,0.009808925943916625,0.004240104451671805,-0.00518748667950408,-0.0031519992355787604,-0.004213964243866551,0.019618143637299745,0.0059126980058687925,-0.005383179680009218,-0.0013443118553207079,-0.0019803055675267846,0.013927976634747236,0.010806659892162913,0.026039784698431913,0.02107523563598027,-0.007229094233050985,0.05138672838969296,-0.01639714478938742,0.015948619306343316,-0.0011287544442500903,0.017957927940087506,-0.008323137147243007,0.020781578330965503,0.010700909196602916,0.00448049917740433,-0.0012933856882712835,-0.0009759997833769254,0.011479470916713457,-0.008531865009345866,-0.008842382302996443,-0.01062764859567646,-0.0010170496241817366,-0.005879211064889685,-0.00040024573165004657,-0.001319667339910533,-0.003687807582331388,-0.007207285268519187,4.5864199095544365e-05,0.011331223933649928,-0.0012128946934990385,0.004008522909571154,0.004463457199088064,0.014639964360730139,0.0006670323756627029,-0.003738733749380812,-0.010565978728350196,0.0005541267607088764,0.020647559310908777,-0.0013443118553207079,0.0025512297208711973,0.001515648934761225,-0.0009712548349258901,-0.0033564252098462126,0.004683118771561318,-0.0017776859733697943,-0.004991297696371286,-0.011604279008013722,0.03189486448906934,0.0009512235041763796,0.014393568773297512,-0.003608554941902882,0.015528338843537048,0.016164332555743125,0.013510354710237676,-0.011902941139706389,0.004970939072461606,0.015609151074057963,-0.0008368654494770125,0.004203968321761008,0.025418540184811798,0.004643104922188936,0.024831709680473532,0.02628694334809439
