,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,"Dpreciation & Amortization, Cost of Revenue",Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Stock-Based Compensation,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Telecommunication Expense,Insurance and Claims,Exploration Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Current Deferred Revenue,-5.1502575684126816e-05,0.11041414601540321,0.12234911126647921,0.12407304105465876,0.10018550698107699,-0.022281695158727757,-0.020938487590739213,0.0694623179031176,0.11472532348666004,-0.020131190480647085,-0.0006217183104445401,-0.01746548793960002,-0.014102216500258854,-0.00810797061050036,0.029743369603355566,-0.007985580563168797,0.033376448898060164,0.03499294874245884,0.029600422756943745,0.0290531260584041,0.0192945369522191,0.007980669523619494,0.03134841532590289,0.019931633453393924,0.02585602351895905,0.014944201598794107,0.044178629366414895,-0.00990911326172345,-0.020322133815568372,-0.010301174775080704,-0.01169361464938559,-0.00797174171714354,0.00254289157586824,0.0736134925779004,0.08258075417940045,0.01706924265845454,0.03162529164309811,0.0174908280518361,0.06944793705388864,0.06985325138018372,0.062001110422066984,-0.021383028730151,-0.012623631870679837,-0.07251160106460908,0.07181601469787888,-0.04523284344104199,-0.01743752772156121
  Current Deferred Taxes Liabilities,0.010126890959244909,-0.0232930677313594,0.014001249734867988,0.025033592621471017,0.08670881464302886,-0.017956364812932404,-0.01564451708429347,0.07973938925239892,0.10607745498168236,-0.012276355043648634,0.046260362477689936,-0.02971826297185624,-0.014201501794374053,-0.01414284459545535,0.029744626911885907,-0.011718258988528,0.03848604385948929,0.033585349649239454,0.04306686788362072,0.02972358797042955,0.061079490889529735,0.013019372853435351,0.0030281096063637294,0.01477555385543169,0.02650897665574735,-0.0018798005846652314,0.05007987790507896,-0.01997436828994055,-0.013850810090001513,-0.01715526855980968,-0.016869317184304265,-0.02387180586061313,0.02616605557616413,0.00918368554262908,0.0002883118016302537,0.023001366790027757,0.0390729542691987,-0.00585331971917251,0.0670725406802267,0.06156578821075884,0.08498190318088336,-0.01872116971309603,-0.015152713224950735,-0.10130013227139215,0.058009278370758005,-0.0679087491924566,-0.024859905832461594
DeferredTaxAndRevenue,0.011702830022705953,0.0710179706313266,0.06856705945262655,0.07045332929373001,0.04923432428218667,-0.013046211188181134,-0.008406377344417796,0.04425557913077622,0.10851794718079873,-0.01132750351629791,-0.0241800626865066,-0.006917961257647949,-0.013514288043845305,0.001411247854127712,0.032494267304009415,-0.026788179569320513,0.04456356332026201,0.03910153519307184,0.03410235728430257,0.03992992866425339,0.01259730119569176,0.014056415831454092,0.024778024542248672,-0.016756429453438103,0.021454313906306505,0.022635153922236674,-0.011047992447367188,-0.019766351697549096,-0.0037728242403199334,-0.032172613142115315,-0.05903951026733517,-0.0307681991116328,0.03081144279601244,0.03054111548569475,0.04432252205723683,0.028652193982980592,0.001391126246737573,0.011855761262084447,0.044387119189529964,0.04166388336050482,0.0645772601494043,-0.04848914121879912,-0.03009778583318508,-0.07937456005343047,0.04151359370123304,-0.047811430376614436,-0.03566962015595263
Other Current Liabilities,0.005491798460383124,0.013303911741616237,0.01870279896500044,0.018423550408853778,0.03252279874664331,-0.004705615773090984,0.00911084205859378,-0.0038402468796481515,0.002858831800159704,-0.009648565442880072,0.016646440288615595,0.014170309722776225,0.007664986344625152,0.0647240078649737,0.020897384633472623,0.0008412710723625719,0.051777472147898324,0.024334913869830305,0.006624518465282088,0.012268471366579634,0.03767395428780006,0.056009771887036416,0.04141156884195257,0.03518826726750337,0.041390331262745224,0.055673889509941316,0.0011777257745655026,-0.005478272868434213,-0.0016594804385691277,-0.0011953935338667072,0.0018386847764145205,0.005612708651323611,0.03036347875040677,0.005251191271742447,0.019862847632713832,0.010065177895489177,0.01945726316071668,0.15691153124455134,0.20830739943209572,0.1839927584698598,0.20698942293586187,0.011273582356247185,0.011500446950682485,0.03139951025553779,0.18756312933919117,0.0080323356148416,0.009655621396207084
Total Current Liabilities,0.0063730035668992996,0.06333808737237483,0.055657493038381196,0.018812635580611792,0.04478635207088133,0.0038882311963902563,0.0021748724162202193,0.024483445025702526,0.03134835966270968,0.003584966047811702,0.007943493296482002,0.011631196773387257,0.01949639193115697,0.07391920275949225,0.02339114551928293,0.0735730895037238,0.09412590387853541,0.10158508969688021,0.08030408122010203,0.08703528751956846,0.059375269674710233,0.0442632370624741,0.07238459926229358,0.07497083070693672,0.02682750215933192,0.026598129574862163,0.013335415324329416,-0.0016185893236057816,0.00370065731367839,0.010972633292601173,0.00745210701300124,0.011258372314669132,0.04949079144024525,0.028415053766127404,0.04765105337369864,0.03425028813097584,0.04786212374130457,0.11959331180735076,0.11583765255737553,0.11115299303023098,0.11428186364507753,0.023423947000116768,0.02797176960510167,0.0203159085621469,0.11446037148093427,0.013697364562693269,0.020573049406533463
  Long-Term Debt,-0.009440166702882892,0.03044314236584665,0.027380426646696383,-0.008356582992956503,-0.014834495552889059,-0.003287262328854442,-0.00787994756007052,-0.03105155015988172,-0.018084060903553342,-0.0070937587120457665,-0.014725176408417556,-0.017327942275624987,-0.002595461556400961,-0.017681110552896385,0.027397800570218275,-0.0035956168445703714,0.05484867007494174,0.056351717994521905,0.08250910752543257,-0.01134828139228988,0.13118204115442433,0.021323638700766485,0.029522993176674204,0.035709573092462456,0.0012522768115619254,0.0007942756396059091,-0.0020407913530009467,-0.020447837938142407,-0.007235015740718107,-0.002385964742086412,-0.0023870218924755245,-0.01433239447333418,0.007811906409718156,-0.011643893423810923,-0.0020652566096965013,0.011328245728697417,0.007537137022506827,0.029183296796420684,0.035357008947752004,0.06907925031607182,0.07023845890567715,-0.011248806791975229,-0.009083977724824685,-0.0284831739991658,0.06803152105298069,-0.053536296648672786,-0.032458437965565134
  Long-Term Capital Lease Obligation,-0.017438514808747224,0.014967298292491209,-0.004723620156633374,-0.016501363644729154,0.005001256482577305,-0.031188912353319432,-0.025872644794757465,-0.031170940533428802,0.006926817457681221,-0.02123043363531396,-0.029402060976972705,-0.016526983714394084,-0.007597804173846566,-0.02411336306118045,-0.005467808923315819,-0.00851151364583216,0.01570945253843672,-0.013896824323834912,-0.03370228493391838,0.04260339011014748,0.02265821289907704,0.036226947459999465,0.03506898975673867,0.06781902349232266,0.005645589889956186,0.005058854112338928,-0.031877739691744275,-0.018503321983501207,-0.015164082750584867,-0.024340560234211467,-0.03011763706923668,-0.026811578811920856,0.03072040488044654,0.02778405852450643,0.021917389615016557,0.0038190357150334813,0.028284219251068603,-0.05791976041746691,0.005483446066689327,-0.036627424362801766,0.0003953790917245528,-0.01303402100540257,-0.016964589033616768,-0.03736026968389685,-0.026136465802881363,-0.025074826818597643,-0.03656536970211035
Long-Term Debt & Capital Lease Obligation,0.012007610107874728,0.04915162014287084,0.031033367626116803,0.010828024857254747,0.07079178022985425,-0.013051980250048664,-0.004883516149174772,-0.015666732515250865,0.03009318067550495,-0.0005824148425903545,-0.00992186457824651,-0.002168454639382015,0.008153227676318538,-0.025590484316287066,0.05652674689377624,0.008166278805594292,0.06723554848870282,0.06887258727504843,0.06298405417785186,0.14171005678137166,0.04438462815121263,0.019027471948691657,0.03236153233844571,0.06396824106943945,0.01903136897794423,0.02472536778848831,-0.024952961148503025,0.010464185134915613,0.008014405116224865,-0.010199287092332084,-0.011293658625872642,-0.008294478209129756,0.05188398093308585,0.0460003888118798,0.03888936249257101,0.024365873445288358,0.04788982257860478,0.08382760690951581,0.1569216302244245,0.08869567722904502,0.15623064409048582,-0.00886480835866002,-0.0076094270173054845,-0.022888493614413724,0.11165697628812402,-0.037917604398931284,-0.04977447429776466
Debt-to-Equity.1,0.039208168633525116,0.08970025691108609,0.07591705594107762,0.05415985880976053,0.0690809274625508,0.013319343265889428,0.009866834075538476,0.04455152521640439,0.08201481265508048,0.010105528392837721,0.008637258352763752,0.012232077944979077,0.05794873470875745,0.022729644598906022,0.03610480816681529,0.07129039991221955,0.04320564177936897,0.08250916055210376,0.09946510617218847,0.03098964696273533,0.14513554866538805,0.05517276692815526,0.07662588121644759,0.09948377009438043,0.037842490180682004,0.03082758811670302,0.05453355294813876,0.015736694949119726,0.01457761410958424,0.03481780249050481,0.025675279710473384,0.01485811030434726,0.03496263977437274,0.03883059610243425,0.048003505824514424,0.08598221959187491,0.0698292543228665,0.022564601719124756,-0.00184720299417579,0.060377366081770634,-0.0035364728534411256,0.015466690065916184,0.015132875931266422,0.054689718460568894,0.06724272615181554,0.028277093254894036,0.06609688546816384
PensionAndRetirementBenefit,0.016650260264853712,0.01564509923808684,0.02970861014799907,0.03635967556743509,0.08771385944162562,-0.011591382019308786,-0.0019656840018241095,0.07503584702367067,0.2046406212167018,0.011573993916581442,-0.0060411491655049466,-0.00255078252333362,0.00611707183164025,-0.005678224224124215,0.053497334625218974,-3.8374592614877833e-05,0.042113756294807174,0.03669378270264584,0.10626891494783425,0.030678491045892813,0.06194983006169043,0.07519448754233285,0.09507561689436617,0.018788509351977224,0.02530297724057309,0.07820999093745794,0.05231901402320879,0.04939151948468228,0.0005761222434251694,0.04881591363953622,0.009387883777192723,-0.0009307386892950962,0.07736770099665931,0.03480696049176637,0.03140519663466012,0.038927402709381005,0.024063254278608472,0.007769024220114421,0.08378638013040106,0.04091298873694811,0.06510485159205104,-0.013080430407565244,-0.0168900123972647,-0.07977746572453458,0.036151010895354496,-0.0492970042622533,-0.07572650192207532
NonCurrent Deferred Liabilities,0.013822654192227083,-0.015966985666503355,0.006428817594594918,0.03390010861372776,0.09650429432846878,-0.014073390810496755,-0.015970745949820623,0.06715872741386855,0.11122829082379171,-0.013380428409336231,-0.01195861569451394,-0.015778504649082647,-0.013061203480833658,-0.0035055910402470567,0.03910153519307184,-0.013358894703792956,0.02975271233901295,0.019693052634570173,0.016334571516972266,0.030198276349846988,-0.001499979171998662,0.013036956484152571,0.0052984482248685915,0.0041912999058383435,0.019255588410937895,-0.0007469890975625097,-0.03772428528129299,-0.027346381750223803,-0.014244106426453844,-0.01882558399633534,-0.010644651523915099,-0.018904416630542466,0.018352969278990633,0.02541922377239803,0.013875396741456828,0.016011816507732375,0.023115791376571534,0.006904445506264838,0.06810963887963731,0.0638424904292278,0.08630927840145765,-0.025603308114523965,-0.01702404774425375,-0.07232405454706932,0.06661634299228471,-0.044940222839146116,-0.019839977554643312
Other Long-Term Liabilities,0.009403047966032642,0.03283036949385613,0.035514335929785396,0.0016997672160986303,0.08401947542663485,0.013204369154659602,-0.01310703142970628,0.025813278567822923,0.02212786599270785,-0.0012361443988357515,0.0049817512759103115,0.02572041600746726,0.018448898602994816,0.048510821754760916,0.003270079661312542,0.008614626731921432,0.04454286305864363,-0.007622538006054514,0.0036169202366901016,0.004961515615358373,0.03576697726561901,0.04796979787964315,0.03272605235896246,0.029799647581210016,0.028445153124323296,0.03249808537882541,-0.008762792940742156,-0.005937076673530644,0.010248622657013734,0.009955461038103543,0.009693939872035326,0.00868355947980829,-0.0006350693835003251,0.013824622029992142,0.009567497681799764,0.008819171923517385,0.012382087741777707,0.08493233432925637,0.13573409925546226,0.11207687494743171,0.13341771295918434,0.013796543279718613,0.011290313861762031,0.0208858409633436,0.11583514970348664,-0.010436514417807208,-0.0050501361492634
Total Long-Term Liabilities,0.011373832773115647,0.049740022099548406,0.021571882429549157,0.0002094247442109387,0.08699272578646851,0.002782739840860849,-0.001118696054332462,0.018198335780388517,0.030150040616534042,0.006278837654783585,0.002698155962387964,0.002115905670271879,0.011451096550216509,0.05107182692427396,0.00951887635221447,0.06076670579225995,0.0631481604978926,0.09815906331566052,0.025864467686098694,0.03582915427824712,0.040307433176583286,0.03251376352911093,0.018582867407121024,0.031573181016142655,0.005076677190377393,0.006701998091179885,-7.42549221500288e-05,-0.0024202054923729024,0.009229531767266704,0.005723328746728128,0.007756816906571053,0.011737741968559676,0.023141399240252665,0.003625656979351682,0.029411695610443957,0.003997022282912046,0.038113997483080475,0.10651586554479112,0.1545442197230793,0.12075170605536477,0.15219179022653065,0.03284221306078847,0.03554825214697521,0.035259673137140415,0.13482813922938758,0.021975425696750286,0.022335169486179012
Total Liabilities,-0.00847269901683818,0.10008779415328843,0.060922186612615684,-0.013138859172402132,0.004823985474632485,0.009982313136172528,0.013125746740340869,0.03293350442566349,0.031960873714448855,0.006528432114124299,0.031684935508190605,0.0154838902788417,0.021762966140339398,0.0588130495012425,0.02164648188175028,0.12855336953538843,0.0855535054054026,0.10200697010091886,0.02530576538448048,0.025551395515281648,0.0402720747505874,0.053127735259759126,0.058141078100884924,0.06631172216515235,0.038197545137019,0.03329375218074945,0.02264455191235242,-0.009530602472948183,-0.002148464782142809,0.009619519561283488,0.02124661313014718,0.01371265313870657,0.049259132846488626,0.036913886447677874,0.05336041708078463,0.039985804727963585,0.06408600645707548,0.1040756146943809,0.11838252627961991,0.10793529269537283,0.11292047097891668,0.028113320565783532,0.02723427498274583,0.026326490631169295,0.11011407781966966,0.020844205522232685,0.0380060341841542
Common Stock,0.00461504139130244,0.030496191031807538,0.012144215713591467,0.008523532806515893,0.011551687008960936,0.018065638555295017,0.002511253573768757,0.04673789529768822,0.1537656233283783,0.00240152162395583,0.004200821006178826,0.002650124401673346,0.026884597918941062,0.004382644393906557,0.0019748192091291372,0.008456709348141005,0.03208879378867216,0.001125360190135559,0.003343733851424384,-0.015274398153319487,0.032250363817812114,0.03193657927266135,0.043494374779860685,0.023535186114693546,0.011833265657024378,0.028053514290418396,0.026801973053726388,0.01780085354205161,0.01685983662486435,0.01617056077851059,0.4884589469324096,0.49808453896652294,0.02473681218287551,0.019035144482708443,0.008807048432587228,0.006934624833087695,0.013078003626210154,0.17147663067262017,0.17707474064586684,0.14405858273519134,0.1653722996528898,0.06508758772645927,0.06570287927219762,0.03624139438824633,0.1366722615003883,0.0015491136192211288,0.008448862219844085
Preferred Stock,0.03295435170237941,0.024772881524885125,0.033637222008461844,0.0342969904871709,0.027444551252658034,-0.006872146814164799,-0.025521935163521046,0.10654586626920051,0.2271199614774626,-0.025684152211849377,-0.030053286075635472,-0.01996191778783187,-0.03417343575355241,-0.0060246304216130895,0.022289939800622962,-0.0056902203539402375,0.04393831567933094,0.019033921635698333,0.040694968341224,0.01951701410938592,0.0053786686278339425,-0.011479376550284782,0.021989895140911365,0.006198702495245693,0.023511957117695464,0.0038505994236490305,0.0006938211694300089,-0.02916816339295674,-0.02202713136607591,-0.028321708434346123,0.06062532392417961,0.036759442176341334,0.007147873039461001,0.004794439905775116,0.03197798967431302,0.033169865750735626,0.02647689717884959,0.01097913215524011,-0.002960149718858991,0.08396829159055956,-0.0048048330993675295,0.025426964302902078,0.02334315379239344,-0.07559023123462748,0.08493751501596594,-0.046492009404668286,-0.016636462188225766
Retained Earnings,0.03487916563385268,0.08617666663510597,0.1008672015174075,0.00019154073096206738,0.05164171587488206,0.07139823182567806,-0.0025276562895911224,0.01782733509969195,0.0389571491968658,0.005932144992018162,-0.013342105617945053,-0.010611764423107246,0.0010820518914449666,0.002814465241035247,-0.0020000693163646755,0.06437373730716756,0.11432674220835742,0.05431745489795989,0.053668436505890524,-0.009708130055100468,0.09119149856914174,0.0026838801875926706,0.09843036993610581,0.03876401965392136,-0.01116462499417728,0.0029199778413078344,0.01616523366971725,0.058220623330604716,0.05670034079007156,0.014576960775046425,0.0602629610891096,0.059302964886661196,0.05423692164959642,0.05672251547167503,0.05287750652153013,0.01173715032008796,0.05508210856387764,0.1447318975366631,0.14221571518411155,0.17665786501484315,0.16673850140789895,0.06106383767586174,0.0489164661250796,0.03893693998016683,0.1762185387164075,0.018875640727348326,0.05423810357490928
Accumulated other comprehensive income (loss),0.044468948912711775,0.05651881048875559,-0.011201348028895157,0.013316489079484243,0.0843458508324658,0.0564326602128639,-0.008395145775803154,0.07359120500078857,0.19564502973162376,0.0056911317630461535,-0.026082367681209567,0.025268667550085746,-0.011645855495636985,-0.03557070293394414,0.039482588190923665,0.045495628208072174,0.1077838241330132,0.10594625964034106,0.09181528570676245,0.09215718242737111,0.049096627994465944,0.09063609255300839,0.0732777435740539,0.0008614321073963445,0.032640637441142886,0.05411667187703132,0.04263077087263286,0.061045761538895175,0.061045761538895175,0.060678434208457276,0.07422194435922856,0.07028206981059122,0.07089568974602081,0.06578614214080518,0.05618394578024443,0.014389440466797236,0.08121400780150277,0.01646036191081326,0.06565983714256966,0.03563144740371611,0.10261471674363502,-0.012835779476449769,-0.012427978760781689,-0.07077287332235864,0.038852628188491556,-0.042350275881336635,-0.0469210636837496
Additional Paid-In Capital,-0.007839389140682294,0.0312309369955582,0.014887494268283322,-0.0022005998833051505,-0.010996124121387733,-0.007573954918667121,0.004393168326485065,0.02909998666842562,0.12450083574411158,0.003810195294976197,0.018502517401135354,0.09200875455270355,0.02337615166619078,0.00041507200688963714,0.024517195893887546,0.019746251086181266,0.003592189269727537,0.0782958221107912,0.01671176774226795,0.073317326450644,0.03431034340040792,0.014447933437687088,0.060625590850327385,0.08858066548287452,0.022562208291913785,0.02832253537156024,-0.013451403849203195,0.010540841210409397,0.0018559254569697212,-0.005205993051170712,0.01258769507234968,-0.00524263601518466,0.038120448410284946,0.03471910982066333,0.0029701110598892183,0.012231381115500232,0.022442485910305857,-0.00011017832712297611,0.022993029625218476,0.0032796296966872626,0.03265396503254775,0.03644239327848741,0.03644745008241846,0.02856423048224349,0.003599356671988522,0.023599122829183167,0.024193183876810777
Treasury Stock,0.025106559481810578,0.023936735957322312,0.0010389363777145244,0.035423571655505075,0.010493939886506105,-0.03203523328267484,-0.025977311517971544,0.09639842711005328,0.20610779880544586,-0.022058638339220508,-0.0307314313197274,-0.030462946588217663,-0.03417757475938752,0.004324793814753646,-0.0020643784178293063,-0.007747187044594763,0.009636752954816953,0.004810280098913596,0.031417382725328985,0.08615294266212603,0.002817625349860787,-0.015667586369923568,0.022096626186549482,-0.028373582982365118,-0.008339076183560253,0.03252312079196542,-0.014199948551266934,-0.0301307713897542,-0.022222215879967634,-0.0282565359102871,0.0582066549195916,0.03272674109210917,0.02511315610244532,-0.005727648879903791,0.03072843368608743,0.008123206544636595,0.008155619884284983,0.06563287391821573,0.02114347795949328,0.06294995078423515,0.014345809892180986,-0.0505994971618045,-0.04263954070717745,-0.016097524119623407,0.06403414771656578,-0.03343082536652708,-0.05149783230714558
Other Stockholders Equity,0.017516144237334108,0.07046476503436931,0.06984637014587337,0.018072669815731628,0.019090092968478488,0.04021302775837203,0.031875577532554954,0.010005275403833388,0.1176092433996293,0.030117601409693027,0.02580757407950249,0.062059783041443,0.01201691184799499,0.020360873132581003,0.013376960498317141,0.040635476550760025,0.0757543634519818,0.014845548718086573,0.015753539533316242,0.02346720211204847,0.062428375578454647,0.06587152256000188,0.05637221305000393,0.044824690666769154,0.05038710089166115,0.056685555908744606,0.019287834434202906,0.028054301882587007,0.036136447508161175,0.03236807563723602,0.11823784778287164,0.13297605673462648,0.032536897386605784,0.015666480069869503,0.03269462966873344,0.03175234023620194,0.024004626957679485,0.09493893056988277,0.12256671507908765,0.1212617289371521,0.11640525458450189,0.095787229719521,0.09472855064609437,0.022040113059594326,0.12228082334691093,0.005776943771915539,0.006227979891030325
Total Stockholders Equity,0.016909790045158916,0.08130207960753008,0.07374899325125348,0.02718776723161563,0.019974180720610257,0.009856424071301806,0.013875210895053634,0.018871925169402025,0.1102186574768839,0.01348956108613586,0.004186303251978852,0.016166270721485753,-0.017393942856841028,-0.0035307093909234238,0.01807676744837366,0.06427729043167632,0.10871575875612378,0.04936203020315206,0.021880476333257785,0.023552477817321622,0.07172336765698922,0.055965549639706076,0.0484636736362475,0.07191972437521307,0.03368071783306005,0.03354493888387043,0.004545479708603882,0.00047438442579729803,0.00047438442579729803,0.012856728513221746,0.08486372496812301,0.08742447867625094,0.058969467232737424,0.03718062908565688,0.059304187598003585,0.03565759516357708,0.04567808251372148,0.024410873694931896,0.03672941275290429,0.02537190990161206,0.03747625198138738,0.07027566101940089,0.06891804265588046,0.020131778028418767,0.039423987729933024,-0.0005678835331175977,-0.003363791369885794
Minority Interest,0.007954963370850034,0.029052911992317642,0.027277409235751216,0.013386185307074173,0.007853960777157876,0.024963377861524257,0.025794973839265004,0.03270471760376015,0.052315117880354055,0.023849716681130763,0.030900801003402603,0.02245087020324344,0.015720131636492506,0.016498305618506886,0.014701007029577561,0.026428926057869312,0.01758437027392182,0.0044021311132191356,0.05168132071449859,0.05011064047358287,0.049785350631188934,0.018478296905439447,0.04636645367683213,0.03980939857817949,0.0010711010656543837,0.022514790278802183,0.025127385500867957,0.03306991762123298,0.028120551928862272,0.5074267166033601,0.025385065288460042,0.021863200325942998,0.019534236514640504,0.021293384094862314,0.020838553756449444,0.02285348129562737,0.019588596651926353,0.09442860896631952,0.10180946786578063,0.11118910914632561,0.10245777797954289,0.05461929373764786,0.053092930104865696,0.007451318978289507,0.11026836592199526,0.031224232518695504,0.050601960405938784
Total Equity,0.0902199037412223,0.10838449969716309,0.05803460791241586,0.01969760547815022,0.010196985214663652,-0.01039560763515465,0.006880286895390491,0.03139823910897461,0.05576041309782016,0.010274793157682503,-0.005961168361914177,0.013529244357286236,0.011167333185638166,-0.007834673930439297,0.027344077030123773,0.05152411362866965,0.08461936735203437,0.06077868596840423,-0.0050023154166570025,0.03973188154507313,0.04935896620754302,0.050028372151975614,0.051310897752909826,0.07157830407975245,0.03945304367084567,0.03298773303004203,0.009249277209046475,-0.022166531353537966,-0.009416768282086966,0.011732740128084309,0.044519194949225065,0.04321886157965989,0.04012146880823588,0.013512368134891659,0.05784730172042767,0.036600168459563,0.05203859074284251,0.035910260034084374,0.034039884625051336,0.03259572252650507,0.031207089034700215,0.043121176347140557,0.048918189800634816,0.028475325813490802,0.036749664152594536,0.0054789672737876735,0.012764523762773893
Equity-to-Asset.1,0.10205001023679877,0.11898650985940382,0.11674400711298798,0.10843596534202418,0.05886385954359763,0.07253213116934672,0.06532304115438384,0.0828514461590822,0.1857724312752441,0.07903052659011636,0.056028902403225986,0.05267087226790139,0.10530780205753168,0.058747159505804274,0.07505050511092788,0.09778380536200743,0.07582322956309685,0.045895917526499,0.06830019713649908,0.06545029308248233,0.060193617778230006,0.07879160989675052,0.12875117572049513,0.19756971979166374,0.09598104705545121,0.0795058087428295,0.10595001537237733,0.060326774420657016,0.059793447713610094,0.06381070095435835,0.12311493803116497,0.11759874316682781,0.07460404015753934,0.05400890974758461,0.07670552440901303,0.10554671286554186,0.10322835373028574,0.13262813947128171,0.11151807011239609,0.16095227621786007,0.09569889174615752,0.03307014071589508,0.01034288732709186,0.0475088822808586,0.17793011062830053,0.040330635659344825,0.07612698170224189
Net Income From Continuing Operations,0.017136986976398157,0.05461455182382334,0.032631137682372184,0.061395251870651146,0.11286367231765795,0.2645096062308335,0.09910496318691511,0.022628095685588562,0.06834756613022189,0.02044676101239321,0.029960958759669545,0.032176499568709514,0.026343425401686674,-0.0004595316292414463,0.02141255624510805,0.07989040035781135,0.14485743442688148,0.08921098638844677,0.09738465652498199,0.05473898149675176,0.040019805969293026,0.11002601014513955,0.06142141214471528,0.02639938499818322,0.0036824776276447005,0.0425533389549191,0.009331317451558966,0.0848322228493146,0.18307606221349595,0.11576663169004522,0.11287859261098573,0.11200540597783214,0.03249122003092854,0.08989968620414733,0.052580802554242356,0.09275760916269833,0.08257755763273977,0.10555039695456549,0.19978031009254388,0.10555039695456549,0.20693903851988268,0.03930716816483331,0.037719820438492487,0.024457432043126934,0.1044584767338929,0.01244815862323859,0.009765212035292993
"Depreciation, Depletion and Amortization.1",-0.015537656529720823,0.02909029449551241,0.02306272499951808,-0.016741143351595964,0.17083647429196286,-0.0016916822500952014,0.02126954966441293,-0.05437645678417812,-0.009404936582223442,0.023223154524473173,0.024485487632482605,0.02473200324362443,0.01989792896583007,0.01087522328845842,0.0390138845035319,0.00341338548259063,0.04450231959633855,0.020899689713808126,0.008219662295781999,5.778975120283424e-05,0.011000895260682911,0.015326940546882117,0.0216537605854232,0.09465997274330624,-0.012287083472683535,-0.007876716398074878,-0.02108820583937181,0.01681793471843318,0.016623500294192697,-0.0007206549148922395,0.000923639508554282,-0.004695475043861343,0.008066575256106908,0.015651429620840415,0.003187881024495481,-0.003967872178029529,0.002467282129345629,0.059643245171378555,0.14491057349973874,0.05825852394110382,0.14505123648106782,-0.001459809520353036,-0.0015240858965060219,-0.004704795017443114,0.07822416882236248,-0.022735987736739075,-0.02289161946494445
  Change In Receivables,-0.016301511236432406,0.020521730133639195,0.036368876026544754,0.004156940995005915,0.06127741785166268,-0.004292034342479767,-0.013084263947487525,-0.020679395098047074,-0.01798597178572984,-0.007881882259690127,-0.01106632794678292,-0.01201492914123088,-0.005390337495483476,-0.008253207731360747,0.01307755779063774,-0.007621137353301281,0.03782250771096054,0.02675132898660573,0.011113670359394366,0.004220171049704173,0.0742421384465222,0.020708938617213884,0.054102314439269605,0.03486313824655542,0.00318569707379753,-0.0015385032032523044,-0.015967702022121066,-0.022014629705510956,-0.01725083364014013,-0.0077248408116347925,0.0085488956784927,-0.004485599162938894,0.00180090609393469,0.002584110014571676,0.005489661227645248,0.012064932158244617,0.008140807198681193,0.09708139863025464,0.1017387464192303,0.0882709815510814,0.10215675705936846,0.003993165427814267,0.006257338579735571,0.017806886658813765,0.08916680271881829,-0.016661385473415558,-0.015777767233028695
  Change In Inventory,0.028977887897842964,0.05709464767069655,0.05426568828112216,0.055822288037052005,0.048878977697952866,0.01164178565977994,0.008372387934778657,-0.0022012876872900245,0.027524300622241194,0.010610577655633203,0.0067903417098601725,0.007775082753657593,0.0034706503197733584,0.006733907551180114,0.006872080927774216,0.006312231007485819,0.08414084897681355,0.023178334262198425,0.023023388796950296,0.05205344586790642,0.08525532161563935,0.04184622536222728,0.07004885115148383,0.05842824077806255,0.009706590804953969,0.017439302580696488,0.011633400394673385,-0.015585106027873078,0.007486537735372882,0.008782307955175032,0.0071728082367989955,0.01278032337810779,0.023400320118247112,0.020450651854880604,0.022061126840370815,0.02147918400105108,0.019990666307916245,0.041423234447282624,0.04157561430852825,0.0026602866916229347,0.04828643494315486,0.024776979161525183,0.017117234914130003,0.005199381319543584,0.0038131899782514926,0.01782625688202734,0.009435843892486823
