,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Total Long-Term Liabilities,-0.015916478466486306,0.025166616146069392,-0.008502457216442098,0.01863216662182614,0.038330136269062884,0.0288498510413283,0.028664388628120572,-0.00594514770464937,0.009648828864066362,0.026151583174653017,0.002130099802693025,0.0015478495105769432,0.04327294456141573,0.057224975800430684,-0.009354110606697469,0.004136047967186791,0.002001148491830182,0.03701026577413663,-0.010394170281720435,-0.007343425987702816,0.06320117799801965,0.006810377632617878,0.08979740073800101,0.017671035332510132,0.028697847534724003,0.020365827560658634,0.03488038529697016,0.07803496043487887,0.0758742345558572,-0.001495336490092022,0.03049566650179218,-0.0018657572412486179,0.00046221325166792906,-0.012152701945258308,0.0070573547762149014,0.019899383891437847,0.008892422135234583,0.0014315914616694135,0.008257571589306317,0.0008368498104198863,0.012261243343344008,-0.002500987882606955,0.009899897475701297,0.019142854739041648,0.00789553751457129,0.010142068097212135,0.023141399240252665,0.003625656979351682,0.025737818903338046,0.04354149503263436,0.04374795201365309,0.004155556383651924,0.040353564938912664,-0.04928313051444362,0.03293585785591429,0.012226898638783571,0.014932937724970306,0.041522870444175235,0.02211271427069876,0.09628504933661552,0.046202125114523894,0.004291100598467792,-0.02035331070124736,-0.0005560983031201935,0.0019342775299921746
Total Liabilities,-0.015805037406111118,0.061532508540258275,0.008937351827368673,0.0053565217488445935,0.014069952188474885,0.009989200720263939,0.015945853613767515,0.025063857733887075,0.035435890293249964,0.02715141717559393,0.031116879348495666,0.014915834119146761,0.014818575596847496,-0.0040340278231375225,0.01572372874880943,-0.0008881468656574422,0.02224199166789321,0.02079218110419484,0.0014928661024625563,-0.0011944955780012509,0.15681296789118118,0.04282438108812094,0.09458897236091683,0.02292746932958142,0.044246564992776835,0.0870707257956617,0.02567105848690852,0.07756393106769266,0.07738855352073361,0.01092074339876117,-0.008208784979750904,0.00297160287744488,-0.00504985084619895,-0.00030338282561444773,0.008220978915917143,0.05290876429362682,0.003315952734879717,0.02694047881649343,0.012629770178262457,0.051093960338460705,0.04807289258000095,0.01351253840949796,0.0213021051656061,0.01900855703134063,0.0360092610674816,0.04792525489418383,0.049259132846488626,0.036913886447677874,0.024195962873641577,0.05915464465893304,-0.004016249185592259,0.014025799826207143,0.02679249110423671,0.026486396165896858,0.03660049253319223,0.012235354092489145,0.011432810469513898,0.07636173878157528,0.07563452759649623,0.09375221777970298,0.05526306609553255,0.01519630870933925,0.029231461176527605,0.0022073150801831722,0.014901805159822415
Common Stock,-0.005255916813785507,0.01606856536667373,-0.0007317096983312068,0.05736221804939357,0.058937154946878706,0.05085064214707972,0.03482072731694194,-0.0015715016816956681,0.019182290142874724,0.009672838259229493,0.004006216798151878,0.0027238649023310166,0.034758229757875445,-0.005254371479878672,0.013196374912751408,0.014031184246713518,0.01589339639684517,0.04879660384143392,0.0035181832265459762,0.0012824246157228797,0.013633770527362744,0.013234551944977208,0.012689558569139257,0.017595914214456325,-0.0017472264399856828,0.0039025310408502935,0.02530945674362942,0.022792292208290845,0.004342903492965567,0.024828495475819192,-0.0007496345929088903,0.018891301276471102,0.009559666415809851,0.017713620204134427,0.015496178558463143,0.0159770263829427,0.002004697849238529,0.02288844508662948,0.02440853209317076,0.03236031533497616,0.021765892798278137,0.021086943289403887,0.020682634684750477,0.014198503283476521,0.02035870985990072,0.4961696713717938,0.02473681218287551,0.019035144482708443,0.0036831770338113723,0.013558210706823701,0.023523565505725635,-0.005695274099563735,0.006905834171474918,0.004025765133217207,-0.0009324751199811508,0.058479720603968124,0.05867018072282153,0.025561664003851927,0.02086750581727248,0.06190855489949023,0.06735494967387971,-0.0015280367655198944,-0.0021778750986239767,-0.0077576403491862005,-0.001076089836826439
Preferred Stock,0.077975360725547,0.10690501946877821,0.12119440983546832,0.04009259689816041,0.03548913495097355,0.0409948599378626,-0.041923958140088986,0.08133055553535129,0.09748438957747124,-0.040015814384505244,-0.030247890283662423,-0.02015652199585882,-0.03267588293495822,-0.017278506372579334,-0.008043352338729125,0.005354153728659231,0.011876031180858898,-0.021321494291256276,-0.024036936238063487,-0.00949760309128892,0.07951016486817832,-0.01928094811067873,0.024829140452044235,0.04539234111364248,-0.026718909830560633,-0.027056638834371267,0.020708768637204392,-0.02246824415354199,-0.005438691935589365,-0.008315292684368042,0.015289651863525454,-0.03448396442691329,-0.00774728628899077,0.008221052754975658,0.0857886633597085,0.024042062198462156,-0.01475322677666551,-0.00520263129250367,-0.02788432917500122,0.09723883442217338,0.07132657257866398,0.030992439194883193,0.0337061845821371,-0.006453455970509756,0.02906110906185232,0.18268888184626356,0.007147873039461001,0.004794439905775116,0.1183130418151958,0.07939651413163222,-0.011966489431237027,7.051486608388238e-05,-0.03028513485025473,0.03261431724393039,-0.023162463695355153,0.030005480914294183,0.028155224873160193,0.02080579906726016,0.00273522636514079,0.024634814483131498,0.008687261609500872,-0.0005635504752870856,0.03232271124500878,-0.032114865794649256,-0.006636608482553683
Retained Earnings,0.036739879309490686,0.07960557189519943,0.09423106780507891,0.04318507607321345,0.03711674062769591,0.11132317983053619,0.03573677476569768,0.012159418163067804,0.011295501883250614,0.05376893109193817,-0.013910161777639988,-0.011179820582802182,0.04475945628925903,0.016378824598807046,-0.017194140199611154,-0.014204785294201645,-0.011883464314680799,0.029760725227229817,-0.016232892086116536,0.048442059204747916,0.11831560587422928,0.03762771205093353,0.04115733560768321,0.04497329375856444,-0.00946564073689872,0.0012414346337019195,0.09409685854784969,0.06585569020389971,-0.006443988127918081,0.053658500551410276,0.05837544575493411,-0.007133973432686318,-0.018051825932110528,0.04035273695246706,0.11104830917010873,0.02320874008356591,0.0025329775728834417,-0.016999885901132793,0.0012844886518828388,0.06888556643152038,0.045347967370408714,0.11052782812403888,0.10900754558350574,-0.006100455978670328,0.06663141272743218,0.11304362851018435,0.05423692164959642,0.05672251547167503,0.07957557908990921,0.11154686720266682,0.015205115310200537,0.015208480600284043,0.027685265034024416,0.05130242153133633,0.04480861263031088,0.012677763768970353,0.001112847412846632,0.04279562172355665,0.05979687127418016,0.10451007508062278,0.04961935497422109,0.0012813945510830394,0.047096678488953596,-0.03426481446449556,0.0015852917346519295
Accumulated other comprehensive income (loss),0.07642238740652287,0.16703539978119414,0.08578805844385272,0.003272256483310419,0.03790233826337073,0.10325575062300815,0.016069594398806987,0.03516011557306221,0.05473341307556065,-0.000780162784318923,-0.026650423840904502,0.02470061139039081,0.01220955357085108,0.006482813665230273,0.007323067229375925,0.06165822404619387,-0.039126653466039524,0.06756152411876815,0.07527291928347288,0.06601859105698205,0.15867445573554334,0.049880350080053225,0.10371803328368273,0.09530964652509896,0.04740892948648887,0.007584707933685956,0.06592768106183995,0.0641356285101862,0.06112463875126536,0.04257696571013138,0.09257526789529134,0.027538534355062854,0.007454687948676851,0.06834681337029017,0.1786515217397641,0.0033591957668997743,-0.026439412901421776,0.009602926674653121,0.0721643745544549,0.1535627626132334,0.17589339629263562,0.19436160557712404,0.19436160557712404,0.012308396440422757,0.1944197452808164,0.19980714816805328,0.07089568974602081,0.06578614214080518,0.1730594605992274,0.17709228604475152,0.07474061568547725,-0.0001586732027455853,0.024709897494443918,-0.0059125504727998365,0.04691577553573167,-0.004844956996924883,-0.004437156281256801,0.029535616935813153,0.0334210416759672,0.027754786262863058,0.017182379465813764,-0.000383510496245383,-0.003996009427802552,-0.02616408292290917,-0.032056629177166326
Additional Paid-In Capital,-0.014382143901682895,0.018708109228053486,-0.0010030577024773132,0.0062007681407402785,0.004517576162169766,0.015116886410017072,0.03349310683588685,0.004185471255682101,0.024339257674875034,0.03224837274219535,0.017934461241440415,0.09144069839300861,0.03753250633959878,0.0009042952027536275,0.01686378971629088,0.03336297385247825,0.025845541743344615,0.021091547962399884,-0.012535457337611723,-0.012514824660626329,0.051884996165033524,-0.011171726216802928,0.06793200181727564,0.012237167146454113,0.08338699773641121,-0.006702667682507232,0.009857106403678553,0.06952486352193103,0.06888892655642165,0.07299842151370141,-0.008808593794469138,0.011256633195636499,0.007556350050703482,0.05789807735441273,0.04067057058628982,0.05004264346731222,0.03665080900039315,0.025252790592306135,-0.0007484896631905105,0.01013017213551995,0.02700809370813349,0.02109422901177559,0.026691635185018627,0.005031214521314931,0.0200150142752004,0.03722193407481353,0.038120448410284946,0.03471910982066333,0.01643995061114376,0.036441929820591495,0.011366635375790681,-0.032739852609489875,-0.02689188831146707,-0.04441131648600456,-0.017971534225093934,0.00914468878123919,0.009033852870014842,0.020796004078271244,0.02243995969798197,0.06103357339018371,0.04998225974740081,-0.03244227335791986,-0.04270485171077114,0.004641641423323195,-0.0032993704736803586
Treasury Stock,0.07339969382945487,0.10234235780193235,0.0850872551975653,0.03927673549646744,0.017298051717628608,-0.01832784678064284,-0.04183765446325601,0.0722849304706922,0.0802453227724465,-0.03664267298020544,-0.03065769081906973,-0.030389206087559992,-0.03959901816937373,-0.04483955661811156,-0.028302577265657835,-0.0003432963399717143,0.0018573332900100894,-0.025778127708775984,-0.032683083183179425,-0.01605817859939754,0.07736711364222008,-0.0358263706001984,0.01112566589483361,0.036509038365493865,0.043174651641021404,-0.027255613625017244,0.018745209696353606,-0.0361861330866756,-0.019326654248475333,-0.00697587294618015,0.0015420065574933096,-0.03337819267669813,-0.01864332183283023,0.002841209160837262,0.08694231133316878,0.013853697954979245,-0.04156507940671653,-0.02791313460211529,-0.03252631554756181,0.07602701354639083,0.07210993512063671,0.028937123148709727,0.03241839201886936,0.014292635334986547,0.028909793721646638,0.1721300550405778,0.02511315610244532,-0.005727648879903791,0.11846365042961363,0.058224139722571566,-0.006280322392865101,0.032167429442647985,0.0028305080719746743,0.025848477904752323,-0.03562273700720192,-0.03903759730327626,-0.029732688620711642,0.01371939204217754,-0.022961478846463285,0.016065809635913367,0.02542311894430995,0.03554217853164325,0.0264910129133057,-0.02333130307252184,-0.04104503489846401
Other Stockholders Equity,-0.016011370664790872,0.0018957284623084695,0.0014783757057964106,0.006499649814520191,-0.0034081292349595962,0.008882486432438455,0.02988311433546258,-0.02190290363303928,0.007733683259212695,0.02702279679976362,0.025612969871475547,0.06149172688174805,0.028874420881161832,0.013584754529381913,0.017351765310545136,0.023515942620796246,0.011165030372808079,0.07563076291372155,0.036121713476490964,0.057922206762593215,0.017540038759334246,0.007393119451790851,0.0022653722393756867,0.007933700132811508,0.03818529082016706,0.046493725604956675,0.06308135281820271,0.0564261887715289,0.07255425118557063,0.009567570358638996,0.028078661925294363,0.08331569019252433,0.023967525498046895,0.110642815738438,0.04757216927257328,0.04263290290020876,0.015564348155040358,0.04823807586817702,0.0609106453767247,0.0030178658305966026,0.016430526767093775,0.009108011547528804,0.016041401716574172,0.012887952466970491,0.010657130441125064,0.09779010242945385,0.032536897386605784,0.015666480069869503,0.0006842976430170697,0.03887952782102332,0.03557853536250078,0.03878129512071413,0.0717926075435387,0.04310213622958531,0.061740838248843945,0.09470080356682176,0.0933708949855879,0.061674764302200674,0.05618529468457684,0.15551392893566424,0.15668432659631992,0.046058467579038,0.07134637434382764,0.002965924854292959,0.005116294196290472
Total Stockholders Equity,-0.006722596487810198,0.05081161901128459,0.027216655828971807,0.02304469493130151,0.008604780756505864,0.01388243444527927,0.03382923423597948,0.021205221860526053,0.03739456483582676,0.020739966028284446,0.003991699043951904,0.015598214561790818,0.03086549406296145,0.0026941772938631732,0.012609500145285456,0.01551209180879754,0.008076297667188686,0.012199405985816283,0.006066562207290578,0.009642422832459327,0.08760169752428242,0.020794664948108662,0.030080602170114514,0.009113480598194251,0.006983140528340087,0.07434923658330835,0.06752982003003337,0.010714164518885379,0.012537141178925121,0.07139987338571316,0.025651032881445743,0.05865611421099882,0.019790572761549007,0.06843044462206849,0.003933865754537904,0.057810838998386196,0.014894686242810616,0.015579484957233545,0.009285725509042555,0.024499339446904193,0.03464449209704126,0.01746560317649115,0.01746560317649115,0.03471789684275169,0.03332251538180804,0.10810785802006381,0.058969467232737424,0.03718062908565688,0.05481645852418549,0.0284730511677391,-0.007971551781306601,0.03806752127855317,0.06207569150483001,0.04224986942089709,0.06421366825075601,0.05931448860589767,0.060646483416355104,0.06171585320379344,0.06215271239255874,0.1294081619273055,0.13135264365909197,0.048049446130743946,0.07206941997683873,-0.005831683770809042,-0.008995066905304626
Minority Interest,0.026655930923425972,0.03472728247383382,0.02968117154130573,0.03157446861425231,0.023703909963532176,0.058169309101763315,0.03369496953071497,0.020825823543601334,0.02760340774316515,0.0509029452646636,0.03070619679537566,0.022047704141453135,0.027304995529331983,0.006282685383728555,0.03630976302216159,0.034938535759973584,0.038874352968371745,0.060148536041998275,0.028946192435716958,0.03300192972308834,0.04608333162745204,0.029227642306821892,0.007502663230219338,0.05921284954586979,0.05632425109295266,0.12843331149486864,0.04876533459204292,0.03187769790683314,0.024879524983438046,0.0668259500423055,-0.0010181950323880189,0.05774518708175933,0.03586297224259828,0.03507332896280387,0.04249520316219159,0.01628032733884982,0.02477384845668289,0.036119210456745175,0.022678598633139327,0.044264693036341826,0.04460536386005736,0.0542308773898574,0.04809258463149878,0.6540902764779883,0.526563898236282,0.04591986472121242,0.019534236514640504,0.021293384094862314,0.037794713052359506,0.03445531386705946,0.06416623150525924,-0.04713336464052413,-0.030051039328388894,-0.009603305145501655,-0.028726986526231554,0.026488015050610794,0.024845758702673245,0.014551832333639155,0.013520239330633009,0.025811329337491824,0.020229665897409634,-0.04698105139634264,-0.010862338522430603,-0.012911283143766192,0.022147187622125315
Total Equity,0.07803692519265551,0.07568143246201813,-0.0036562512681126494,0.01274105743082892,0.01195423805852222,0.00822960928300006,0.02781614497074444,0.03183485713940443,0.03033669962108252,0.012284971940582427,-0.006155772569941123,0.013334640149259287,0.02028572296765891,0.0007843632476235364,-0.00024264287565370845,0.0023371365990138464,0.017644198360893933,0.008541348515292396,0.004188879419428834,0.007690256883036914,0.07399371836693085,0.0027780537505843065,0.04530389521047285,-0.011519343708128202,0.02202045819544404,0.06526220070211923,0.03485082288116085,0.0006701587321432784,0.007142800834764636,0.047022480125781516,0.04416947301960681,0.0003073193420660386,0.0074638669966900755,0.027640542258464358,-0.0059733474673081145,0.06029803519632758,0.01293127978876955,0.020633462215038704,-0.0015670190633275869,0.033050965756073455,0.029061426960477626,-0.005324685134479532,0.008044381593970293,0.04064694121808244,0.028151550298502744,0.06086450187969914,0.04012146880823588,0.013512368134891659,0.038593452379672,0.029311352117351808,-0.010251207144314496,0.07580856256046854,0.07030557386897286,0.07289597581564816,0.06784787326881365,0.04248739626368557,0.048284409717179816,0.06797520808830897,0.06549776576244905,0.16387006383932956,0.05136843069193786,0.07609914940214828,0.07717287386169092,0.003314625424525725,0.0071098674573800745
Equity-to-Asset.1,0.05753661543438585,0.07568529574513798,0.07838256530721875,0.20876182077987399,0.16778519386947555,0.15988978266471093,0.11138793983167128,0.025027409595714502,0.05606549727299706,0.036435348717845026,0.05610264290388366,0.05274461276855906,0.13982864787282115,-0.02380409079815063,0.07467717914044833,0.10839113688411188,0.11821503194959983,0.06417973884137963,0.09727029786185556,0.11234628835472105,0.06232497152425964,0.07390757636538534,0.06167576510838821,0.10010166453031186,0.055804901482233306,0.11306664937546058,0.07197822539439609,0.07674467295183329,0.10694213768363042,0.14077442400336282,0.12348963817707498,0.06981819214429515,0.08767778624056477,0.1754740952791362,0.07186913979254941,0.21653418295700902,0.17621560412955517,0.14182929340848655,0.07676765538458039,0.06993115700822675,0.022925462432207305,0.024959143712914127,0.0242947416446235,0.07148362204680722,0.02878926789500708,0.08968109636622312,0.07460404015753934,0.05400890974758461,0.041868330681358444,0.0639071116054967,0.04655951083237755,0.06418150090116614,0.07015152503357991,0.06230005288886405,0.047843918223192596,0.07291567022035517,0.050730643296652986,0.11685918676638837,0.08646031364695277,0.09947519551911643,0.06024152648703048,0.09332490457566288,0.09169683329144149,0.08322707587306521,0.11871699951732617
Net Income From Continuing Operations,0.00923015464653059,0.05192812723252513,0.02064847706762908,0.08222522534579045,0.03197821159188245,0.2987603362709428,0.12780448656402707,0.0007364055929731531,-0.00980703773872841,0.041069478018734416,0.02939290259997461,0.03160844340901458,0.04559315251027403,0.029502154949742072,0.04928381924614611,0.04497144106857143,0.020404690929164773,0.06208291008729132,0.09149659451345502,0.08959447704201437,0.08389730976821667,0.07890846514461258,0.08994873861249693,0.10246624799502711,0.033449513340396655,-0.007988931173911352,0.05492055112489168,0.11601097353010538,0.0007011153355692373,0.10974108954443364,0.01918435446410864,0.11312176005036133,0.023914160088698486,0.10265311561238197,0.04487895288409429,0.02949989904217282,0.004353758087438522,0.025466218854371933,0.11146770138165721,0.013688368946678011,0.04364941574508024,0.08803535721536393,0.17270374057015575,0.02725856889029289,0.11979358649317011,0.11690554741411062,0.03249122003092854,0.08989968620414733,0.06454708075130199,0.09847667237294327,0.061523824622347185,-0.05357019107366371,0.06249559100878714,-0.05357019107366371,0.06719266133792282,0.017788001551168393,0.01566710208220419,-0.016300371252349087,-0.018576697934830712,0.03412033961328039,0.03418514898082439,-0.05357019107366371,-0.05364721696377255,-0.027533367692703033,-0.029982440424610974
"Depreciation, Depletion and Amortization.1",-0.04825062916918808,-0.03618749259574987,-0.04061897143416334,-0.0007432015546322808,0.01097987682738712,0.018516035447342285,0.009222446487033697,-0.05505578447952811,-0.02418693185465439,0.013628208042839492,0.023917431472787663,0.024163947083929486,0.009967803763360235,0.015190365879558729,0.5565314586942632,0.5438558756046156,0.8485336115684078,-0.0027469810669750417,-0.019033493004040482,-0.023672712359208828,-0.014937586484477131,-0.015825707911976634,-0.01921149133428047,-0.024419146572715784,-0.0030393057704778993,-0.02990714340004299,-0.017187243662786282,-0.016490101461647637,-0.020578167223903984,-0.013524229841454752,0.07641523394448031,0.008036363865973676,-0.011751739876221174,-0.04916812349526029,-0.01909119706565253,0.09393084361934076,0.055536003323201986,-0.001987765864616833,0.0013590257568495594,-0.037496233444618964,-0.011907345962584666,-0.0014631930359857276,-0.0015258146568132708,-0.02985106390533393,-0.018418908444091737,-0.01812760922103742,0.008066575256106908,0.015651429620840415,-0.021549206249724093,-0.008953986500204047,0.013162257072918612,-0.010668617106862385,0.064142222010096,-0.008100298509235687,0.06508965792535787,0.007657471755602753,0.007926612106233005,0.05472050400344578,0.055846568531176796,0.04842755081379024,0.04516726809122968,-0.005404565282859661,-0.010186378330356152,-0.021170170404760418,-0.018164620218816326
  Change In Receivables,-0.04414988795906694,-0.021889650062499412,-0.0027204963734826365,-0.011288475086549319,-0.00717724928169201,0.005546941726551762,0.0007599104760824408,-0.015189801521459684,0.006916092676715179,0.006098488010923754,-0.011634384106477857,-0.012582985300925817,0.0024326599638086954,-0.010028179968705943,0.04907835303732512,0.047095833302714975,0.04206982712302678,0.01556286861374721,-0.02907578957608664,-0.02203617096485435,0.003097695794015457,-0.029129489827511353,-0.002940679143416287,-0.012286445078533829,-0.009557579247776032,-0.00408774575888037,0.04536736750819928,-0.0021308077051711803,-0.025853761744348107,-0.0024930657382675257,0.01548085133346532,-0.02128736926786402,0.07098330609844924,-0.022412478178615837,-0.004931984025737265,0.02388017922259904,-0.030982694277397874,-0.009115545738767585,-0.011412066048917978,-0.005235030458724263,0.001619194456399702,-0.014375417629081191,-0.009095811461850857,0.014355439355656554,0.005173717885955164,0.02013419568137524,0.00180090609393469,0.002584110014571676,-0.005257188951002527,-0.005916699522550739,-0.006853329083213899,0.005744177530015778,0.03522651204534637,0.0048330937373479215,0.03462596931314172,-0.011723502688080334,-0.009057572407426188,0.04387880782665794,0.045045711709506296,0.05997922960042334,0.0606864917207011,0.005922428028869523,0.006788695156552714,-0.035720247173166166,-0.027863725510812766
  Change In Inventory,0.005518434747963143,0.03370666103052253,0.029182453861808472,0.1173070458646192,0.10582366050449221,0.11618332250455231,0.021816607047092828,0.007174903486121395,0.0203613189935208,0.02640722789170797,0.006222285550165237,0.007371916691867284,0.02062503878672614,0.026616613929718907,0.033031145256426475,0.0381154383188649,0.021363017665859532,0.0608261886056717,0.03682106214546527,0.03881793349520226,0.0213918028790533,0.0009615754131384923,0.03859370521432785,0.043840797391004556,0.011618371984978948,0.007471747971660797,0.09206677814262634,0.030876818182466462,0.004188516735063857,0.05639936385132856,0.04910902310440548,0.024090034162218592,0.0715876387940817,0.07113628280122374,0.04584033296582268,0.04087531260128476,0.009463884344247785,0.014867790824911301,0.008743250080620199,0.02306331435220385,0.021495783488949868,-0.0013271041966745412,0.022358767174994465,-0.011874562408638685,0.02306886088460425,0.022890217408292966,0.023400320118247112,0.020450651854880604,0.035419987735981144,0.030423811507929874,0.060039215190421207,0.035103132791943784,0.06922236307684655,0.028821890330172205,0.08037065509422729,0.01082336497352396,0.0019409116238722785,0.042384112585065976,0.03785581672161667,0.06909840513880967,0.06485839961064212,0.03928839534323599,0.032775098743490876,-0.005177802725832028,-0.012347166554965337
  Change In Prepaid Assets,0.09648713018440414,0.10610510166409763,0.12074534481710396,0.04407741065258983,0.042051430717828325,0.07684875249313985,-0.006480020457831685,0.08045199864492152,0.08470531709693883,-0.011401692810663954,-0.010669057984140633,-0.029570999097725096,0.01432471821761594,-0.0003035810507275444,0.05491972283238352,0.06417789763910597,-0.013625938123060208,-0.011452840425000178,-0.012964706473940995,-0.008866088077954491,0.08765467180154922,-0.029307473280546045,0.026452790358499765,0.07463223194569941,-0.028625014016229564,-0.01717864593663443,0.08440300130789795,0.012528615958195993,-0.005214949067798972,-0.0022588263651423576,0.10278204863889223,-0.002876176347190565,0.010303694560807616,0.01280357572526274,0.09453412274013218,0.10719335980439823,0.06249633498121227,0.0805252947404084,-0.017234986053677688,0.10475996066285649,0.08665318091820058,0.07742774967365876,0.08142132572682943,-0.007032776951690513,0.0809403180354212,0.06657515321658845,0.01881206735637299,0.0159815990367058,0.13043908185526204,0.08520281052838076,0.0028358387315930295,0.025906480035671253,0.0312779267085679,0.02946809442261806,0.03124588028143375,-0.006607292784255111,-0.005802583162669803,0.018658173478349985,0.00795573432692203,0.010926088064062481,0.014934771048568331,0.030499230375585027,0.03401857668416092,-0.028161133193343048,-0.01126177514734335
  Change In Payables And Accrued Expense,0.008400984725572873,0.1648265835994545,0.10897768729212616,0.05743796885457088,0.11987999845949053,0.11974895346766694,0.13152294015365004,0.022422817954499425,0.10235304300563793,0.08796344311725336,0.05426528463537592,0.054681914279029124,0.06692653433159615,0.058967714641808916,0.021463565660316042,0.07292723334135712,-0.03612799681397649,-0.012155100243280223,0.07510459105015489,0.044474625796498246,0.07865070011665216,0.060706995055327416,0.10925106032611237,0.10369077876462356,0.07278875938181134,-0.00864993196344167,0.0655850977298241,0.03437365066754516,0.03320049460031489,-0.001627813746437105,0.08689120879983951,-0.002396994233637292,0.09135109378575243,0.0754725039093491,0.16090883326376174,0.006199507700066129,-0.020665167980207202,-0.009735087542708527,0.07796053962097561,0.08275344402738709,0.15094874888928433,0.1751242664665213,0.1762963757151189,0.010255514326249555,0.06757796569416345,0.09228602296475177,0.06837502745482117,0.08730284421842417,0.17118074595341448,0.07290303993607904,-0.00384697090253146,-0.003869718380976891,0.0320541293621785,0.027786434794225417,0.04091543624947672,0.00732487295982403,0.002237056513420029,0.01877180130554894,0.01807544745981468,0.009150411276307849,0.01215222736007937,-0.003347969490456467,0.033389008143377634,-0.05361234745665418,-0.06288057700787135
  Change In Other Working Capital,-0.03035107622074531,-0.007715067708859774,-0.0213552137319202,-0.004759425670240573,-0.005449313120339111,0.03556502643504546,-0.0010246161834576717,-0.018991747934158806,0.061134798928477514,0.017554068200487626,0.05918152555310811,0.0876707910279098,0.01885103573593153,0.006279645757039015,0.035302412630674004,0.04308101465457052,0.021074145531457526,0.048303519607975076,0.07822979358879803,0.13145269505691037,0.029597903550187106,0.059516111274296526,0.04994762564486856,0.03391307005845484,0.12408760899915168,0.05503780266867382,0.10591713834084948,0.07945084616892413,0.07179369388349659,0.05537741504180014,0.04433741066389676,0.052688545273949165,0.13088284467645991,0.11941134585601777,0.0073761955865585815,0.08411413886052077,0.07218096200875712,0.0900940022866536,0.08036830992672324,0.0016946434729099716,0.007532893709342571,0.002394831480970022,0.005932003132528682,0.0286208733584875,0.0015359432465946437,-0.0014830489479046851,0.05011363437960214,0.05495163186268104,-0.009091133424844593,0.027713493032820717,0.024475720721580937,-0.014679915631737034,0.050062832639536786,-0.014584896397152436,0.05017725722608056,0.055376967508032615,0.05578308359246553,0.07982918669026536,0.07982918669026536,0.1250576820398367,0.1340446068307044,-0.014584896397152436,-0.014584896397152436,-0.0029441806106300338,0.010388683759327527
Change In Working Capital,-0.020719182095403785,0.002742665725032757,-0.008642366153423758,-0.023534964910906956,-0.017574540393401665,0.016814819896540302,-0.004840806095481216,-0.012058403243776196,0.0646971473198555,0.01552659075386314,0.05334052752763271,0.04595804477366921,0.0127698932688843,0.01888166028507171,0.03049150455318743,0.03795734860589188,0.009909457459215287,0.020996384339784763,0.01694905760943327,0.05184925864395761,0.035758156986019064,0.04716540556105275,0.04861745884860586,0.03171537089909311,0.14152022433921324,0.047723441580539164,0.11752495203851113,0.05471478378523782,0.03691361623692734,0.04577493683171566,0.042474752997931985,0.031146294514946955,0.04864392198492645,0.10536931016449035,0.006202226723020999,0.10188303022779112,0.06158570628300451,0.038478632591041353,0.04388758312893304,0.009597824352545779,0.015970850646871065,0.007830179214540503,0.011489490187328656,0.05963549944863287,-0.0003188002723005013,0.01080083891332602,0.05701698882507877,0.06418970491110813,0.002244294201146519,0.01900486146101691,0.03076718206520948,-0.01499811641574576,0.05642406820726508,-0.016330513056807057,0.04685101626498102,0.04828427614486055,0.054684787733817374,0.05938256055514974,0.05941251973844939,0.11894068777471715,0.12185512380269123,-0.016427456376966028,-0.016330513056807057,-0.0143732477521524,-0.0042119746919747235
