,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Deferred Tax,-0.016588981784539356,-0.008189677864946631,-0.0014053436305421045,0.09331517991448322,0.06735297450078562,0.0729909802197844,0.09028288241744735,-0.013544281952842243,-0.003713467578594746,0.03966935912152436,-0.014286658543055651,-0.007655147541041523,0.07343112836029841,-0.003063387803669928,-0.003409933433721331,-0.012694568611892477,-0.01499089234686566,0.0944989904401201,-0.006146220652506427,-0.008910464626871731,0.02777107472582181,-0.02107131577705524,0.0062383624437025165,0.021065053019977353,0.002171987622578548,0.0015498936782982285,0.05758963979754572,-0.013895816919540338,-0.0038487707154694173,-0.01802458707481406,0.04466214071079014,-0.014893929056314792,0.0006065198599540761,0.02334566380066752,0.026483467707610654,0.04596406211647559,-0.01735821878995202,-0.0018885740970892041,-0.01583613054403053,0.10120757343195684,0.0837423940296643,0.024568036537994067,0.026107499704551094,0.020269266830328606,0.020207594473391613,0.026004488444680066,0.00846583055215679,0.017386653874184796,-0.005164366775028344,0.029550390471394537,0.006065346902945477,-0.013440261731132892,0.012579416032209554,0.07866750544024038,0.0705106999534622,-0.010304619239159062,-0.001249039339001916,0.025026549883942997,0.04254391638179373,0.05254457410605488,0.04867080966481515,-0.006220719729810036,0.07604133894538095,-0.03452799270764761,0.006292971316435611
Stock Based Compensation,0.06270481537915296,0.1199698460637852,0.11911252518824667,0.036703122800217564,0.043911726250131726,0.05365041362838428,0.01902209831205059,0.08565245041098592,0.07614935481163014,-0.00012503803694495117,-0.006918445888528267,-0.011216875754812556,0.04779531411442741,0.03615399433394007,0.011874271964924615,0.015200807782609408,0.012906135822823083,-0.02706926824218126,-0.00016958804923593133,-0.006500181877596826,0.08277911745280715,-0.00935666637787947,0.04606423367695171,0.05346626011000266,0.009301812174761503,-0.013875283665260876,0.019881793026083585,-0.002829662900727858,0.002557328142015694,-0.002106316575785165,0.06929339433023576,-0.04143946436409239,-0.0055614644580116845,0.07565157675018908,0.10966598824286719,0.022514625782754667,-0.03307057786261604,0.0017438043610217596,0.002399416299951,0.06827657971412128,0.09700378513309021,0.08901979515581747,0.10249268606159764,0.012810180176773527,0.07796819641943652,0.17951710623456626,0.023626578858619886,0.024042962512765883,0.1138768938150752,0.08686768476486717,-0.0025834341505745657,0.03496750640019134,0.06111378890784711,0.03849850659736247,0.0480969358909747,-0.025760905520280878,-0.01608295763625221,0.045157444799876094,0.012001842165675784,0.06738330011699041,0.06984853871580966,0.040346493666731716,0.03782397528236265,-0.007433248225020041,-0.006032256844295536
Asset Impairment Charge,0.09174129463885036,0.1156254188589296,0.1138768938150752,0.009954394297331049,0.02167514914457917,0.018038918023720176,-0.016391841703065718,0.08325889108648644,0.08499786539574394,-0.01869669668485376,-0.028135217007218424,-0.022990876792891426,0.004340589527145948,0.041691740744136715,0.008432972558127416,0.03992342848715627,-0.021053671576178264,-0.02396861313757692,-0.017177438151783415,-0.012639565034386624,0.0742756651497589,-0.027725701878452705,0.07552115132103185,0.11167703854192186,-0.028625014016229564,-0.02157690838663065,0.01559237938570229,0.047527542348711246,0.04509705254693547,0.021599718158422203,0.09104126917319032,-0.009349725427282664,0.0020976100066444304,0.05153470376089214,0.09325833401834598,0.1153228144426059,0.0731641564804379,0.004457516100921266,-0.014408565576930304,0.07626724885198909,0.0733372107928577,0.044776972260718986,0.06344902487415523,-0.005196867761806828,0.08766201388137587,0.08785616073710463,0.03190445611072602,0.0007017057217656238,0.12682884683452722,0.08283896662745817,-0.009363223345508327,0.023331003249774728,0.013414981502605991,-0.0014753365831430393,0.01590453446557072,-0.00839239136587801,-2.2810336188364318e-05,0.019684911482383487,0.007581864700007244,0.02547564050671646,0.01808170389480688,0.027916164230956705,-0.00227180097383512,-0.04454821561819061,-0.05768703019494287
Cash from Discontinued Operating Activities,0.04432610713231391,0.04031410951844587,0.14075985950944447,0.014920887637491395,0.039316804893890764,0.12255174856906548,0.09239313773748074,0.037761802006104,0.08869863363610143,-0.009706212426678249,0.008591331346395312,0.008591331346395312,0.038659422408459584,0.006188506962877411,0.0034537996395539484,-0.012802167989931848,-0.028085898980541674,-0.027255663476534096,0.0741943661868043,0.0675267705482064,0.19525349505470402,0.0666675397726868,0.01256608322336714,0.03187872034535066,-0.006823324188779046,-0.021751858002670963,0.018151005297101327,-0.0023545731662495298,-0.010609939816408908,-0.011100855095176528,0.02844064946596659,0.02386534669417386,-0.0007143487946067459,0.0023989767928672143,0.0761630792016561,0.0358195948486032,-0.0029143690308156374,-0.0030189251504929796,0.08008948723914629,0.023083704859899908,0.07386446442988896,0.20382674333001272,0.20539955316850628,0.020763225382113788,0.09613396865870594,0.07813079239582843,0.01502931305206165,0.05666766604239935,0.0983165284194112,0.21908940105749936,-0.007029460489274851,-0.027618326111349963,0.06532195645710234,-0.03743273889089148,0.06399892319708915,-0.014167463288906699,-0.0024203613162709922,0.011137162696549519,-0.006634598084379997,0.01711601876667504,0.024239413892692636,-0.03320021257496738,-0.03979022797015799,-0.051098509928855,-0.06063909510351423
Cash Flow from Others,-0.019918216223279113,-0.02202938056201254,-0.020915385116505248,0.04008739510913275,0.04523732779705356,0.02316680588252987,0.0182320049641158,-0.031222108475305137,-0.029022356233109073,0.005926577090555781,-0.003685402856702351,0.011768412375589057,0.024755635413993754,0.03682899210037762,-0.01328055004541287,-0.014358079067446326,-0.01674748326638228,0.05706491256716051,0.021139238537796944,0.09742770121788363,-0.00739841085584452,-0.005126775077868518,0.010971930477052017,0.0009524462166739024,0.001641298722212046,-0.006557760728566316,0.04507091726903344,0.08711000708116418,0.10173350333973223,0.026023751071926518,0.04124614224299904,0.09485981410494107,-0.009744685573727437,0.07282317544864544,-0.00727429626963356,0.022355883648671297,-0.0022681320799153807,0.032933558799101106,0.012998592305724243,-0.0009646439303494445,-0.0018558399743525984,-0.0022104816783652483,0.0021821806903674764,0.013306208852653361,-0.012345862342407535,-0.013123086769966198,0.006080705410199815,-0.0023604547543957808,-0.021019959465899313,-0.00043747293554214674,0.02985514354615472,-0.05486543244536389,0.0033559494206328237,-0.060236641277117545,0.002339732232948591,-0.006727362437984226,0.008125079783578328,-0.004631297878383114,-0.015535234495446342,0.029356718676932653,0.033288303389631596,-0.022541755090581587,-0.06030973134029703,-0.03544204570710545,-0.017242104549131707
Cash Flow from Operations,0.053880669225611875,0.05136947484212086,0.04741739817964803,0.02915212918746772,0.042104849303192304,0.15185561788116006,0.05355400586306783,-0.013681614373128948,-0.01240263389980145,0.04266358299044796,-0.0009762282070710305,-0.0035544315318779894,0.032237296582407475,0.03523556225323284,0.04102068575039901,0.04744221082535274,0.038686807316262145,0.0276794665207423,0.1138665421465802,0.11826834645850724,0.11625359209267722,0.12022061197092745,0.0580184485551574,-0.015450372447758553,-0.0002989284684093512,0.0033985068497885147,0.03960208941406469,0.07689189994233908,0.017111908462560877,0.08655746532458039,0.004720141788576149,0.08674362103737548,0.019597952428826677,0.06444724218973262,0.01677757873455274,0.022400415779743835,0.002306298150342859,0.022549266799280675,0.07023468712787508,0.014377546136657308,0.01668874983288962,0.09891161644370822,0.09959651239710726,-0.0020021472345659675,0.008941150679902435,-0.004641357602921099,0.014234110715406846,0.031870606692151665,0.06857803501641861,0.12581352946867846,0.03980358095617754,-0.052872203945083754,0.08663675938538018,-0.054505349820656634,0.08875756619947768,0.006044519025558336,0.011039229111183668,-0.0034478109486204347,-0.011678471427413668,0.039902789415542164,0.04144126171825358,-0.04863465971454569,-0.054505349820656634,-0.02875780873155057,-0.024281039469470883
"Purchase Of Property, Plant, Equipment",0.04500070464049905,0.028038226475598966,0.04534985915274597,0.08081982290517888,0.08059768836764974,0.07669846062773408,0.09482469428751535,0.029349936719501122,0.049507642677328136,0.10587256204068463,0.09511045130288341,0.10818902235054494,0.0716725597941838,0.11916675065156428,0.08006109125581913,0.07375147023816636,0.05996877028175098,0.09681523993601043,0.07263269683424269,0.0721468178014752,0.11800752453813314,0.08559922541308193,0.07311667662163111,0.07453214235400839,0.12489808422350046,0.0684698463947327,0.1094251803598115,0.08628408246995364,0.07708708355542523,0.08792668221699501,0.09019353126243912,0.07363084801373217,0.07804844270368737,0.07588521494519249,0.10612206893809469,0.1590800999698034,0.11413320687671659,0.11025541411497226,0.09933250005623971,0.07423231694598835,0.09747980009817442,0.08626965883003485,0.08565412392301713,0.07577955952336593,0.09133304280240764,0.09276882341243661,0.11461503288585266,0.11318710431838044,0.0769691075747091,0.12924050524064243,0.08190634650358028,0.06619195587549791,0.1799346934808332,0.024089148035713093,0.14793496949057083,0.08652252205460245,0.08027200221063663,0.10428879223856864,0.10313788642628563,0.13289773266594965,0.13030943776112316,0.06623192891450658,0.004757426922943677,0.006451690917892342,-0.0014515413213964704
"Sale Of Property, Plant, Equipment",-0.02308269190352305,-0.014563963550291265,-0.018510066085326304,0.08262528715556772,0.10803445104826188,0.057476945219101704,0.15295812258218547,-0.010539734949453268,0.0005572435677649382,0.013298518003893344,0.017068388658099894,0.02379074320653319,0.07071093227411042,-0.010783926040093797,0.0351842760781623,0.032269115784985355,0.024422453165766782,0.021198235086300213,0.031254723632432466,0.035329151460814986,0.026474351041178148,0.018876358279281073,0.029843694668331595,0.03169457185483494,0.03455934250565198,0.011788805644994082,-0.01187893012774904,0.018265015412924298,0.014731772850176749,0.023760344019290818,0.03517209193135735,0.01304904141497951,0.02240392606364582,0.03616708767918738,0.00887500611065843,0.11581629710296827,0.03384481437914636,0.040063056636871645,0.028343005495437057,-0.0077505618562564455,0.0011836075080702974,-0.008032062473948366,0.0027952775825596243,0.01891189126568287,0.002751246892633655,0.0035831047926818717,0.04027759670104424,0.03867125367712009,0.008965775841059545,0.03039544249520451,-0.024809149797340724,-0.018652511585844415,0.02887944106245855,-0.0346551546779497,0.019003098212712163,0.013541798561799302,0.013366148911775837,0.02821041004186993,0.02821041004186993,0.03277952001206089,0.030917319499721763,-0.02104599835865951,-0.041312116741731006,-0.025068853671843153,-0.02809637019652423
Purchase Of Business,0.13746067375123694,0.04680547457806084,0.1936824402438682,0.0911799656400115,0.07925544850669383,0.07252578308117572,0.12273819023809465,-0.000939353542824253,-0.007925603745122321,-0.030507594036349513,-0.028297279221153215,0.010217394720317612,0.12741366941878687,0.16453715914207143,0.03900782596649729,0.03892333101435529,0.045231864467421605,-0.01725442368579563,0.09847592376290425,0.09875984386805423,-0.011030987383703648,0.027555434328405293,0.08182776044234563,0.09722245686344572,0.01638053864067497,-0.007755746799880935,0.03602065028900663,0.0027196452358145135,-0.0016487357685891855,0.048658265765791776,0.02013828847412339,0.015824251070146695,0.05712252933112246,0.04274672239631549,-0.017390879130959262,0.07960316127903692,0.02195127922744633,0.05915218952368182,0.005991336128149977,-0.007231542096744796,-0.0031587232110983836,0.02867927084452134,-0.043027426170074774,-0.009040446877218923,0.000618542799797146,-0.005598337771606001,0.062236987184125424,0.02653543831306236,0.07784229225350385,-0.0297384649934343,-0.031399208036278686,0.01932159029802745,0.013114400404372856,-0.005220453582775894,-0.00380643820688875,0.006336580079252237,0.0117910026731857,0.025796567907299145,0.008904138973926818,0.050780205419866206,0.04854360684149164,0.004173299774425458,-0.0053651191490851095,-0.03984287909890119,-0.04053087957389945
Sale Of Business,0.18002049228991432,0.15592422369279202,0.30308267081641016,0.14238062528862333,0.1091928101324321,0.08763911244932246,0.13897994575885256,0.16240042143336933,0.20324030891031322,0.06760372233247389,0.012870998140866273,0.0058877888878179786,0.1384658170002824,0.07869653933828695,0.009082388853289594,0.009666469339307633,0.00807105090470547,0.03384026121487343,0.016892763464091833,0.04615804908364668,0.14188506722528785,-0.031243714614885995,0.05538277079284241,0.06647259782892875,0.012053126738646268,-0.0018686962238408035,0.058029546831692105,0.005041720713215417,0.009944603631480609,0.010501417235129188,0.02616675382326686,-0.004499827913639464,0.05084108463884327,0.046104082573825575,0.06670929179462579,0.06280317243237198,-0.010902630463525782,0.07408733623281881,-0.025966684544836464,0.12832173239403452,0.12770236039480665,0.1499517529623853,0.095649355174025,0.03573892186500637,0.09558613282284117,0.1293032436933534,0.06238940519238172,0.02276393055903584,0.1572744140580471,0.047888640347916185,0.004112181538389556,0.009143676110749198,0.027357997055339117,0.0068775780884224955,0.04712355905019325,0.00864842642924559,0.00781278131065813,0.04893523506824547,0.052552773120110106,0.047898326220654736,0.02900119592102575,0.013428308062765399,0.004419285566046283,-0.021110148774291914,-0.025056470773318715
Purchase Of Investment,0.12852060024258816,0.06830715110900908,0.0612366874901695,0.1253251989377403,0.11121437097506008,0.09693856798950526,0.1368148453632392,0.06408244189954485,0.06046876250067322,0.035945324996972325,-0.020083198012389034,0.009978237387549639,0.1364883496189919,0.2404950643151197,0.03500373244275721,0.03302602902356419,0.03953720266256391,0.0428197548234045,0.03639454268441409,0.04370915480609692,0.053521068528718976,0.026833336688094834,0.06797252544645671,0.06697301587467934,0.037373589545282505,0.07722834311088105,0.13223447716616496,0.028414868324385233,0.0436885297696244,0.13293171431481177,0.11840484210501226,0.0991316176210511,0.050572621778405234,0.10632418988040156,0.038606647153003625,0.14107067123730826,0.05829885669052716,0.06571418213404281,0.03746038865762013,0.06253003597085757,0.0599935550013202,0.012851574660711716,0.024412805548356675,0.04977520117225354,0.05002046519328728,0.07096016230578316,0.0775770780695728,0.05762059715122453,0.06795954455491499,0.028036647803819606,0.09136465556893728,0.041963351720243514,0.027964317080586686,0.010105271835022188,0.027832340452842986,0.04640021042890194,0.04045198869188843,0.04453411187709058,0.03335866595026708,0.08937759725188518,0.08787227172880857,0.021716955423371678,0.011992405960285538,-0.01846192137435694,-0.0076347255295257585
Sale Of Investment,-0.039521507329924765,-0.0322504595797442,-0.04497578505903565,0.1218899334515234,0.07912768917428352,0.13341406909973128,0.08427117927906323,-0.03168808796879723,-0.02695190161604458,0.007062750248315503,-0.032258811210298784,-0.031806737836340936,0.12560086753159827,0.07717936761740146,-0.013072611611087342,0.03003332299127713,-0.025672204971427904,0.010563158545545431,-0.027078704543171774,-0.024621481895969893,-0.008326168789629267,-0.03618445496812373,0.0006696215398674338,0.013174975642427804,-0.01888367093564186,-0.001983270076256162,0.058113705655902625,-0.03197668231114176,-0.03956931832013533,0.06838298427722835,0.08978515364253138,0.034020025552405145,-0.01459576470946709,0.09610620665018582,0.009298512019714742,0.07051182650082014,-0.01685734819277642,0.03363342425263037,-0.028780186488708778,0.005392770282357391,0.005467341309182829,0.06319083200740484,0.013665855326703865,0.001153058215225257,-0.0014163431415651715,0.06477117248958687,0.02018704305196576,0.007224404302985995,-0.02945742491551973,0.002631410975421313,0.0026951027853263504,-0.04764349264207451,-0.03283322799658968,-0.029789016140809584,0.029962542508253732,-0.03431822276010415,-0.029778815214132757,-0.02227887726162611,-0.01974946730428954,0.011908380694983591,0.02036901050517016,-0.04708152999813098,-0.0318534367724193,-0.06262208734898958,-0.04689324538186945
