,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses","Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Capitalized,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Gain/Loss on Extinguishment of Debt,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Other Adjustments to Net Income Available to Common Stockholders,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized EBITDA,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Inventory-to-Revenue,0.0482497642864376,0.1551782339522084,0.13818689028925873,0.32755619031221267,0.15422896145030796,0.271614260573602,0.27107701896996506,0.15525370355062248,0.15314884984259042,0.1254618007856162,0.12577326429522073,0.11313051040331787,0.08490482861172445,0.053021439550245894,0.09126830416179378,0.0992299227113574,0.09029518579078392,0.16516747452456965,0.17078569678204925,0.10767763370713412,0.11794687852846086,0.05772958406094663,0.06964066208745501,0.07411255379109165,0.13944979864759738,0.060213703959722024,0.06547345917291236,0.11112834659318285,0.11636810771090542,0.11519986713153275,0.08346277584543521,0.07177390203826112,0.10356999895646525,0.0467909566263491,0.09646682894017049,0.11388860645922114,0.15857341005658995,0.09095214581469903,0.07898933271856476,0.09379399755085147,0.07111863429179306,0.11483230191699134,0.04257566997517077,0.03647861745021763,0.04898308476191042,0.061622545158618744,0.05919639977617203,0.09346062452559196,0.0614105317904539,0.09102264160747303,0.049666950908064826,0.0502155676705615,0.08999503116854192,0.06166030622009219,0.06155958041708902,0.03964289920101641,0.038876967654215486
Capex-to-Revenue,0.040175297364317054,0.10250052247768478,0.10591029769528414,0.24510104626342816,0.08268524318119128,0.19426709867028072,0.07652649303770741,0.12142618302328365,0.11570773147154448,0.004448321683071064,0.07127795139277886,0.05862692737566131,0.03468310371283999,0.02033024268418454,-0.02293713495382483,0.03587038649314208,0.039712801906014145,0.0890222611486946,0.09507833563105395,0.05841923282847367,0.07489897570598646,0.006327821023248185,0.037486925936081814,0.06545653848603902,0.11287582973347456,0.09850556396375812,0.047396397921519985,0.08308993026824196,0.03678237135263997,0.04944739879258678,0.003905972820424437,0.024370045259825165,0.010203981106936792,0.011124091078302143,0.09533899572446644,0.06969691683776595,0.08905623582018532,0.002950743927062175,0.01610873524965084,0.03064200091634496,0.012731994195876038,0.09364609946777525,-0.009361876506837128,-0.012452126618480778,-0.014515725463593455,-0.002735344034374882,0.03284655128082835,0.05139490964819835,0.030209144490378523,0.05052846482542154,0.028880719028648943,0.015160955472889277,0.05734390621777956,0.03342163563849483,0.031016725668125307,0.013983725085965949,0.010785240636125442
Capex-to-Operating-Income,0.03155983693791855,0.04829128636190023,0.05172408045097159,0.09019573332604056,0.014980938392679714,0.25452608716043673,0.1359956300584707,0.14514035576608994,0.14532054168521852,0.10950497949507133,0.09746441381678385,0.09393186465087018,0.10512173836397132,0.0590013796119632,0.0021323400385174027,0.05963794603609169,0.17283912532369566,0.10610621753600075,0.0703782405736872,0.12201502820937428,0.05399768653195508,0.040946538929172716,0.1065813563922566,0.03114274827764955,0.15245179531053524,0.09562356815801254,0.03311537465639658,0.08897347715665159,0.09209607444490982,0.030514283317693246,0.01606448600568258,0.04717669730987135,0.036336388601537456,0.014048171926052063,0.049043121383061425,0.09922618931910449,0.05305489128786765,0.04316169072138215,0.04715517045895972,-0.021641699605647748,-0.007622398629006677,0.1075324913579064,0.03543569159621286,0.015871097555554207,0.021782157708207416,0.027652057807125686,0.0042032379734451095,0.05596598796111442,0.00440253277652735,0.05463879661515917,0.001856038062732024,0.0030394308200438645,0.007497037728933486,0.004156184933708988,0.00440253277652735,-0.016795515041551128,-0.01898475846057383
Capex-to-Operating-Cash-Flow,-0.012790137367400197,-0.009005550853717185,-0.01366022281055327,0.018432635692925914,0.032106730334626674,0.17553120469728328,0.14243476687250547,0.07955998358233064,0.07997874689072362,0.057764955663349826,0.048675447088197134,-0.0017715063231872078,0.012028844438114203,-0.00161856127805434,-0.015174251514346752,0.056877158574622576,0.02825822917918165,0.008657481500640947,0.004043704333530014,0.019454197399961626,0.0411987067203773,0.05493387825534089,0.012764686221964486,0.03866438820117645,0.08024792637343373,0.0003117819916338125,-0.0007571074189330262,0.02968533520386634,0.028914793566606103,0.015327806842629965,-0.013517334498572774,0.026779509678340353,0.010333813267768954,0.008501196618952375,0.006191746756305533,0.03245496055340725,0.006498131853562791,0.057080275767617795,0.0165403389733661,-0.0069308540673319215,-0.022782982545369763,0.04514076129500254,0.03480444324040978,0.01911812279170631,0.01573474504719927,0.018614940645935253,-0.01290779642835168,0.0497033378958739,-0.011018634285681799,0.04898914576600162,-0.021582581499910793,-0.020504005582929287,-0.00015019237283526125,-0.012850989313325463,-0.012819142227272588,-0.03730481749225655,-0.03898050177139906
Revenue,0.05594640123412783,0.9263788864536519,0.6646993747760183,0.6705841226313773,0.03942090918092437,0.11114157745622735,0.08625454637150196,0.08030984327767997,0.06604449852462246,0.009504154917987352,0.05415921119868542,0.039813429303000185,0.08023432006248268,-0.020637778036363644,0.026991198747824595,0.03592848976739438,0.09676672826664175,0.0521308216117676,0.06715756892476032,0.06058212024338798,0.012067603138368395,-0.03260798098086546,-0.047305342865939654,0.012964482540944174,0.05874120069821438,0.06429371314137153,0.06732935781203603,0.04681434371292117,-0.007143780641621789,-0.01999964410932285,-0.013055994197608917,-0.026225931131772986,-0.023523378494285034,-0.02383814576836201,0.02108958620470329,0.010706519682139998,0.6544635202354199,0.02250240446626589,0.09500506425517449,0.05100370552419803,0.020355248511967263,0.014480681988301604,0.009576065169365171,-0.0005889111937139781,0.01145490568888257,0.010181887235055205,-0.0069349970722602725,-0.004573530396152934,-0.00987113816759509,-0.0026948282192645963,-0.012170372492389057,-0.012339595395162162,0.024285361115683027,-0.00709911469693789,-0.003547349745562708,-0.01602710933938512,-0.00719045344456252
Cost of Goods Sold,0.014771431761070517,0.026801736262900118,0.040546629230513845,0.1356257225614726,0.28191752986190266,0.02808108481827916,0.0949482476043271,0.030483882614107578,0.039979448646736214,0.037598920871526414,-0.001716877177178558,-0.01150507961115839,0.01129021024646093,0.013345616203376957,0.004055003913432266,0.03696201435366072,0.04411957061849987,0.02074896460271814,0.003738288610870961,-0.023337392167754753,0.02551705041903933,0.01912827933295348,-0.027324424761738283,0.03296122858526804,0.012533986804212622,0.018901782009250866,0.009885693279325664,0.004461598526427896,0.004429353138544139,-0.023201054045719444,0.018688923966591865,-1.3498464445881302e-05,0.020844422386915373,0.019410274853304328,-0.002179402334007022,-0.020095231150969346,0.03982533562305449,0.03172549758188525,0.02069270220577418,-0.0004943387660980413,-0.02880946205176111,-0.014893899592888196,0.02126794631817522,0.017862017109126854,0.03112618574412119,0.030593159576352853,-0.00820942714779484,-0.02444985695805028,-0.01133827585203949,-0.02325443309801766,0.011651003155534616,0.016399799528583416,-0.002374909415361706,-0.010870797939473346,-0.009388519190075321,-0.00992115615512884,-0.006772618646292234
Gross Profit,0.918167088116808,0.06575046770635182,0.08128715952339145,0.10184597342498514,0.029768080451635894,0.07236022103921964,0.08027802547597501,0.07268891515956892,0.07491692925006135,0.2316418543091355,0.04964701656134714,0.05710356824137781,0.052691205490902074,0.06141872060470303,0.0864607477128273,0.02811183541587393,0.0778853815008353,0.07116891502067128,0.0017516426921166351,0.038520770438564646,0.023945031541531693,0.0055949869882665395,-0.03312190694466959,0.04211673669492852,0.06221984501970956,0.047355301616683276,0.002986233683516362,0.03232070969309305,0.03232070969309305,0.004168382043490824,0.04528550535959885,0.03776839953498033,0.03825765320556589,0.04006787268068583,0.021053556812291624,0.01682545103434717,0.07829320169308529,0.0975082711865661,0.0629765373854145,-0.02178322701674351,0.005543345612025424,0.007255993541660908,0.03327267525003045,-0.0061247982123141635,0.010462099861588078,-0.003150873852040039,-0.0009979753178449991,0.007011506939084401,0.013661488153268068,0.007572172478670534,-0.01139932346394519,-0.006494773517961028,0.01662815596127783,0.008005496519217635,0.010418549941839356,0.006347547566232406,0.012378426918409059
Gross Margin %.1,0.09496335594546486,-0.009370511625867219,0.01460898715087923,0.11352498032145689,0.11061277511505621,0.11778833910026344,0.08341316439870897,0.04549186338746707,0.045132582546331894,0.03045278910490354,-0.01466082046763429,-0.03287633275874565,-0.0015436476299063948,-0.02839605483631143,0.11178933168431586,0.04022248922001262,0.030551561470491286,0.018205906546685684,0.027986317692971264,-0.008440555746097252,0.03839729503763588,0.016620878030083545,0.031457899257889804,0.055037909567632735,0.03815180969618335,0.030221045525104046,0.013431032825324037,0.008574677386841058,0.008501847940078657,0.0692232791154273,-0.01047708649836254,0.04800552670360017,0.014050921906872871,0.009115733483712984,-0.00838503065434169,-0.012002471967139789,-0.017765601123117186,0.006339298850357113,0.007440267902815842,-0.0034848242770189057,0.008925267910562045,-0.02162297825095873,0.016720571175344038,0.0028151321779020166,0.00011607448867044078,-0.0038796515238459957,-0.002388629772261312,0.015274372252098064,0.001494880707155866,0.017265312255049,0.010226900300038817,0.013247465795433943,0.021862019398483225,0.0005611991788652686,0.0035954347083070755,0.0017743823150379165,0.0004388724508890885
"Selling, General, & Admin. Expense",0.04993193782657887,0.08235860704609661,0.08598614624556224,0.0772334557158805,0.10705614384998467,0.14870807007531756,0.572198677223504,0.12834333673989978,0.06539343056745994,0.08414796886413521,0.10260963379518351,0.0930458594043394,0.04434014000801597,0.0066824249350698785,0.0008851469622971845,0.058810288391217366,0.014373114922602622,0.11045087289640186,0.10451249214727956,0.040078607213269744,0.027033328430153058,0.012351236225378865,0.11478151856315497,0.027740549574192218,0.1367181340730403,-0.0003433699195746036,0.001717626375039795,0.022195589858359566,0.005119641009765748,0.05120239752078007,0.015257012806417544,0.023555642063921838,-0.003806791010359585,-0.005372361605835454,0.004929769987573736,0.07653169814742021,0.10538482401294612,0.023497769109219847,0.027824642641999173,-0.014682586474680164,-0.02346427722110226,0.08315388924426546,0.021835483329628685,-0.0009146292702340558,-0.002344244380935713,-0.004118605453305179,0.0003450323099293067,0.011172471735548558,0.0017609027860984322,0.009753617707481394,0.006498354532556162,0.0040440305425119135,0.007271705809423204,-0.0009358788077137851,0.0005920577008345885,-0.0030668772961517984,-0.026236911244660252
Research & Development,-0.021558539294136078,0.046945000222258476,0.06397662149739905,0.06130368215443313,0.04713512570974228,0.07491103214556352,0.07699077250969193,-0.006987955659433361,-0.007571443701028097,0.00046835364062087353,-0.01417496396508164,-0.030169513642439298,-0.01859880580865307,-0.014066409833438842,-0.05664697663877442,-0.028926676478003503,-0.007067161833869864,0.019570383017658455,0.018191895356421288,0.0026139181461031754,0.007631065024534511,0.0062085459242939385,0.004018630806401614,0.007593124323092695,0.008636504239957408,-0.03420681716024484,-0.048014799767076025,-0.011983764460165794,-0.021618813141201225,0.03501412724466646,0.0004186270718111911,0.013251020437142623,-0.029463923457942905,-0.03613417705570615,-0.014598304325788954,0.004629565996424812,0.05556576066857008,-0.016596695344330135,-0.012340042348849603,-0.011490812653765031,-0.020603769478268155,0.015106648443076737,-0.020476547756212566,-0.00973141190868504,0.00256717780330771,-0.0042948670302897975,-0.01715734741022472,-0.00888897164308658,-0.01932619207687503,-0.008739534294736012,-0.016563711051189228,-0.015905528891478258,-0.008174338525732874,-0.01675027069579919,-0.019635077020385604,-0.024679613986423064,-0.0015326054988064955
Other Operating Expense,0.03323571232706273,0.09556356732364601,0.09462643527370011,0.056996710596673286,0.08759053591108887,0.2873061953946632,0.21866289415699994,0.33067316565556204,0.12488781229580084,0.1016758592768243,0.07027015001764665,0.10864287582602214,0.09912935912570928,0.02483205735794845,-0.019599687641368716,0.03916224207207084,0.019180284180634513,0.10123183277267148,0.24180433690105363,0.11466726223314595,0.03582615974881415,0.02723834114626958,0.15063242610312744,0.03511591047039376,0.30720338919041584,0.0006845386927810714,-0.006020109405071777,0.09228519370855558,0.09399384921527372,0.0001339486131243491,-0.0077215788078372925,0.008588318494083876,0.00021529940033885708,-0.007040349554611006,-0.0006007593300178088,0.09785912088982758,0.0426280219685076,0.10292823573146134,0.022440864409803973,-0.011091691997138529,-0.03509401960148371,0.17101876229415983,0.011717760609151168,-0.0038586782812821984,0.014003324436077744,0.0024056139354740992,0.008454849206207992,0.06351815980446072,0.013802995642064438,0.068428330213889,-0.0009496203700400637,-0.0007540129602966799,-0.0015421455763209666,0.013971107491579201,0.024287410842694403,-0.002602219544694682,-0.03808318847057846
Total Operating Expense,0.07789549314072106,0.13902379748273944,0.09854898980975016,0.057483794546885555,0.09414638221683883,0.28556220409469085,0.12358474413889946,0.11571795642144699,0.1491158426614093,0.12165889856545062,0.19342497160875016,0.11915243382556338,0.14060157892407704,0.1204998795165676,0.02283195994558272,0.05750398587399503,0.030980860031083284,0.12875158081990748,0.1165857036965952,0.11796723324377083,0.046635458188032386,0.03884539920278472,0.10071153247884863,0.04014726935366049,0.12370172983010916,0.012803958206163292,0.0401553368045484,0.10330600817820176,0.10490932419128457,0.020368564953420033,0.008786016411219271,0.031221702906994758,0.012291029943526651,0.013216793271687677,0.02177687674839755,0.09943370568444816,0.12373781082954886,0.1471858974229366,0.06080396817074475,0.00581353959525562,0.02382633461525695,0.07002641252694795,0.059682213036252055,0.035606268591949715,0.05343362776786276,0.051498940245538465,-0.0019822198857777228,0.03798702268992477,0.002267644988818979,0.04130095408612235,0.01037411245818395,0.009390072791673917,0.005074095777901517,0.0023265888347087592,0.012854612873750875,0.007197114353908631,-0.0015564684509531872
Operating Income,0.017784104964890808,0.056583479666084964,0.18883837480817006,0.10086802557049458,0.024300971865152444,0.953831009055564,0.11659998397520717,0.29454461867304704,0.32675813746410476,0.1074048105868633,0.6344550953035232,0.08301625525169087,0.10053371207024125,0.016164396111549868,0.08906091380239435,0.051111227502057606,0.14978888272122792,0.1056928365847392,0.07526345900796975,0.10733325690463313,0.014854177559964,0.03442819533142596,0.10513661149989544,0.01174388991795214,0.09689640108210267,0.12035864296142239,0.055196343230464316,0.06755126672999541,0.06755126672999541,0.01483005375418418,0.09476279374796276,0.08824211945092078,0.10127014570821592,0.09620792277696405,0.07265767023318964,0.4333822873164045,0.08898546782955305,0.10249474100712351,0.1408422594070011,0.0041121677304460326,-0.015272765738502054,0.6278182401822621,0.05572123528815624,0.007065324451934189,0.02105156084157443,0.015622099686062004,-0.008792087640206865,0.04883703887044673,-0.0028983827302675553,0.048500499407866694,0.010183170652150067,0.01315849818379951,0.01765921633202784,-0.00421357205956401,-0.00022347488890896232,-0.0110972155364568,-0.002706144416119378
Operating Margin %.1,0.036496126848259404,-0.015153437202281905,-0.006837636037029914,0.0804020024713896,0.08565211623208988,0.3010539971044446,0.17442407806164084,0.06791410971386208,0.07725045687940683,0.11772785569206466,0.10972072135647876,-0.009573344083915785,0.011232566759344927,-0.014465903440568244,-0.003651581304059113,0.04627461996527521,0.03570016705074072,0.048544180888887255,0.05008464988765289,-0.007414546467563822,0.03224764964680532,0.024399744611947945,0.016415092447816464,0.02708799497116334,0.07169963917045445,0.04637936993935076,0.013266373163073674,0.048412645356447175,0.048674832603598055,0.07449199050669544,0.02654266104465992,0.05579306982677958,0.045667243902549115,0.028523384103730513,0.01124662415092631,0.09333087188195853,-0.012589973749051325,0.11557268577938655,0.02393253282163612,0.036664845655998965,0.01171256190999935,0.10564609038685013,0.03814171169724249,0.022417884573949894,0.021011855508856703,0.015739686289719657,0.004849057677555919,0.035439078593414844,0.006173144752923817,0.036082110044293736,0.02636163671370058,0.026120673964858492,0.019261494924436767,0.006868265532878816,0.013280891405162204,0.009580150310339675,0.0065954922522130175
  Interest Income,0.03542915798550048,0.08749100977746609,0.08676094478759129,0.027321749095648135,0.030781653703689148,0.21454321112359512,0.08871596277879087,0.1558397142968684,0.15691727762411412,0.010503111830055992,0.0820648495421485,0.0574111222663497,0.6239016954307223,0.05133635727048565,0.07027361889455912,0.16775341616189063,0.9921153569132934,0.059182842113764546,0.047664044172506186,0.07995994655362916,0.046152352549725946,0.0774045874437178,0.017960092777111688,0.039694390923009526,0.13953684860433205,0.08070519836605146,0.10026205883743855,0.06594847307735473,0.02399237819658695,0.051033542710039764,0.09109721157910405,0.09432806138217853,0.07496933636876107,0.07413035878906792,0.07101617181318029,0.06268210072073925,0.034787160601426045,0.010883516567617164,0.11398849017992245,0.03778702654888831,-0.011105534079663568,0.07567956247225509,-0.003879970684797767,0.035672332768070254,0.018918438090887765,0.08375648687664843,-0.0058604724813837005,0.013795012317616531,-0.00160169630345091,-0.0067323370753464,-0.005696092786260998,-0.0004527851852157835,0.013283230429695213,-0.0059905938183443365,-0.0026073976319239012,-0.047291537837527375,-0.03138298737760315
  Interest Expense,0.013260310432631713,0.040364859781970505,0.046626575786763186,0.11926776460954051,0.11528559449693032,0.14396644386566898,0.12655848301786626,0.19367978674784736,0.09426788895822955,0.031079306390615378,0.13327088968826978,0.10872369688099814,0.28117222696319333,0.4782572431222843,0.14974391652529828,0.12023792989531952,0.33063731886362524,0.10059600532850059,0.27697982900184887,0.11729855743443465,0.06945028392345108,0.10461786557592904,0.14557876934427896,0.0669193870142588,0.17094326088589978,0.009487211050540111,0.03678285365769757,0.021815852241455738,0.026864285770229007,0.07282984267025819,0.0453524463915406,0.03518436130357237,0.020499032764758292,0.02115138227500601,0.024426533520429394,0.1053893463106112,0.03526349943743607,0.03417155990884945,0.06004187071014657,0.08259390800830714,0.008208734409724224,0.10661796916389503,0.038895067445440495,0.03476925963487679,0.03324002972479222,0.10342525867457261,0.0371389418268369,0.04852994028781517,0.043160874318799,0.044268307241250825,0.03354644571247508,0.028282634888339396,0.028037736036734748,0.036642043781313166,0.042752722997145554,-0.011056760672159422,-0.010983993464219332
Net Interest Income,0.055104650015138236,0.12122689043373322,0.12024516263573677,0.0571777550282721,0.06165158768783662,0.15405915760603398,0.03917030955397389,0.1691791238324843,0.17063821677166724,0.005797432347553906,0.12216684737375476,0.2896763527925745,0.9296404488229488,0.09811016624777624,0.1126954192025653,0.10683995893650482,0.9734485515529272,0.10719311855206605,0.09056422658510908,0.13530629213263273,0.060651104209864776,0.10298462426376133,0.08471649748429272,0.07089098058255645,0.1824078718488594,0.12592110433063297,0.1234413503746869,0.115885456845788,0.11162813617860387,0.06558266873921811,0.09938304492751705,0.1095093215188829,0.12127867427695732,0.125519593386177,0.10287462386321815,0.09984139816683928,0.11675447353010447,0.009420147663440999,0.15374649354626005,0.07428810270832328,0.017875650421141434,0.10798232028682084,0.04220494811173606,0.015673209418846243,0.024976960227494505,0.012690689704058065,0.01881303955474686,0.018674706577174422,0.013520826263747891,0.01690332542666739,0.020834591396373402,0.031682402750497024,0.009419404315136649,0.016997948858564215,0.016446568192495493,-0.006316305145277135,-0.010679359220574457
Other Income (Expense),0.05737734618225729,0.06454656099253488,0.06965838063549659,0.058594169324796413,0.07057485852328285,0.18741521190284122,0.1031142908873752,0.35053798791984697,0.30085439538342024,0.05138899621541551,0.280243530022026,0.08901730984711735,0.11087584668731712,0.05678502211345221,0.06683422066150829,0.046023441764946715,0.14537825277827232,0.3007046289410216,0.24014024082621138,0.2989402897972396,0.03637882659333813,0.026682479793379447,0.1481628436882058,0.03516817302198241,0.3646709630946352,0.11087128273143723,0.15951436262399962,0.0982982246262633,0.10123147242995613,0.024735008407502163,0.10022067543940516,0.12171657198003269,0.038631301310115114,0.01869006971611734,0.08915526390559193,0.08157904350574031,0.0652699092127701,0.0506978853312267,0.14976680233976053,-0.01118487713780637,0.012336490961819789,0.0684287760468461,0.031823560480857216,0.03832358646000856,0.03719510462407621,0.10716318960037419,-0.007597778141285787,0.016295307321499843,-0.006242031527087307,0.014308618566369556,0.017014842215612214,0.00028729407947517037,-0.003216292902171159,-0.005580498133886042,-0.004861965754591442,-0.021300401025209015,-0.02131630632163582
Pre-Tax Income,0.02005708911091708,0.09828767914580372,0.024668647081346844,0.021983705186313197,0.0403375451450341,0.09471336119233152,0.021636049259739543,0.07153968017458398,0.08833110342179595,0.03450420190846727,0.09762867182744984,0.09540078312161429,0.10894137057966867,-0.001828612718966342,0.016536751685795242,0.04048125074318643,0.1248698421266172,0.11853638441299019,5.399901263151204e-05,0.08801394762816744,0.02456032965277019,-0.006762527593498803,0.003797997955020056,0.02243258133049371,0.06969342722321901,0.5269620615845415,0.16961678614098324,0.07391493629046345,0.018369916128873724,0.005563469208860923,0.09154387798060654,0.06916081965617389,0.09436151813264049,0.08424611310077543,0.056192093271854024,0.04932444011805791,0.10775407313827319,0.03294835734682439,0.14361479466680552,0.07941583479725269,-0.016446492590512535,0.07397718063365151,0.04595363342706435,0.000264121093366175,0.012978279759824816,-0.0008354925760014208,-0.007651311298926522,-0.004407276459031281,-0.023979563819163562,-0.021126374241365046,0.0028750101695358583,-0.001625125999275506,0.004837340369091463,-0.002520676213583841,-0.022988726659034366,-0.017273815203716535,-0.025664548488254665
Tax Provision,0.06212497903879891,0.047622896286160676,0.060701271578169784,0.035087384336000914,0.055029020912699136,0.049171970468477114,0.050506057139771576,0.0473464619031634,0.04833292288795662,0.07413213026506786,0.030705170628606022,0.01611210469997628,0.0016235702117043949,0.005683805659706222,0.02814747163091534,0.0833314943001302,0.06274240668612112,0.018074493207346668,0.02930397963622757,0.08521236545570082,0.022133729250977556,0.04557964472656483,0.005917576968689367,0.045676009992939214,0.03415596858979516,0.14665586684614285,0.5597958157500088,0.03183195377358736,0.030486609697946122,0.0330879551065174,0.05757071074323331,0.035660149599108126,0.01070281025306491,0.0045044466030777245,0.06798046417096847,-0.0036487839527961697,0.039726984544367,0.06904114913084758,0.03295032442723264,0.07309859522402912,0.00013514244666708308,0.014914370074533825,0.06617740445717858,0.02382526853175151,0.039300160161951946,0.028872269176089746,0.028745099714621757,0.004197641438614911,0.019543620949659304,0.0057644269247570795,0.014608298181534394,0.007671810973646436,0.007818396981778511,0.028998637645182696,0.005599501625044346,-0.00014151259430604524,-0.004097520225532199
Tax Rate %,0.013716504922112252,0.06898617677398201,-0.010333816348224731,0.1675983397720128,0.07340643608178962,0.08994426588571924,0.09265351199530679,0.05833783496468874,0.04680824034846166,0.004702198908514119,-0.011588235086468855,-0.022768259195801846,0.057117371734715906,0.037365795251213786,0.0006599765550999673,0.05521351411990045,0.11617697463032911,-0.0029911569487752233,0.002063359810042331,0.005484733936460731,0.047307983999265946,0.007298890779798609,0.00195620364272182,0.027026044900116477,0.053026215468582646,0.10459092534758238,0.02903785468229444,-0.0013165907525203786,0.004448031673590045,0.017787667313776283,-0.0274144179381375,-0.001052715321048911,-0.013258515084030602,-0.023379696494666945,0.005509275446444965,-0.005575915246739425,0.07216871290578648,0.009692704835662033,0.005665505480969215,0.2851048331354974,-0.012056991756011274,-0.00696062063229292,0.013720311705331346,0.00014752112117264512,0.002784002298699171,0.01079580449439695,-0.007109300685880479,0.0025452177169389585,0.011014682745979188,0.0185893228738713,-0.004054653306960585,-0.004307341274930395,0.02777244313744932,-0.009284532571756795,0.011878682412591348,-0.03082486019651537,-0.016969982312805724
Net Income (Continuing Operations),0.02495093961291025,0.08371700822313712,0.05617468436161277,0.09026438384931137,0.03310259179593644,0.28068661529837674,0.12643598719304702,0.11252545778439793,0.21019738829550777,0.1252365116151486,0.0757911755048624,0.06591711381628809,0.09721954244217455,0.07762784429642326,0.02069258983797295,0.0599406830938371,0.14548181119593728,0.11209156239361293,0.06913191337854,0.11215133007965722,0.027410640600088017,0.036567730089521445,0.10867055152710568,0.02825245887674688,0.12338797707994008,0.08798380988325129,0.05421252306290672,0.27193873363419746,0.27193873363419746,0.04731124288451969,0.10302627705587898,0.11773963026865387,0.11336498558423654,0.11562203768809742,0.09808449783514728,0.08629785718399641,0.09738750331325138,0.12878578643272232,0.07325035319862702,-0.0172774503701877,-0.015592396094835453,0.06915005206055931,0.07843928774256748,0.024216060667215506,0.030561990621886886,0.027656139840572632,-0.02413635399033862,0.03660246527725171,-0.026451103495700415,0.037028618458311575,0.011038190240908775,0.001410257424623155,-0.018530295227105156,-0.024881308795685106,-0.026451103495700415,-0.008999791200294798,-0.0186287295519228
Net Income (Discontinued Operations),0.11045131038958822,-0.026572990464169666,0.010433077373432773,0.003955680443499804,0.001730021739128484,0.10073774785347533,0.10908258775162089,0.09933127849012297,0.07055583792734461,0.05468156489320838,0.20245096635876933,0.2001008924810806,0.24811629049023382,0.1788078218604703,0.09375087520504187,0.042576045268936956,0.10133288512410152,0.0771056051027187,-0.02015296036391696,0.10193741178721234,0.01115886935824202,-0.021565478878878247,0.09964973626591189,0.00979471461276806,0.08736377366118996,0.05610909616704395,0.13667987848019403,0.2535887995593629,0.45179156446745133,0.053951465186357614,0.06146184527122726,0.11468551335058694,0.06336274431696629,0.07088449001524798,0.09418885191847431,0.08064683276939644,0.04152459837210738,0.07326388124053602,0.018535024587132,-0.026575860521868045,0.11578613028861445,0.05357798626233143,0.10673587782742826,0.1263993797213806,0.12839402451757426,0.12813183727042338,-0.027531891035295207,0.03409776810112884,-0.033189879007533715,0.03516471704481858,-0.008810724395696358,-0.008382251943777532,0.0041235131268366225,-0.029958074355453543,-0.02885409842413804,-0.02644438217695822,-0.018947974810717413
  Other Income (Minority Interest),0.10015467710796766,0.02611759200134537,0.04759491987505997,0.04045020095829415,0.05434835978488174,0.15214004534845135,0.037792793539418515,0.18865783215720847,0.16363129562216958,0.06112385271449033,0.17862238035976108,0.16781481195527548,0.1516850397261852,0.1717700618270737,0.1470170041087905,0.10924334411603864,0.37708918752475235,0.11715168818833221,0.1280345080500345,0.16085527588175075,0.08530810610670449,0.08950793120944783,0.10363456725006498,0.05847516681468099,0.18209406655195257,0.1213024673419284,0.16291104142431592,0.12971551352125674,0.07552160230421802,0.1490695502606811,0.2846519158488679,0.14314261121621175,0.13945997457145487,0.12436091846832559,0.11400743551082038,0.10568001911061604,0.11890911160969232,0.06828514974410925,0.1860197129575537,0.014100047562416795,0.06063297870289738,0.10688093839924648,0.05436385830370904,0.06601426057690347,0.04866886495656702,0.1257414046316659,0.009272332153242864,0.02799933475341981,0.006430250377267474,0.03019605898581924,0.03238488755527999,0.029164548150112667,0.036820569737696325,0.0007254466677762917,0.004733814987153239,-0.0022247459938256856,0.00968496412029679
