0,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,Revenue,Cost of Goods Sold,Gross Profit,Gross Margin %.1,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Total Operating Expense,Operating Income,Operating Margin %.1,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %.1,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),EBIT,"Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %.1,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Loans Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Long-Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,  Short-Term Debt,  Short-Term Capital Lease Obligation,Short-Term Debt & Capital Lease Obligation,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Long-Term Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,Debt-to-Equity.1,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,Equity-to-Asset.1,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization.1",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,  Change In Other Working Capital,Change In Working Capital,Deferred Tax,Stock Based Compensation,Asset Impairment Charge,Cash from Discontinued Operating Activities,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,  Issuance of Debt,  Payments of Debt,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Beginning Cash Position,  Effect of Exchange Rate Changes,Net Change in Cash,Ending Cash Position,Capital Expenditure,Free Cash Flow,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Month End Stock Price.1,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,Price (CN¥),Market Cap (CN¥ Million),Shares Outstanding (CN¥ Million)
95,0.498,0.068,0.068,0.039,0.039,-0.524,-0.041,0.161,0.333,0.0,3.337,3.319,0.972,14.3,4.69,1.09,2.82,4.72,2.83,6.13,7.43,3.21,5.9,5.71,42.86,14.14,7.96,13.77,-8.29,0.291,0.611,0.178,0.37,15.17,0.088,0.0,97.83,20.22,6.3,83.91,14.49,0.57,0.039,0.406,2.872,1.257,730.059,417.123,312.936,42.86,178.272,0.0,31.464,209.736,103.2,14.14,0.0,-14.142,-14.142,-5.504,83.554,-29.497,35.3,54.057,0.0,4.028,58.085,7.96,0.0,0.039,0.039,1467.088,100.493,0.0,100.493,13.77,555.65,0.0,555.65,679.05,0.0,0.0,0.0,679.05,13.257,0.0,-0.081,13.564,1.319,28.059,58.0,1320.759,0.0,0.0,5783.971,1727.348,10.379,1301.171,8822.869,-1309.399,7513.47,30.275,0.0,246.721,7790.466,9111.225,76.153,201.212,1447.731,0.0,1725.096,1300.0,0.0,1380.0,0.0,0.0,0.0,30.036,3135.132,240.0,0.0,240.0,0.291,0.0,0.0,0.0,240.0,3375.132,1150.0,0.0,955.331,0.0,3181.754,0.0,276.822,5563.907,172.186,5736.093,0.611,54.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.815,235.872,-296.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-296.149,0.0,0.0,0.0,1300.0,-1322.352,-22.352,-74.7,190.46,93.408,522.519,0.0,33.131,555.65,-296.409,-60.537,57.66,57.66,0.0,4.29,4.31,26.24,18.17,7.75,2.03,9.35,23.28,36.05,2.77,24.68,0.0,0.72,23845.25,25081.786,14.3,-1.79,-1.34,-1.48,-3.36,0.0,9.25,4.3,-5.79,4.69,7.0,-3.11,0.92,-4.8,0.42,0.41,0.18,7.3,14.48,11.25,-15.0,0.0,21.46,-15.22,-20.0,28.45,1467.088,1667.5,0.34,04/30/08,03/10/09,,0.0,2169.0,11.78,27879.941,2366.72
96,0.451,0.134,0.134,0.079,0.079,-0.439,0.037,0.046,0.25,0.0,3.416,3.397,0.858,9.65,9.42,3.34,5.82,9.48,5.84,11.97,14.64,7.53,5.98,8.03,45.5,29.59,17.57,29.59,8.16,0.251,0.625,0.157,0.355,15.07,0.083,0.0,94.89,16.51,5.36,83.74,17.02,0.55,0.032,0.021,0.07,0.203,754.797,411.366,343.431,45.5,92.293,0.0,27.825,120.118,223.313,29.59,0.0,-30.602,-30.602,-2.916,189.795,-45.848,24.16,143.947,0.0,-11.305,132.642,17.57,0.0,0.079,0.079,1672.442,223.313,0.0,223.313,29.59,417.065,0.0,417.065,890.823,0.0,0.0,0.0,890.823,0.0,0.0,0.0,0.0,20.266,20.266,124.907,1453.061,0.0,0.0,0.0,0.0,3.328,7404.731,7408.059,0.0,7408.059,33.0,0.0,225.514,7666.573,9119.634,72.68,204.122,1489.083,0.0,1765.885,1000.0,0.0,1080.0,0.0,0.0,0.0,43.708,2889.593,350.0,0.0,350.0,0.251,0.0,0.0,0.0,350.0,3239.593,1150.0,0.0,1088.161,0.0,0.0,0.0,3458.577,5696.738,183.303,5880.04,0.625,143.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.705,77.242,-15.643,0.12,0.0,0.158,0.0,0.0,0.0,0.0,1.013,-14.352,0.0,0.0,0.0,110.0,-300.0,-190.0,-11.474,0.0,-201.474,555.649,0.0,-138.584,417.065,-15.643,61.599,36.97,36.97,0.0,2.82,2.84,20.27,13.46,5.16,1.45,6.14,23.65,23.65,4.23,16.87,0.0,1.07,16091.375,17287.613,9.65,-1.8,-1.18,-1.4,-0.16,0.0,6.53,4.47,-4.96,3.53,5.0,-2.97,0.757,-3.35,0.5,0.5,0.14,7.3,15.88,9.65,0.0,0.0,5.87,19.7,8.94,25.55,1672.442,1667.5,0.45,04/30/08,04/28/09,,0.0,2169.0,11.78,27879.941,2366.72
97,0.457,0.124,0.124,0.071,0.071,-0.126,0.084,0.091,0.351,0.0,3.363,3.344,0.894,7.08,8.32,3.94,5.09,8.37,5.11,11.17,13.32,6.96,7.19,7.66,42.34,28.62,15.54,27.15,18.35,0.266,0.599,0.159,0.38,13.87,0.082,0.0,118.42,12.43,4.39,110.38,20.81,0.58,0.028,0.015,0.053,0.077,756.659,436.316,320.343,42.34,73.338,0.0,30.472,103.81,216.533,28.62,0.0,-27.947,-27.947,-8.958,179.628,-52.638,29.3,126.99,0.0,-9.397,117.593,15.54,0.0,0.071,0.071,1656.373,205.403,0.0,205.403,27.15,584.528,0.0,584.528,1073.049,0.0,0.0,0.0,1073.049,9.947,0.0,-0.081,9.379,2.429,21.674,99.658,1778.909,0.0,0.0,5783.971,1729.762,1.928,1313.518,8829.179,-1529.571,7299.608,31.392,0.0,247.972,7578.972,9357.881,46.178,150.105,1821.946,0.0,2018.229,1100.0,0.0,1180.0,0.0,0.0,0.0,49.653,3247.882,310.0,0.0,310.0,0.266,0.0,0.0,0.0,310.0,3557.882,1150.0,0.0,998.566,0.0,3181.754,0.0,276.79,5607.11,192.888,5799.999,0.599,126.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.373,150.363,-11.507,0.384,0.0,0.0,0.0,0.0,0.0,0.0,-1.012,-12.135,0.0,0.0,0.0,1100.0,-1040.0,60.0,-25.83,-4.25,29.92,416.38,0.0,168.148,584.528,-11.507,138.856,26.32,26.32,0.0,2.11,2.12,13.43,9.37,3.78,1.47,4.42,17.06,17.06,5.86,13.54,0.0,1.45,11805.9,12904.26,7.08,-1.9,-1.18,-1.41,0.04,0.0,4.8,4.5,-1.35,2.53,6.0,-2.88,0.735,-3.88,0.55,0.54,0.18,7.75,11.27,6.94,0.0,0.0,0.88,12.7,-0.8,17.86,1656.373,1667.5,0.57,08/28/08,08/28/08,,0.0,2169.0,11.78,27879.941,2366.72
98,0.454,0.126,0.126,0.075,0.075,-0.136,0.098,0.18,0.381,0.124,3.438,3.419,0.894,8.57,8.81,3.54,5.33,8.86,5.35,11.56,13.59,6.9,6.74,6.01,42.71,27.82,16.56,27.82,21.53,0.26,0.612,0.159,0.367,13.76,0.081,1.655,133.81,9.36,4.87,129.32,18.74,0.57,0.031,0.181,0.649,0.456,753.766,431.84,321.926,42.71,83.926,0.0,28.292,112.218,209.708,27.82,0.0,-22.384,-22.384,-2.088,185.236,-51.696,27.91,133.54,0.0,-8.709,124.831,16.56,0.0,0.075,0.075,1660.597,209.708,0.0,209.708,27.82,634.817,0.0,634.817,1137.585,0.0,0.0,0.0,1137.585,0.0,0.0,0.0,0.0,24.417,24.417,77.264,1874.083,0.0,0.0,0.0,0.0,2.814,7207.11,7209.924,0.0,7209.924,30.521,0.0,248.851,7489.296,9363.379,42.39,188.017,1668.565,0.0,1898.972,1100.0,0.0,1180.0,0.0,0.0,0.0,49.462,3128.434,310.0,0.0,310.0,0.26,0.0,0.0,0.0,310.0,3438.434,1150.0,0.0,1123.585,0.0,0.0,0.0,3458.545,5732.13,192.815,5924.945,0.612,133.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.869,298.409,-136.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.136,0.0,0.0,0.0,1000.0,-1010.0,-10.0,-102.67,0.0,-112.67,585.214,0.0,49.603,634.817,-136.136,162.273,32.46,32.46,0.0,2.49,2.51,48.15,17.93,4.61,2.96,5.12,20.76,20.76,4.82,10.71,0.0,1.45,14290.475,15338.473,8.57,-1.8,-1.05,-1.28,0.25,0.0,2.9,4.51,-1.49,3.08,7.0,-2.37,0.725,1.39,0.6,0.59,0.2,9.37,8.94,6.9,0.0,0.0,-2.99,-6.25,-19.75,10.97,1660.597,1667.5,0.51,10/29/08,10/29/09,,0.0,2169.0,11.78,27879.941,2366.72
99,0.46,0.085,0.085,0.065,0.065,-0.14,0.039,0.276,0.336,0.0,3.505,3.487,0.898,4.86,7.65,5.5,4.82,7.69,4.83,8.1,9.26,6.17,6.08,1.54,38.31,22.74,14.11,18.5,8.53,0.256,0.648,0.166,0.331,13.08,0.085,0.0,122.1,14.79,5.06,112.37,18.03,0.62,0.034,0.514,2.262,0.858,784.48,483.965,300.515,38.31,90.291,0.0,31.845,122.136,178.379,22.74,0.0,-5.752,-5.752,-22.494,150.133,-37.256,24.82,112.877,0.0,-2.169,110.708,14.11,0.0,0.065,0.065,1703.596,145.116,0.0,145.116,18.5,560.745,0.0,560.745,961.883,0.0,0.0,0.0,961.883,13.21,0.0,-0.081,11.801,4.329,29.259,72.505,1624.392,0.0,0.0,5783.971,1855.578,27.747,1214.911,8882.207,-1754.155,7128.052,29.528,0.0,239.102,7396.682,9021.074,114.448,176.264,1165.073,0.0,1455.785,1148.0,0.0,1228.0,0.0,0.0,0.0,33.134,2716.919,270.0,0.0,270.0,0.256,0.0,0.0,0.0,270.0,2986.919,1150.0,0.0,1187.867,0.0,3181.754,0.0,324.461,5844.082,190.073,6034.155,0.648,112.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.484,470.361,-403.423,3.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.767,0.0,0.0,0.0,548.0,-530.0,18.0,-149.064,-12.929,-143.993,634.144,0.0,-73.399,560.745,-403.423,66.938,16.76,16.76,0.0,1.39,1.39,18.98,8.18,2.67,2.26,3.03,7.39,11.62,8.61,6.99,0.0,2.55,8104.05,9231.378,4.86,-1.57,-0.93,-1.13,0.35,0.0,2.15,4.77,-1.9,2.29,6.0,-2.25,0.745,0.57,0.6,0.59,0.21,31.01,8.32,4.74,0.0,0.0,-7.63,66.67,25.0,7.43,1703.596,1667.5,0.66,03/10/09,03/13/10,,0.0,3482.0,11.78,27879.941,2366.72
100,0.462,0.126,0.126,0.072,0.072,-0.152,0.083,0.09,0.407,0.0,3.577,3.56,0.898,6.22,8.15,4.68,5.26,8.19,5.27,11.87,13.18,7.09,6.55,7.24,40.07,27.3,15.66,27.3,17.93,0.251,0.642,0.161,0.337,13.45,0.084,0.0,129.56,49.82,5.97,85.71,15.29,0.6,0.039,0.015,0.054,0.076,768.414,460.544,307.87,40.07,68.216,0.0,29.864,98.08,209.79,27.3,0.0,-27.101,-27.101,-5.641,177.048,-48.318,27.29,128.73,0.0,-8.368,120.362,15.66,0.0,0.072,0.072,1662.144,209.79,0.0,209.79,27.3,678.418,0.0,678.418,1220.124,0.0,0.0,0.0,1220.124,0.0,0.0,0.0,0.0,30.981,30.981,83.832,2013.355,0.0,0.0,0.0,0.0,21.862,6993.2,7015.062,0.0,7015.062,28.656,0.0,239.802,7283.52,9296.875,388.442,181.407,1025.712,0.0,1595.561,1148.0,0.0,1228.0,0.0,0.0,0.0,40.429,2863.99,270.0,0.0,270.0,0.251,0.0,0.0,0.0,270.0,3133.99,1150.0,0.0,1308.23,0.0,0.0,0.0,3506.214,5964.444,198.441,6162.885,0.642,128.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.402,149.132,-11.389,0.087,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-11.303,0.0,0.0,0.0,0.0,0.0,0.0,-20.156,0.0,-20.156,560.745,0.0,117.673,678.418,-11.389,137.743,21.98,21.98,0.0,1.74,1.75,20.46,9.76,3.39,4.0,3.72,14.79,14.79,6.76,5.23,0.0,1.99,10371.85,11389.873,6.22,-1.59,-0.79,-1.03,-0.76,0.0,1.56,4.76,-1.92,2.68,7.0,-2.31,0.774,-0.38,0.7,0.69,0.24,7.74,6.68,5.02,0.0,0.0,2.44,-8.86,-5.97,5.5,1662.144,1667.5,0.68,04/28/09,04/27/10,,0.0,3482.0,11.78,27879.941,2366.72
101,0.464,0.128,0.128,0.079,0.079,-0.141,0.185,0.191,0.592,0.0,3.54,3.523,0.898,6.6,9.0,4.84,5.67,9.05,5.69,12.37,13.44,8.86,7.35,8.8,45.72,31.75,17.09,27.55,39.99,0.254,0.619,0.157,0.36,15.17,0.083,0.0,144.49,85.28,6.5,65.71,14.04,0.54,0.039,0.012,0.038,0.029,781.419,424.128,357.291,45.72,79.183,0.0,29.976,109.159,248.132,31.75,0.0,-32.943,-32.943,-29.932,185.257,-44.677,24.12,140.579,0.0,-7.036,133.543,17.09,0.0,0.079,0.079,1684.789,215.259,0.0,215.259,27.55,987.59,0.0,987.59,1254.55,0.0,0.0,0.0,1254.55,12.015,0.0,-0.081,12.062,5.422,29.418,91.478,2363.036,0.0,0.0,5783.971,1859.456,23.927,1223.979,8891.333,-1979.544,6911.789,27.785,0.0,240.439,7180.013,9543.049,404.359,167.184,1326.286,0.0,1897.829,1148.0,0.0,1228.0,0.0,0.0,0.0,39.256,3165.085,270.0,0.0,270.0,0.254,0.0,0.0,0.0,270.0,3435.085,1150.0,0.0,1246.273,0.0,3181.754,0.0,324.46,5902.487,205.477,6107.964,0.619,140.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.303,321.882,-9.372,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.366,0.0,0.0,0.0,0.0,0.0,0.0,-3.34,0.0,-3.34,678.414,0.0,309.176,987.59,-9.372,312.51,22.68,22.68,0.0,1.86,1.87,16.3,8.96,3.59,6.27,3.8,15.03,15.03,6.65,3.66,0.0,1.88,11005.5,11721.387,6.6,-1.59,-0.77,-1.02,-0.49,0.0,0.0,4.8,-1.68,2.6,5.0,-2.61,0.712,-2.03,0.75,0.74,0.31,7.53,6.9,5.99,0.0,0.0,1.53,11.27,3.23,3.62,1684.789,1667.5,0.69,08/04/09,08/04/09,,0.0,3482.0,11.78,27879.941,2366.72
102,0.486,0.134,0.134,0.076,0.076,-0.168,-0.051,0.097,0.477,0.117,3.615,3.598,0.174,5.98,8.37,5.07,5.33,8.41,5.34,12.76,13.74,7.32,7.09,10.66,41.52,27.61,15.61,27.61,-10.53,0.048,0.655,0.032,0.324,14.17,0.085,1.543,133.08,46.38,5.57,92.27,16.38,0.58,0.036,0.305,1.104,1.528,799.419,467.501,331.919,41.52,80.698,0.0,30.53,111.228,220.691,27.61,0.0,-23.821,-23.821,-9.996,186.874,-55.916,29.92,130.958,0.0,-6.178,124.78,15.61,0.0,0.076,0.076,1644.833,220.691,0.0,220.691,27.61,795.705,0.0,795.705,1077.179,0.0,0.0,0.0,1077.179,0.0,0.0,0.0,0.0,27.654,27.654,112.424,2012.962,0.0,0.0,0.0,0.0,107.546,6812.12,6919.666,0.0,6919.666,26.913,0.0,240.035,7186.614,9199.576,70.927,209.687,1166.955,0.0,1447.569,0.0,0.0,40.0,0.0,0.0,0.0,1239.182,2726.751,250.0,0.0,250.0,0.048,0.0,0.0,0.0,250.0,2976.751,1150.0,0.0,1371.053,0.0,0.0,0.0,3506.215,6027.268,195.557,6222.825,0.655,130.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.398,159.356,-243.57,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.555,0.0,0.0,0.0,700.0,-708.0,-8.0,-96.89,-2.8,-107.69,987.594,0.0,-191.889,795.705,-243.57,-84.214,20.48,20.48,0.0,1.65,1.66,23.36,9.14,3.19,7.34,3.08,12.22,12.22,8.18,2.58,0.0,1.96,9971.65,9661.502,5.98,-1.43,-0.7,-0.93,2.91,0.0,0.0,4.86,-1.22,2.75,6.0,-2.73,0.599,0.57,0.74,0.73,0.29,9.26,7.57,5.89,0.0,0.0,7.05,1.33,6.35,2.79,1644.833,1667.5,0.68,10/29/09,10/27/10,,0.0,3482.0,11.78,27879.941,2366.72
103,0.556,0.085,0.085,0.097,0.097,-0.149,0.152,0.305,0.694,0.0,3.714,3.696,1.049,7.0,10.82,5.76,6.47,10.87,6.49,7.51,9.02,7.47,8.1,0.0,42.81,23.35,17.27,15.35,27.37,0.283,0.551,0.156,0.431,16.04,0.094,0.0,96.5,10.54,4.47,90.43,20.4,0.57,0.028,0.275,1.177,0.501,956.837,547.251,409.586,42.81,149.15,0.0,37.027,186.177,223.409,23.35,0.0,0.0,13.851,-29.18,208.08,-41.933,20.15,166.147,0.0,-0.938,165.209,17.27,0.0,0.097,0.097,1720.125,146.897,0.0,146.897,15.35,1157.096,0.0,1157.096,946.518,0.0,0.0,0.0,946.518,14.226,0.0,-0.551,6.856,5.46,25.991,80.187,2209.792,0.0,0.0,5785.212,1908.161,2011.89,1186.673,10891.936,-2156.715,8735.221,29.034,0.0,257.309,9021.564,11231.356,55.555,214.588,2794.078,0.0,3064.221,1500.0,0.0,1580.0,0.0,0.0,0.0,31.763,4675.984,170.0,0.0,170.0,0.283,0.0,0.0,0.0,170.0,4845.984,1150.0,0.0,1483.469,0.0,3181.754,0.0,377.253,6192.476,192.895,6385.372,0.551,166.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.724,524.871,-262.984,0.299,0.0,0.0,0.0,0.0,0.0,0.0,3.371,-259.314,0.0,0.0,0.0,1200.0,-940.0,260.0,-139.182,-24.977,95.841,795.698,0.0,361.398,1157.096,-262.984,261.887,21.6,21.6,0.0,1.88,1.89,18.72,10.17,3.55,16.12,3.77,9.5,15.09,6.63,1.55,0.0,1.67,11672.5,12458.299,7.0,-2.33,-1.7,-1.89,3.13,0.0,0.0,5.19,-1.81,1.91,7.0,-2.91,0.759,-0.78,0.47,0.47,0.25,0,7.18,6.13,0.0,0.0,20.87,49.23,0.0,1.34,1720.125,1667.5,0.78,03/13/10,03/12/11,,0.0,3552.0,11.78,27879.941,2366.72
104,0.52,0.15,0.15,0.094,0.094,-0.127,0.119,0.129,0.811,0.0,3.808,3.792,1.049,7.85,10.05,4.88,5.56,10.09,5.57,11.53,15.08,7.02,7.89,4.68,41.6,28.88,18.18,28.88,22.99,0.276,0.555,0.153,0.427,12.72,0.076,0.0,105.26,8.72,4.75,101.29,19.22,0.58,0.03,0.017,0.06,0.07,866.731,506.191,360.539,41.6,76.186,0.0,34.029,110.215,250.324,28.88,0.0,-20.471,-20.471,-4.962,224.891,-57.937,25.76,166.954,0.0,-9.397,157.557,18.18,0.0,0.094,0.094,1667.573,250.324,0.0,250.324,28.88,1353.08,0.0,1353.08,1053.167,0.0,0.0,0.0,1053.167,0.0,0.0,0.0,0.0,26.696,26.696,88.005,2520.948,0.0,0.0,0.0,0.0,2013.719,6618.334,8632.053,0.0,8632.053,27.335,0.0,260.521,8919.909,11440.857,41.233,187.648,2862.116,0.0,3090.997,1500.0,0.0,1580.0,0.0,0.0,0.0,47.535,4718.532,170.0,0.0,170.0,0.276,0.0,0.0,0.0,170.0,4888.532,1150.0,0.0,1641.026,0.0,0.0,0.0,3559.007,6350.033,202.292,6552.325,0.555,166.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.337,214.291,-15.056,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.002,0.0,0.0,0.0,0.0,0.0,0.0,-3.305,0.0,-3.305,1157.096,0.0,195.984,1353.08,-15.056,199.235,22.69,22.69,0.0,2.06,2.07,19.38,10.87,3.87,0.0,4.02,16.43,16.43,6.09,0.45,0.0,1.49,13089.875,13689.087,7.85,-2.24,-1.54,-1.76,3.43,0.0,0.0,5.43,-1.57,2.13,7.0,-3.03,0.619,-0.98,0.53,0.53,0.29,12.23,8.4,6.74,0.0,0.0,12.55,30.56,19.05,-0.14,1667.573,1667.5,0.74,04/27/10,04/28/11,,0.0,3552.0,11.78,27879.941,2366.72
105,0.542,0.125,0.125,0.07,0.07,0.048,-0.333,0.276,0.449,0.0,3.699,3.683,1.025,6.09,7.44,4.51,4.21,7.47,4.22,9.76,12.61,5.9,6.92,8.39,36.28,23.56,12.85,23.08,-61.49,0.277,0.577,0.16,0.403,11.89,0.082,0.0,104.91,7.06,4.24,102.09,21.53,0.64,0.03,1.123,4.767,2.21,906.125,577.351,328.773,36.28,80.215,0.0,35.07,115.285,213.488,23.56,0.0,-36.299,-36.299,-3.433,173.756,-48.172,27.72,125.584,0.0,-9.128,116.456,12.85,0.0,0.07,0.07,1671.243,209.152,0.0,209.152,23.08,748.396,0.0,748.396,1030.412,0.0,0.0,0.0,1030.412,14.11,0.0,-0.551,8.065,5.324,26.948,74.551,1880.307,0.0,0.0,7618.571,1925.157,189.955,1189.995,10923.678,-2410.639,8513.039,25.63,0.0,265.586,8804.255,10684.562,48.164,171.31,2330.895,0.0,2550.369,1500.0,0.0,1540.0,0.0,0.0,0.0,46.072,4136.441,170.0,0.0,170.0,0.277,0.0,0.0,0.0,170.0,4306.441,1150.0,0.0,1458.482,0.0,3181.754,0.0,377.254,6167.49,210.632,6378.121,0.577,125.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.937,460.521,-1017.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1017.658,0.0,0.0,0.0,0.0,0.0,0.0,-7.482,-40.0,-47.482,1353.015,0.0,-604.619,748.396,-1017.658,-557.137,18.07,18.07,126.88,1.65,1.65,0.0,7.55,2.89,0.0,3.21,13.7,13.7,7.3,-2.17,0.0,1.92,10155.075,11327.311,6.09,-2.26,-1.58,-1.79,2.43,0.0,0.0,5.28,0.24,1.95,7.0,-3.0,0.642,6.93,0.45,0.45,0.18,5.88,8.45,6.09,0.0,0.0,16.81,-11.39,-2.34,-1.83,1671.243,1667.5,0.72,08/27/10,08/27/10,,0.0,3552.0,11.78,27879.941,2366.72
