,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Sales Return and Allowances/Discounts,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Directors' Remuneration,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Litigation Income/Expense,Merger and Acquisition Income/Expense,Write Off/Write Down of Other Assets,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Non-Controlling/Minority Interests,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
"Depreciation, Depletion and Amortization.1",-0.034688611215782414,-0.02161823953119675,-0.02599017439717203,-0.020445651177513048,0.008007891146044954,-0.010512264816201086,-0.00021309015265734248,-0.011993042039196301,-0.0019365507491181538,-0.04114153961075669,0.006210022636898562,-0.04709872939508223,0.014254099406765298,0.01590075829912842,-0.0011464548404370779,0.015569905352718114,0.5045572762383681,0.49150876686774453,0.8288258098475351,0.03176393914077108,0.022821318672333488,0.029852721842141872,-0.016826958104529624,-0.018832547423202173,-0.020885087060561313,-0.027061184703931932,-0.01956956158911316,0.00619722264450796,-0.031920536761606194,-0.03719175870810357,-0.016276554204125163,0.11146555131921268,-0.009424546007929543,0.023559813642035646,-0.011157778695465179,0.04435737476550452,-0.002958635413588352,0.0661841026337426,0.029767650614937594,-0.01656332317118001,0.07449923866221124,0.04592002819862907,0.003858810910594287,-0.023112233442919648,-0.0037128744227957816,-0.0055852946689701755,-0.006097938186371667,-0.022540935308144362,-0.021828738883570165,-0.027226901234216717,0.008066575256106908,0.015651429620840415,-0.015681569878087137,-0.0019346212021597764,-0.01042642775748532,0.06562721828111355,-0.0033706679663845236,0.0328193222494526,-0.001459809520353036,-0.007974870655974627,-0.004334650339839923,-0.010476039052456532,-0.022735987736739075,-0.030479098719322337
  Change In Receivables,-0.018064653252138987,-0.010956360864003612,0.004324483595633466,0.06968266016519091,0.0707442253376122,-0.005151642969191253,-0.000704706448932428,0.017663913830201772,0.00593164421827435,-0.004786058004555997,0.013897772518378667,-0.0125229992989702,0.0067243793748495585,-0.0020240975733313176,0.007484081297957563,0.0010135315796672428,0.06552684722389195,0.06073130663864243,0.0559430254123124,0.015318470704066455,0.03654212755372544,0.04055073148510017,-0.011246115487555539,-0.030333868366315103,0.00023418406454646466,-0.008653689024315118,-0.010645678619209367,0.06292632543024092,0.0008071180084594717,-0.02020695695367329,0.018282830106708572,0.059608780628762396,0.09296425012394259,0.05905718615152039,-0.013950191766926134,-0.028981073237602597,-0.003186803080289096,0.06551099543314436,0.003360250083424613,-0.00019115233061298034,0.047399246127587766,-0.015160122418902518,0.015882429030585038,-0.029068270819370207,-0.00025545790704907534,-0.0317052035283227,-0.02680973414244435,-0.014175448989227228,0.002581711204461529,-0.011181483133644423,0.00180090609393469,0.002584110014571676,0.006867128304753542,0.0035800909108181875,0.007229173801033312,0.036711508316363904,0.0009958897872232022,0.014139172360878997,0.003993165427814267,0.006667227993075083,0.007407424299887056,0.002263635647263872,-0.016661385473415558,-0.016487919045006637
  Change In Inventory,0.011145219247357188,0.05069179502054692,0.04798270887310944,0.05628823736380401,0.10381790471789694,0.021187860354403888,0.017342549000638877,0.021786487449356788,0.052016602041942556,0.038140469829235975,0.026468847610344487,0.006795941334384884,0.02703311925563378,0.04332093045610524,0.05358555801852059,0.0010029805901740716,0.01230086283349347,0.01683575266751687,0.024480122726611257,0.055043912570962215,0.03368137808502802,0.05161269401007179,0.03134048758674976,-0.007181439074977959,0.048326700783564776,0.06007303546157249,0.04612022812970788,0.0738254215208899,0.06716398331760909,0.040247982132479834,0.059000773520304056,0.05671730376036239,0.043749991346001216,0.11361564783449667,0.026718349199217617,0.041624768833768006,0.03500965614283627,0.0899732702498263,0.0493572950504191,0.008568714909672674,0.06513782754781264,0.002768146728215403,0.015813057462251822,0.05833572672208565,0.038470280084547157,0.010888106473526511,0.03569045990463793,0.03512224897791359,0.03413593553800072,0.03988271735643867,0.023400320118247112,0.020450651854880604,0.05158057911697887,-0.01402156760657396,0.03641676274048855,0.07053599302539133,0.01165390999057498,0.031141200684577597,0.024776979161525183,0.013864733907882853,0.04060202529178075,0.013728494857020247,0.01782625688202734,0.006224184113758944
  Change In Prepaid Assets,0.09175527781470678,-0.008508117802781783,0.008296348212956633,0.02970781816561428,0.1271468261359422,0.017170100829092358,0.01534294413136851,0.04503228323745557,-0.012104525726894143,0.0018025677504355186,0.05833562055458631,0.05510941025477183,-0.010707147996596687,-0.023017749951226286,0.006544199769328264,0.07009957474977715,0.04143606251013528,0.05811294741869351,0.09541162757069008,0.06670739379051804,0.005177970289228052,0.010977278952715762,-0.03397998539773585,-0.031139531691151086,-0.032537054780506995,0.06958362980993765,0.015270509160483404,0.0630574649521156,0.05589639540098558,0.03815819767575665,0.02334787906431307,0.08150728081335402,0.025674968353391555,0.010211102479038989,-0.010000501362774306,0.10480396997123534,0.05107077871749935,0.018758140189660225,0.03431231083661721,0.13111110801165,0.0014019820803485884,0.0885799806985033,-0.000527329070454025,0.1280713230965205,0.09276982932204902,-0.028162407623110935,-0.02467205984506707,-0.02273751671894118,-0.04056101980760137,-0.03792460381903757,0.01881206735637299,0.0159815990367058,0.021272771697265665,0.007659201265925434,0.027220109984216014,0.03259155665711267,0.002565654201294497,0.0023338515814609155,-0.016937485138331203,0.09267098738314498,0.031812860324129784,0.004245753428194013,-0.0368567203030211,0.07621700791282325
  Change In Payables And Accrued Expense,0.020083766254601024,0.028082484803716737,-0.013276708882189328,0.0654058636070934,0.22801303506860768,0.031146064252373328,0.09446274186012825,0.09258132355977755,0.12688239729264217,-0.08067609290302886,0.038467002508246216,0.05368927420650269,0.08865798793132063,0.04386314292678424,0.06164976970318051,0.12782824385374478,0.007955187442227646,0.06215832030237002,0.04535835033835727,0.059878586163071144,-0.016681463963031665,-0.02003992022439132,-0.03645580750343141,0.0592687490855784,0.06806672346481694,0.09917953004019044,0.11619894738349919,0.041717933161506106,0.0795966329883352,0.07755915277001289,0.023074228445024887,0.06484979837910942,0.10755143445219122,0.07320213197673764,0.019081113430966155,0.021794967224515193,0.05485985924131313,0.08932355292684777,0.06107443090050465,0.048198195069364895,0.1020442487128361,0.007929259655575645,0.09452716442525963,0.1047530327917634,0.1591946635661331,0.0530242637832234,0.054196373031821045,-0.041667890401273916,-0.025416377151673608,-0.025707382102038545,0.06837502745482117,0.08730284421842417,0.04673518912404758,0.028572487883494674,-0.0028998465278542176,0.03336775931072326,0.0014392219032734227,0.014727273742088601,-0.0030462211200877817,0.09894814206472544,-0.002378097637333793,0.004233615577524261,-0.06848619041293699,0.020397201577018447
  Change In Other Working Capital,-0.018179831657459063,-0.00778513943956155,-0.017507993715154054,0.059614560012139425,0.012437496054561067,-0.0039179241782003,-0.004609902956919916,0.010593869230054079,-0.00604103117476813,-0.016987977658647138,0.04704920184512417,0.03845747099731208,0.018179959564413428,0.018077935729935966,0.01342348649007005,0.009118638779843518,0.008871327265985425,0.016380608028249248,-0.0035524841045904607,0.12741070746767402,0.07323336008109531,0.1251491391417769,0.023350205190107366,0.05815115107290344,0.017316597370763336,0.03354015916022492,0.10844866080753326,0.10066039373616847,0.06581355452108545,0.056910695430820536,0.05247669781986232,0.08328782790588599,0.13582175957001408,0.21520314694973097,0.04895599114471352,0.05697703936718115,0.03779190172810559,0.11354558277568469,0.04340014642440363,0.08767764658086462,0.1054665822033846,0.0389859389542989,0.08494101132863172,0.018482375899101185,0.014876479538814403,-0.0037415248024203823,-0.0005400766786599143,-0.004774562255035267,-0.008238558530331737,-0.0036652186214118404,0.05011363437960214,0.05495163186268104,-0.009603454473407703,0.05782907122569311,-0.01353867745614159,0.05154782891055432,0.02273999450566466,0.056308433103042996,0.017917089072205617,0.010139036067895055,-0.013443658221556992,0.02273999450566466,-0.0324899662928346,-0.027924622845759157
Change In Working Capital,-0.007705441160270534,-0.0011571056442873486,-0.010555987977569249,0.021016221115470097,0.011461305491293712,-0.017514811895276972,-0.01139020133983613,0.02970319996022367,-0.002075058553521186,-0.014963695129791496,0.0544060629103911,0.010341303269577507,0.01615248211778895,0.017528024828227344,0.015535640810844324,0.009126749970430056,0.00970700459473219,0.016903527385803942,-0.009744950701949045,0.10824665780254365,0.08292351385823235,0.09155224032514725,0.021356848690044113,0.04713813256765701,0.013802677217821403,0.039166882619341765,0.14342256413131468,0.0929477594557932,0.05655921402196011,0.038606217582280604,0.052701517287396006,0.08804241962716496,0.060217954158780236,0.18536844163497174,0.0384007296087497,0.06295771608320602,0.0438156785726843,0.11817972213666723,0.041763918457019045,0.053912783783616997,0.102541896679059,0.05893939313024124,0.0580148010470104,0.02221297255742345,0.014096198283422276,-0.010662387179695114,-0.007383966154924405,-0.01741045846963951,-0.008087570084330312,-0.006296484145411791,0.05701698882507877,0.06418970491110813,-0.0020172975470087624,0.06729068805574155,-0.014755927066368694,0.057909064478282604,0.021116612477597052,0.0489472447491718,0.01908558023985783,0.02507223209123211,-0.016185267027588966,0.021116612477597052,-0.03659255956077237,-0.03018248581815807
Deferred Tax,0.0002449822770608746,0.07315093398136292,0.07213882580729811,0.04577869523526261,0.029261158521123983,0.0933067374894958,0.06851411742758057,0.017723695574206243,0.0668075147338028,0.06532716218474074,0.03065509547998422,0.026987635706022983,0.040295250485450164,0.020434529402672635,0.06344405286595588,0.02228969827383641,0.03182155535313542,0.01908102722069342,0.014221046464571997,0.0852880806607235,0.05063323648342932,0.07088836369258927,0.025769878618986566,-0.02227758952560097,0.010185217409843562,0.03466417275488938,0.03308194815233198,0.022882823975533546,0.030167479413001297,0.040234758906384366,0.005814341850170958,0.06403490051601536,0.014911114087299827,0.0413627759982138,-0.014665263369585154,0.021275617130356646,0.008011639162130334,0.017962599479078606,0.049164773595767736,0.01850025180020281,0.059695522122213726,0.03716014323755031,0.010594150318735425,0.07461884088107543,0.08904788659542841,0.010228012217939085,0.011044345565614372,0.00793964785646315,0.013059978895035983,0.011514122237117362,0.00846583055215679,0.017386653874184796,0.07600814096174481,0.02411298200916435,-0.013369438704228596,0.013549287885332228,0.04823902726494014,0.031225965257706264,0.03480971831470294,0.0376799162305242,-0.0052508478766873645,0.0473595894502927,0.014866097791598535,0.04303268062250632
Stock Based Compensation,0.06763849125666549,0.007075021255667368,0.006277244352567023,0.026917135870657086,0.1155982084481278,0.009702176982903779,0.017467686967521264,0.024433107849028204,0.013745333683634928,0.008282643040374823,0.13513753893804847,0.07227282986050808,0.0005695067771223139,-0.018427119749097914,0.04036253630678654,0.10101940833337954,-0.005981567184971083,-0.0025288062843629726,0.13523525423434632,0.05132745038347048,0.014898718780560915,0.011262247806785386,-0.04258976910888036,-0.011188724788484514,-0.014065026115334734,0.04881227728404385,0.05249347507685385,-0.0011282202575844643,0.0417478821847712,0.0468578995993669,0.022949222616573086,0.04240791414985609,0.009766504733217374,0.07598221091407308,0.004687504150602459,0.00900331627632791,0.040670995213888915,0.04649933450545921,0.05002355735873499,0.05898492972575014,0.028167727902629575,0.0175225821269086,0.020287213921578826,0.09033413641374498,0.10314916099295075,-0.02555193269658876,-0.012263196744155339,-0.028265579524351027,0.048636577180676245,0.05564633892846397,0.023626578858619886,0.024042962512765883,0.003136829723177293,0.029861078612453525,0.03628113634873611,0.062427418856391866,0.010057926798988983,0.021999571259249468,-0.035166520768702726,0.07385267156896361,0.041660123615276476,0.009521715557064306,-0.01867134820603462,0.07918430068538035
Asset Impairment Charge,0.08647324059845056,0.0003584523146535298,0.0031963736956154894,0.03833737445154479,0.0891159675610078,-0.016739043727333473,-0.0049721236403407155,-0.012391282881251377,-0.02191651928823791,0.0006931398275305963,0.054205757722171365,0.05713208450491725,-0.018002151870786496,-0.040516523993205614,-0.002909954150745615,0.10995874087512056,-0.00810532916562904,0.02709929314635479,0.09190579894562936,0.05878927178811987,-0.020422353920163904,0.004802778250354665,-0.03849461516449455,-0.029557760289057752,0.02232967980765417,0.1069702264066621,0.015270509160483404,-0.004079512034202622,0.09032181149362095,0.08794590813393147,0.0486822287376627,0.06852409367646714,0.018781243271484414,0.05383268734863919,-0.007734528724923246,0.11478607274171132,0.08346384589659982,0.02747605753950068,0.030316352398029555,0.05597579173688372,0.011526570178340337,0.09752218657783854,0.0021174625868317573,0.10238639051751497,0.08036465386040169,-0.05938625686101295,-0.04300664632935563,-0.01965913735160281,-0.02995746732810948,-0.016241713991213394,0.03190445611072602,0.0007017057217656238,0.019405644498663336,0.012975730335478726,0.02464463319831949,0.014728611451150748,-0.022285778448493374,-0.009433825295187423,-0.021238783751297362,0.08432268928355795,0.02922979417950147,-0.022653094827541173,-0.05310793188916185,0.001946410427279528
Cash from Discontinued Operating Activities,0.05111392414181386,-0.08223862061391823,0.014416586416419342,0.021515804708494953,0.14615605762096512,-0.011632749153612197,0.012315859076576998,0.09538411866117606,0.08775259487647287,-0.04456921737717138,0.06505703335484118,0.05454148617449739,-0.009011667612610985,-0.0025797256799433457,0.03162522655154607,0.07741163938260534,-0.01510466994254755,-0.033156358026005896,0.07820197893942928,0.054271032298150564,-0.024861590691895086,0.005351300916025587,0.057326108123423945,0.06522929380293778,-0.04623370990378985,0.026977457562705025,0.03814864766718974,-0.008759203552402287,0.03929246870847378,0.030707407051008745,0.014647658018947603,0.006470192962733994,0.015408603508715925,-0.000839371174493799,-0.023074604563990103,0.038558733292594086,0.05539014035796444,0.01635166465359328,0.033878717574532737,0.05175486613703617,0.034937419194513486,0.027072091532071543,0.09686923466518971,0.04728083272074289,0.08064182601423478,0.04195117033285053,0.04324586475020339,-0.021559660841918175,-0.030992343731194773,-0.03549178472756038,0.01502931305206165,0.05666766604239935,-0.01967343912320136,0.03284083718958056,-0.02664845425822729,0.06673850919947141,-0.052993584247061055,0.03854376524021505,-0.022149734269676927,0.09400053334181574,-0.032230340721844705,-0.055000644697874246,-0.06472789972060497,0.022377250964882914
Cash Flow from Others,-0.01223214075577667,0.02885598984532304,0.017725587311896017,0.10799109660823443,0.0021417444968362016,0.038438518700002415,0.04351505707128183,0.024539378845650342,0.022046731334474032,0.030148982649214374,0.017072410286769008,0.031139582116155518,0.006179016502813596,0.017512862931088165,0.028052336016007193,-0.0051717071985928915,-0.0022924141743885093,-0.010748546505526353,-0.007888562328118654,0.07780617324161063,0.027641365954944565,0.07806589039718138,0.006151747535997724,-0.011345787464611623,0.016839429975567782,-0.01184644668726343,-0.006590530185558413,0.011383211001578696,0.08899957093940064,0.10362306719796867,0.030623833461709153,0.04880725727444697,-0.0015088115368155322,0.1164900914295574,-0.005804133129588518,-0.005018703562769876,0.04261619282798618,0.029660627372967794,0.012102045792321967,0.03638603964158886,0.013270251935936289,0.015507407321575278,0.0056745214255190645,0.011041459075213724,0.0015688767251885666,0.00842703603008075,0.013720068640703863,-0.0016114244464253294,-0.004199550949420835,0.0054880061002077415,0.006080705410199815,-0.0023604547543957808,0.02986541094143626,0.02074183733451554,-0.053380436174346346,0.004840945691650356,-0.027244246399581326,0.006420206875062184,0.0013674019265994446,0.010281552066588096,-0.021056758819564057,-0.027317336462760813,-0.02576311423122231,-0.012433830370866122
Cash Flow from Operations,0.06723459512933483,0.08440986474776775,0.0791408357388952,0.06787757386855647,-0.006961991729836105,0.028048937105029915,0.040833541525122474,0.13086366529354723,0.05546846658647645,0.021351768598634937,0.045063117295642996,-0.003368733209190935,0.04328947435437376,0.02376303160290574,0.033038119366769154,0.018127233616133637,0.0468772855379844,0.0523010878972764,0.02331710919069597,0.010384793459685467,0.011628022527545747,0.031460294799346526,0.12580332789248316,0.10513789197893467,0.09326978409409713,-0.0033491257824571257,-0.001777586137152876,0.017027164395477638,0.07476027941225802,0.018281832398461775,0.0733381847052378,0.012530727235658314,0.010675386606259836,0.09992207237530928,0.02102522841097304,0.0005026322680746183,-0.010515579775436577,0.07118241880623524,0.03868369231079903,-0.006374138920966995,0.03868917506414262,0.0005543184991722728,0.059174624940420695,0.006538707711970057,0.03072363071565266,0.11194613921647859,0.11263103516987763,0.017782978275436283,0.008788073384583879,0.023289875231096775,0.014234110715406846,0.031870606692151665,0.10160671115621381,-0.00597985164596538,-0.0517309657694883,0.08829600168279776,-0.029025045879346675,0.050958367900719545,0.027213304414063343,0.01688483299757024,-0.047493421538950246,-0.029025045879346675,0.004371509001368893,-0.006850463952925198
