,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Sales Return and Allowances/Discounts,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Directors' Remuneration,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Litigation Income/Expense,Merger and Acquisition Income/Expense,Write Off/Write Down of Other Assets,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Non-Controlling/Minority Interests,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Long-Term Debt,-0.028159226278364858,-0.020116584083129,-0.021912689996642712,0.0050828439963453535,-0.023768195068301724,-0.024527570949196272,-0.02076964536243936,0.0019942781904758265,-0.019012756458284326,-0.023707069132009883,0.0034165602057976813,-0.0126143257784821,-0.01717501974573236,-0.026687160190003778,-0.011724251379372119,-0.014104808745235483,-0.022136334732172743,-0.005948353274966191,-0.012909327910129102,0.03389470823208488,0.04361802256874157,0.0491835819659632,-0.02389121209306989,-0.02214166140808726,0.010180023484852363,0.04418425732933948,-0.023413785203989786,0.12870800613277814,0.05044503233832781,0.04552739348921477,-0.018453973278922536,0.01754190151959879,-0.005988730616110125,0.0530968814814104,-0.02165010499303306,-0.02477096087489949,0.036164010835994166,0.05504718662839033,-0.006272666670489355,-0.005188973820570157,0.02236119567401683,-0.0054233929204735715,0.00824966017351221,0.0021125551887096064,-0.018263821141911912,-0.03575024035922295,-0.02518575461535009,-0.024607143278059632,-0.02320376316959475,-0.030794098672217544,0.007811906409718156,-0.011643893423810923,-0.023390271783865418,0.002996621136179007,-0.06843370159042245,-0.025904386753219346,-0.014611337318461684,-0.015330373432989422,-0.011248806791975229,-0.015840920731024728,-0.06547391312837059,-0.015562703857248927,-0.053536296648672786,-0.03870758677949162
  Long-Term Capital Lease Obligation,-0.05083721775288169,0.007209562776736129,-0.007700440481350862,-0.02095501001655445,-0.029395514675034845,0.03971958530874178,0.046763609857708284,-0.007374969321516342,0.0017160648720920741,-0.007257071964805473,0.015589694815180341,-0.028477340764482988,-0.010794161917560906,-0.012704708081359135,0.0028463939359124474,-0.04187489994533974,0.00018991203605986818,-0.003033093949596898,-0.03192956766490639,-0.008689352972534977,0.011967513133679561,0.023663489594773924,-0.004917818373332364,-0.03373962766710321,-0.012903110507565024,-0.0013699066615648068,0.052497603570168756,-0.014190107344714499,0.00014995031681480989,-0.0007298347885394435,-0.0366279382157223,0.028918585638218152,-0.019811219345083113,-0.010833088607651482,-0.03914664350199711,0.02990012753331329,-0.028028976865223515,0.046367474130449345,0.002934624881154829,-0.006354355411438245,0.045769024910093256,0.013957598432565964,-0.0032697666115642423,-0.03877259974756868,-0.013074446749050957,-0.01521027738272722,-0.011580165275847269,-0.02069900440327043,-0.02614961948587464,-0.022869095657612908,0.03072040488044654,0.02778405852450643,0.00932235475391654,0.010485910172778806,-0.04841334615087217,-0.0010632137113769473,-0.019936215832588703,0.01554849599694596,-0.01303402100540257,-0.04646853287818509,-0.05155351931361902,-0.017652236616023092,-0.025074826818597643,-0.06526734075276362
Long-Term Debt & Capital Lease Obligation,-0.031497663086406474,0.015915541560604804,-0.002005309911085831,0.010747864425663322,-0.010782158045718988,-0.005189041642524711,0.011177937599248074,0.013469274209965621,0.01441613141266315,-0.001733058200769964,0.023464650455532657,-0.03395752375848936,-0.004605661782041241,-0.011618265613409152,0.0137054376578792,-0.015186600674020303,0.0005501245699597733,0.020301681731685305,-0.011549303976476494,0.04185747639725261,0.03801525995721179,0.032934596919031195,-0.006879654535103227,-0.015107706337673665,-0.0050483261911330206,0.021223849645130514,0.12069010482301717,0.02558977051872021,0.002711561649290249,0.0063529734796257935,0.008875486071320422,0.032928527391202986,0.025682255633671894,0.020253708241983838,-0.012955959587491196,0.04564438514727302,-0.007263137393870557,0.06591832237959466,0.03402778671969783,0.012342809243033123,0.05216866088660097,0.02720919502919673,0.00884289046875751,-0.011747700816232408,-0.011569194603165231,-0.0031583332960925174,-0.0058141080707459205,-0.02390774634509745,-0.02407671670764185,-0.021266257235737777,0.05188398093308585,0.0460003888118798,0.025788754823173672,0.02556699805732966,-0.058482387649364136,0.006379337625080219,-0.01416402036764845,0.008847168788006817,-0.00886480835866002,-0.010653556647306134,-0.05267657624674158,-0.018447627560810767,-0.037917604398931284,-0.05201258615604477
Debt-to-Equity.1,0.04330368729554582,0.04604400432685591,0.034451143633968825,0.025017833114104025,0.0037130244305089433,0.12091210712209323,0.07052382256381927,-0.012357541749277275,-0.004791249156184804,0.0027064873593828256,0.09228590332069195,0.06662255953141638,0.015993650686515138,0.014900819747377841,0.001344802518806466,0.0032217073073528245,0.07084199112380887,0.12615920954986312,0.042646394675095664,0.06686009724179945,0.06087949676617602,0.06905225373709566,0.0636755190834119,0.012534159732095405,0.07489276168798158,0.12439447140735291,0.050576514067194885,0.15083136243850584,0.08503703941775363,0.09188552774866665,0.07157631531782188,0.05716664243892045,0.03505133640907438,0.0973425914618271,0.0014780910859360508,0.049921584911208995,0.0869907200081834,0.08174383371795887,0.04509619174642279,0.029162966959950812,0.048344394845316045,0.03198516125250622,0.05420385789726562,0.02579928160317608,0.0147159539289958,0.013932948124108497,0.01277386728457301,0.026227666451282716,0.021353795745755102,0.013255438767811985,0.03496263977437274,0.03883059610243425,-0.002085205059404617,0.10786496664887366,0.034439451110708764,0.04785422343165163,0.0890658683046003,0.06284519093627546,0.015466690065916184,0.014480794236415004,0.09381490660052036,0.10994459220161418,0.028277093254894036,0.06639578636986891
PensionAndRetirementBenefit,0.06251424183875563,-0.014352977148193835,0.002939745334991705,0.03666242323831805,0.11298901657671744,-0.0013054007076612464,0.01240926634279657,0.007502702897817622,0.01809031469472871,-0.05208275360675715,0.06334829193161363,0.042163870867740816,0.005905016913243038,-0.018915076364503052,0.07125034734936667,0.1363496606706346,-0.027708215160966186,0.0066736964726242555,0.10849417640494373,0.03860985693938052,-0.010460715954960613,-0.016994629610725044,-0.025261998948411066,-0.017348827044458618,-0.022352975837014233,0.10505487276745906,0.028913706902437344,0.056115659430641604,0.10514944267486773,0.06042037424525219,0.03933782957881929,0.00447694945711329,0.015408603508715925,0.08706628210099099,0.06519015754116607,0.03191747700265099,0.06404548538754265,0.09618854431570413,0.04835009320279008,0.052925527485406645,0.01232901568770833,-0.0015517238893087162,0.07258846496755102,0.17568448498287526,0.18693601877117086,0.038806495147491966,-0.014590546679303412,0.0415792541519955,-0.003785919320474783,-0.016112651118023694,0.07736770099665931,0.03480696049176637,0.01832680999608244,0.018902453683627963,-0.0011731106763193983,0.03906219513874857,-0.023008782693921932,0.00016707107712264028,-0.013080430407565244,0.0797544599189346,-0.0025522779048355432,-0.026797244078602837,-0.0492970042622533,-0.004213410982019868
NonCurrent Deferred Liabilities,0.03489591384475918,-0.040175012646030114,-0.01925400459475539,0.023495592710739015,0.11390659406382803,0.01068767654973771,0.016176142452916816,-0.014537802913903745,-0.01290716840916425,-0.05084047000970676,0.05668324272097526,0.05706074290313427,-0.02320464542760542,-0.024023574406469145,0.010959462779843434,0.10470717965855068,-0.024142087290403576,-0.007244238766901676,0.10033888306012824,0.049355533034651324,-0.019015365537314168,0.012079138357027962,-0.039121609842738235,-0.03194619226136749,-0.0402583161095062,0.016063656142499508,0.02763714106101429,-0.008072347256031714,0.04049232585201284,0.03539334866614105,0.03136614606169167,0.0709490999125377,0.035991717010827866,0.03386044180234397,-0.018544343420677883,0.019490984779793188,0.0615891569989484,0.09566172596894248,0.04543389384294909,0.04863383487507209,0.009735503578341083,0.02777699362789486,0.009773340846509533,0.07269447258454212,0.08662564726555215,-0.04423651613108541,-0.031818262062633704,-0.03670691055155643,-0.029434454983695423,-0.03694972809141743,0.018352969278990633,0.02541922377239803,-0.0099214964148539,0.025410268733212674,-0.018371810698290404,0.0332379031588263,-0.00027387846239095535,0.012209542318478428,-0.025603308114523965,0.08004972419126852,0.0003526369468012996,0.0032320351607109934,-0.044940222839146116,0.07702161374985503
Other Long-Term Liabilities,-0.01702153630316822,0.0038620732673460053,0.0010028781333927287,0.03225638549293043,0.027701637218810492,0.0028535068829461845,0.017656748532699582,0.020192035598619987,0.002237476469081464,0.0014375698964849892,0.003593367429529052,0.02881738468955917,0.014376106352617983,0.04329299832370544,0.02359754449474502,0.021643882125493126,0.019717049341283037,0.030103314011489312,0.018913052783015562,0.048814314325801834,0.04072625706789328,0.06091368906291678,0.03479042741139223,-0.01174146162011051,0.015447033297064502,0.002603389176740548,-0.00834931994975393,0.03174208830047368,0.10602549932483814,0.10128455861470088,0.007664882560229234,0.09932450132142706,0.013351270019846869,0.08777385838845976,-0.00044812603203549933,-0.0029347720849925056,0.013011344066499139,0.08116675494097673,0.011461044332360653,0.024452250324730626,0.03242808354169961,-0.005394769989992765,0.03932289229274558,-0.00471279014652732,0.0256816479973783,0.00701811804183791,0.02065285929405248,0.01870031849803521,0.020281943825250996,0.019271563433023955,-0.0006350693835003251,0.013824622029992142,0.017121014286631504,0.013854731909583681,0.01750863003511149,0.03819665198796394,-0.007519464469705267,0.010883723702315449,0.013796543279718613,0.004803732994668343,0.017806128517859298,-0.0007419825676051952,-0.010436514417807208,-0.011866157395734683
Total Long-Term Liabilities,-0.006422567394322504,0.06925846827989442,0.032468230191885925,0.01207896501420159,0.009945076249102626,0.01977961990784578,0.03982859977963942,0.05505587526564872,0.03875513216377251,0.03198828171004468,0.00576668750185319,-0.004411837410150497,0.026777474538578823,0.02715099096005334,0.05330081599401754,0.006948566923068786,0.016416350083326918,0.03006770081211268,0.0099312370916782,0.01884669453063217,0.03107945057986095,0.053809569479722666,0.073426501296543,0.01050447474936655,0.11663237340828742,0.020138293682649293,0.020827377367662908,0.02260973696588365,0.07031367829549749,0.06819159343696148,0.01373383616376882,0.06554178265107127,0.016308882470155252,0.04642656879028933,-0.008501134741999804,-0.0004155888621890382,0.014049427092182723,0.08535092997798739,0.005259518725435855,-0.0005873228351051607,0.04066411508668845,-0.00047881351826175016,0.03290029904629163,0.0063128212176176875,0.021410705050044995,0.011796214885259487,0.022095122779417643,0.018620670579440564,0.020611641987534898,0.024519423741652877,0.023141399240252665,0.003625656979351682,0.06982967103716306,0.015106396664771387,0.004397745733028991,0.041838561209930195,-0.008310043374410311,0.02801400315109649,0.03284221306078847,0.01574043282382454,0.004533289947844858,0.010315780031362784,0.021975425696750286,0.0029279924900851148
Total Liabilities,0.011199483682459353,0.06574352875397399,0.01790853744107684,-0.00012802168589689383,-0.0024847251161057827,0.004206141464449377,0.012964310536434213,0.014697088476275244,0.018644488861310832,0.01483842720570965,0.03124747931520161,0.021994800717558667,0.02777730853951974,0.028298409577733084,0.01756194947674535,0.0008027400236993347,0.03296000504064185,0.01915824103318841,0.0023421853408410603,0.025908365300105415,0.033046178819682956,0.0452348384343286,0.11224320213639297,0.0419358902060754,0.08322964890728228,0.020560918751054747,0.03777020429192771,0.03359461452002716,0.07638848212621253,0.07611553249984732,0.027317952329381362,0.04383366984259983,0.017897003319560276,0.04480308319217481,-0.004300271703078428,0.001375811917758303,0.026879403235000758,0.1280166027379875,0.0014017166289509936,0.02942533439869628,0.04382504136481587,0.030396433715496298,0.032955364218830586,-0.01757377029338167,0.03051400819653427,-0.03553273033968515,-0.027599405234315918,-0.014534152255242988,-0.005245873671497276,-0.012298713933205134,0.049259132846488626,0.036913886447677874,0.03463937855977986,0.03942262422684342,0.015339429774751903,0.027762362957359385,0.04571766980703162,0.049694326800809596,0.028113320565783532,0.040696925576271414,0.01650993865788401,0.04647496783117529,0.020844205522232685,0.052733777860210086
Common Stock,0.006130108587590481,0.03823262602521274,0.022169661709012717,-0.006319169137325839,-0.00014428185813241757,0.05834322656011893,0.059796981110846026,0.04524882991638477,0.021456136445893205,0.035532279671412745,0.009659380819724252,0.01973977198632312,0.00965693296280269,0.03432074309071198,0.020791309366143484,-0.025105939523492347,0.026862124844926893,0.019159244060741282,0.0034073386000214615,0.00808950077419201,0.012229541827785698,0.017693885917211553,0.023274316582685507,0.009042087546327156,0.03576766461783719,0.01968835909261401,-0.0010905465379790744,0.03241728173748995,0.02327158594583576,0.005252367562761097,0.03506777176394502,0.0118142043577898,0.02346678703268661,0.036351560517915646,0.012253094965434544,0.0021042370506593787,-0.028362772181891018,0.03497983384754371,0.0058820499584614095,-9.950653457062482e-05,0.018208544776080644,0.003502846747266354,0.009865355746994209,0.010575089856187575,0.025017071687752055,0.03645437257300404,0.03571138595590798,0.03487645518956888,0.5052889193326227,0.5140551972372788,0.02473681218287551,0.019035144482708443,0.026645330573204347,0.024765627010720614,-0.004281601061121915,0.00839083044249245,0.01774049194759912,0.011177264770389505,0.06508758772645927,0.06241885642322288,-4.3040494502361634e-05,0.014191940945027844,0.0015491136192211288,0.005969875354665968
Preferred Stock,0.08140039255171902,0.00016673554393531985,0.008745413231321025,0.03447676757905522,0.08110979562010874,0.013648557615549943,0.009138731662179413,0.007898065139193946,-0.0499465357203759,0.006414152504727714,0.05571106649675217,0.07258626696918109,-0.039694721522105965,-0.047328129898590816,-0.04069846051524514,0.05313845508310721,-0.032713625798806024,-0.016182138899048064,0.13320773957283527,0.05973098437551438,0.012283726296618227,0.010174955850596053,-0.030661597514483375,-0.021113006521283766,-0.03520712869493572,0.04037525843416646,0.017984795104430712,-8.704971165205636e-05,0.020584461719508743,0.037790784242812375,0.016358970081247162,-0.012077455844685786,0.008138287532446605,0.003938642775118012,-0.00488216476589917,0.027484955130528958,0.019350362184943903,-0.016988358986683674,0.03881771005922409,0.05023972430687712,-0.004293933465767552,0.02408081572620538,-0.012671627190676906,0.12391923216740867,0.07811711514923016,-0.046497786053504735,-0.0407332525255761,-0.042403678519731626,0.06199724669493475,0.026669098694004918,0.007147873039461001,0.004794439905775116,0.009310846863691807,0.006667365577002553,0.00014133789298817478,-0.029315262997132056,0.006656855820442605,-0.04044788855514657,0.025426964302902078,0.12320441558322653,-0.0004927274483827924,0.00607351946179414,-0.046492009404668286,0.09030666266885817
Retained Earnings,0.05481518208340195,0.11098906563960635,0.12538797997579065,0.06566767651099767,0.08517851838141904,0.04371817499196336,0.0379590254826497,0.11179498331857417,0.04007459222629814,0.047747692334478314,-0.007417789306225863,0.031783334274087416,0.05439482245586398,0.018257367319595534,0.04914201238221404,0.05691784061167073,0.04700010575991559,0.051274468913431154,0.02044284425816105,-0.013129903804903746,0.013650937957301197,0.02186119708645372,0.07586547395187411,0.05246496836111367,0.07906925209321143,0.0503296311013373,-0.023176973887189548,0.09355859651395317,0.04714368236671279,-0.0253772985025641,0.06753801615800921,0.09468534529197573,-0.001012109811120771,0.105249965186634,0.054495133818747564,-0.015879683985395267,-0.006115620429342944,0.02848422366761624,-0.003364897241687176,-0.015951687821872125,0.04102375395187725,-0.006889684074159343,0.0004738409101737945,0.011493590363450813,0.03614836535033804,0.07003280047306243,0.06851251793252926,0.026885018227237927,0.0721910309467227,0.06804267257986872,0.05423692164959642,0.05672251547167503,0.11427824522904823,0.00037341915159199747,0.0165221105488288,0.028927571749993462,0.023412249898834416,0.01779838336888209,0.06106383767586174,0.049296907113521624,0.002595024499627801,0.022233339863881808,0.018875640727348326,0.054855762790303894
Accumulated other comprehensive income (loss),0.09187134747712931,0.03197069094122375,-0.04039340140767268,0.08140351155114135,0.10631620180298548,-0.02321465724507148,0.010901392446056925,0.07539820103338106,0.01092615473251746,-0.050677084422602034,0.04461242570575566,0.07347432767666931,-8.561797025165969e-05,-0.03896690737426716,0.004560427942232157,0.07959787049274585,-0.011087844751784577,0.04963900192590483,0.0685558354481964,0.13886656982101367,-0.012773899558471651,0.0061244677746619906,0.023575145260861314,0.04844210411030422,0.06413489476579073,0.09078347215915102,0.09071270736355332,0.045223131040759146,0.10687606813971201,0.10396812703749533,0.06775279669137596,0.07182292783956697,0.023306973809426725,0.07028375728427497,0.04143828740540455,0.015980479212039395,0.061650170264385414,0.09275334138699036,0.07284622141290605,0.06414614950754961,0.09815348360825848,0.007441970689088145,0.08908714419598804,0.1754621164021714,0.1831303632574913,0.0630313886873231,0.0630313886873231,0.0626640613568852,0.07570396061597674,0.07135096866214287,0.07089568974602081,0.06578614214080518,0.04118465492616423,0.028655483897014195,-8.785017584129117e-05,0.026023527442988675,-0.02682583270716047,0.020904542321089577,-0.012835779476449769,0.09560110377981117,-0.0003126874693410897,-0.024778268173077114,-0.042350275881336635,0.024566540032671353
Additional Paid-In Capital,0.005462406727768202,0.03423706736974486,0.015510639024977386,-0.0010927695763321664,-0.0015419340434593663,0.017584269066797425,0.017066327181535612,0.03948779549749963,0.0407057958106846,0.0178513310571287,0.019574362683706246,0.01616458038784227,0.032874264106121154,0.042861855816001854,0.04478993394675108,-0.006017097768046346,0.04299204903067072,0.060346274710026085,0.01642636271034143,-0.0008972452232677319,0.028026763967160702,0.03536510231566937,0.03021914924452706,-0.012595119573162783,0.08877692690676307,0.017937055240579813,0.08871180509265679,0.0359396004547237,0.07013693393230705,0.06950099696679768,0.07590048203781312,0.026342073859852672,0.007877718569918726,0.09441271193216497,0.012669239344722872,0.03659575961453407,-0.013376156434074837,0.06072669841395717,0.012514476928283287,0.010098709338764531,0.036428084102458784,0.01574352341929066,0.007572989843147991,-0.017400670013758786,0.031848874607212044,0.023433426886133667,0.0160136800835314,0.011597927634785371,0.026640478153349065,0.008810147065814705,0.038120448410284946,0.03471910982066333,0.030441536813215566,0.015666296950420742,-0.03249766326011281,-0.025406892040449533,-0.014943634065016845,0.007847966432419706,0.03644239327848741,0.029414357235176818,-0.03130103518232441,-0.01466811815646847,0.023599122829183167,0.01696928475713593
Treasury Stock,0.07607046015144588,-0.015985257197786675,-0.03232795694845785,0.03186588375388079,0.08797271486433203,0.012832696213856945,-0.009344810802019536,-0.055625401032156054,-0.04986023204354292,-0.002186594663843855,0.056612925568992,0.07043300973618156,-0.03632158011780616,-0.04781447571880254,-0.048296835260106294,0.02999993098356381,-0.049950869775038514,-0.019582446970894955,0.11227784868968775,0.05037246894234405,0.005618894913929605,0.008578681264399342,-0.03307200352030855,-0.03765842901080344,-0.04692960344302302,0.03160777558284824,0.08469303012230056,-0.0023650562596468612,0.006044811550356422,0.02262120977880649,0.01708310746666165,-0.02625316593767232,-0.0040566421011650105,-3.855553535370062e-05,-0.0031679213634226554,3.5810201844390863e-06,-0.011959624106902534,-0.015515569512194658,0.02819178939089405,0.01450583758057488,-0.0043438884264658225,0.018995371490930283,-0.016128758466023935,0.09864930889661475,0.07973956051027638,-0.045656152858466435,-0.039124095847632046,-0.042885458842976426,0.05206061074481298,0.021052946940513205,0.02511315610244532,-0.005727648879903791,0.005568825621495798,0.030791916062612567,0.03348105939119274,0.0038003799250973446,-0.0010338975193998337,-0.05150468684979605,-0.0505994971618045,0.05325526969526454,0.036855808480188004,-0.00030627987717095004,-0.03343082536652708,0.04719613969465464
Other Stockholders Equity,-0.0031302534303710855,0.022407170367270017,0.021627107986532446,0.052270384707381656,0.02890780832939987,0.007685444780791683,-0.002222334268688105,0.01797838738210441,0.032536685577109176,-0.005718845294421805,0.02272391136990322,0.04088437603482864,0.027648688163689424,0.0174009067456056,0.03152799212280842,0.030526859562772582,0.02005314266025864,0.027998534432839527,0.0146909439016251,0.07517474138184994,0.04906279875554671,0.10727871275153093,0.026481584084693612,0.018512051136537026,0.016787233816354018,0.012650644803014368,0.009535278523849201,0.05987897987112706,0.03537825381706591,0.051375240869863927,0.015719947681070823,0.06829088078248373,0.028005944856120422,0.1797260017303775,0.0190637483572339,-0.0016101281609237773,0.003148678785243105,0.07220433295071574,0.020245547345555757,0.044890854847303,0.05283292147802629,0.014067205407635456,0.050219849150844084,0.001758752042800884,0.04715642649517971,0.0028121863638779364,0.01201184425986174,0.005458645811124355,0.09133515047706282,0.10613589802265093,0.032536897386605784,0.015666480069869503,0.021195739547978612,0.023812508879029578,0.0390234844700912,0.07327760381455622,0.028747733769092544,0.03425025960746763,0.095787229719521,0.08538325906552968,0.04719970575463345,0.037844107260358514,0.005776943771915539,0.0009226237181185698
Total Stockholders Equity,0.019659722494450468,0.047403434705302526,0.02733397238323823,0.025893078248503267,0.027902059568940398,0.02536148023741839,0.010826116116240438,0.048135828587546,0.027021818596701087,0.010519635544479558,0.02822309667302139,0.01579769780542086,0.02136585739221025,-0.0012826888630658876,0.024000266758440865,0.0038097430146973527,0.011002483702776313,0.018106483268354963,0.01566721721411706,0.029698013168294672,0.05570484600272114,0.05871783769575126,0.048116705477468005,0.02276823860611227,0.0192329544953334,0.010973574520345633,0.009817584819238527,0.0588398935308444,0.015878199728485604,0.017564963288633485,0.09215271623946761,0.07101084016990135,0.03436975008731709,0.12972791312621146,-0.008496656546483733,0.02114615507518201,0.0034066194122522294,0.06411654742331797,0.03465061896327736,0.027148945538323376,0.06203718277068371,0.03786053501786518,0.03876202442182325,-0.0011751117715180152,0.019157481356049732,-0.01642846708996431,-0.01642846708996431,-0.00427394139192612,0.06670163341012285,0.0694282798129469,0.058969467232737424,0.03718062908565688,0.05183415357453061,0.03399325640613355,0.03903739313167584,0.0633893214533748,0.04561407888155272,0.05779769940392758,0.07027566101940089,0.08284562362345674,0.0493630760792887,0.057970347023172,-0.0005678835331175977,0.01002725401786882
Minority Interest,0.037126807136167825,0.03027071301853989,0.02567493744280504,0.013545118782077184,0.036926473499843224,0.030036263969102986,0.022165705318382852,0.03275719604529288,0.035990177850694624,0.016975630262651146,0.012605777578031253,0.0375878092119056,0.05152883662858941,0.07507149356161302,0.02837130445095749,0.019395303023300652,0.04602578370713913,0.04440565145274779,0.025257108833225354,0.007288310022669167,-0.0067727305011506134,0.01107929501551577,0.05932325210030148,0.007928782310518984,0.052636765339581566,0.06834704636012774,0.0653023253559358,0.053836462691422976,0.036980537320302424,0.031132751701712105,0.044644109893304404,0.00388286197559655,0.018228287570687937,0.043369464596826626,0.04936053079459333,0.026733430063866977,0.013241801392638853,0.03386267789949207,0.013027706496585965,-0.015150796586676119,0.01804478713754811,0.006712697356750645,0.0045423032196991175,0.030614916467724344,0.04296693981079674,0.059004881963439074,0.06229661401483105,0.5443971107493037,0.059214928481579374,0.05594530076911716,0.019534236514640504,0.021293384094862314,0.032530233159443055,0.6519323895288137,-0.0456483683695066,-0.02856604305737137,-0.001961357042720463,-0.016048899856840777,0.05461929373764786,0.04504368816735228,-0.04549605512532511,-0.002715373669464849,0.031224232518695504,0.04267557488227706
Total Equity,0.09949106201852981,0.07514952245731,0.0016564537507182146,0.027138463533710785,0.012834701898061837,0.02053694872449192,0.015663818330265745,0.016090602888949083,0.018297220919378233,0.01825610142828102,0.027374889978578947,0.013836591634834638,0.012537411352840238,-0.011704614572439808,0.010766798916292699,0.0016231038564854263,-0.007566726991069166,-0.002483567881070064,0.025330335563487346,0.029111654416007816,0.059429987627885025,0.07851263397309728,0.035538735894170004,0.0040461219780882135,0.02726553407766838,-0.013138039601810854,0.028104930257552577,0.03987471427643403,0.008932697788000172,0.015266748873178533,0.0738315030497428,0.09415887407400919,0.030650102231561258,0.09057132182907546,-0.012502142876478276,0.021054406134849966,0.0328186269354842,0.0701851140235263,0.02694690636329503,0.03408128216715669,0.054869456136165146,0.036396670086990775,0.03639742626517809,0.0060967585035571585,0.015475446532739806,-0.03492882907842608,-0.02166980626949401,-0.004209164424575305,0.0310081018885033,0.03000384172623395,0.04012146880823588,0.013512368134891659,0.044368786204689384,0.04115161051825466,0.0770508692764376,0.07127544572209553,0.04683590240472761,0.055357171802295824,0.043121176347140557,0.06535454666357239,0.07734145611811732,0.05277251626094825,0.0054789672737876735,0.03047645176271062
Equity-to-Asset.1,0.0659328735169879,0.04705819770366585,0.04893282911094202,0.06612411172493174,0.012429378420294427,0.17977219831276495,0.14126652425157865,0.00404471600387336,-0.004661733408374499,0.002518039301844596,0.08926829671958363,0.0542298154850396,0.036687788130102844,0.030476630534226862,0.013025072408534472,0.0033147933770626865,0.009137624748973895,0.043937740354061124,0.032078129187374696,0.07173973287561511,0.05661080001768408,0.07015770091799572,0.06707566088661582,0.07012426290730495,0.04157864556585576,0.12724439022993914,0.08520091718448768,0.06707093169258538,0.09437181781871859,0.12411098722038899,0.11811059157385784,0.12823090706595783,0.05266627719595063,0.16153613648801451,0.11862951530010496,0.19352576142671174,0.06656680118799041,0.09917308686828302,0.09445339343939621,0.0863007395048432,0.05880019418831525,0.18779134252423468,0.07525466200673102,0.06292344077188623,0.02641753582554809,0.04308926211034251,0.04218769516542549,0.04653174203062317,0.10386470638878118,0.1009979882373016,0.07460404015753934,0.05400890974758461,0.013636153239433714,0.08101579777824429,0.0655872364251209,0.07155726055753468,0.07898860337232615,0.07220345692397385,0.03307014071589508,0.004759887620324121,0.09500307496246403,0.09398544512545506,0.040330635659344825,0.07137153582744275
Net Income From Continuing Operations,0.021438873221801068,0.08295465005975489,0.05297193789856267,0.048414886856854356,-0.007852778135865345,0.0849733029822421,0.033506378550243035,0.27357697863518626,0.1247340839423454,0.032894330508321905,0.022249907155602246,-0.0024887579844022883,0.041695369382660226,0.052973257999370936,0.04252274988859239,0.004364736729922804,0.05406859401903897,0.05105719759731829,0.012465710836119758,0.04486496307134634,0.01662137006915907,0.024429147069707436,0.09240722000094438,0.07405618537371145,0.1202206314806889,0.11586210917267481,0.042861932876691634,0.03736934733017229,0.11703353754016306,0.005387983752632473,0.1006690232281324,0.020593722457470143,0.010084641304957086,0.1366144168653178,0.046805959127581426,0.009261646677762473,-0.03306785005132306,0.06015831725902874,0.07766628879330444,-0.00441040607462848,0.1271879348873619,0.006055477975290401,0.09089019568674726,0.014946963972324246,0.04815783743968828,0.10248827914860599,0.18924275334124033,0.13432889672539688,0.13161510367273743,0.13052763610420717,0.03249122003092854,0.08989968620414733,0.09736212253078816,0.02188756974625549,-0.053328001724286644,0.06401792736650204,-0.026374077605591583,0.03749653311955248,0.03930716816483331,0.01641113212939143,-0.053328001724286644,-0.026451103495700415,0.01244815862323859,-0.00915414698195613
